time,ue,rnti,h_id,slot,ack,tbs,type
2025-12-05 21:24:07.746465,0,0x4601,12,338.8,1,5252.0,HARQ-ACK
2025-12-05 21:24:07.746465,0,0x4601,7,338.8,1,5252.0,HARQ-ACK
2025-12-05 21:24:07.746465,0,0x4601,5,338.8,1,5252.0,HARQ-ACK
2025-12-05 21:24:07.750472,0,0x4601,8,338.18,1,2817.0,HARQ-ACK
2025-12-05 21:24:07.750472,0,0x4601,4,338.18,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.750472,0,0x4601,15,338.18,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.750472,0,0x4601,0,338.18,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.750472,0,0x4601,1,338.18,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.750472,0,0x4601,10,338.18,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.751394,0,0x4601,13,338.19,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.755917,0,0x4601,3,339.8,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.755917,0,0x4601,11,339.8,1,2817.0,HARQ-ACK
2025-12-05 21:24:07.755917,0,0x4601,5,339.8,1,233.0,HARQ-ACK
2025-12-05 21:24:07.755917,0,0x4601,7,339.8,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.755917,0,0x4601,12,339.8,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.755917,0,0x4601,14,339.8,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.755917,0,0x4601,2,339.8,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.756934,0,0x4601,9,339.9,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.761017,0,0x4601,10,339.18,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.761017,0,0x4601,1,339.18,1,2817.0,HARQ-ACK
2025-12-05 21:24:07.761017,0,0x4601,13,339.18,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.761017,0,0x4601,0,339.18,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.761017,0,0x4601,15,339.18,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.761017,0,0x4601,4,339.18,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.761017,0,0x4601,8,339.18,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.761887,0,0x4601,6,339.19,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.765945,0,0x4601,2,340.8,1,2817.0,HARQ-ACK
2025-12-05 21:24:07.765945,0,0x4601,9,340.8,1,3521.0,HARQ-ACK
2025-12-05 21:24:07.765945,0,0x4601,14,340.8,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.765945,0,0x4601,12,340.8,1,5252.0,HARQ-ACK
2025-12-05 21:24:07.765945,0,0x4601,7,340.8,1,5252.0,HARQ-ACK
2025-12-05 21:24:07.765945,0,0x4601,5,340.8,1,5252.0,HARQ-ACK
2025-12-05 21:24:07.766384,0,0x4601,11,340.9,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.770892,0,0x4601,3,340.18,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.770892,0,0x4601,8,340.18,1,2817.0,HARQ-ACK
2025-12-05 21:24:07.770892,0,0x4601,6,340.18,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.770892,0,0x4601,4,340.18,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.770892,0,0x4601,15,340.18,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.770892,0,0x4601,0,340.18,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.770892,0,0x4601,13,340.18,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.771478,0,0x4601,1,340.19,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.776418,0,0x4601,10,341.8,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.776418,0,0x4601,5,341.8,1,2817.0,HARQ-ACK
2025-12-05 21:24:07.776418,0,0x4601,11,341.8,1,3521.0,HARQ-ACK
2025-12-05 21:24:07.776418,0,0x4601,7,341.8,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.776418,0,0x4601,12,341.8,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.776418,0,0x4601,14,341.8,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.776418,0,0x4601,9,341.8,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.776418,0,0x4601,2,341.9,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.780468,0,0x4601,13,341.18,1,2817.0,HARQ-ACK
2025-12-05 21:24:07.780468,0,0x4601,1,341.18,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.780468,0,0x4601,0,341.18,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.780468,0,0x4601,15,341.18,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.780468,0,0x4601,4,341.18,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.780468,0,0x4601,6,341.18,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.781829,0,0x4601,8,341.19,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.786492,0,0x4601,3,342.8,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.786492,0,0x4601,2,342.8,1,3521.0,HARQ-ACK
2025-12-05 21:24:07.786492,0,0x4601,9,342.8,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.786492,0,0x4601,14,342.8,1,5252.0,HARQ-ACK
2025-12-05 21:24:07.786492,0,0x4601,12,342.8,1,5252.0,HARQ-ACK
2025-12-05 21:24:07.786492,0,0x4601,7,342.8,1,5252.0,HARQ-ACK
2025-12-05 21:24:07.786492,0,0x4601,11,342.9,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.790967,0,0x4601,6,342.18,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.790967,0,0x4601,4,342.18,1,2817.0,HARQ-ACK
2025-12-05 21:24:07.790967,0,0x4601,8,342.18,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.790967,0,0x4601,15,342.18,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.790967,0,0x4601,0,342.18,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.790967,0,0x4601,1,342.18,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.790967,0,0x4601,13,342.18,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.791398,0,0x4601,5,342.19,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.796372,0,0x4601,10,343.8,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.796372,0,0x4601,11,343.8,1,3521.0,HARQ-ACK
2025-12-05 21:24:07.796372,0,0x4601,7,343.8,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.796372,0,0x4601,12,343.8,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.796372,0,0x4601,14,343.8,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.796372,0,0x4601,9,343.8,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.796985,0,0x4601,2,343.9,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.800886,0,0x4601,3,343.18,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.800886,0,0x4601,13,343.18,1,2817.0,HARQ-ACK
2025-12-05 21:24:07.800886,0,0x4601,5,343.18,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.800886,0,0x4601,1,343.18,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.800886,0,0x4601,0,343.18,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.800886,0,0x4601,15,343.18,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.800886,0,0x4601,8,343.18,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.801472,0,0x4601,4,343.19,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.805966,0,0x4601,11,344.9,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.806413,0,0x4601,6,344.8,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.806413,0,0x4601,2,344.8,1,3521.0,HARQ-ACK
2025-12-05 21:24:07.806413,0,0x4601,9,344.8,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.806413,0,0x4601,14,344.8,1,5252.0,HARQ-ACK
2025-12-05 21:24:07.806413,0,0x4601,12,344.8,1,5252.0,HARQ-ACK
2025-12-05 21:24:07.806413,0,0x4601,7,344.8,1,5252.0,HARQ-ACK
2025-12-05 21:24:07.810888,0,0x4601,10,344.18,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.810888,0,0x4601,8,344.18,1,2817.0,HARQ-ACK
2025-12-05 21:24:07.810888,0,0x4601,4,344.18,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.810888,0,0x4601,15,344.18,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.810888,0,0x4601,0,344.18,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.810888,0,0x4601,1,344.18,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.810888,0,0x4601,5,344.18,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.811370,0,0x4601,13,344.19,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.815895,0,0x4601,3,345.8,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.815895,0,0x4601,11,345.8,1,2817.0,HARQ-ACK
2025-12-05 21:24:07.815895,0,0x4601,7,345.8,1,3521.0,HARQ-ACK
2025-12-05 21:24:07.815895,0,0x4601,12,345.8,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.815895,0,0x4601,14,345.8,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.815895,0,0x4601,9,345.8,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.815895,0,0x4601,2,345.8,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.816472,0,0x4601,6,345.9,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.820974,0,0x4601,5,345.18,1,2817.0,HARQ-ACK
2025-12-05 21:24:07.820974,0,0x4601,13,345.18,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.820974,0,0x4601,1,345.18,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.820974,0,0x4601,0,345.18,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.820974,0,0x4601,15,345.18,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.820974,0,0x4601,4,345.18,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.821389,0,0x4601,8,345.19,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.826369,0,0x4601,10,346.8,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.826369,0,0x4601,2,346.8,1,2817.0,HARQ-ACK
2025-12-05 21:24:07.826369,0,0x4601,6,346.8,1,3521.0,HARQ-ACK
2025-12-05 21:24:07.826369,0,0x4601,9,346.8,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.826369,0,0x4601,14,346.8,1,5252.0,HARQ-ACK
2025-12-05 21:24:07.826369,0,0x4601,12,346.8,1,5252.0,HARQ-ACK
2025-12-05 21:24:07.826369,0,0x4601,7,346.8,1,5252.0,HARQ-ACK
2025-12-05 21:24:07.826369,0,0x4601,11,346.9,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.830975,0,0x4601,3,346.18,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.830975,0,0x4601,4,346.18,1,2817.0,HARQ-ACK
2025-12-05 21:24:07.830975,0,0x4601,8,346.18,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.830975,0,0x4601,15,346.18,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.830975,0,0x4601,0,346.18,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.830975,0,0x4601,1,346.18,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.830975,0,0x4601,13,346.18,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.831472,0,0x4601,5,346.19,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.836391,0,0x4601,11,347.8,1,3521.0,HARQ-ACK
2025-12-05 21:24:07.836391,0,0x4601,7,347.8,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.836391,0,0x4601,12,347.8,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.836391,0,0x4601,14,347.8,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.836391,0,0x4601,9,347.8,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.836391,0,0x4601,6,347.9,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.840908,0,0x4601,2,347.18,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.840908,0,0x4601,13,347.18,1,2817.0,HARQ-ACK
2025-12-05 21:24:07.840908,0,0x4601,5,347.18,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.840908,0,0x4601,1,347.18,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.840908,0,0x4601,0,347.18,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.840908,0,0x4601,15,347.18,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.840908,0,0x4601,8,347.18,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.841950,0,0x4601,4,347.19,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.845955,0,0x4601,11,348.9,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.846463,0,0x4601,3,348.8,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.846463,0,0x4601,10,348.8,1,2817.0,HARQ-ACK
2025-12-05 21:24:07.846463,0,0x4601,6,348.8,1,3521.0,HARQ-ACK
2025-12-05 21:24:07.846463,0,0x4601,9,348.8,1,5889.0,HARQ-ACK
2025-12-05 21:24:07.846463,0,0x4601,14,348.8,1,5252.0,HARQ-ACK
2025-12-05 21:24:07.846463,0,0x4601,12,348.8,1,5252.0,HARQ-ACK
