folder,pw,gain,prf,avg_throughput_mbps,metric_type,dl_brate_mbps
logs_20251130_153646,5.0,80,200,45.50789473684212,,
logs_20251130_153646,5.0,80,200,,dl_brate,0.003
logs_20251130_153646,5.0,80,200,,dl_brate,0.001
logs_20251130_153646,5.0,80,200,,dl_brate,0.015
logs_20251130_153646,5.0,80,200,,dl_brate,0.024
logs_20251130_153646,5.0,80,200,,dl_brate,0.026
logs_20251130_153646,5.0,80,200,,dl_brate,0.024
logs_20251130_153646,5.0,80,200,,dl_brate,0.035
logs_20251130_153646,5.0,80,200,,dl_brate,19.0
logs_20251130_153646,5.0,80,200,,dl_brate,65.1
logs_20251130_153646,5.0,80,200,,dl_brate,65.1
logs_20251130_153646,5.0,80,200,,dl_brate,65.1
logs_20251130_153646,5.0,80,200,,dl_brate,65.2
logs_20251130_153646,5.0,80,200,,dl_brate,65.2
logs_20251130_153646,5.0,80,200,,dl_brate,64.6
logs_20251130_153646,5.0,80,200,,dl_brate,62.9
logs_20251130_153646,5.0,80,200,,dl_brate,62.9
logs_20251130_153646,5.0,80,200,,dl_brate,62.9
logs_20251130_153646,5.0,80,200,,dl_brate,62.8
logs_20251130_153646,5.0,80,200,,dl_brate,62.9
logs_20251130_153646,5.0,80,200,,dl_brate,54.7
logs_20251130_153646,5.0,80,200,,dl_brate,36.1
logs_20251130_153646,5.0,80,200,,dl_brate,33.4
logs_20251130_153646,5.0,80,200,,dl_brate,32.3
logs_20251130_153646,5.0,80,200,,dl_brate,32.5
logs_20251130_153646,5.0,80,200,,dl_brate,32.1
logs_20251130_153646,5.0,80,200,,dl_brate,32.4
logs_20251130_153646,5.0,80,200,,dl_brate,32.6
logs_20251130_153646,5.0,80,200,,dl_brate,32.5
logs_20251130_153646,5.0,80,200,,dl_brate,33.4
logs_20251130_153646,5.0,80,200,,dl_brate,33.1
logs_20251130_153646,5.0,80,200,,dl_brate,32.2
logs_20251130_153646,5.0,80,200,,dl_brate,32.2
logs_20251130_153646,5.0,80,200,,dl_brate,32.4
logs_20251130_153646,5.0,80,200,,dl_brate,32.3
logs_20251130_153646,5.0,80,200,,dl_brate,34.0
logs_20251130_153646,5.0,80,200,,dl_brate,32.2
logs_20251130_153646,5.0,80,200,,dl_brate,32.2
logs_20251130_153646,5.0,80,200,,dl_brate,32.3
logs_20251130_153646,5.0,80,200,,dl_brate,32.5
logs_20251130_153646,5.0,80,200,,dl_brate,38.5
logs_20251130_153646,5.0,80,200,,dl_brate,60.3
logs_20251130_153646,5.0,80,200,,dl_brate,65.2
logs_20251130_153646,5.0,80,200,,dl_brate,65.2
logs_20251130_153646,5.0,80,200,,dl_brate,65.1
logs_20251130_153646,5.0,80,200,,dl_brate,56.4
logs_20251130_153646,5.0,80,200,,dl_brate,0.035
logs_20251130_153809,10.0,80,200,41.672727272727265,,
logs_20251130_153809,10.0,80,200,,dl_brate,0.002
logs_20251130_153809,10.0,80,200,,dl_brate,0.015
logs_20251130_153809,10.0,80,200,,dl_brate,0.032
logs_20251130_153809,10.0,80,200,,dl_brate,0.018
logs_20251130_153809,10.0,80,200,,dl_brate,0.027
logs_20251130_153809,10.0,80,200,,dl_brate,29.8
logs_20251130_153809,10.0,80,200,,dl_brate,64.7
logs_20251130_153809,10.0,80,200,,dl_brate,63.5
logs_20251130_153809,10.0,80,200,,dl_brate,62.8
logs_20251130_153809,10.0,80,200,,dl_brate,62.9
logs_20251130_153809,10.0,80,200,,dl_brate,62.8
logs_20251130_153809,10.0,80,200,,dl_brate,62.9
logs_20251130_153809,10.0,80,200,,dl_brate,54.9
logs_20251130_153809,10.0,80,200,,dl_brate,28.5
logs_20251130_153809,10.0,80,200,,dl_brate,27.0
logs_20251130_153809,10.0,80,200,,dl_brate,30.0
logs_20251130_153809,10.0,80,200,,dl_brate,30.1
logs_20251130_153809,10.0,80,200,,dl_brate,29.7
logs_20251130_153809,10.0,80,200,,dl_brate,30.6
logs_20251130_153809,10.0,80,200,,dl_brate,30.1
logs_20251130_153809,10.0,80,200,,dl_brate,30.7
logs_20251130_153809,10.0,80,200,,dl_brate,30.4
logs_20251130_153809,10.0,80,200,,dl_brate,29.5
logs_20251130_153809,10.0,80,200,,dl_brate,29.9
logs_20251130_153809,10.0,80,200,,dl_brate,28.9
logs_20251130_153809,10.0,80,200,,dl_brate,30.0
logs_20251130_153809,10.0,80,200,,dl_brate,30.1
logs_20251130_153809,10.0,80,200,,dl_brate,29.7
logs_20251130_153809,10.0,80,200,,dl_brate,30.4
logs_20251130_153809,10.0,80,200,,dl_brate,30.3
logs_20251130_153809,10.0,80,200,,dl_brate,31.2
logs_20251130_153809,10.0,80,200,,dl_brate,35.6
logs_20251130_153809,10.0,80,200,,dl_brate,39.2
logs_20251130_153809,10.0,80,200,,dl_brate,60.4
logs_20251130_153809,10.0,80,200,,dl_brate,64.3
logs_20251130_153809,10.0,80,200,,dl_brate,64.8
logs_20251130_153809,10.0,80,200,,dl_brate,64.7
logs_20251130_153809,10.0,80,200,,dl_brate,58.4
logs_20251130_153809,10.0,80,200,,dl_brate,0.035
logs_20251130_153857,15.0,80,200,38.4969696969697,,
logs_20251130_153857,15.0,80,200,,dl_brate,0.002
logs_20251130_153857,15.0,80,200,,dl_brate,0.012
logs_20251130_153857,15.0,80,200,,dl_brate,0.027
logs_20251130_153857,15.0,80,200,,dl_brate,0.02
logs_20251130_153857,15.0,80,200,,dl_brate,0.027
logs_20251130_153857,15.0,80,200,,dl_brate,33.6
logs_20251130_153857,15.0,80,200,,dl_brate,64.5
logs_20251130_153857,15.0,80,200,,dl_brate,63.7
logs_20251130_153857,15.0,80,200,,dl_brate,62.9
logs_20251130_153857,15.0,80,200,,dl_brate,62.8
logs_20251130_153857,15.0,80,200,,dl_brate,62.9
logs_20251130_153857,15.0,80,200,,dl_brate,63.0
logs_20251130_153857,15.0,80,200,,dl_brate,49.4
logs_20251130_153857,15.0,80,200,,dl_brate,24.7
logs_20251130_153857,15.0,80,200,,dl_brate,25.9
logs_20251130_153857,15.0,80,200,,dl_brate,25.6
logs_20251130_153857,15.0,80,200,,dl_brate,26.0
logs_20251130_153857,15.0,80,200,,dl_brate,25.7
logs_20251130_153857,15.0,80,200,,dl_brate,25.4
logs_20251130_153857,15.0,80,200,,dl_brate,25.8
logs_20251130_153857,15.0,80,200,,dl_brate,25.7
logs_20251130_153857,15.0,80,200,,dl_brate,26.0
logs_20251130_153857,15.0,80,200,,dl_brate,26.1
logs_20251130_153857,15.0,80,200,,dl_brate,25.8
logs_20251130_153857,15.0,80,200,,dl_brate,25.7
logs_20251130_153857,15.0,80,200,,dl_brate,25.7
logs_20251130_153857,15.0,80,200,,dl_brate,25.7
logs_20251130_153857,15.0,80,200,,dl_brate,25.9
logs_20251130_153857,15.0,80,200,,dl_brate,25.6
logs_20251130_153857,15.0,80,200,,dl_brate,25.5
logs_20251130_153857,15.0,80,200,,dl_brate,25.7
logs_20251130_153857,15.0,80,200,,dl_brate,25.9
logs_20251130_153857,15.0,80,200,,dl_brate,32.8
logs_20251130_153857,15.0,80,200,,dl_brate,58.0
logs_20251130_153857,15.0,80,200,,dl_brate,64.7
logs_20251130_153857,15.0,80,200,,dl_brate,64.6
logs_20251130_153857,15.0,80,200,,dl_brate,64.7
logs_20251130_153857,15.0,80,200,,dl_brate,50.8
logs_20251130_153946,20.0,80,200,38.20937500000001,,
logs_20251130_153946,20.0,80,200,,dl_brate,0.002
logs_20251130_153946,20.0,80,200,,dl_brate,0.015
logs_20251130_153946,20.0,80,200,,dl_brate,0.025
logs_20251130_153946,20.0,80,200,,dl_brate,0.018
logs_20251130_153946,20.0,80,200,,dl_brate,0.033
logs_20251130_153946,20.0,80,200,,dl_brate,20.9
logs_20251130_153946,20.0,80,200,,dl_brate,64.7
logs_20251130_153946,20.0,80,200,,dl_brate,64.5
logs_20251130_153946,20.0,80,200,,dl_brate,64.7
logs_20251130_153946,20.0,80,200,,dl_brate,64.6
logs_20251130_153946,20.0,80,200,,dl_brate,63.2
logs_20251130_153946,20.0,80,200,,dl_brate,62.9
logs_20251130_153946,20.0,80,200,,dl_brate,52.2
logs_20251130_153946,20.0,80,200,,dl_brate,26.0
logs_20251130_153946,20.0,80,200,,dl_brate,25.3
logs_20251130_153946,20.0,80,200,,dl_brate,26.1
logs_20251130_153946,20.0,80,200,,dl_brate,26.4
logs_20251130_153946,20.0,80,200,,dl_brate,25.6
logs_20251130_153946,20.0,80,200,,dl_brate,25.5
logs_20251130_153946,20.0,80,200,,dl_brate,25.9
logs_20251130_153946,20.0,80,200,,dl_brate,26.1
logs_20251130_153946,20.0,80,200,,dl_brate,27.5
logs_20251130_153946,20.0,80,200,,dl_brate,29.4
logs_20251130_153946,20.0,80,200,,dl_brate,30.6
logs_20251130_153946,20.0,80,200,,dl_brate,29.2
logs_20251130_153946,20.0,80,200,,dl_brate,27.4
logs_20251130_153946,20.0,80,200,,dl_brate,25.8
logs_20251130_153946,20.0,80,200,,dl_brate,23.8
logs_20251130_153946,20.0,80,200,,dl_brate,23.4
logs_20251130_153946,20.0,80,200,,dl_brate,23.6
logs_20251130_153946,20.0,80,200,,dl_brate,23.8
logs_20251130_153946,20.0,80,200,,dl_brate,23.8
logs_20251130_153946,20.0,80,200,,dl_brate,28.0
logs_20251130_153946,20.0,80,200,,dl_brate,49.5
logs_20251130_153946,20.0,80,200,,dl_brate,64.6
logs_20251130_153946,20.0,80,200,,dl_brate,64.7
logs_20251130_153946,20.0,80,200,,dl_brate,64.6
logs_20251130_153946,20.0,80,200,,dl_brate,56.6
logs_20251130_154034,25.0,80,200,36.284375000000004,,
logs_20251130_154034,25.0,80,200,,dl_brate,0.002
logs_20251130_154034,25.0,80,200,,dl_brate,0.013
logs_20251130_154034,25.0,80,200,,dl_brate,0.02
logs_20251130_154034,25.0,80,200,,dl_brate,0.024
logs_20251130_154034,25.0,80,200,,dl_brate,0.029
logs_20251130_154034,25.0,80,200,,dl_brate,29.0
logs_20251130_154034,25.0,80,200,,dl_brate,64.6
logs_20251130_154034,25.0,80,200,,dl_brate,63.7
logs_20251130_154034,25.0,80,200,,dl_brate,62.9
logs_20251130_154034,25.0,80,200,,dl_brate,62.8
logs_20251130_154034,25.0,80,200,,dl_brate,62.9
logs_20251130_154034,25.0,80,200,,dl_brate,62.9
logs_20251130_154034,25.0,80,200,,dl_brate,46.4
logs_20251130_154034,25.0,80,200,,dl_brate,21.2
logs_20251130_154034,25.0,80,200,,dl_brate,21.2
logs_20251130_154034,25.0,80,200,,dl_brate,20.8
logs_20251130_154034,25.0,80,200,,dl_brate,20.5
logs_20251130_154034,25.0,80,200,,dl_brate,22.1
logs_20251130_154034,25.0,80,200,,dl_brate,25.2
logs_20251130_154034,25.0,80,200,,dl_brate,25.3
logs_20251130_154034,25.0,80,200,,dl_brate,25.3
logs_20251130_154034,25.0,80,200,,dl_brate,25.2
logs_20251130_154034,25.0,80,200,,dl_brate,24.4
logs_20251130_154034,25.0,80,200,,dl_brate,23.4
logs_20251130_154034,25.0,80,200,,dl_brate,23.0
logs_20251130_154034,25.0,80,200,,dl_brate,22.9
logs_20251130_154034,25.0,80,200,,dl_brate,22.5
logs_20251130_154034,25.0,80,200,,dl_brate,21.1
logs_20251130_154034,25.0,80,200,,dl_brate,21.0
logs_20251130_154034,25.0,80,200,,dl_brate,21.0
logs_20251130_154034,25.0,80,200,,dl_brate,21.0
logs_20251130_154034,25.0,80,200,,dl_brate,21.0
logs_20251130_154034,25.0,80,200,,dl_brate,29.1
logs_20251130_154034,25.0,80,200,,dl_brate,57.9
logs_20251130_154034,25.0,80,200,,dl_brate,64.4
logs_20251130_154034,25.0,80,200,,dl_brate,64.6
logs_20251130_154034,25.0,80,200,,dl_brate,64.7
logs_20251130_154034,25.0,80,200,,dl_brate,45.4
logs_20251130_154122,30.0,80,200,51.739393939393935,,
logs_20251130_154122,30.0,80,200,,dl_brate,0.002
logs_20251130_154122,30.0,80,200,,dl_brate,0.015
logs_20251130_154122,30.0,80,200,,dl_brate,0.02
logs_20251130_154122,30.0,80,200,,dl_brate,0.023
logs_20251130_154122,30.0,80,200,,dl_brate,0.033
logs_20251130_154122,30.0,80,200,,dl_brate,28.5
logs_20251130_154122,30.0,80,200,,dl_brate,64.5
logs_20251130_154122,30.0,80,200,,dl_brate,63.7
logs_20251130_154122,30.0,80,200,,dl_brate,62.9
logs_20251130_154122,30.0,80,200,,dl_brate,63.0
logs_20251130_154122,30.0,80,200,,dl_brate,62.8
logs_20251130_154122,30.0,80,200,,dl_brate,62.9
logs_20251130_154122,30.0,80,200,,dl_brate,62.9
logs_20251130_154122,30.0,80,200,,dl_brate,62.9
logs_20251130_154122,30.0,80,200,,dl_brate,62.9
logs_20251130_154122,30.0,80,200,,dl_brate,62.9
logs_20251130_154122,30.0,80,200,,dl_brate,62.8
logs_20251130_154122,30.0,80,200,,dl_brate,62.9
logs_20251130_154122,30.0,80,200,,dl_brate,62.9
logs_20251130_154122,30.0,80,200,,dl_brate,62.9
logs_20251130_154122,30.0,80,200,,dl_brate,62.8
logs_20251130_154122,30.0,80,200,,dl_brate,62.9
logs_20251130_154122,30.0,80,200,,dl_brate,62.9
logs_20251130_154122,30.0,80,200,,dl_brate,62.9
logs_20251130_154122,30.0,80,200,,dl_brate,62.9
logs_20251130_154122,30.0,80,200,,dl_brate,50.2
logs_20251130_154122,30.0,80,200,,dl_brate,19.4
logs_20251130_154122,30.0,80,200,,dl_brate,19.1
logs_20251130_154122,30.0,80,200,,dl_brate,21.3
logs_20251130_154122,30.0,80,200,,dl_brate,21.1
logs_20251130_154122,30.0,80,200,,dl_brate,21.1
logs_20251130_154122,30.0,80,200,,dl_brate,21.4
logs_20251130_154122,30.0,80,200,,dl_brate,25.7
logs_20251130_154122,30.0,80,200,,dl_brate,51.5
logs_20251130_154122,30.0,80,200,,dl_brate,64.7
logs_20251130_154122,30.0,80,200,,dl_brate,64.6
logs_20251130_154122,30.0,80,200,,dl_brate,64.6
logs_20251130_154122,30.0,80,200,,dl_brate,56.8
logs_20251130_154122,30.0,80,200,,dl_brate,0.035
logs_20251130_154211,35.0,80,200,34.075,,
logs_20251130_154211,35.0,80,200,,dl_brate,0.002
logs_20251130_154211,35.0,80,200,,dl_brate,0.013
logs_20251130_154211,35.0,80,200,,dl_brate,0.026
logs_20251130_154211,35.0,80,200,,dl_brate,0.022
logs_20251130_154211,35.0,80,200,,dl_brate,0.029
logs_20251130_154211,35.0,80,200,,dl_brate,38.1
logs_20251130_154211,35.0,80,200,,dl_brate,64.8
logs_20251130_154211,35.0,80,200,,dl_brate,63.3
logs_20251130_154211,35.0,80,200,,dl_brate,62.9
logs_20251130_154211,35.0,80,200,,dl_brate,62.9
logs_20251130_154211,35.0,80,200,,dl_brate,62.9
logs_20251130_154211,35.0,80,200,,dl_brate,62.9
logs_20251130_154211,35.0,80,200,,dl_brate,43.4
logs_20251130_154211,35.0,80,200,,dl_brate,18.4
logs_20251130_154211,35.0,80,200,,dl_brate,18.3
logs_20251130_154211,35.0,80,200,,dl_brate,19.4
logs_20251130_154211,35.0,80,200,,dl_brate,19.3
logs_20251130_154211,35.0,80,200,,dl_brate,18.9
logs_20251130_154211,35.0,80,200,,dl_brate,18.1
logs_20251130_154211,35.0,80,200,,dl_brate,18.3
logs_20251130_154211,35.0,80,200,,dl_brate,19.2
logs_20251130_154211,35.0,80,200,,dl_brate,19.6
logs_20251130_154211,35.0,80,200,,dl_brate,19.5
logs_20251130_154211,35.0,80,200,,dl_brate,19.4
logs_20251130_154211,35.0,80,200,,dl_brate,19.2
logs_20251130_154211,35.0,80,200,,dl_brate,19.2
logs_20251130_154211,35.0,80,200,,dl_brate,19.1
logs_20251130_154211,35.0,80,200,,dl_brate,18.5
logs_20251130_154211,35.0,80,200,,dl_brate,18.6
logs_20251130_154211,35.0,80,200,,dl_brate,18.6
logs_20251130_154211,35.0,80,200,,dl_brate,18.6
logs_20251130_154211,35.0,80,200,,dl_brate,19.0
logs_20251130_154211,35.0,80,200,,dl_brate,28.5
logs_20251130_154211,35.0,80,200,,dl_brate,56.5
logs_20251130_154211,35.0,80,200,,dl_brate,64.4
logs_20251130_154211,35.0,80,200,,dl_brate,64.6
logs_20251130_154211,35.0,80,200,,dl_brate,64.8
logs_20251130_154211,35.0,80,200,,dl_brate,39.7
logs_20251130_154259,40.0,80,200,36.836363636363636,,
logs_20251130_154259,40.0,80,200,,dl_brate,0.004
logs_20251130_154259,40.0,80,200,,dl_brate,0.019
logs_20251130_154259,40.0,80,200,,dl_brate,0.019
logs_20251130_154259,40.0,80,200,,dl_brate,0.02
logs_20251130_154259,40.0,80,200,,dl_brate,41.2
logs_20251130_154259,40.0,80,200,,dl_brate,64.6
logs_20251130_154259,40.0,80,200,,dl_brate,63.4
logs_20251130_154259,40.0,80,200,,dl_brate,63.0
logs_20251130_154259,40.0,80,200,,dl_brate,62.9
logs_20251130_154259,40.0,80,200,,dl_brate,62.8
logs_20251130_154259,40.0,80,200,,dl_brate,62.8
logs_20251130_154259,40.0,80,200,,dl_brate,23.3
logs_20251130_154259,40.0,80,200,,dl_brate,7.88
logs_20251130_154259,40.0,80,200,,dl_brate,12.7
logs_20251130_154259,40.0,80,200,,dl_brate,18.6
logs_20251130_154259,40.0,80,200,,dl_brate,16.2
logs_20251130_154259,40.0,80,200,,dl_brate,10.2
logs_20251130_154259,40.0,80,200,,dl_brate,7.31
logs_20251130_154259,40.0,80,200,,dl_brate,16.4
logs_20251130_154259,40.0,80,200,,dl_brate,15.9
logs_20251130_154259,40.0,80,200,,dl_brate,16.2
logs_20251130_154259,40.0,80,200,,dl_brate,15.2
logs_20251130_154259,40.0,80,200,,dl_brate,15.9
logs_20251130_154259,40.0,80,200,,dl_brate,16.1
logs_20251130_154259,40.0,80,200,,dl_brate,16.1
logs_20251130_154259,40.0,80,200,,dl_brate,15.6
logs_20251130_154259,40.0,80,200,,dl_brate,37.1
logs_20251130_154259,40.0,80,200,,dl_brate,28.2
logs_20251130_154259,40.0,80,200,,dl_brate,35.0
logs_20251130_154259,40.0,80,200,,dl_brate,38.2
logs_20251130_154259,40.0,80,200,,dl_brate,40.5
logs_20251130_154259,40.0,80,200,,dl_brate,58.0
logs_20251130_154259,40.0,80,200,,dl_brate,65.1
logs_20251130_154259,40.0,80,200,,dl_brate,65.1
logs_20251130_154259,40.0,80,200,,dl_brate,65.1
logs_20251130_154259,40.0,80,200,,dl_brate,65.2
logs_20251130_154259,40.0,80,200,,dl_brate,39.8
logs_20251130_154351,45.0,80,200,34.4625,,
logs_20251130_154351,45.0,80,200,,dl_brate,0.002
logs_20251130_154351,45.0,80,200,,dl_brate,0.016
logs_20251130_154351,45.0,80,200,,dl_brate,0.023
logs_20251130_154351,45.0,80,200,,dl_brate,0.02
logs_20251130_154351,45.0,80,200,,dl_brate,0.029
logs_20251130_154351,45.0,80,200,,dl_brate,37.4
logs_20251130_154351,45.0,80,200,,dl_brate,64.6
logs_20251130_154351,45.0,80,200,,dl_brate,63.5
logs_20251130_154351,45.0,80,200,,dl_brate,62.9
logs_20251130_154351,45.0,80,200,,dl_brate,62.9
logs_20251130_154351,45.0,80,200,,dl_brate,62.9
logs_20251130_154351,45.0,80,200,,dl_brate,62.9
logs_20251130_154351,45.0,80,200,,dl_brate,43.7
logs_20251130_154351,45.0,80,200,,dl_brate,22.2
logs_20251130_154351,45.0,80,200,,dl_brate,22.7
logs_20251130_154351,45.0,80,200,,dl_brate,21.2
logs_20251130_154351,45.0,80,200,,dl_brate,20.2
logs_20251130_154351,45.0,80,200,,dl_brate,19.8
logs_20251130_154351,45.0,80,200,,dl_brate,19.8
logs_20251130_154351,45.0,80,200,,dl_brate,18.4
logs_20251130_154351,45.0,80,200,,dl_brate,18.1
logs_20251130_154351,45.0,80,200,,dl_brate,18.3
logs_20251130_154351,45.0,80,200,,dl_brate,18.1
logs_20251130_154351,45.0,80,200,,dl_brate,18.0
logs_20251130_154351,45.0,80,200,,dl_brate,17.9
logs_20251130_154351,45.0,80,200,,dl_brate,18.2
logs_20251130_154351,45.0,80,200,,dl_brate,18.0
logs_20251130_154351,45.0,80,200,,dl_brate,18.3
logs_20251130_154351,45.0,80,200,,dl_brate,18.5
logs_20251130_154351,45.0,80,200,,dl_brate,18.9
logs_20251130_154351,45.0,80,200,,dl_brate,19.5
logs_20251130_154351,45.0,80,200,,dl_brate,20.2
logs_20251130_154351,45.0,80,200,,dl_brate,31.8
logs_20251130_154351,45.0,80,200,,dl_brate,59.1
logs_20251130_154351,45.0,80,200,,dl_brate,64.3
logs_20251130_154351,45.0,80,200,,dl_brate,64.6
logs_20251130_154351,45.0,80,200,,dl_brate,64.7
logs_20251130_154351,45.0,80,200,,dl_brate,42.3
logs_20251130_154439,50.0,80,200,33.28787878787879,,
logs_20251130_154439,50.0,80,200,,dl_brate,0.005
logs_20251130_154439,50.0,80,200,,dl_brate,0.026
logs_20251130_154439,50.0,80,200,,dl_brate,0.024
logs_20251130_154439,50.0,80,200,,dl_brate,0.018
logs_20251130_154439,50.0,80,200,,dl_brate,37.7
logs_20251130_154439,50.0,80,200,,dl_brate,64.7
logs_20251130_154439,50.0,80,200,,dl_brate,63.7
logs_20251130_154439,50.0,80,200,,dl_brate,62.9
logs_20251130_154439,50.0,80,200,,dl_brate,62.8
logs_20251130_154439,50.0,80,200,,dl_brate,62.9
logs_20251130_154439,50.0,80,200,,dl_brate,62.9
logs_20251130_154439,50.0,80,200,,dl_brate,51.2
logs_20251130_154439,50.0,80,200,,dl_brate,22.4
logs_20251130_154439,50.0,80,200,,dl_brate,18.1
logs_20251130_154439,50.0,80,200,,dl_brate,18.3
logs_20251130_154439,50.0,80,200,,dl_brate,17.4
logs_20251130_154439,50.0,80,200,,dl_brate,16.9
logs_20251130_154439,50.0,80,200,,dl_brate,16.9
logs_20251130_154439,50.0,80,200,,dl_brate,16.8
logs_20251130_154439,50.0,80,200,,dl_brate,16.9
logs_20251130_154439,50.0,80,200,,dl_brate,16.9
logs_20251130_154439,50.0,80,200,,dl_brate,16.9
logs_20251130_154439,50.0,80,200,,dl_brate,16.8
logs_20251130_154439,50.0,80,200,,dl_brate,16.9
logs_20251130_154439,50.0,80,200,,dl_brate,16.9
logs_20251130_154439,50.0,80,200,,dl_brate,16.9
logs_20251130_154439,50.0,80,200,,dl_brate,16.9
logs_20251130_154439,50.0,80,200,,dl_brate,16.8
logs_20251130_154439,50.0,80,200,,dl_brate,16.3
logs_20251130_154439,50.0,80,200,,dl_brate,16.4
logs_20251130_154439,50.0,80,200,,dl_brate,15.1
logs_20251130_154439,50.0,80,200,,dl_brate,22.7
logs_20251130_154439,50.0,80,200,,dl_brate,51.9
logs_20251130_154439,50.0,80,200,,dl_brate,64.4
logs_20251130_154439,50.0,80,200,,dl_brate,64.5
logs_20251130_154439,50.0,80,200,,dl_brate,64.5
logs_20251130_154439,50.0,80,200,,dl_brate,44.8
logs_20251130_154532,55.0,80,200,56.74848484848486,,
logs_20251130_154532,55.0,80,200,,dl_brate,0.002
logs_20251130_154532,55.0,80,200,,dl_brate,0.018
logs_20251130_154532,55.0,80,200,,dl_brate,0.022
logs_20251130_154532,55.0,80,200,,dl_brate,0.021
logs_20251130_154532,55.0,80,200,,dl_brate,0.029
logs_20251130_154532,55.0,80,200,,dl_brate,25.2
logs_20251130_154532,55.0,80,200,,dl_brate,64.4
logs_20251130_154532,55.0,80,200,,dl_brate,63.9
logs_20251130_154532,55.0,80,200,,dl_brate,62.9
logs_20251130_154532,55.0,80,200,,dl_brate,62.9
logs_20251130_154532,55.0,80,200,,dl_brate,62.9
logs_20251130_154532,55.0,80,200,,dl_brate,62.8
logs_20251130_154532,55.0,80,200,,dl_brate,58.6
logs_20251130_154532,55.0,80,200,,dl_brate,36.2
logs_20251130_154532,55.0,80,200,,dl_brate,36.9
logs_20251130_154532,55.0,80,200,,dl_brate,38.0
logs_20251130_154532,55.0,80,200,,dl_brate,38.8
logs_20251130_154532,55.0,80,200,,dl_brate,40.0
logs_20251130_154532,55.0,80,200,,dl_brate,45.2
logs_20251130_154532,55.0,80,200,,dl_brate,54.7
logs_20251130_154532,55.0,80,200,,dl_brate,58.8
logs_20251130_154532,55.0,80,200,,dl_brate,64.7
logs_20251130_154532,55.0,80,200,,dl_brate,64.6
logs_20251130_154532,55.0,80,200,,dl_brate,64.6
logs_20251130_154532,55.0,80,200,,dl_brate,64.7
logs_20251130_154532,55.0,80,200,,dl_brate,64.4
logs_20251130_154532,55.0,80,200,,dl_brate,64.6
logs_20251130_154532,55.0,80,200,,dl_brate,64.6
logs_20251130_154532,55.0,80,200,,dl_brate,64.6
logs_20251130_154532,55.0,80,200,,dl_brate,64.6
logs_20251130_154532,55.0,80,200,,dl_brate,64.8
logs_20251130_154532,55.0,80,200,,dl_brate,64.6
logs_20251130_154532,55.0,80,200,,dl_brate,64.5
logs_20251130_154532,55.0,80,200,,dl_brate,64.6
logs_20251130_154532,55.0,80,200,,dl_brate,64.5
logs_20251130_154532,55.0,80,200,,dl_brate,64.4
logs_20251130_154532,55.0,80,200,,dl_brate,64.6
logs_20251130_154532,55.0,80,200,,dl_brate,64.5
logs_20251130_154532,55.0,80,200,,dl_brate,3.4
logs_20251130_154620,60.0,80,200,32.96875,,
logs_20251130_154620,60.0,80,200,,dl_brate,0.008
logs_20251130_154620,60.0,80,200,,dl_brate,0.025
logs_20251130_154620,60.0,80,200,,dl_brate,0.022
logs_20251130_154620,60.0,80,200,,dl_brate,0.017
logs_20251130_154620,60.0,80,200,,dl_brate,43.1
logs_20251130_154620,60.0,80,200,,dl_brate,64.5
logs_20251130_154620,60.0,80,200,,dl_brate,64.3
logs_20251130_154620,60.0,80,200,,dl_brate,62.8
logs_20251130_154620,60.0,80,200,,dl_brate,62.9
logs_20251130_154620,60.0,80,200,,dl_brate,62.9
logs_20251130_154620,60.0,80,200,,dl_brate,62.8
logs_20251130_154620,60.0,80,200,,dl_brate,36.1
logs_20251130_154620,60.0,80,200,,dl_brate,15.9
logs_20251130_154620,60.0,80,200,,dl_brate,16.9
logs_20251130_154620,60.0,80,200,,dl_brate,17.3
logs_20251130_154620,60.0,80,200,,dl_brate,17.7
logs_20251130_154620,60.0,80,200,,dl_brate,18.2
logs_20251130_154620,60.0,80,200,,dl_brate,18.3
logs_20251130_154620,60.0,80,200,,dl_brate,18.1
logs_20251130_154620,60.0,80,200,,dl_brate,18.3
logs_20251130_154620,60.0,80,200,,dl_brate,18.4
logs_20251130_154620,60.0,80,200,,dl_brate,18.4
logs_20251130_154620,60.0,80,200,,dl_brate,18.4
logs_20251130_154620,60.0,80,200,,dl_brate,18.3
logs_20251130_154620,60.0,80,200,,dl_brate,17.4
logs_20251130_154620,60.0,80,200,,dl_brate,16.8
logs_20251130_154620,60.0,80,200,,dl_brate,16.5
logs_20251130_154620,60.0,80,200,,dl_brate,16.3
logs_20251130_154620,60.0,80,200,,dl_brate,16.3
logs_20251130_154620,60.0,80,200,,dl_brate,15.7
logs_20251130_154620,60.0,80,200,,dl_brate,17.5
logs_20251130_154620,60.0,80,200,,dl_brate,27.9
logs_20251130_154620,60.0,80,200,,dl_brate,56.1
logs_20251130_154620,60.0,80,200,,dl_brate,64.8
logs_20251130_154620,60.0,80,200,,dl_brate,64.7
logs_20251130_154620,60.0,80,200,,dl_brate,64.4
logs_20251130_154620,60.0,80,200,,dl_brate,34.8
logs_20251130_154708,65.0,80,200,32.398125,,
logs_20251130_154708,65.0,80,200,,dl_brate,0.011
logs_20251130_154708,65.0,80,200,,dl_brate,0.02
logs_20251130_154708,65.0,80,200,,dl_brate,0.025
logs_20251130_154708,65.0,80,200,,dl_brate,0.02
logs_20251130_154708,65.0,80,200,,dl_brate,0.041
