pw,mean,std,count,median
2320.0,25.554153846153845,25.718263827317312,39,18.7
2325.0,32.24848717948718,21.96290526016393,39,28.6
2330.0,30.53002564102564,23.740556145092153,39,23.9
2335.0,32.146743589743586,22.260009731541295,39,26.2
2340.0,25.426894736842105,30.979711504098823,19,0.026
2345.0,35.75221052631579,20.750962666250025,38,28.549999999999997
2350.0,28.08521052631579,24.331233706579916,38,17.0
2355.0,33.11481578947369,22.001262025049357,38,26.4
2359.9999999999,35.676589743589744,20.646478478522734,39,30.5
2365.0,25.81957894736842,30.27098220392994,19,0.043
2369.9999999999,34.54821428571429,30.59431051476118,14,43.3
2375.0,30.227526315789472,23.298335676246758,38,21.75
2379.9999999999,29.289871794871797,23.780856080136886,39,17.3
2385.0,22.981820512820512,23.381551544429882,39,28.4
2389.9999999999,25.154307692307693,25.028477997077697,39,9.59
2395.0,20.25228947368421,26.298717133348656,38,0.73
2400.0,13.217526315789472,24.49517037420746,38,1.0045
2405.0,36.00505128205128,20.48996379739002,39,30.6
2410.0,36.08935897435897,20.612713513607616,39,29.9
2415.0,31.045153846153845,22.203412176769092,39,23.3
2420.0,16.83435135135135,23.947119042934087,37,8.01
2425.0,35.88679487179487,20.522357535110835,39,30.4
2430.0,20.38364,28.54327550241329,25,0.029
2435.0,36.8333947368421,19.916542527391066,38,29.9
2440.0,22.087783783783784,28.437283888443915,37,1.54
2444.9999999999,35.6974358974359,20.860654191683278,39,29.4
2450.0,32.974333333333334,21.707549382079925,39,26.5
2454.9999999999,27.766333333333332,30.24981616278606,18,13.235
2460.0,32.071615384615384,22.17661176556982,39,24.3
2464.9999999999,35.66384615384616,20.796719778721254,39,29.7
2470.0,34.972875,21.660896560495537,40,29.299999999999997
2474.9999999999,33.52012820512821,21.654439834264068,39,27.7
2480.0,30.844625,23.28557349649988,40,25.8
2485.0,32.700374999999994,22.63009774239007,40,26.45
2490.0,31.439625,22.8932611299365,40,24.85
2495.0,30.307358974358976,20.809289177631047,39,29.9
2500.0,32.985125,22.345199324018754,40,25.7
2505.0,31.391897435897437,22.61743856756606,39,24.3
