time,log_type,rnti,format,prb1,prb2,symb,cs,occ,ack,metric,sinr,t,bwp,n_id,slot,cp,ports,status,epre,rsrp,t_align,cfo,sr,prb,csi1,n_id0
2025-07-30 18:09:36.212815,PHY,0x4601,1,0,50,"[0,",0,0,2,0.2,-17.1dB,22.2us,"[0,",1,471.17,normal,0,invalid,-44.0dB,-62.4dB,na,na,,,,
2025-07-30 18:09:36.213284,PHY,0x4601,1,0,50,"[0,",0,0,1,716.4,+16.9dB,23.5us,"[0,",1,471.18,normal,0,valid,-16.0dB,-15.8dB,na,na,,,,
2025-07-30 18:09:36.217765,PHY,0x4601,1,4,na,"[0,",0,0,,0.6,-16.1dB,17.5us,"[0,",1,472.7,normal,0,invalid,-42.9dB,-59.0dB,na,na,no,,,
2025-07-30 18:09:36.218035,CSI,0x4601,2,,na,"[4,",,,,,+35.2dB,27.6us,"[0,",1,472.8,normal,0,valid,-12.1dB,-12.1dB,0.19us,-7.4Hz,,"[7,",0101,1
2025-07-30 18:09:36.222732,PHY,0x4601,1,0,na,"[0,",0,0,1,1264.3,+16.8dB,16.3us,"[0,",1,472.17,normal,0,valid,-14.1dB,-14.2dB,na,na,,,,
2025-07-30 18:09:36.222750,PHY,0x4601,1,0,50,"[0,",0,0,1,629.8,+16.6dB,12.0us,"[0,",1,472.17,normal,0,valid,-17.1dB,-16.6dB,na,na,,,,
2025-07-30 18:09:36.237718,PHY,0x4601,1,4,na,"[0,",0,0,,1412.9,+17.3dB,17.5us,"[0,",1,474.7,normal,0,valid,-13.8dB,-13.9dB,na,na,yes,,,
2025-07-30 18:09:36.237959,CSI,0x4601,2,,na,"[4,",,,,,+34.2dB,14.6us,"[0,",1,474.8,normal,0,valid,-12.2dB,-12.2dB,0.19us,+16.1Hz,,"[7,",1111,1
2025-07-30 18:09:36.257784,PHY,0x4601,1,4,na,"[0,",0,0,2,0.1,-34.5dB,20.8us,"[0,",1,476.7,normal,0,invalid,-43.5dB,-78.7dB,na,na,,,,
2025-07-30 18:09:36.257802,PHY,0x4601,1,0,na,"[0,",0,0,1,1276.0,+16.8dB,11.7us,"[0,",1,476.7,normal,0,valid,-14.1dB,-14.1dB,na,na,,,,
2025-07-30 18:09:36.258032,CSI,0x4601,2,,na,"[4,",,,,,+31.3dB,24.4us,"[0,",1,476.8,normal,0,valid,-12.1dB,-12.2dB,0.23us,-86.6Hz,,"[7,",1111,1
2025-07-30 18:09:36.262736,PHY,0x4601,1,0,na,"[0,",0,0,1,1376.6,+17.1dB,18.4us,"[0,",1,476.17,normal,0,valid,-14.1dB,-14.2dB,na,na,,,,
2025-07-30 18:09:36.277733,PHY,0x4601,1,4,na,"[0,",0,0,,1338.7,+17.0dB,17.1us,"[0,",1,478.7,normal,0,valid,-13.8dB,-13.9dB,na,na,yes,,,
2025-07-30 18:09:36.277969,CSI,0x4601,2,,na,"[4,",,,,,+35.3dB,15.4us,"[0,",1,478.8,normal,0,valid,-12.1dB,-12.1dB,0.22us,-132.5Hz,,"[7,",1111,1
2025-07-30 18:09:36.297800,PHY,0x4601,1,4,na,"[0,",0,0,2,0.1,-32.7dB,16.6us,"[0,",1,480.7,normal,0,invalid,-43.2dB,-76.9dB,na,na,,,,
2025-07-30 18:09:36.297823,PHY,0x4601,1,0,na,"[0,",0,0,1,1299.4,+16.9dB,19.4us,"[0,",1,480.7,normal,0,valid,-14.1dB,-14.1dB,na,na,,,,
2025-07-30 18:09:36.297927,CSI,0x4601,2,,na,"[4,",,,,,+28.7dB,14.4us,"[0,",1,480.8,normal,0,valid,-12.2dB,-12.3dB,0.22us,+27.8Hz,,"[7,",1111,1
