time,log_type,nof_prbs,nof_dl_slots,nof_ul_slots,nof_prach_preambles,error_indications,pdsch_rbs_per_slot,pusch_rbs_per_slot,pdschs_per_slot,puschs_per_slot,failed_pdcch,failed_uci,nof_ues,mean_latency,max_latency,max_latency_slot,total_dl_brate,total_ul_brate,max_crc_delay,max_ce_delay,max_pucch_harq_delay,events,slot,type,pci,rnti,cqi,dl_ri,dl_mcs,dl_brate,dl_nof_ok,dl_nof_nok,dl_error_rate,dl_bs,dl_nof_prbs,dl_olla,pusch_snr_db,pusch_rsrp_db,ul_ri,ul_mcs,ul_brate,ul_nof_ok,ul_nof_nok,ul_error_rate,ul_nof_prbs,bsr,sr_count,f0f1_invalid_harqs,f2f3f4_invalid_harqs,f2f3f4_invalid_csis,pusch_invalid_harqs,pusch_invalid_csis,ul_olla,ta,srs_ta,last_phr,avg_ul_ce_delay,max_ul_ce_delay,avg_crc_delay,avg_pusch_harq_delay,max_pusch_harq_delay,avg_pucch_harq_delay,ue_log_type,ue_nof_prbs,ue_nof_dl_slots,ue_nof_ul_slots,ue_nof_prach_preambles,ue_error_indications,ue_pdsch_rbs_per_slot,ue_pusch_rbs_per_slot,ue_pdschs_per_slot,ue_puschs_per_slot,ue_failed_pdcch,ue_failed_uci,ue_nof_ues,ue_mean_latency,ue_max_latency,ue_max_latency_slot,ue_total_dl_brate,ue_total_ul_brate,ue_max_crc_delay,ue_max_ce_delay,ue_max_pucch_harq_delay,ue_events,ue_slot,ue_type,ue_pci,ue_rnti,ue_cqi,ue_dl_ri,ue_dl_mcs,ue_dl_brate,ue_dl_nof_ok,ue_dl_nof_nok,ue_dl_error_rate,ue_dl_bs,ue_dl_nof_prbs,ue_dl_olla,ue_pusch_snr_db,ue_pusch_rsrp_db,ue_ul_ri,ue_ul_mcs,ue_ul_brate,ue_ul_nof_ok,ue_ul_nof_nok,ue_ul_error_rate,ue_ul_nof_prbs,ue_bsr,ue_sr_count,ue_f0f1_invalid_harqs,ue_f2f3f4_invalid_harqs,ue_f2f3f4_invalid_csis,ue_pusch_invalid_harqs,ue_pusch_invalid_csis,ue_ul_olla,ue_ta,ue_srs_ta,ue_last_phr,ue_avg_ul_ce_delay,ue_max_ul_ce_delay,ue_avg_crc_delay,ue_avg_pusch_harq_delay,ue_max_pusch_harq_delay,ue_avg_pucch_harq_delay
2025-07-30 17:55:08.093563,metric,51,575,247,0,0,0,0,0,0,0,0,0,1usec,217usec,158.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-30 17:55:09.093528,metric,51,1400,600,1,0,0,0,0.00143,0.00333,0,0,1,4usec,32usec,300.0,2.0kbps,4.0kbps,4.5ms,4.5ms,4ms,0x4601,295.8,ue_create,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,1,4601,8,1.0,18,2.5kbps,1,0,0%,3,25,0,24.3,-4.1,1,9,4.2kbps,1,0,0%,24,0,1,0,0,0,0,0,0,127ns,n/a,21,4.5ms,4.5ms,4.5ms,n/a,n/a,4ms
2025-07-30 17:55:10.093608,metric,51,1400,600,0,0,0,0,0.0129,0.0217,0,0,1,6usec,47usec,391.3,13kbps,76kbps,4.5ms,5.5ms,4.5ms,0x4601,300.14,ue_reconf,,0x4601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,1,4601,13,1.0,9,14kbps,19,0,0%,0,101,0.004,30.2,-3.4,1,28,76kbps,13,0,0%,93,0,11,0,0,0,0,0,0,343ns,n/a,24,4.58ms,5.5ms,4.46ms,n/a,n/a,4.12ms
2025-07-30 17:55:11.093556,metric,51,1400,600,0,0,0,2,0.0114,0.128,0,0,1,9usec,39usec,451.10,26kbps,1.2Mbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,1,4601,15,1.0,26,27kbps,15,0,0%,3,32,0.013000001,32.3,-3.6,1,27,1.2Mbps,77,0,0%,1225,1.53k,5,0,0,0,0,0,0,226ns,n/a,19,4.49ms,4.5ms,4.48ms,4.22ms,4.5ms,4.12ms
2025-07-30 17:55:12.093535,metric,51,1400,600,0,0,0,2,0.00714,0.167,0,0,1,9usec,35usec,536.0,20kbps,1.6Mbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,1,4601,15,1.0,27,21kbps,11,0,0%,0,20,0.013000001,32.3,-3.6,1,27,1.6Mbps,100,0,0%,1664,2.01k,0,0,0,0,0,0,0,235ns,n/a,19,4.5ms,4.5ms,4.49ms,4.15ms,4.5ms,4ms
2025-07-30 17:55:13.093530,metric,51,1400,600,0,0,10,2,0.236,0.167,0,0,1,11usec,42usec,689.16,12Mbps,1.6Mbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,1,4601,15,1.0,27,12Mbps,319,2,0%,347k,15129,0.012000002,32.3,-3.6,1,27,1.6Mbps,100,0,0%,1668,2.01k,0,0,0,0,0,0,0,238ns,n/a,19,4.5ms,4.5ms,4.43ms,4.12ms,4.5ms,3.97ms
2025-07-30 17:55:14.093579,metric,51,1400,600,0,0,49,2,1,0.167,0,0,1,16usec,86usec,734.6,58Mbps,1.6Mbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,1,4601,15,1.0,27,58Mbps,1400,0,0%,712k,69016,0.012000002,32.3,-3.8,1,27,1.6Mbps,100,0,0%,1668,2.01k,0,0,0,0,0,0,0,239ns,n/a,19,4.5ms,4.5ms,4.43ms,4.05ms,4.5ms,3.96ms
2025-07-30 17:55:15.093632,metric,51,1400,600,0,0,49,2,1,0.167,0,0,1,16usec,65usec,869.16,58Mbps,1.6Mbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,1,4601,15,1.0,27,58Mbps,1400,0,0%,1.07M,68978,0.012000002,32.5,-3.8,1,27,1.6Mbps,100,0,0%,1666,2.01k,0,0,0,0,0,0,0,178ns,n/a,19,4.5ms,4.5ms,4.43ms,4.05ms,4.5ms,3.96ms
2025-07-30 17:55:16.093567,metric,51,1400,600,0,0,49,2,1,0.167,0,0,1,16usec,48usec,942.16,58Mbps,1.6Mbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,1,4601,15,1.0,27,58Mbps,1400,0,0%,1.44M,69016,0.012000002,32.5,-3.8,1,27,1.6Mbps,100,0,0%,1668,2.01k,0,0,0,0,0,0,0,174ns,n/a,19,4.5ms,4.5ms,4.45ms,4.04ms,4.5ms,3.96ms
2025-07-30 17:55:17.093633,metric,51,1400,600,0,0,49,2,1,0.167,0,0,1,16usec,44usec,51.6,58Mbps,1.6Mbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,1,4601,15,1.0,27,58Mbps,1400,0,0%,1.79M,69016,0.012000002,32.2,-3.9,1,27,1.6Mbps,99,1,1%,1680,2.01k,0,0,0,0,0,0,-0.099000014,184ns,n/a,19,4.5ms,4.5ms,4.42ms,4.07ms,4.5ms,3.96ms
2025-07-30 17:55:18.093484,metric,51,1400,600,0,0,48,9,0.998,0.355,0,0,1,18usec,296usec,143.14,49Mbps,1.1Mbps,6ms,5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6ms,,metric,,,,,,,,,,,,,,,,,,6ms,,4.5ms,,,,1,4601,15,1.0,26,49Mbps,1213,184,13%,2.09M,68585,-1.2129822,5.3,-11.1,1,10,1.1Mbps,156,57,26%,5411,0,5,11,5,3,26,3,-2.4860063,131ns,n/a,23,4.48ms,5ms,4.49ms,4.22ms,6ms,3.97ms
2025-07-30 17:55:19.093573,metric,51,1400,600,0,0,49,2,1,0.163,0,0,1,16usec,68usec,233.2,55Mbps,1.5Mbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,1,4601,15,1.0,25,55Mbps,1400,0,0%,2.37M,69006,0.012018408,32.1,-5.3,1,27,1.5Mbps,97,1,1%,1576,2.01k,2,0,0,0,0,0,-2.5850062,176ns,n/a,19,4.5ms,4.5ms,4.45ms,4.06ms,4.5ms,3.96ms
