time,log_type,rnti,format,prb,prb2,symb,csi1,sinr,t,bwp,n_id,n_id0,slot,cp,ports,status,epre,rsrp,t_align,cfo,prb1,cs,occ,ack,metric,sr
2025-07-30 15:04:42.746049,CSI,0x4601,2,"[7,",na,"[4,",2222,-4.7dB,29.0us,"[0,",1,1,456.8,normal,0,invalid,-41.9dB,-47.4dB,0.90us,-9964.8Hz,,,,,,
2025-07-30 15:04:42.750764,PHY,0x4601,1,,50,"[0,",,+19.6dB,19.3us,"[0,",1,,456.17,normal,0,valid,-16.1dB,-15.8dB,na,na,0,0,0,1,1340.6,
2025-07-30 15:04:42.765756,PHY,0x4601,1,,na,"[0,",,+19.8dB,17.3us,"[0,",1,,458.7,normal,0,valid,-14.0dB,-14.1dB,na,na,4,0,0,,2522.9,yes
2025-07-30 15:04:42.765987,CSI,0x4601,2,"[7,",na,"[4,",1111,+31.5dB,13.9us,"[0,",1,1,458.8,normal,0,valid,-12.4dB,-12.4dB,0.15us,-33.1Hz,,,,,,
2025-07-30 15:04:42.785824,PHY,0x4601,1,,na,"[0,",,-32.3dB,19.5us,"[0,",1,,460.7,normal,0,invalid,-43.7dB,-77.0dB,na,na,4,0,0,2,0.1,
2025-07-30 15:04:42.785848,PHY,0x4601,1,,na,"[0,",,+19.4dB,12.9us,"[0,",1,,460.7,normal,0,valid,-14.2dB,-14.2dB,na,na,0,0,0,1,2330.1,
2025-07-30 15:04:42.785959,CSI,0x4601,2,"[7,",na,"[4,",1111,+37.3dB,23.7us,"[0,",1,1,460.8,normal,0,valid,-12.3dB,-12.4dB,0.19us,+78.5Hz,,,,,,
2025-07-30 15:04:42.795741,PHY,0x4601,1,,na,"[0,",,+16.7dB,16.7us,"[0,",1,,461.7,normal,0,valid,-14.2dB,-14.3dB,na,na,0,0,0,1,1260.3,
2025-07-30 15:04:42.805770,PHY,0x4601,1,,na,"[0,",,+17.1dB,13.8us,"[0,",1,,462.7,normal,0,valid,-14.0dB,-14.1dB,na,na,4,0,0,,1369.2,yes
2025-07-30 15:04:42.806006,CSI,0x4601,2,"[7,",na,"[4,",1111,+31.4dB,13.6us,"[0,",1,1,462.8,normal,0,valid,-12.3dB,-12.4dB,0.22us,-7.7Hz,,,,,,
2025-07-30 15:04:42.825727,PHY,0x4601,1,,na,"[0,",,-18.4dB,16.1us,"[0,",1,,464.7,normal,0,invalid,-43.6dB,-62.5dB,na,na,4,0,0,2,0.5,
2025-07-30 15:04:42.825743,PHY,0x4601,1,,na,"[0,",,+16.6dB,11.6us,"[0,",1,,464.7,normal,0,valid,-14.2dB,-14.3dB,na,na,0,0,0,1,1211.7,
2025-07-30 15:04:42.825990,CSI,0x4601,2,"[7,",na,"[4,",1111,+31.3dB,16.6us,"[0,",1,1,464.8,normal,0,valid,-12.4dB,-12.5dB,0.24us,+20.2Hz,,,,,,
2025-07-30 15:04:42.826788,PHY,0x4601,1,,na,"[0,",,+15.6dB,17.4us,"[0,",1,,464.9,normal,0,valid,-14.3dB,-14.4dB,na,na,0,0,0,1,972.5,
2025-07-30 15:04:42.845791,PHY,0x4601,1,,na,"[0,",,+17.1dB,15.3us,"[0,",1,,466.7,normal,0,valid,-14.0dB,-14.1dB,na,na,4,0,0,,1360.4,yes
2025-07-30 15:04:42.846032,CSI,0x4601,2,"[7,",na,"[4,",1111,+30.2dB,13.6us,"[0,",1,1,466.8,normal,0,valid,-12.4dB,-12.4dB,0.20us,-92.5Hz,,,,,,
2025-07-30 15:04:42.866022,CSI,0x4601,2,"[7,",na,"[4,",1111,+30.5dB,16.0us,"[0,",1,1,468.8,normal,0,valid,-12.3dB,-12.3dB,0.22us,-153.8Hz,,,,,,
2025-07-30 15:04:42.875311,PHY,0x4601,2,"[6,",na,"[0,",,+34.9dB,19.2us,"[0,",1,1,469.7,normal,0,valid,-13.5dB,-13.6dB,0.20us,+98.6Hz,,,,111,,
2025-07-30 15:04:42.885810,PHY,0x4601,1,,na,"[0,",,+17.0dB,16.7us,"[0,",1,,470.7,normal,0,valid,-14.2dB,-14.4dB,na,na,4,0,0,,1344.4,yes
2025-07-30 15:04:42.885948,CSI,0x4601,2,"[7,",na,"[4,",1111,+30.6dB,18.5us,"[0,",1,1,470.8,normal,0,valid,-12.5dB,-12.6dB,0.23us,-87.2Hz,,,,,,
2025-07-30 15:04:42.905764,PHY,0x4601,1,,na,"[0,",,-16.9dB,15.3us,"[0,",1,,472.7,normal,0,invalid,-43.6dB,-60.7dB,na,na,4,0,0,2,0.3,
2025-07-30 15:04:42.905780,PHY,0x4601,1,,na,"[0,",,+16.7dB,12.1us,"[0,",1,,472.7,normal,0,valid,-14.4dB,-14.5dB,na,na,0,0,0,1,1265.1,
2025-07-30 15:04:42.906030,CSI,0x4601,2,"[7,",na,"[4,",1111,+33.9dB,13.2us,"[0,",1,1,472.8,normal,0,valid,-12.7dB,-12.7dB,0.21us,-89.0Hz,,,,,,
2025-07-30 15:04:42.925724,PHY,0x4601,1,,na,"[0,",,-23.5dB,14.8us,"[0,",1,,474.7,normal,0,invalid,-43.0dB,-67.4dB,na,na,4,0,0,,0.3,no
2025-07-30 15:04:42.925958,CSI,0x4601,2,"[7,",na,"[4,",1111,+29.7dB,12.3us,"[0,",1,1,474.8,normal,0,valid,-12.5dB,-12.5dB,0.19us,-76.0Hz,,,,,,
2025-07-30 15:04:42.945783,PHY,0x4601,1,,na,"[0,",,-27.6dB,14.6us,"[0,",1,,476.7,normal,0,invalid,-43.1dB,-71.1dB,na,na,4,0,0,,0.0,no
2025-07-30 15:04:42.946061,CSI,0x4601,2,"[7,",na,"[4,",1111,+32.7dB,12.2us,"[0,",1,1,476.8,normal,0,valid,-12.6dB,-12.6dB,0.19us,-59.6Hz,,,,,,
2025-07-30 15:04:42.965742,PHY,0x4601,1,,na,"[0,",,-13.5dB,16.4us,"[0,",1,,478.7,normal,0,invalid,-43.2dB,-58.0dB,na,na,4,0,0,,1.1,no
2025-07-30 15:04:42.966020,CSI,0x4601,2,"[7,",na,"[4,",1111,+29.9dB,12.1us,"[0,",1,1,478.8,normal,0,valid,-12.5dB,-12.6dB,0.20us,-102.5Hz,,,,,,
2025-07-30 15:04:42.985812,PHY,0x4601,1,,na,"[0,",,-24.0dB,21.0us,"[0,",1,,480.7,normal,0,invalid,-43.1dB,-68.2dB,na,na,4,0,0,,0.2,no
2025-07-30 15:04:42.985939,CSI,0x4601,2,"[7,",na,"[4,",1111,+29.4dB,21.7us,"[0,",1,1,480.8,normal,0,valid,-12.5dB,-12.5dB,0.21us,+9.4Hz,,,,,,
2025-07-30 15:04:42.995729,PHY,0x4601,1,,na,"[0,",,+16.7dB,16.3us,"[0,",1,,481.7,normal,0,valid,-14.5dB,-14.6dB,na,na,0,0,0,1,1241.7,
2025-07-30 15:04:43.005757,PHY,0x4601,1,,na,"[0,",,+16.9dB,15.0us,"[0,",1,,482.7,normal,0,valid,-14.3dB,-14.4dB,na,na,4,0,0,,1312.4,yes
2025-07-30 15:04:43.006039,CSI,0x4601,2,"[7,",na,"[4,",1111,+30.4dB,24.3us,"[0,",1,1,482.8,normal,0,valid,-12.7dB,-12.7dB,0.20us,-102.4Hz,,,,,,
2025-07-30 15:04:43.025721,PHY,0x4601,1,,na,"[0,",,-30.9dB,20.4us,"[0,",1,,484.7,normal,0,invalid,-42.9dB,-73.8dB,na,na,4,0,0,,0.1,no
2025-07-30 15:04:43.025947,CSI,0x4601,2,"[7,",na,"[4,",1111,+29.1dB,12.8us,"[0,",1,1,484.8,normal,0,valid,-12.7dB,-12.8dB,0.22us,-185.6Hz,,,,,,
2025-07-30 15:04:43.045777,PHY,0x4601,1,,na,"[0,",,+16.9dB,14.5us,"[0,",1,,486.7,normal,0,valid,-14.3dB,-14.4dB,na,na,4,0,0,,1305.0,yes
2025-07-30 15:04:43.046024,CSI,0x4601,2,"[7,",na,"[4,",1111,+28.4dB,11.8us,"[0,",1,1,486.8,normal,0,valid,-12.5dB,-12.6dB,0.23us,-34.3Hz,,,,,,
2025-07-30 15:04:43.065753,PHY,0x4601,1,,na,"[0,",,-35.5dB,29.6us,"[0,",1,,488.7,normal,0,invalid,-43.3dB,-79.5dB,na,na,4,0,0,2,0.1,
2025-07-30 15:04:43.065773,PHY,0x4601,1,,na,"[0,",,+16.6dB,12.0us,"[0,",1,,488.7,normal,0,valid,-14.4dB,-14.5dB,na,na,0,0,0,1,1222.2,
2025-07-30 15:04:43.065988,CSI,0x4601,2,"[7,",na,"[4,",1111,+32.0dB,26.9us,"[0,",1,1,488.8,normal,0,valid,-12.6dB,-12.6dB,0.20us,-89.0Hz,,,,,,
2025-07-30 15:04:43.085806,PHY,0x4601,1,,na,"[0,",,-29.1dB,20.0us,"[0,",1,,490.7,normal,0,invalid,-43.8dB,-73.6dB,na,na,4,0,0,,0.1,no
2025-07-30 15:04:43.086091,CSI,0x4601,2,"[7,",na,"[4,",1111,+31.1dB,24.4us,"[0,",1,1,490.8,normal,0,valid,-12.6dB,-12.7dB,0.21us,+73.5Hz,,,,,,
2025-07-30 15:04:43.086750,PHY,0x4601,1,,na,"[0,",,+16.7dB,16.4us,"[0,",1,,490.9,normal,0,valid,-14.4dB,-14.5dB,na,na,0,0,0,1,1245.6,
2025-07-30 15:04:43.090759,PHY,0x4601,1,,na,"[0,",,+16.8dB,16.3us,"[0,",1,,490.17,normal,0,valid,-14.4dB,-14.5dB,na,na,0,0,0,1,1287.2,
2025-07-30 15:04:43.105755,PHY,0x4601,1,,na,"[0,",,+16.9dB,16.1us,"[0,",1,,492.7,normal,0,valid,-14.2dB,-14.3dB,na,na,4,0,0,,1300.1,yes
2025-07-30 15:04:43.106028,CSI,0x4601,2,"[7,",na,"[4,",1011,+30.0dB,15.1us,"[0,",1,1,492.8,normal,0,valid,-12.5dB,-12.6dB,0.25us,-89.6Hz,,,,,,
2025-07-30 15:04:43.125822,PHY,0x4601,1,,na,"[0,",,-32.4dB,17.8us,"[0,",1,,494.7,normal,0,invalid,-43.7dB,-77.2dB,na,na,4,0,0,2,0.2,
2025-07-30 15:04:43.125839,PHY,0x4601,1,,na,"[0,",,+16.5dB,11.7us,"[0,",1,,494.7,normal,0,valid,-14.4dB,-14.5dB,na,na,0,0,0,1,1193.1,
2025-07-30 15:04:43.125940,CSI,0x4601,2,"[7,",na,"[4,",1011,+27.7dB,21.8us,"[0,",1,1,494.8,normal,0,valid,-12.6dB,-12.6dB,0.19us,-25.4Hz,,,,,,
2025-07-30 15:04:43.145773,PHY,0x4601,1,,na,"[0,",,-21.6dB,15.9us,"[0,",1,,496.7,normal,0,invalid,-43.3dB,-66.1dB,na,na,4,0,0,,0.3,no
2025-07-30 15:04:43.146027,CSI,0x4601,2,"[7,",na,"[4,",1011,+31.0dB,13.9us,"[0,",1,1,496.8,normal,0,valid,-12.6dB,-12.6dB,0.23us,+23.2Hz,,,,,,
2025-07-30 15:04:43.165729,PHY,0x4601,1,,na,"[0,",,-17.5dB,16.7us,"[0,",1,,498.7,normal,0,invalid,-42.7dB,-60.0dB,na,na,4,0,0,,0.7,no
2025-07-30 15:04:43.165973,CSI,0x4601,2,"[7,",na,"[4,",1011,+29.3dB,12.5us,"[0,",1,1,498.8,normal,0,valid,-12.5dB,-12.5dB,0.23us,-92.4Hz,,,,,,
2025-07-30 15:04:43.185789,PHY,0x4601,1,,na,"[0,",,+16.8dB,15.9us,"[0,",1,,500.7,normal,0,valid,-14.3dB,-14.4dB,na,na,4,0,0,,1286.2,yes
2025-07-30 15:04:43.186034,CSI,0x4601,2,"[7,",na,"[4,",1011,+31.4dB,13.7us,"[0,",1,1,500.8,normal,0,valid,-12.6dB,-12.7dB,0.20us,-14.1Hz,,,,,,
2025-07-30 15:04:43.206002,CSI,0x4601,2,"[7,",na,"[4,",1011,+36.0dB,12.5us,"[0,",1,1,502.8,normal,0,valid,-12.6dB,-12.7dB,0.22us,-81.6Hz,,,,,,
2025-07-30 15:04:43.215777,PHY,0x4601,1,,na,"[0,",,+16.4dB,15.5us,"[0,",1,,503.7,normal,0,valid,-14.5dB,-14.6dB,na,na,0,0,0,1,1173.7,
2025-07-30 15:04:43.225812,PHY,0x4601,1,,na,"[0,",,+17.0dB,16.6us,"[0,",1,,504.7,normal,0,valid,-14.4dB,-14.5dB,na,na,4,0,0,,1345.5,yes
