time,log_type,rnti,format,prb,prb2,symb,csi1,sinr,t,bwp,n_id,n_id0,slot,cp,ports,status,epre,rsrp,t_align,cfo,prb1,cs,occ,ack,metric,sr
2025-07-30 16:08:56.953103,CSI,0x4601,2,"[7,",na,"[4,",2222,-6.6dB,25.4us,"[0,",1,1,454.8,normal,0,invalid,-42.8dB,-50.8dB,1.11us,-10732.7Hz,,,,,,
2025-07-30 16:08:56.957776,PHY,0x4601,1,,50,"[0,",,+27.7dB,21.3us,"[0,",1,,454.17,normal,0,valid,-16.1dB,-15.8dB,na,na,0,0,0,1,8627.6,
2025-07-30 16:08:56.972767,PHY,0x4601,1,,na,"[0,",,+26.7dB,17.7us,"[0,",1,,456.7,normal,0,valid,-14.0dB,-14.0dB,na,na,4,0,0,,12358.5,yes
2025-07-30 16:08:56.973015,CSI,0x4601,2,"[7,",na,"[4,",1111,+30.8dB,16.1us,"[0,",1,1,456.8,normal,0,valid,-12.3dB,-12.3dB,-0.04us,-20.6Hz,,,,,,
2025-07-30 16:08:56.992833,PHY,0x4601,1,,na,"[0,",,-39.3dB,20.3us,"[0,",1,,458.7,normal,0,invalid,-43.4dB,-83.5dB,na,na,4,0,0,2,0.1,
2025-07-30 16:08:56.992855,PHY,0x4601,1,,na,"[0,",,+27.1dB,11.7us,"[0,",1,,458.7,normal,0,valid,-14.2dB,-14.2dB,na,na,0,0,0,1,13520.5,
2025-07-30 16:08:56.992974,CSI,0x4601,2,"[7,",na,"[4,",1111,+34.5dB,33.7us,"[0,",1,1,458.8,normal,0,valid,-12.3dB,-12.3dB,-0.06us,+54.0Hz,,,,,,
2025-07-30 16:08:56.997789,PHY,0x4601,1,,na,"[0,",,+16.3dB,16.5us,"[0,",1,,458.17,normal,0,valid,-11.2dB,-11.3dB,na,na,0,0,0,11,1126.6,
2025-07-30 16:08:57.012789,PHY,0x4601,1,,na,"[0,",,+16.3dB,17.4us,"[0,",1,,460.7,normal,0,valid,-14.0dB,-14.1dB,na,na,4,0,0,,1157.5,yes
2025-07-30 16:08:57.013033,CSI,0x4601,2,"[7,",na,"[4,",1111,+33.2dB,24.7us,"[0,",1,1,460.8,normal,0,valid,-12.3dB,-12.4dB,0.24us,+138.1Hz,,,,,,
2025-07-30 16:08:57.032741,PHY,0x4601,1,,na,"[0,",,+16.3dB,16.5us,"[0,",1,,462.7,normal,0,valid,-11.0dB,-11.1dB,na,na,4,0,0,11,1136.4,
2025-07-30 16:08:57.032756,PHY,0x4601,1,,na,"[0,",,-18.2dB,11.5us,"[0,",1,,462.7,normal,0,invalid,-44.2dB,-63.2dB,na,na,0,0,0,22,0.2,
2025-07-30 16:08:57.033012,CSI,0x4601,2,"[7,",na,"[4,",1111,+28.9dB,15.0us,"[0,",1,1,462.8,normal,0,valid,-12.3dB,-12.3dB,0.22us,-105.2Hz,,,,,,
2025-07-30 16:08:57.033795,PHY,0x4601,1,,na,"[0,",,+16.1dB,15.6us,"[0,",1,,462.9,normal,0,valid,-14.2dB,-14.3dB,na,na,0,0,0,1,1097.1,
2025-07-30 16:08:57.052800,PHY,0x4601,1,,na,"[0,",,+16.2dB,15.1us,"[0,",1,,464.7,normal,0,valid,-14.0dB,-14.1dB,na,na,4,0,0,,1120.7,yes
2025-07-30 16:08:57.053076,CSI,0x4601,2,"[7,",na,"[4,",1111,+28.7dB,12.8us,"[0,",1,1,464.8,normal,0,valid,-12.3dB,-12.3dB,0.23us,+53.6Hz,,,,,,
2025-07-30 16:08:57.073025,CSI,0x4601,2,"[7,",na,"[4,",1111,+30.7dB,11.9us,"[0,",1,1,466.8,normal,0,valid,-12.5dB,-12.5dB,0.22us,-120.4Hz,,,,,,
2025-07-30 16:08:57.082327,PHY,0x4601,2,"[6,",na,"[0,",,+27.9dB,21.8us,"[0,",1,1,467.7,normal,0,valid,-13.3dB,-13.4dB,0.23us,+70.4Hz,,,,111,,
2025-07-30 16:08:57.092819,PHY,0x4601,1,,na,"[0,",,+16.1dB,16.7us,"[0,",1,,468.7,normal,0,valid,-14.2dB,-14.3dB,na,na,4,0,0,,1078.2,yes
2025-07-30 16:08:57.092950,CSI,0x4601,2,"[7,",na,"[4,",1111,+30.1dB,15.9us,"[0,",1,1,468.8,normal,0,valid,-12.5dB,-12.6dB,0.22us,+2.4Hz,,,,,,
2025-07-30 16:08:57.112775,PHY,0x4601,1,,na,"[0,",,-28.1dB,16.4us,"[0,",1,,470.7,normal,0,invalid,-43.3dB,-72.3dB,na,na,4,0,0,2,0.1,
2025-07-30 16:08:57.112791,PHY,0x4601,1,,na,"[0,",,+16.0dB,11.6us,"[0,",1,,470.7,normal,0,valid,-14.4dB,-14.5dB,na,na,0,0,0,1,1069.0,
2025-07-30 16:08:57.113020,CSI,0x4601,2,"[7,",na,"[4,",1111,+27.4dB,13.5us,"[0,",1,1,470.8,normal,0,valid,-12.6dB,-12.7dB,0.23us,-50.1Hz,,,,,,
2025-07-30 16:08:57.132727,PHY,0x4601,1,,na,"[0,",,-35.7dB,16.2us,"[0,",1,,472.7,normal,0,invalid,-43.4dB,-79.9dB,na,na,4,0,0,,0.2,no
2025-07-30 16:08:57.132997,CSI,0x4601,2,"[7,",na,"[4,",1111,+28.7dB,13.2us,"[0,",1,1,472.8,normal,0,valid,-12.5dB,-12.5dB,0.25us,-2.2Hz,,,,,,
2025-07-30 16:08:57.152800,PHY,0x4601,1,,na,"[0,",,-18.4dB,20.9us,"[0,",1,,474.7,normal,0,invalid,-43.2dB,-62.0dB,na,na,4,0,0,,0.3,no
2025-07-30 16:08:57.153035,CSI,0x4601,2,"[7,",na,"[4,",1111,+34.1dB,14.9us,"[0,",1,1,474.8,normal,0,valid,-12.5dB,-12.6dB,0.20us,-97.1Hz,,,,,,
