time,log_type,rnti,format,prb,prb2,symb,csi1,sinr,t,bwp,n_id,n_id0,slot,cp,ports,status,epre,rsrp,t_align,cfo,prb1,cs,occ,ack,metric,sr
2025-07-30 15:17:42.679122,CSI,0x4601,2,"[7,",na,"[4,",2222,-5.6dB,27.1us,"[0,",1,1,470.8,normal,0,invalid,-44.1dB,-50.2dB,1.04us,-13392.1Hz,,,,,,
2025-07-30 15:17:42.683797,PHY,0x4601,1,,50,"[0,",,+21.7dB,20.4us,"[0,",1,,470.17,normal,0,valid,-15.8dB,-15.5dB,na,na,0,0,0,1,2185.6,
2025-07-30 15:17:42.698790,PHY,0x4601,1,,na,"[0,",,+21.7dB,18.1us,"[0,",1,,472.7,normal,0,valid,-13.6dB,-13.7dB,na,na,4,0,0,,3968.2,yes
2025-07-30 15:17:42.699053,CSI,0x4601,2,"[7,",na,"[4,",1111,+30.8dB,16.6us,"[0,",1,1,472.8,normal,0,valid,-12.0dB,-12.0dB,0.12us,-86.3Hz,,,,,,
2025-07-30 15:17:42.718851,PHY,0x4601,1,,na,"[0,",,-20.6dB,20.5us,"[0,",1,,474.7,normal,0,invalid,-43.1dB,-64.8dB,na,na,4,0,0,2,0.1,
2025-07-30 15:17:42.718877,PHY,0x4601,1,,na,"[0,",,+21.4dB,13.8us,"[0,",1,,474.7,normal,0,valid,-13.8dB,-13.9dB,na,na,0,0,0,1,3729.2,
2025-07-30 15:17:42.719011,CSI,0x4601,2,"[7,",na,"[4,",1111,+31.5dB,23.7us,"[0,",1,1,474.8,normal,0,valid,-12.0dB,-12.0dB,0.14us,-27.2Hz,,,,,,
2025-07-30 15:17:42.723814,PHY,0x4601,1,,na,"[0,",,+10.4dB,16.4us,"[0,",1,,474.17,normal,0,valid,-13.8dB,-14.2dB,na,na,0,0,0,1,294.5,
2025-07-30 15:17:42.724285,PHY,0x4601,1,,na,"[0,",,+10.4dB,15.9us,"[0,",1,,474.18,normal,0,valid,-13.8dB,-14.2dB,na,na,0,0,0,1,296.8,
2025-07-30 15:17:42.738817,PHY,0x4601,1,,na,"[0,",,+10.6dB,21.2us,"[0,",1,,476.7,normal,0,valid,-13.6dB,-14.0dB,na,na,4,0,0,,303.4,yes
