time,log_type,rnti,format,prb,prb2,symb,csi1,sinr,t,bwp,n_id,n_id0,slot,cp,ports,status,epre,rsrp,t_align,cfo,prb1,cs,occ,ack,metric,sr
2025-07-30 22:20:15.574401,CSI,0x4601,2,"[7,",na,"[4,",2222,-6.2dB,26.2us,"[0,",1,1,440.8,normal,0,invalid,-43.2dB,-49.3dB,0.88us,-9594.3Hz,,,,,,
2025-07-30 22:20:15.579217,PHY,0x4601,1,,50,"[0,",,+17.1dB,19.8us,"[0,",1,,440.17,normal,0,valid,-15.7dB,-15.5dB,na,na,0,0,0,1,746.0,
2025-07-30 22:20:15.594209,PHY,0x4601,1,,na,"[0,",,+17.2dB,18.2us,"[0,",1,,442.7,normal,0,valid,-13.6dB,-13.6dB,na,na,4,0,0,,1409.0,yes
2025-07-30 22:20:15.594475,CSI,0x4601,2,"[7,",na,"[4,",1111,+29.1dB,14.1us,"[0,",1,1,442.8,normal,0,valid,-12.0dB,-12.0dB,0.21us,-168.3Hz,,,,,,
2025-07-30 22:20:15.614170,PHY,0x4601,1,,na,"[0,",,-19.5dB,20.2us,"[0,",1,,444.7,normal,0,invalid,-43.2dB,-63.0dB,na,na,4,0,0,2,0.5,
2025-07-30 22:20:15.614191,PHY,0x4601,1,,na,"[0,",,+17.1dB,11.7us,"[0,",1,,444.7,normal,0,valid,-13.8dB,-13.9dB,na,na,0,0,0,1,1361.8,
2025-07-30 22:20:15.614420,CSI,0x4601,2,"[7,",na,"[4,",1111,+30.9dB,23.4us,"[0,",1,1,444.8,normal,0,valid,-11.9dB,-12.0dB,0.20us,+35.6Hz,,,,,,
2025-07-30 22:20:15.619233,PHY,0x4601,1,,na,"[0,",,+17.1dB,17.5us,"[0,",1,,444.17,normal,0,valid,-13.8dB,-13.9dB,na,na,0,0,0,1,1371.5,
2025-07-30 22:20:15.634224,PHY,0x4601,1,,na,"[0,",,+17.3dB,14.9us,"[0,",1,,446.7,normal,0,valid,-13.6dB,-13.7dB,na,na,4,0,0,,1446.3,yes
2025-07-30 22:20:15.634481,CSI,0x4601,2,"[7,",na,"[4,",1111,+31.0dB,15.5us,"[0,",1,1,446.8,normal,0,valid,-12.0dB,-12.1dB,0.19us,-144.3Hz,,,,,,
2025-07-30 22:20:15.654180,PHY,0x4601,1,,na,"[0,",,-29.6dB,15.6us,"[0,",1,,448.7,normal,0,invalid,-42.7dB,-73.3dB,na,na,4,0,0,2,0.1,
2025-07-30 22:20:15.654196,PHY,0x4601,1,,na,"[0,",,+17.1dB,11.6us,"[0,",1,,448.7,normal,0,valid,-13.8dB,-13.9dB,na,na,0,0,0,1,1381.7,
2025-07-30 22:20:15.654418,CSI,0x4601,2,"[7,",na,"[4,",1111,+32.6dB,13.9us,"[0,",1,1,448.8,normal,0,valid,-11.9dB,-12.0dB,0.21us,-12.4Hz,,,,,,
2025-07-30 22:20:15.655232,PHY,0x4601,1,,na,"[0,",,+17.3dB,17.5us,"[0,",1,,448.9,normal,0,valid,-13.8dB,-13.9dB,na,na,0,0,0,1,1423.1,
2025-07-30 22:20:15.674248,PHY,0x4601,1,,na,"[0,",,+17.4dB,20.5us,"[0,",1,,450.7,normal,0,valid,-13.6dB,-13.7dB,na,na,4,0,0,,1446.6,yes
2025-07-30 22:20:15.674365,CSI,0x4601,2,"[7,",na,"[4,",1111,+33.7dB,13.4us,"[0,",1,1,450.8,normal,0,valid,-12.0dB,-12.0dB,0.18us,+16.1Hz,,,,,,
