time,log_type,nof_prbs,nof_dl_slots,nof_ul_slots,nof_prach_preambles,error_indications,pdsch_rbs_per_slot,pusch_rbs_per_slot,pdschs_per_slot,puschs_per_slot,failed_pdcch,failed_uci,nof_ues,mean_latency,max_latency,max_latency_slot,total_dl_brate,total_ul_brate,max_crc_delay,max_ce_delay,max_pucch_harq_delay,events,slot,type,pci,rnti,cqi,dl_ri,dl_mcs,dl_brate,dl_nof_ok,dl_nof_nok,dl_error_rate,dl_bs,dl_nof_prbs,dl_olla,pusch_snr_db,pusch_rsrp_db,ul_ri,ul_mcs,ul_brate,ul_nof_ok,ul_nof_nok,ul_error_rate,ul_nof_prbs,bsr,sr_count,f0f1_invalid_harqs,f2f3f4_invalid_harqs,f2f3f4_invalid_csis,pusch_invalid_harqs,pusch_invalid_csis,ul_olla,ta,srs_ta,last_phr,avg_ul_ce_delay,max_ul_ce_delay,avg_crc_delay,avg_pusch_harq_delay,max_pusch_harq_delay,avg_pucch_harq_delay,ue_log_type,ue_nof_prbs,ue_nof_dl_slots,ue_nof_ul_slots,ue_nof_prach_preambles,ue_error_indications,ue_pdsch_rbs_per_slot,ue_pusch_rbs_per_slot,ue_pdschs_per_slot,ue_puschs_per_slot,ue_failed_pdcch,ue_failed_uci,ue_nof_ues,ue_mean_latency,ue_max_latency,ue_max_latency_slot,ue_total_dl_brate,ue_total_ul_brate,ue_max_crc_delay,ue_max_ce_delay,ue_max_pucch_harq_delay,ue_events,ue_slot,ue_type,ue_pci,ue_rnti,ue_cqi,ue_dl_ri,ue_dl_mcs,ue_dl_brate,ue_dl_nof_ok,ue_dl_nof_nok,ue_dl_error_rate,ue_dl_bs,ue_dl_nof_prbs,ue_dl_olla,ue_pusch_snr_db,ue_pusch_rsrp_db,ue_ul_ri,ue_ul_mcs,ue_ul_brate,ue_ul_nof_ok,ue_ul_nof_nok,ue_ul_error_rate,ue_ul_nof_prbs,ue_bsr,ue_sr_count,ue_f0f1_invalid_harqs,ue_f2f3f4_invalid_harqs,ue_f2f3f4_invalid_csis,ue_pusch_invalid_harqs,ue_pusch_invalid_csis,ue_ul_olla,ue_ta,ue_srs_ta,ue_last_phr,ue_avg_ul_ce_delay,ue_max_ul_ce_delay,ue_avg_crc_delay,ue_avg_pusch_harq_delay,ue_max_pusch_harq_delay,ue_avg_pucch_harq_delay
2025-07-30 13:36:19.564605,metric,51,572,246,0,0,0,0,0,0,0,0,0,1usec,222usec,159.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-30 13:36:20.564749,metric,51,1400,600,1,0,0,0,0.00143,0.00333,0,0,1,3usec,31usec,300.0,2.0kbps,4.0kbps,4.5ms,4.5ms,4ms,0x4601,295.8,ue_create,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,1,4601,8,1.0,18,2.5kbps,1,0,0%,3,25,0,23.8,-4.0,1,9,4.2kbps,1,0,0%,24,0,1,0,0,0,0,0,0,-52ns,n/a,21,4.5ms,4.5ms,4.5ms,n/a,n/a,4ms
2025-07-30 13:36:21.564739,metric,51,1400,600,0,0,0,0,0.0136,0.0233,0,0,1,6usec,35usec,350.0,15kbps,80kbps,4.5ms,5.5ms,4.5ms,0x4601,300.12,ue_reconf,,0x4601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,1,4601,13,1.0,10,16kbps,20,0,0%,0,103,0.0060000005,30.8,-3.4,1,28,81kbps,14,0,0%,98,0,12,0,0,0,0,0,0,235ns,n/a,24,4.57ms,5.5ms,4.43ms,n/a,n/a,4.09ms
2025-07-30 13:36:22.564643,metric,51,1400,600,0,0,0,2,0.01,0.165,0,0,1,9usec,38usec,461.0,24kbps,1.6Mbps,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,n/a,,,,1,4601,15,1.0,26,25kbps,14,0,0%,0,28,0.010000001,32.4,-3.8,1,27,1.6Mbps,99,0,0%,1639,2.01k,1,0,0,0,0,0,0,241ns,n/a,19,4.5ms,4.5ms,4.44ms,4.21ms,4.5ms,n/a
2025-07-30 13:36:23.564785,metric,51,1400,600,0,0,0,2,0.00714,0.167,0,0,1,9usec,36usec,543.0,17kbps,1.6Mbps,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,n/a,,,,1,4601,15,1.0,27,18kbps,10,0,0%,0,20,0.010000001,32.3,-3.8,1,27,1.6Mbps,100,0,0%,1668,2.01k,0,0,0,0,0,0,0,222ns,n/a,19,4.5ms,4.5ms,4.45ms,4.35ms,4.5ms,n/a
2025-07-30 13:36:24.564747,metric,51,1400,600,0,0,4,2,0.116,0.167,0,0,1,10usec,41usec,695.16,5.4Mbps,1.6Mbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,1,4601,15,1.0,27,5.4Mbps,151,3,1%,319k,6857,0.010000003,32.5,-3.8,1,27,1.6Mbps,100,0,0%,1664,2.01k,0,0,0,0,0,0,0,165ns,n/a,21,4.5ms,4.5ms,4.47ms,4.1ms,4.5ms,3.95ms
2025-07-30 13:36:25.564761,metric,51,1400,600,0,0,49,2,1,0.167,0,0,1,16usec,46usec,711.16,58Mbps,1.6Mbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,1,4601,15,1.0,27,58Mbps,1398,2,0%,675k,69016,0.009000003,32.4,-3.7,1,27,1.6Mbps,100,0,0%,1669,2.01k,0,0,0,0,0,0,0,175ns,n/a,19,4.5ms,4.5ms,4.41ms,4.05ms,4.5ms,3.95ms
2025-07-30 13:36:26.564731,metric,51,1394,598,0,10,49,2,0.999,0.284,0,0,1,15usec,52usec,804.6,57Mbps,1.6Mbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,1,4601,15,1.0,27,57Mbps,1377,10,0%,1.07M,68514,0.005999952,32.0,-3.4,1,27,1.6Mbps,168,0,0%,1683,2.01k,3,1,0,0,0,0,0,203ns,n/a,23,4.48ms,4.5ms,4.29ms,4.02ms,4.5ms,3.96ms
2025-07-30 13:36:27.564693,metric,51,1400,600,0,0,49,2,1,0.322,0,0,1,15usec,59usec,976.16,58Mbps,1.6Mbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,1,4601,15,1.0,27,58Mbps,1400,0,0%,1.42M,68911,0.005999952,31.6,-3.4,1,27,1.6Mbps,191,2,1%,1726,2.01k,3,0,0,0,0,0,-0.19400002,220ns,n/a,23,4.44ms,4.5ms,4.26ms,4.02ms,4.5ms,3.98ms
2025-07-30 13:36:28.564732,metric,51,1400,600,0,0,49,2,1,0.33,0,0,1,16usec,58usec,62.16,58Mbps,1.7Mbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,1,4601,15,1.0,27,58Mbps,1400,0,0%,1.79M,68904,0.005999952,31.8,-3.4,1,27,1.7Mbps,197,1,0%,1723,2.01k,2,0,0,0,0,0,-0.29300004,227ns,n/a,23,4.47ms,4.5ms,4.31ms,4.01ms,4.5ms,3.98ms
