time,log_type,nof_prbs,nof_dl_slots,nof_ul_slots,nof_prach_preambles,error_indications,pdsch_rbs_per_slot,pusch_rbs_per_slot,pdschs_per_slot,puschs_per_slot,failed_pdcch,failed_uci,nof_ues,mean_latency,max_latency,max_latency_slot,total_dl_brate,total_ul_brate,max_crc_delay,max_ce_delay,max_pucch_harq_delay,max_pusch_harq_delay,events,slot,type,rnti,pci,cqi,dl_ri,dl_mcs,dl_brate,dl_nof_ok,dl_nof_nok,dl_error_rate,dl_bs,dl_nof_prbs,dl_olla,pusch_snr_db,pusch_rsrp_db,ul_ri,ul_mcs,ul_brate,ul_nof_ok,ul_nof_nok,ul_error_rate,ul_nof_prbs,bsr,sr_count,f0f1_invalid_harqs,f2f3f4_invalid_harqs,f2f3f4_invalid_csis,pusch_invalid_harqs,pusch_invalid_csis,ul_olla,ta,srs_ta,last_phr,avg_ul_ce_delay,max_ul_ce_delay,avg_crc_delay,avg_pusch_harq_delay,avg_pucch_harq_delay,ue_log_type,ue_nof_prbs,ue_nof_dl_slots,ue_nof_ul_slots,ue_nof_prach_preambles,ue_error_indications,ue_pdsch_rbs_per_slot,ue_pusch_rbs_per_slot,ue_pdschs_per_slot,ue_puschs_per_slot,ue_failed_pdcch,ue_failed_uci,ue_nof_ues,ue_mean_latency,ue_max_latency,ue_max_latency_slot,ue_total_dl_brate,ue_total_ul_brate,ue_max_crc_delay,ue_max_ce_delay,ue_max_pucch_harq_delay,ue_max_pusch_harq_delay,ue_events,ue_slot,ue_type,ue_rnti,ue_pci,ue_cqi,ue_dl_ri,ue_dl_mcs,ue_dl_brate,ue_dl_nof_ok,ue_dl_nof_nok,ue_dl_error_rate,ue_dl_bs,ue_dl_nof_prbs,ue_dl_olla,ue_pusch_snr_db,ue_pusch_rsrp_db,ue_ul_ri,ue_ul_mcs,ue_ul_brate,ue_ul_nof_ok,ue_ul_nof_nok,ue_ul_error_rate,ue_ul_nof_prbs,ue_bsr,ue_sr_count,ue_f0f1_invalid_harqs,ue_f2f3f4_invalid_harqs,ue_f2f3f4_invalid_csis,ue_pusch_invalid_harqs,ue_pusch_invalid_csis,ue_ul_olla,ue_ta,ue_srs_ta,ue_last_phr,ue_avg_ul_ce_delay,ue_max_ul_ce_delay,ue_avg_crc_delay,ue_avg_pusch_harq_delay,ue_avg_pucch_harq_delay
2025-07-30 16:25:48.735435,metric,51,572,246,0,0,0,0,0,0,0,0,0,1usec,227usec,159.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-30 16:25:49.735575,metric,51,1400,600,0,0,0,0,0,0,0,0,0,3usec,17usec,228.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-30 16:25:50.735629,metric,51,1400,600,0,0,0,0,0,0,0,0,0,4usec,19usec,367.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-30 16:25:51.735490,metric,51,1400,600,1,0,0,0,0.0129,0.0233,0,0,1,5usec,40usec,428.0,13kbps,73kbps,4.5ms,5.5ms,4.5ms,4ms,0x4601,423.8,ue_create,0x4601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4ms,,,,4601,1,13,1.0,8,14kbps,18,0,0%,0,122,0.004,30.0,-3.5,1,26,73kbps,13,0,0%,110,0,10,0,0,0,0,0,0,210ns,n/a,24,4.58ms,5.5ms,4.42ms,4ms,4.12ms
2025-07-30 16:25:52.735571,metric,51,1400,600,0,0,0,0,0.00786,0.05,0,0,1,8usec,562usec,511.14,19kbps,392kbps,4.5ms,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4.5ms,,,,4601,1,14,1.0,26,19kbps,11,0,0%,0,22,0.009000001,32.1,-3.5,1,27,392kbps,30,0,0%,406,2.01k,8,0,0,0,0,0,0,236ns,n/a,19,4.5ms,4.5ms,4.43ms,4.33ms,4.15ms
2025-07-30 16:25:53.735418,metric,51,1400,600,0,0,0,2,0.00857,0.168,0,0,1,9usec,44usec,672.0,22kbps,1.6Mbps,4.5ms,4.5ms,4ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4ms,4.5ms,,,,4601,1,15,1.0,27,22kbps,12,0,0%,0,24,0.009000001,32.2,-3.6,1,27,1.6Mbps,101,0,0%,1668,2.01k,0,0,0,0,0,0,0,230ns,n/a,19,4.5ms,4.5ms,4.47ms,4.36ms,4ms
2025-07-30 16:25:54.735523,metric,51,1400,600,0,0,0,2,0.01,0.167,0,0,1,9usec,30usec,727.0,24kbps,1.6Mbps,4.5ms,4.5ms,,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,n/a,4.5ms,,,,4601,1,15,1.0,27,24kbps,13,0,0%,3,28,0.009000001,32.1,-3.7,1,27,1.6Mbps,98,2,2%,1682,2.01k,0,0,0,0,0,0,-0.19800003,166ns,n/a,20,4.5ms,4.5ms,4.46ms,4.27ms,n/a
2025-07-30 16:25:55.735636,metric,51,1400,600,0,0,17,2,0.373,0.167,0,0,1,12usec,44usec,883.16,21Mbps,1.6Mbps,4.5ms,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4.5ms,,,,4601,1,15,1.0,27,21Mbps,513,1,0%,332k,24785,0,32.3,-3.7,1,27,1.6Mbps,100,0,0%,1668,2.01k,0,0,0,0,0,0,-0.19800003,172ns,n/a,19,4.49ms,4.5ms,4.45ms,4.08ms,3.96ms
2025-07-30 16:25:56.735654,metric,51,1396,598,0,48,47,2,0.961,0.156,0,0,1,15usec,58usec,951.16,53Mbps,1.4Mbps,5ms,4.5ms,4ms,12ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,5ms,,4ms,12ms,,,,4601,1,15,1.0,27,53Mbps,1279,33,2%,662k,66028,0.009000213,31.6,-4.4,1,27,1.4Mbps,92,2,2%,1522,2.01k,5,5,2,1,1,0,-0.29600006,191ns,n/a,19,4.49ms,4.5ms,4.38ms,4.3ms,3.94ms
2025-07-30 16:25:57.735664,metric,51,1400,600,0,100,49,2,1,0.167,0,0,1,15usec,47usec,46.16,53Mbps,1.6Mbps,4.5ms,4.5ms,4ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4ms,4.5ms,,,,4601,1,15,1.0,27,53Mbps,1299,1,0%,1.01M,69016,2.1234155e-07,32.3,-4.0,1,27,1.6Mbps,100,0,0%,1668,2.01k,0,0,0,0,0,0,-0.29600006,214ns,n/a,19,4.5ms,4.5ms,4.43ms,4.04ms,3.94ms
