time,log_type,nof_prbs,nof_dl_slots,nof_ul_slots,nof_prach_preambles,error_indications,pdsch_rbs_per_slot,pusch_rbs_per_slot,pdschs_per_slot,puschs_per_slot,failed_pdcch,failed_uci,nof_ues,mean_latency,max_latency,max_latency_slot,total_dl_brate,total_ul_brate,max_crc_delay,max_ce_delay,max_pucch_harq_delay,events,slot,type,rnti,pci,cqi,dl_ri,dl_mcs,dl_brate,dl_nof_ok,dl_nof_nok,dl_error_rate,dl_bs,dl_nof_prbs,dl_olla,pusch_snr_db,pusch_rsrp_db,ul_ri,ul_mcs,ul_brate,ul_nof_ok,ul_nof_nok,ul_error_rate,ul_nof_prbs,bsr,sr_count,f0f1_invalid_harqs,f2f3f4_invalid_harqs,f2f3f4_invalid_csis,pusch_invalid_harqs,pusch_invalid_csis,ta,srs_ta,last_phr,avg_ul_ce_delay,max_ul_ce_delay,avg_crc_delay,avg_pusch_harq_delay,max_pusch_harq_delay,avg_pucch_harq_delay,ul_olla,ue_log_type,ue_nof_prbs,ue_nof_dl_slots,ue_nof_ul_slots,ue_nof_prach_preambles,ue_error_indications,ue_pdsch_rbs_per_slot,ue_pusch_rbs_per_slot,ue_pdschs_per_slot,ue_puschs_per_slot,ue_failed_pdcch,ue_failed_uci,ue_nof_ues,ue_mean_latency,ue_max_latency,ue_max_latency_slot,ue_total_dl_brate,ue_total_ul_brate,ue_max_crc_delay,ue_max_ce_delay,ue_max_pucch_harq_delay,ue_events,ue_slot,ue_type,ue_rnti,ue_pci,ue_cqi,ue_dl_ri,ue_dl_mcs,ue_dl_brate,ue_dl_nof_ok,ue_dl_nof_nok,ue_dl_error_rate,ue_dl_bs,ue_dl_nof_prbs,ue_dl_olla,ue_pusch_snr_db,ue_pusch_rsrp_db,ue_ul_ri,ue_ul_mcs,ue_ul_brate,ue_ul_nof_ok,ue_ul_nof_nok,ue_ul_error_rate,ue_ul_nof_prbs,ue_bsr,ue_sr_count,ue_f0f1_invalid_harqs,ue_f2f3f4_invalid_harqs,ue_f2f3f4_invalid_csis,ue_pusch_invalid_harqs,ue_pusch_invalid_csis,ue_ta,ue_srs_ta,ue_last_phr,ue_avg_ul_ce_delay,ue_max_ul_ce_delay,ue_avg_crc_delay,ue_avg_pusch_harq_delay,ue_max_pusch_harq_delay,ue_avg_pucch_harq_delay,ue_ul_olla
2025-07-31 00:39:16.019654,metric,51,1400,600,0,0,49,2,1,0.167,0,0,1,15usec,54usec,136.5,58Mbps,1.6Mbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,4603,1,15,1.0,27,58Mbps,1399,1,0%,1.69M,68988,1.8626451e-09,32.3,-3.7,1,27,1.6Mbps,100,0,0%,1664,2.01k,49,0,0,0,0,0,216ns,n/a,19,4.5ms,4.5ms,4.43ms,4.06ms,4.5ms,3.96ms,0
2025-07-31 00:39:17.019699,metric,51,1400,600,0,0,49,2,1,0.168,0,0,1,15usec,42usec,249.16,58Mbps,1.6Mbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,4603,1,15,1.0,27,58Mbps,1400,0,0%,2.05M,69006,1.8626451e-09,32.0,-3.7,1,27,1.6Mbps,100,1,0%,1687,2.01k,50,0,0,0,0,0,223ns,n/a,19,4.5ms,4.5ms,4.43ms,4.05ms,4.5ms,3.96ms,-0.09800001
2025-07-31 00:39:18.019737,metric,51,1392,597,0,39,48,8,0.983,0.332,0,0,1,16usec,224usec,346.18,48Mbps,1.2Mbps,19.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20ms,,,metric,,,,,,,,,,,,,,,,,,19.5ms,,4.5ms,,,,4603,1,15,1.0,26,48Mbps,1184,151,11%,2.28M,67251,-1.1029887,9.4,-7.8,1,10,1.2Mbps,138,37,21%,5113,2.01k,39,14,6,1,21,2,185ns,n/a,-30,4.5ms,4.5ms,4.7ms,4.79ms,20ms,3.96ms,-0.52500093
2025-07-31 00:39:19.019831,metric,51,1400,600,0,100,49,3,1,0.288,0,0,1,16usec,44usec,378.6,51Mbps,1.4Mbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4603,1,15,1.0,25,51Mbps,1300,0,0%,2.34M,68946,0.0080067245,28.3,-4.8,1,23,1.4Mbps,171,0,0%,2181,2.01k,44,0,0,0,0,0,151ns,n/a,19,4.49ms,4.5ms,4.32ms,4.04ms,4.5ms,3.98ms,-0.49800128
2025-07-31 00:39:20.019720,metric,51,1400,600,0,100,49,5,1,0.248,0,0,1,16usec,59usec,551.5,48Mbps,1.2Mbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4603,1,15,1.0,27,48Mbps,1157,143,11%,2.05M,69044,,14.5,-6.1,1,16,1.2Mbps,91,47,34%,3187,2.01k,46,0,0,0,22,5,202ns,n/a,20,4.5ms,4.5ms,4.49ms,4.07ms,4.5ms,3.95ms,-0.9880015
2025-07-31 00:39:21.019727,metric,51,1400,600,0,100,48,31,1,1,0,0,1,15usec,39usec,671.6,2.3Mbps,42kbps,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,n/a,,,,4603,1,8,1.0,9,2.3Mbps,156,1144,88%,2.05M,67604,-4,-18.7,-8.8,1,0,43kbps,38,463,92%,19000,5.45k,0,0,0,0,196,28,298ns,n/a,20,n/a,n/a,4.49ms,4.05ms,4.5ms,n/a,-0.950002
2025-07-31 00:39:22.019704,metric,51,1400,600,0,100,49,31,1,1,0,0,1,15usec,56usec,751.6,352kbps,,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,n/a,,,,4603,1,n/a,n/a,13,352kbps,17,1283,98%,1.38M,68990,-4,-34.9,-12.3,1,0,0bps,0,500,100%,19000,5.45k,0,0,0,0,198,50,-90ns,n/a,20,n/a,n/a,4.5ms,4.05ms,4.5ms,n/a,-0.950002
2025-07-31 00:39:23.019759,metric,51,1400,600,0,100,49,31,1,1,0,0,1,15usec,54usec,849.16,3.7Mbps,,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,n/a,,,,4603,1,n/a,n/a,13,3.7Mbps,172,1128,86%,408k,69000,-3.9980001,-35.3,-13.7,1,0,0bps,0,500,100%,19000,5.45k,0,0,0,0,200,50,255ns,n/a,20,n/a,n/a,4.5ms,4.05ms,4.5ms,n/a,-0.950002
2025-07-31 00:39:24.019717,metric,51,1400,600,0,100,21,31,0.448,1,0,0,1,13usec,39usec,907.5,1.5Mbps,,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,n/a,,,,4603,1,n/a,n/a,13,1.5Mbps,75,518,87%,0,30423,-3.9950004,-35.2,-14.4,1,0,0bps,0,500,100%,19000,5.45k,0,0,0,0,92,50,-64ns,n/a,20,n/a,n/a,4.5ms,4.05ms,4.5ms,n/a,-0.950002
2025-07-31 00:39:25.019790,metric,51,1400,600,0,100,0,31,0.01,1,0,0,1,11usec,32usec,997.1,103kbps,,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,n/a,,,,4603,1,n/a,n/a,13,104kbps,12,2,14%,0,303,-3.9900007,-34.6,-13.9,1,0,0bps,0,500,100%,19000,5.45k,0,0,0,0,0,50,38ns,n/a,20,n/a,n/a,4.5ms,4.32ms,4.5ms,n/a,-0.950002
2025-07-31 00:39:26.019750,metric,51,1400,600,0,100,0,0,0.000714,0.035,0,0,0,4usec,26usec,52.13,,,,,,0x4603,57.4,ue_rem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-31 00:39:27.019737,metric,51,1400,600,0,100,0,0,0,0,0,0,0,4usec,20usec,157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-31 00:39:28.019688,metric,51,1400,600,0,100,0,0,0,0,0,0,0,4usec,67usec,284.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-31 00:39:29.019689,metric,51,1400,600,0,100,0,0,0,0,0,0,0,4usec,18usec,382.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-31 00:39:30.019661,metric,51,1400,600,0,100,0,0,0,0,0,0,0,4usec,18usec,467.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-31 00:39:31.019707,metric,51,1400,600,0,100,0,0,0,0,0,0,0,4usec,20usec,611.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-31 00:39:32.019633,metric,51,1400,600,0,100,0,0,0,0,0,0,0,4usec,20usec,677.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-31 00:39:33.019709,metric,51,1400,600,0,100,0,0,0,0,0,0,0,4usec,18usec,755.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-31 00:39:34.019682,metric,51,1400,600,0,100,0,0,0,0,0,0,0,4usec,18usec,935.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-31 00:39:35.019700,metric,51,1400,600,0,100,0,0,0,0,0,0,0,4usec,20usec,994.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-31 00:39:36.019712,metric,51,1400,600,0,100,0,0,0,0,0,0,0,4usec,17usec,32.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-31 00:39:37.019705,metric,51,1400,600,0,100,0,0,0,0,0,0,0,4usec,17usec,179.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-31 00:39:38.019692,metric,51,1400,600,0,100,0,0,0,0,0,0,0,4usec,19usec,254.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-31 00:39:39.019705,metric,51,1400,600,0,100,0,0,0,0,0,0,0,4usec,27usec,415.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-31 00:39:40.019650,metric,51,1400,600,0,100,0,0,0,0,0,0,0,4usec,16usec,429.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-31 00:39:41.019631,metric,51,1400,600,0,100,0,0,0,0,0,0,0,4usec,20usec,547.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-31 00:39:42.019663,metric,51,1400,600,0,100,0,0,0,0,0,0,0,4usec,19usec,652.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-31 00:39:43.019711,metric,51,1400,600,0,100,0,0,0,0,0,0,0,4usec,21usec,761.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-31 00:39:44.019599,metric,51,1400,600,0,100,0,0,0,0,0,0,0,4usec,18usec,845.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-31 00:39:45.019685,metric,51,1400,600,0,100,0,0,0,0,0,0,0,4usec,19usec,977.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-31 00:39:46.019629,metric,51,1400,600,0,100,0,0,0,0,0,0,0,4usec,19usec,55.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-31 00:39:47.019639,metric,51,1400,600,0,100,0,0,0,0,0,0,0,4usec,18usec,115.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-31 00:39:48.019681,metric,51,1400,600,0,100,0,0,0,0,0,0,0,4usec,19usec,253.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
