time,log_type,nof_prbs,nof_dl_slots,nof_ul_slots,nof_prach_preambles,error_indications,pdsch_rbs_per_slot,pusch_rbs_per_slot,pdschs_per_slot,puschs_per_slot,failed_pdcch,failed_uci,nof_ues,mean_latency,max_latency,max_latency_slot,total_dl_brate,total_ul_brate,max_crc_delay,max_ce_delay,max_pucch_harq_delay,events,slot,type,pci,rnti,cqi,dl_ri,dl_mcs,dl_brate,dl_nof_ok,dl_nof_nok,dl_error_rate,dl_bs,dl_nof_prbs,dl_olla,pusch_snr_db,pusch_rsrp_db,ul_ri,ul_mcs,ul_brate,ul_nof_ok,ul_nof_nok,ul_error_rate,ul_nof_prbs,bsr,sr_count,f0f1_invalid_harqs,f2f3f4_invalid_harqs,f2f3f4_invalid_csis,pusch_invalid_harqs,pusch_invalid_csis,ul_olla,ta,srs_ta,last_phr,avg_ul_ce_delay,max_ul_ce_delay,avg_crc_delay,avg_pusch_harq_delay,max_pusch_harq_delay,avg_pucch_harq_delay,ue_log_type,ue_nof_prbs,ue_nof_dl_slots,ue_nof_ul_slots,ue_nof_prach_preambles,ue_error_indications,ue_pdsch_rbs_per_slot,ue_pusch_rbs_per_slot,ue_pdschs_per_slot,ue_puschs_per_slot,ue_failed_pdcch,ue_failed_uci,ue_nof_ues,ue_mean_latency,ue_max_latency,ue_max_latency_slot,ue_total_dl_brate,ue_total_ul_brate,ue_max_crc_delay,ue_max_ce_delay,ue_max_pucch_harq_delay,ue_events,ue_slot,ue_type,ue_pci,ue_rnti,ue_cqi,ue_dl_ri,ue_dl_mcs,ue_dl_brate,ue_dl_nof_ok,ue_dl_nof_nok,ue_dl_error_rate,ue_dl_bs,ue_dl_nof_prbs,ue_dl_olla,ue_pusch_snr_db,ue_pusch_rsrp_db,ue_ul_ri,ue_ul_mcs,ue_ul_brate,ue_ul_nof_ok,ue_ul_nof_nok,ue_ul_error_rate,ue_ul_nof_prbs,ue_bsr,ue_sr_count,ue_f0f1_invalid_harqs,ue_f2f3f4_invalid_harqs,ue_f2f3f4_invalid_csis,ue_pusch_invalid_harqs,ue_pusch_invalid_csis,ue_ul_olla,ue_ta,ue_srs_ta,ue_last_phr,ue_avg_ul_ce_delay,ue_max_ul_ce_delay,ue_avg_crc_delay,ue_avg_pusch_harq_delay,ue_max_pusch_harq_delay,ue_avg_pucch_harq_delay
2025-07-30 19:23:34.179658,metric,51,561,241,0,0,0,0,0,0,0,0,0,1usec,227usec,159.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-30 19:23:35.179670,metric,51,1400,600,1,0,0,0,0.00143,0.00333,0,0,1,4usec,31usec,300.0,2.0kbps,4.0kbps,4.5ms,4.5ms,4ms,0x4601,295.8,ue_create,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,1,4601,8,1.0,18,2.5kbps,1,0,0%,3,25,0,24.7,-3.9,1,9,4.2kbps,1,0,0%,24,0,1,0,0,0,0,0,0,192ns,n/a,21,4.5ms,4.5ms,4.5ms,n/a,n/a,4ms
2025-07-30 19:23:36.179639,metric,51,1400,600,0,0,0,0,0.0136,0.025,0,0,1,6usec,36usec,352.0,13kbps,85kbps,4.5ms,5.5ms,4.5ms,0x4601,300.13,ue_reconf,,0x4601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,1,4601,13,1.0,9,14kbps,19,0,0%,3,103,0.0070000007,30.6,-3.4,1,27,86kbps,15,0,0%,103,0,13,0,0,0,0,0,0,194ns,n/a,24,4.57ms,5.5ms,4.47ms,n/a,n/a,4.17ms
2025-07-30 19:23:37.179690,metric,51,1400,600,0,0,0,1,0.00929,0.12,0,0,1,9usec,50usec,436.0,25kbps,1.1Mbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,1,4601,15,1.0,27,25kbps,14,0,0%,0,26,0.011000001,32.3,-3.7,1,27,1.1Mbps,72,0,0%,1154,2.01k,4,0,0,0,0,0,0,220ns,n/a,19,4.5ms,4.5ms,4.49ms,4.25ms,4.5ms,4.21ms
2025-07-30 19:23:38.179650,metric,51,1400,600,0,0,0,2,0.00714,0.167,0,0,1,9usec,34usec,569.0,18kbps,1.6Mbps,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,n/a,,,,1,4601,15,1.0,27,19kbps,10,0,0%,0,20,0.011000001,32.5,-3.7,1,27,1.6Mbps,100,0,0%,1668,2.01k,0,0,0,0,0,0,0,230ns,n/a,19,4.5ms,4.5ms,4.45ms,4.15ms,4.5ms,n/a
2025-07-30 19:23:39.179730,metric,51,1400,600,0,0,14,2,0.315,0.167,0,0,1,11usec,47usec,674.16,17Mbps,1.6Mbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,1,4601,15,1.0,27,17Mbps,427,5,1%,332k,20636,0.009000002,32.1,-3.8,1,27,1.6Mbps,98,2,2%,1716,2.01k,0,0,0,0,0,0,-0.19800003,234ns,n/a,19,4.49ms,4.5ms,4.45ms,4.09ms,4.5ms,3.97ms
2025-07-30 19:23:40.179656,metric,51,1400,600,0,0,49,2,1,0.167,0,0,1,16usec,44usec,717.16,58Mbps,1.6Mbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,1,4601,15,1.0,27,58Mbps,1400,0,0%,691k,68988,0.009000002,32.4,-3.7,1,27,1.6Mbps,100,0,0%,1668,2.01k,0,0,0,0,0,0,-0.19800003,235ns,n/a,19,4.5ms,4.5ms,4.45ms,4.03ms,4.5ms,3.96ms
2025-07-30 19:23:41.179719,metric,51,1400,600,0,0,49,2,1,0.167,0,0,1,15usec,49usec,844.16,58Mbps,1.6Mbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,1,4601,15,1.0,27,58Mbps,1400,0,0%,1.05M,69006,0.009000002,32.5,-3.7,1,27,1.6Mbps,100,0,0%,1669,2.01k,0,0,0,0,0,0,-0.19800003,209ns,n/a,19,4.5ms,4.5ms,4.43ms,4.04ms,4.5ms,3.95ms
2025-07-30 19:23:42.179767,metric,51,1400,600,0,0,49,2,1,0.167,0,0,1,15usec,41usec,920.11,58Mbps,1.6Mbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,1,4601,15,1.0,27,58Mbps,1400,0,0%,1.41M,69016,0.009000002,32.6,-3.8,1,27,1.6Mbps,100,0,0%,1668,2.01k,0,0,0,0,0,0,-0.19800003,169ns,n/a,19,4.49ms,4.5ms,4.41ms,4.05ms,4.5ms,3.96ms
2025-07-30 19:23:43.179678,metric,51,1400,600,0,0,49,2,1,0.167,0,0,1,15usec,42usec,1017.16,58Mbps,1.6Mbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,1,4601,15,1.0,27,58Mbps,1400,0,0%,1.77M,68988,0.009000002,31.5,-3.8,1,27,1.6Mbps,99,1,1%,1701,1.53k,0,0,0,0,0,0,-0.29100013,178ns,n/a,19,4.5ms,4.5ms,4.43ms,4.07ms,4.5ms,3.96ms
2025-07-30 19:23:44.179736,metric,51,1394,595,0,13,46,3,0.94,0.249,0,0,1,18usec,409usec,143.13,46Mbps,1.5Mbps,9ms,7.5ms,7ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5ms,,metric,,,,,,,,,,,,,,,,,,9ms,,7ms,,,,1,4601,14,1.0,25,46Mbps,1194,115,8%,2.12M,64625,,28.4,-5.8,1,26,1.5Mbps,133,14,9%,1840,2.01k,2,15,4,1,12,2,-1.5719999,195ns,n/a,23,4.52ms,7.5ms,4.43ms,4.15ms,11.5ms,3.98ms
2025-07-30 19:23:45.179704,metric,51,1399,600,0,0,49,2,1,0.325,0,0,1,16usec,59usec,239.16,56Mbps,1.7Mbps,4.5ms,4.5ms,5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,5ms,,,,1,4601,15,1.0,26,56Mbps,1381,18,1%,2.42M,68850,0.009990736,32.1,-3.5,1,27,1.7Mbps,195,0,0%,1704,2.01k,2,1,1,1,0,0,-1.6709999,225ns,n/a,21,4.47ms,4.5ms,4.28ms,4.02ms,4.5ms,3.98ms
2025-07-30 19:23:46.179750,metric,51,1400,600,0,0,49,4,1,0.268,0,0,1,17usec,60usec,283.16,53Mbps,1.3Mbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,1,4601,15,1.0,26,53Mbps,1293,107,7%,1.77M,68985,-0.6920109,23.7,-4.1,1,22,1.3Mbps,130,30,18%,2637,3.91k,4,0,0,0,9,1,,222ns,n/a,20,4.5ms,4.5ms,4.43ms,4.07ms,4.5ms,3.98ms
2025-07-30 19:23:47.179766,metric,51,1400,600,0,0,40,21,0.824,0.738,0,0,1,15usec,54usec,443.6,31Mbps,207kbps,5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,5ms,,4ms,,,,1,4601,13,1.0,21,31Mbps,991,171,14%,0,56422,-1.3180001,3.8,-5.4,1,12,207kbps,186,256,57%,12957,2.81k,11,0,0,0,30,2,-5,220ns,n/a,19,4.49ms,4.5ms,4.46ms,4.05ms,4.5ms,3.96ms
2025-07-30 19:23:48.179713,metric,51,1400,600,0,0,4,17,0.124,0.758,0,0,1,12usec,41usec,534.16,3.4Mbps,281kbps,5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,5ms,,4ms,,,,1,4601,13,1.0,20,3.4Mbps,153,21,12%,0,6525,-1.3689924,13.4,-4.9,1,14,281kbps,172,284,62%,10668,5.45k,3,0,0,0,4,0,,234ns,n/a,19,4.5ms,4.5ms,4.46ms,4.11ms,4.5ms,4ms
2025-07-30 19:23:49.179724,metric,51,1400,600,0,0,40,25,0.836,0.948,0,0,1,16usec,43usec,602.16,24Mbps,309kbps,5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,5ms,,4ms,,,,1,4601,13,1.0,18,24Mbps,890,281,23%,0,56674,-2.9950225,8.4,-5.2,1,11,310kbps,197,371,65%,15043,28.6k,1,0,0,0,53,0,-5,206ns,n/a,24,4.49ms,4.5ms,4.47ms,4.04ms,4.5ms,4ms
2025-07-30 19:23:50.179670,metric,51,1400,600,0,0,8,29,0.203,1,0,0,1,13usec,40usec,709.2,5.7Mbps,219kbps,5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,5ms,,n/a,,,,1,4601,13,1.0,17,5.7Mbps,272,12,4%,0,11490,-2.8340414,3.2,-5.5,1,8,220kbps,196,404,67%,17460,20.5k,0,0,0,0,2,29,-4.997,173ns,n/a,24,4.46ms,4.5ms,4.45ms,4.08ms,4.5ms,n/a
2025-07-30 19:23:51.179765,metric,51,1400,600,0,0,27,28,0.576,0.985,0,0,1,15usec,40usec,856.5,17Mbps,282kbps,5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,5ms,,4ms,,,,1,4601,13,1.0,17,17Mbps,677,120,15%,96.3k,38159,,6.9,-5.3,1,6,282kbps,253,338,57%,16951,20.5k,0,0,0,0,24,24,-4.997,179ns,n/a,24,4.45ms,4.5ms,4.44ms,4.06ms,4.5ms,4ms
2025-07-30 19:23:52.179693,metric,51,1400,600,0,0,25,30,0.541,1,0,0,1,15usec,50usec,901.6,14Mbps,311kbps,5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,5ms,,n/a,,,,1,4601,13,1.0,16,14Mbps,647,120,15%,0,35027,-3.7291481,5.5,-5.2,1,6,311kbps,257,343,57%,18140,10.6k,0,0,0,0,24,0,-4.998,190ns,n/a,19,4.46ms,4.5ms,4.45ms,4.07ms,4.5ms,n/a
2025-07-30 19:23:53.179706,metric,51,1400,600,0,0,29,28,0.629,0.968,0,0,1,15usec,39usec,3.6,16Mbps,282kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,1,4601,13,1.0,15,16Mbps,766,114,12%,22.5k,41485,-3.9420042,3.1,-5.4,1,8,283kbps,258,323,55%,16855,28.6k,1,0,0,0,23,0,-5,207ns,n/a,19,4.49ms,4.5ms,4.45ms,4.07ms,4.5ms,4ms
2025-07-30 19:23:54.179827,metric,51,1400,600,0,0,26,28,0.556,0.923,0,0,1,14usec,49usec,81.6,13Mbps,280kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,1,4601,13,1.0,15,13Mbps,637,134,17%,703k,36607,,4.7,-5.4,1,13,280kbps,247,307,55%,16979,20.5k,2,0,0,0,27,0,,210ns,n/a,27,4.5ms,4.5ms,4.45ms,4.05ms,4.5ms,3.92ms
2025-07-30 19:23:55.179695,metric,51,1400,600,0,0,40,23,0.836,0.89,0,0,1,16usec,44usec,165.16,20Mbps,500kbps,5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,5ms,,4ms,,,,1,4601,13,1.0,15,20Mbps,941,230,19%,258k,56407,-3.9910007,10.6,-5.0,1,12,500kbps,218,316,59%,14320,3.91k,4,0,0,0,45,0,,226ns,n/a,19,4.49ms,4.5ms,4.46ms,4.03ms,4.5ms,3.98ms
2025-07-30 19:23:56.179637,metric,51,1397,600,0,5,27,22,0.587,0.818,0,0,1,14usec,58usec,303.16,13Mbps,177kbps,12ms,8ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5ms,,metric,,,,,,,,,,,,,,,,,,12ms,,4ms,,,,1,4601,13,1.0,15,13Mbps,598,219,26%,0,38446,-3.96201,5.2,-5.5,1,11,177kbps,135,356,72%,13243,3.91k,2,0,0,0,48,20,,224ns,n/a,19,4.57ms,8ms,4.51ms,4.08ms,11.5ms,3.99ms
2025-07-30 19:23:57.179834,metric,51,1400,600,0,0,19,26,0.42,0.89,0,0,1,14usec,43usec,389.16,12Mbps,191kbps,5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,5ms,,4ms,,,,1,4601,13,1.0,15,12Mbps,562,27,4%,0,26946,-3.6080477,4.0,-5.2,1,8,192kbps,211,320,60%,16026,13k,0,0,0,0,5,37,-4.998,225ns,n/a,19,4.47ms,4.5ms,4.43ms,4.06ms,4.5ms,3.96ms
