time,log_type,rnti,format,prb1,prb2,symb,cs,occ,ack,metric,sinr,t,bwp,n_id,slot,cp,ports,status,epre,rsrp,t_align,cfo,sr,prb,csi1,n_id0
2025-07-30 20:10:48.319962,PHY,0x4601,1,0,50,"[0,",0,0,2,0.4,-13.1dB,21.0us,"[0,",1,456.17,normal,0,invalid,-44.6dB,-59.2dB,na,na,,,,
2025-07-30 20:10:48.320538,PHY,0x4601,1,0,50,"[0,",0,0,1,1008.4,+18.3dB,16.4us,"[0,",1,456.18,normal,0,valid,-16.1dB,-15.9dB,na,na,,,,
2025-07-30 20:10:48.329980,PHY,0x4601,1,0,na,"[0,",0,0,1,1886.8,+18.5dB,17.7us,"[0,",1,457.17,normal,0,valid,-14.1dB,-14.2dB,na,na,,,,
2025-07-30 20:10:48.330006,PHY,0x4601,1,0,50,"[0,",0,0,1,845.5,+17.9dB,12.0us,"[0,",1,457.17,normal,0,valid,-17.1dB,-16.6dB,na,na,,,,
2025-07-30 20:10:48.334939,PHY,0x4601,1,4,na,"[0,",0,0,,1731.6,+18.1dB,16.2us,"[0,",1,458.7,normal,0,valid,-14.0dB,-14.0dB,na,na,yes,,,
2025-07-30 20:10:48.335224,CSI,0x4601,2,,na,"[4,",,,,,+33.3dB,27.3us,"[0,",1,458.8,normal,0,valid,-12.3dB,-12.3dB,0.18us,-39.3Hz,,"[7,",1111,1
2025-07-30 20:10:48.355015,PHY,0x4601,1,4,na,"[0,",0,0,2,0.1,-25.8dB,20.7us,"[0,",1,460.7,normal,0,invalid,-43.5dB,-69.8dB,na,na,,,,
2025-07-30 20:10:48.355034,PHY,0x4601,1,0,na,"[0,",0,0,1,1711.4,+18.1dB,12.3us,"[0,",1,460.7,normal,0,valid,-14.2dB,-14.3dB,na,na,,,,
2025-07-30 20:10:48.355273,CSI,0x4601,2,,na,"[4,",,,,,+32.9dB,26.6us,"[0,",1,460.8,normal,0,valid,-12.3dB,-12.3dB,0.20us,-113.3Hz,,"[7,",1111,1
2025-07-30 20:10:48.361030,PHY,0x4601,1,0,na,"[0,",0,0,1,1617.4,+17.8dB,21.2us,"[0,",1,460.19,normal,0,valid,-14.2dB,-14.3dB,na,na,,,,
2025-07-30 20:10:48.374959,PHY,0x4601,1,4,na,"[0,",0,0,,1924.6,+18.6dB,16.3us,"[0,",1,462.7,normal,0,valid,-14.0dB,-14.1dB,na,na,yes,,,
2025-07-30 20:10:48.375202,CSI,0x4601,2,,na,"[4,",,,,,+31.5dB,15.1us,"[0,",1,462.8,normal,0,valid,-12.4dB,-12.5dB,0.17us,+15.4Hz,,"[7,",1111,1
2025-07-30 20:10:48.395021,PHY,0x4601,1,4,na,"[0,",0,0,2,0.0,-29.0dB,15.8us,"[0,",1,464.7,normal,0,invalid,-43.2dB,-73.0dB,na,na,,,,
2025-07-30 20:10:48.395041,PHY,0x4601,1,0,na,"[0,",0,0,1,1676.0,+18.0dB,11.5us,"[0,",1,464.7,normal,0,valid,-14.2dB,-14.3dB,na,na,,,,
2025-07-30 20:10:48.395146,CSI,0x4601,2,,na,"[4,",,,,,+33.0dB,13.3us,"[0,",1,464.8,normal,0,valid,-12.4dB,-12.4dB,0.18us,-102.4Hz,,"[7,",1111,1
2025-07-30 20:10:48.395967,PHY,0x4601,1,0,na,"[0,",0,0,1,1639.2,+17.9dB,15.1us,"[0,",1,464.9,normal,0,valid,-14.2dB,-14.3dB,na,na,,,,
2025-07-30 20:10:48.414985,PHY,0x4601,1,4,na,"[0,",0,0,,1868.5,+18.5dB,21.4us,"[0,",1,466.7,normal,0,valid,-14.0dB,-14.0dB,na,na,yes,,,
2025-07-30 20:10:48.415262,CSI,0x4601,2,,na,"[4,",,,,,+32.1dB,18.6us,"[0,",1,466.8,normal,0,valid,-12.4dB,-12.4dB,0.18us,-33.4Hz,,"[7,",1111,1
2025-07-30 20:10:48.435189,CSI,0x4601,2,,na,"[4,",,,,,+30.2dB,13.7us,"[0,",1,468.8,normal,0,valid,-12.4dB,-12.5dB,0.17us,-46.6Hz,,"[7,",1111,1
2025-07-30 20:10:48.444631,PHY,0x4601,2,,na,"[0,",,,111,,+29.6dB,23.6us,"[0,",1,469.7,normal,0,valid,-13.5dB,-13.5dB,0.19us,-102.4Hz,,"[6,",,1
2025-07-30 20:10:48.455006,PHY,0x4601,1,4,na,"[0,",0,0,,1771.9,+18.2dB,22.6us,"[0,",1,470.7,normal,0,valid,-14.1dB,-14.2dB,na,na,yes,,,
2025-07-30 20:10:48.455269,CSI,0x4601,2,,na,"[4,",,,,,+29.8dB,21.1us,"[0,",1,470.8,normal,0,valid,-12.5dB,-12.5dB,0.20us,+104.4Hz,,"[7,",1111,1
2025-07-30 20:10:48.474962,PHY,0x4601,1,4,na,"[0,",0,0,2,0.2,-19.1dB,16.3us,"[0,",1,472.7,normal,0,invalid,-43.3dB,-62.9dB,na,na,,,,
2025-07-30 20:10:48.474977,PHY,0x4601,1,0,na,"[0,",0,0,1,1759.8,+18.2dB,11.4us,"[0,",1,472.7,normal,0,valid,-14.3dB,-14.4dB,na,na,,,,
2025-07-30 20:10:48.475231,CSI,0x4601,2,,na,"[4,",,,,,+30.2dB,14.4us,"[0,",1,472.8,normal,0,valid,-12.5dB,-12.5dB,0.20us,-36.5Hz,,"[7,",1111,1
2025-07-30 20:10:48.495024,PHY,0x4601,1,4,na,"[0,",0,0,,0.1,-23.5dB,20.0us,"[0,",1,474.7,normal,0,invalid,-43.5dB,-67.7dB,na,na,no,,,
2025-07-30 20:10:48.495170,CSI,0x4601,2,,na,"[4,",,,,,+31.1dB,16.7us,"[0,",1,474.8,normal,0,valid,-12.5dB,-12.5dB,0.16us,-4.1Hz,,"[7,",1111,1
2025-07-30 20:10:48.514970,PHY,0x4601,1,4,na,"[0,",0,0,,0.1,-22.3dB,14.4us,"[0,",1,476.7,normal,0,invalid,-43.4dB,-67.1dB,na,na,no,,,
2025-07-30 20:10:48.515238,CSI,0x4601,2,,na,"[4,",,,,,+29.6dB,13.0us,"[0,",1,476.8,normal,0,valid,-12.4dB,-12.4dB,0.16us,-102.1Hz,,"[7,",1111,1
2025-07-30 20:10:48.534926,PHY,0x4601,1,4,na,"[0,",0,0,,0.1,-32.5dB,14.7us,"[0,",1,478.7,normal,0,invalid,-43.2dB,-75.9dB,na,na,no,,,
2025-07-30 20:10:48.535202,CSI,0x4601,2,,na,"[4,",,,,,+31.6dB,12.3us,"[0,",1,478.8,normal,0,valid,-12.4dB,-12.4dB,0.18us,+6.8Hz,,"[7,",1111,1
2025-07-30 20:10:48.554989,PHY,0x4601,1,4,na,"[0,",0,0,,0.3,-20.8dB,14.5us,"[0,",1,480.7,normal,0,invalid,-43.7dB,-65.0dB,na,na,no,,,
2025-07-30 20:10:48.555250,CSI,0x4601,2,,na,"[4,",,,,,+28.9dB,12.4us,"[0,",1,480.8,normal,0,valid,-12.5dB,-12.5dB,0.17us,-132.1Hz,,"[7,",1111,1
2025-07-30 20:10:48.564549,PHY,0x4601,2,,na,"[0,",,,111,,+28.4dB,14.7us,"[0,",1,481.7,normal,0,valid,-13.7dB,-13.7dB,0.18us,-87.3Hz,,"[6,",,1
2025-07-30 20:10:48.574950,PHY,0x4601,1,4,na,"[0,",0,0,,1926.2,+18.6dB,21.2us,"[0,",1,482.7,normal,0,valid,-14.1dB,-14.2dB,na,na,yes,,,
2025-07-30 20:10:48.575180,CSI,0x4601,2,,na,"[4,",,,,,+31.2dB,13.1us,"[0,",1,482.8,normal,0,valid,-12.5dB,-12.5dB,0.20us,-38.7Hz,,"[7,",1111,1
2025-07-30 20:10:48.595021,PHY,0x4601,1,4,na,"[0,",0,0,,0.2,-19.8dB,17.5us,"[0,",1,484.7,normal,0,invalid,-43.7dB,-63.9dB,na,na,no,,,
2025-07-30 20:10:48.595265,CSI,0x4601,2,,na,"[4,",,,,,+31.4dB,18.1us,"[0,",1,484.8,normal,0,valid,-12.5dB,-12.5dB,0.19us,-11.4Hz,,"[7,",1111,1
2025-07-30 20:10:48.614970,PHY,0x4601,1,4,na,"[0,",0,0,,0.1,-27.5dB,18.0us,"[0,",1,486.7,normal,0,invalid,-43.3dB,-71.2dB,na,na,no,,,
2025-07-30 20:10:48.615233,CSI,0x4601,2,,na,"[4,",,,,,+28.2dB,15.8us,"[0,",1,486.8,normal,0,valid,-12.6dB,-12.6dB,0.20us,-45.8Hz,,"[7,",1111,1
2025-07-30 20:10:48.635033,PHY,0x4601,1,4,na,"[0,",0,0,,0.4,-13.8dB,14.7us,"[0,",1,488.7,normal,0,invalid,-43.5dB,-58.5dB,na,na,no,,,
2025-07-30 20:10:48.635156,CSI,0x4601,2,,na,"[4,",,,,,+29.8dB,12.8us,"[0,",1,488.8,normal,0,valid,-12.4dB,-12.5dB,0.15us,-95.8Hz,,"[7,",1111,1
2025-07-30 20:10:48.654982,PHY,0x4601,1,4,na,"[0,",0,0,,0.1,-20.8dB,14.3us,"[0,",1,490.7,normal,0,invalid,-42.9dB,-64.1dB,na,na,no,,,
2025-07-30 20:10:48.655244,CSI,0x4601,2,,na,"[4,",,,,,+35.0dB,18.6us,"[0,",1,490.8,normal,0,valid,-12.5dB,-12.5dB,0.19us,-105.3Hz,,"[7,",1111,1
2025-07-30 20:10:48.674949,PHY,0x4601,1,4,na,"[0,",0,0,,0.1,-39.1dB,19.9us,"[0,",1,492.7,normal,0,invalid,-42.8dB,-82.0dB,na,na,no,,,
2025-07-30 20:10:48.675225,CSI,0x4601,2,,na,"[4,",,,,,+30.6dB,19.8us,"[0,",1,492.8,normal,0,valid,-12.4dB,-12.5dB,0.16us,-94.0Hz,,"[7,",1111,1
2025-07-30 20:10:48.694997,PHY,0x4601,1,4,na,"[0,",0,0,,0.1,-32.6dB,17.3us,"[0,",1,494.7,normal,0,invalid,-43.0dB,-75.9dB,na,na,no,,,
2025-07-30 20:10:48.695228,CSI,0x4601,2,,na,"[4,",,,,,+29.9dB,14.6us,"[0,",1,494.8,normal,0,valid,-12.5dB,-12.5dB,0.16us,-114.3Hz,,"[7,",1111,1
2025-07-30 20:10:48.714955,PHY,0x4601,1,4,na,"[0,",0,0,,0.1,-29.8dB,14.8us,"[0,",1,496.7,normal,0,invalid,-42.7dB,-72.7dB,na,na,no,,,
2025-07-30 20:10:48.715221,CSI,0x4601,2,,na,"[4,",,,,,+32.6dB,14.1us,"[0,",1,496.8,normal,0,valid,-12.6dB,-12.6dB,0.17us,-21.5Hz,,"[7,",1111,1
2025-07-30 20:10:48.735017,PHY,0x4601,1,4,na,"[0,",0,0,,0.2,-20.5dB,16.9us,"[0,",1,498.7,normal,0,invalid,-43.4dB,-64.5dB,na,na,no,,,
2025-07-30 20:10:48.735159,CSI,0x4601,2,,na,"[4,",,,,,+32.3dB,12.5us,"[0,",1,498.8,normal,0,valid,-12.6dB,-12.6dB,0.17us,-104.7Hz,,"[7,",1111,1
2025-07-30 20:10:48.754970,PHY,0x4601,1,4,na,"[0,",0,0,,0.3,-16.2dB,16.2us,"[0,",1,500.7,normal,0,invalid,-43.5dB,-60.1dB,na,na,no,,,
2025-07-30 20:10:48.755228,CSI,0x4601,2,,na,"[4,",,,,,+31.7dB,14.9us,"[0,",1,500.8,normal,0,valid,-12.5dB,-12.5dB,0.17us,+67.9Hz,,"[7,",1111,1
2025-07-30 20:10:48.774934,PHY,0x4601,1,4,na,"[0,",0,0,,0.5,-23.8dB,14.6us,"[0,",1,502.7,normal,0,invalid,-43.2dB,-66.9dB,na,na,no,,,
2025-07-30 20:10:48.775187,CSI,0x4601,2,,na,"[4,",,,,,+30.5dB,12.5us,"[0,",1,502.8,normal,0,valid,-12.6dB,-12.6dB,0.19us,-110.0Hz,,"[7,",1111,1
2025-07-30 20:10:48.795000,PHY,0x4601,1,4,na,"[0,",0,0,,0.1,-27.9dB,14.5us,"[0,",1,504.7,normal,0,invalid,-42.6dB,-71.5dB,na,na,no,,,
2025-07-30 20:10:48.795225,CSI,0x4601,2,,na,"[4,",,,,,+29.9dB,11.8us,"[0,",1,504.8,normal,0,valid,-12.6dB,-12.6dB,0.18us,+41.5Hz,,"[7,",1111,1
2025-07-30 20:10:48.814955,PHY,0x4601,1,4,na,"[0,",0,0,,1813.1,+18.3dB,15.6us,"[0,",1,506.7,normal,0,valid,-14.3dB,-14.4dB,na,na,yes,,,
2025-07-30 20:10:48.815202,CSI,0x4601,2,,na,"[4,",,,,,+30.3dB,12.3us,"[0,",1,506.8,normal,0,valid,-12.5dB,-12.6dB,0.18us,-52.8Hz,,"[7,",1111,1
2025-07-30 20:10:48.835028,PHY,0x4601,1,4,na,"[0,",0,0,2,0.2,-21.6dB,22.9us,"[0,",1,508.7,normal,0,invalid,-43.6dB,-65.2dB,na,na,,,,
2025-07-30 20:10:48.835046,PHY,0x4601,1,0,na,"[0,",0,0,1,1760.9,+18.2dB,11.7us,"[0,",1,508.7,normal,0,valid,-14.4dB,-14.5dB,na,na,,,,
2025-07-30 20:10:48.835164,CSI,0x4601,2,,na,"[4,",,,,,+32.4dB,24.7us,"[0,",1,508.8,normal,0,valid,-12.5dB,-12.6dB,0.17us,-72.3Hz,,"[7,",1111,1
