time,log_type,nof_prbs,nof_dl_slots,nof_ul_slots,nof_prach_preambles,error_indications,pdsch_rbs_per_slot,pusch_rbs_per_slot,pdschs_per_slot,puschs_per_slot,failed_pdcch,failed_uci,nof_ues,mean_latency,max_latency,max_latency_slot,total_dl_brate,total_ul_brate,max_crc_delay,max_ce_delay,max_pucch_harq_delay,events,slot,type,pci,rnti,cqi,dl_ri,dl_mcs,dl_brate,dl_nof_ok,dl_nof_nok,dl_error_rate,dl_bs,dl_nof_prbs,dl_olla,pusch_snr_db,pusch_rsrp_db,ul_ri,ul_mcs,ul_brate,ul_nof_ok,ul_nof_nok,ul_error_rate,ul_nof_prbs,bsr,sr_count,f0f1_invalid_harqs,f2f3f4_invalid_harqs,f2f3f4_invalid_csis,pusch_invalid_harqs,pusch_invalid_csis,ul_olla,ta,srs_ta,last_phr,avg_ul_ce_delay,max_ul_ce_delay,avg_crc_delay,avg_pusch_harq_delay,max_pusch_harq_delay,avg_pucch_harq_delay,ue_log_type,ue_nof_prbs,ue_nof_dl_slots,ue_nof_ul_slots,ue_nof_prach_preambles,ue_error_indications,ue_pdsch_rbs_per_slot,ue_pusch_rbs_per_slot,ue_pdschs_per_slot,ue_puschs_per_slot,ue_failed_pdcch,ue_failed_uci,ue_nof_ues,ue_mean_latency,ue_max_latency,ue_max_latency_slot,ue_total_dl_brate,ue_total_ul_brate,ue_max_crc_delay,ue_max_ce_delay,ue_max_pucch_harq_delay,ue_events,ue_slot,ue_type,ue_pci,ue_rnti,ue_cqi,ue_dl_ri,ue_dl_mcs,ue_dl_brate,ue_dl_nof_ok,ue_dl_nof_nok,ue_dl_error_rate,ue_dl_bs,ue_dl_nof_prbs,ue_dl_olla,ue_pusch_snr_db,ue_pusch_rsrp_db,ue_ul_ri,ue_ul_mcs,ue_ul_brate,ue_ul_nof_ok,ue_ul_nof_nok,ue_ul_error_rate,ue_ul_nof_prbs,ue_bsr,ue_sr_count,ue_f0f1_invalid_harqs,ue_f2f3f4_invalid_harqs,ue_f2f3f4_invalid_csis,ue_pusch_invalid_harqs,ue_pusch_invalid_csis,ue_ul_olla,ue_ta,ue_srs_ta,ue_last_phr,ue_avg_ul_ce_delay,ue_max_ul_ce_delay,ue_avg_crc_delay,ue_avg_pusch_harq_delay,ue_max_pusch_harq_delay,ue_avg_pucch_harq_delay
2025-07-30 20:07:31.702182,metric,51,568,244,0,0,0,0,0,0,0,0,0,1usec,231usec,159.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-30 20:07:32.702350,metric,51,1400,600,1,0,0,0,0.00143,0.00333,0,0,1,4usec,29usec,300.0,2.0kbps,4.0kbps,4.5ms,4.5ms,4ms,0x4601,295.8,ue_create,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,1,4601,8,1.0,18,2.5kbps,1,0,0%,3,25,0,24.4,-4.0,1,9,4.2kbps,1,0,0%,24,0,1,0,0,0,0,0,0,-59ns,n/a,21,4.5ms,4.5ms,4.5ms,n/a,n/a,4ms
2025-07-30 20:07:33.702243,metric,51,1400,600,0,0,0,0,0.015,0.035,0,0,1,6usec,34usec,348.0,17kbps,180kbps,4.5ms,5.5ms,4.5ms,0x4601,300.13,ue_reconf,,0x4601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,1,4601,13,1.0,11,18kbps,22,0,0%,0,107,0.008,31.1,-3.5,1,27,181kbps,21,0,0%,201,2.01k,13,0,0,0,0,0,0,217ns,n/a,19,4.55ms,5.5ms,4.45ms,4ms,4ms,4.04ms
2025-07-30 20:07:34.702301,metric,51,1400,600,0,0,0,2,0.01,0.167,0,0,1,9usec,29usec,432.10,25kbps,1.6Mbps,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,n/a,,,,1,4601,15,1.0,27,26kbps,14,0,0%,0,28,0.011000001,32.4,-3.7,1,27,1.6Mbps,100,0,0%,1668,2.01k,0,0,0,0,0,0,0,228ns,n/a,19,4.5ms,4.5ms,4.47ms,4.18ms,4.5ms,n/a
2025-07-30 20:07:35.702246,metric,51,1400,600,0,0,0,2,0.00714,0.17,0,0,1,9usec,32usec,522.16,17kbps,1.6Mbps,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,n/a,,,,1,4601,15,1.0,27,18kbps,10,0,0%,0,20,0.011000001,32.4,-3.7,1,27,1.6Mbps,102,0,0%,1668,2.01k,0,0,0,0,0,0,0,235ns,n/a,19,4.49ms,4.5ms,4.46ms,4.25ms,4.5ms,n/a
2025-07-30 20:07:36.702315,metric,51,1400,600,0,0,2,2,0.0779,0.167,0,0,1,9usec,36usec,666.0,3.1Mbps,1.6Mbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,1,4601,15,1.0,27,3.1Mbps,98,2,2%,148k,4086,0.0020000003,32.3,-3.7,1,27,1.6Mbps,100,0,0%,1664,2.01k,0,0,0,0,0,0,0,241ns,n/a,19,4.49ms,4.5ms,4.47ms,4.21ms,4.5ms,3.98ms
2025-07-30 20:07:37.702300,metric,51,1400,600,0,0,49,2,1,0.167,0,0,1,16usec,44usec,725.16,58Mbps,1.6Mbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,1,4601,15,1.0,27,58Mbps,1395,5,0%,609k,69016,0.010000004,32.4,-3.6,1,27,1.6Mbps,100,0,0%,1672,2.01k,0,0,0,0,0,0,0,241ns,n/a,19,4.5ms,4.5ms,4.45ms,4.03ms,4.5ms,3.96ms
2025-07-30 20:07:38.702273,metric,51,1400,600,0,0,49,2,1,0.167,0,0,1,15usec,52usec,850.3,58Mbps,1.6Mbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,1,4601,15,1.0,27,58Mbps,1400,0,0%,974k,68985,0.010000004,32.4,-3.8,1,27,1.6Mbps,100,0,0%,1668,2.01k,0,0,0,0,0,0,0,186ns,n/a,19,4.49ms,4.5ms,4.45ms,4.05ms,4.5ms,3.96ms
2025-07-30 20:07:39.702301,metric,51,1400,600,0,0,49,2,1,0.167,0,0,1,15usec,45usec,979.16,58Mbps,1.6Mbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,1,4601,15,1.0,27,58Mbps,1399,1,0%,1.34M,68988,0.0010000039,32.4,-3.8,1,27,1.6Mbps,100,0,0%,1664,2.01k,0,0,0,0,0,0,0,176ns,n/a,19,4.49ms,4.5ms,4.43ms,4.05ms,4.5ms,3.96ms
2025-07-30 20:07:40.702228,metric,51,1400,600,0,0,49,2,1,0.167,0,0,1,15usec,41usec,1005.16,58Mbps,1.6Mbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,1,4601,15,1.0,27,58Mbps,1400,0,0%,1.7M,69016,0.0010000039,31.3,-3.8,1,27,1.6Mbps,99,1,1%,1697,2.01k,0,0,0,0,0,0,-0.092,188ns,n/a,19,4.5ms,4.5ms,4.42ms,4.05ms,4.5ms,3.96ms
