time,log_type,nof_prbs,nof_dl_slots,nof_ul_slots,nof_prach_preambles,error_indications,pdsch_rbs_per_slot,pusch_rbs_per_slot,pdschs_per_slot,puschs_per_slot,failed_pdcch,failed_uci,nof_ues,mean_latency,max_latency,max_latency_slot,total_dl_brate,total_ul_brate,max_crc_delay,max_ce_delay,max_pucch_harq_delay,events,slot,type,pci,rnti,cqi,dl_ri,dl_mcs,dl_brate,dl_nof_ok,dl_nof_nok,dl_error_rate,dl_bs,dl_nof_prbs,dl_olla,pusch_snr_db,pusch_rsrp_db,ul_ri,ul_mcs,ul_brate,ul_nof_ok,ul_nof_nok,ul_error_rate,ul_nof_prbs,bsr,sr_count,f0f1_invalid_harqs,f2f3f4_invalid_harqs,f2f3f4_invalid_csis,pusch_invalid_harqs,pusch_invalid_csis,ul_olla,ta,srs_ta,last_phr,avg_ul_ce_delay,max_ul_ce_delay,avg_crc_delay,avg_pusch_harq_delay,max_pusch_harq_delay,avg_pucch_harq_delay,ue_log_type,ue_nof_prbs,ue_nof_dl_slots,ue_nof_ul_slots,ue_nof_prach_preambles,ue_error_indications,ue_pdsch_rbs_per_slot,ue_pusch_rbs_per_slot,ue_pdschs_per_slot,ue_puschs_per_slot,ue_failed_pdcch,ue_failed_uci,ue_nof_ues,ue_mean_latency,ue_max_latency,ue_max_latency_slot,ue_total_dl_brate,ue_total_ul_brate,ue_max_crc_delay,ue_max_ce_delay,ue_max_pucch_harq_delay,ue_events,ue_slot,ue_type,ue_pci,ue_rnti,ue_cqi,ue_dl_ri,ue_dl_mcs,ue_dl_brate,ue_dl_nof_ok,ue_dl_nof_nok,ue_dl_error_rate,ue_dl_bs,ue_dl_nof_prbs,ue_dl_olla,ue_pusch_snr_db,ue_pusch_rsrp_db,ue_ul_ri,ue_ul_mcs,ue_ul_brate,ue_ul_nof_ok,ue_ul_nof_nok,ue_ul_error_rate,ue_ul_nof_prbs,ue_bsr,ue_sr_count,ue_f0f1_invalid_harqs,ue_f2f3f4_invalid_harqs,ue_f2f3f4_invalid_csis,ue_pusch_invalid_harqs,ue_pusch_invalid_csis,ue_ul_olla,ue_ta,ue_srs_ta,ue_last_phr,ue_avg_ul_ce_delay,ue_max_ul_ce_delay,ue_avg_crc_delay,ue_avg_pusch_harq_delay,ue_max_pusch_harq_delay,ue_avg_pucch_harq_delay
2025-07-31 00:41:33.849656,metric,51,561,243,0,0,0,0,0,0,0,0,0,1usec,224usec,159.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-31 00:41:34.849871,metric,51,1400,600,1,0,0,0,0.00143,0.00333,0,0,1,3usec,39usec,300.0,2.0kbps,4.0kbps,4.5ms,4.5ms,4ms,0x4601,295.8,ue_create,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,1,4601,8,1.0,18,2.5kbps,1,0,0%,3,25,0,22.4,-3.8,1,9,4.2kbps,1,0,0%,24,0,1,0,0,0,0,0,0,128ns,n/a,21,4.5ms,4.5ms,4.5ms,n/a,n/a,4ms
2025-07-31 00:41:35.849652,metric,51,1400,600,0,0,0,1,0.0136,0.0767,0,0,1,7usec,40usec,345.17,15kbps,577kbps,4.5ms,5.5ms,4.5ms,0x4601,300.11,ue_reconf,,0x4601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,1,4601,13,1.0,9,16kbps,20,0,0%,0,103,0.0070000007,30.9,-3.5,1,27,577kbps,42,4,8%,705,2.01k,9,0,0,0,0,0,-0.39600006,278ns,n/a,19,4.52ms,5.5ms,4.48ms,4.12ms,4.5ms,4.03ms
2025-07-31 00:41:36.849683,metric,51,1400,600,0,0,0,2,0.00929,0.167,0,0,1,9usec,32usec,442.3,23kbps,1.6Mbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,1,4601,15,1.0,27,24kbps,13,0,0%,0,26,0.010000001,32.3,-3.5,1,27,1.6Mbps,100,0,0%,1668,2.01k,0,0,0,0,0,0,-0.39600006,224ns,n/a,19,4.49ms,4.5ms,4.47ms,4.18ms,4.5ms,4ms
2025-07-31 00:41:37.849747,metric,51,1400,600,0,0,0,2,0.00786,0.167,0,0,1,9usec,26usec,504.3,20kbps,1.6Mbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,1,4601,15,1.0,27,21kbps,11,0,0%,0,22,0.010000001,32.4,-3.5,1,27,1.6Mbps,100,0,0%,1664,2.01k,0,0,0,0,0,0,-0.39600006,230ns,n/a,21,4.49ms,4.5ms,4.45ms,4.22ms,4.5ms,4ms
2025-07-31 00:41:38.849738,metric,51,1400,600,0,0,8,2,0.196,0.167,0,0,1,10usec,45usec,684.1,10Mbps,1.6Mbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,1,4601,15,1.0,27,10Mbps,263,2,0%,373k,12344,0.008000001,32.2,-3.5,1,27,1.6Mbps,100,0,0%,1668,2.01k,0,0,0,0,0,0,-0.39600006,235ns,n/a,19,4.5ms,4.5ms,4.47ms,4.15ms,4.5ms,3.95ms
2025-07-31 00:41:39.849858,metric,51,1400,600,0,0,49,3,1,0.198,0,0,1,16usec,65usec,775.6,57Mbps,1.5Mbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,1,4601,15,1.0,27,57Mbps,1368,32,2%,228k,68904,-0.13899991,26.2,-2.7,1,22,1.5Mbps,111,5,4%,2309,2.81k,0,1,0,0,5,0,-0.87400043,245ns,n/a,-29,4.5ms,4.5ms,4.4ms,4.03ms,4.5ms,3.95ms
2025-07-31 00:41:40.849765,metric,51,1400,600,0,0,49,6,1,0.27,0,0,1,16usec,54usec,847.16,58Mbps,1.2Mbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,1,4601,15,1.0,27,58Mbps,1400,0,0%,1.08M,68936,0.011000198,17.7,-2.3,1,13,1.2Mbps,162,3,1%,3768,1.53k,4,0,0,0,0,0,-1.0800015,165ns,n/a,19,4.48ms,4.5ms,4.37ms,4.06ms,4.5ms,3.95ms
2025-07-31 00:41:41.849801,metric,51,1400,600,0,0,49,2,1,0.167,0,0,1,15usec,41usec,911.16,58Mbps,1.6Mbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,1,4601,15,1.0,27,58Mbps,1400,0,0%,1.45M,69016,0.011000198,31.8,-4.2,1,27,1.6Mbps,100,0,0%,1672,2.01k,0,0,0,0,0,0,-1.0800015,370ns,n/a,19,4.5ms,4.5ms,4.46ms,4.03ms,4.5ms,3.96ms
2025-07-31 00:41:42.849714,metric,51,1400,600,0,0,49,3,1,0.17,0,0,1,15usec,43usec,10.16,58Mbps,1.6Mbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,1,4601,15,1.0,27,58Mbps,1399,1,0%,1.81M,69016,0.0020001978,29.7,-4.2,1,26,1.6Mbps,98,4,3%,1815,2.01k,0,0,0,0,0,0,-1.467001,375ns,n/a,19,4.49ms,4.5ms,4.47ms,4.03ms,4.5ms,3.96ms
