time,log_type,rnti,format,prb1,prb2,symb,cs,occ,ack,metric,sinr,t,bwp,n_id,slot,cp,ports,status,epre,rsrp,t_align,cfo,sr,prb,csi1,n_id0
2025-07-31 00:00:57.853103,PHY,0x4601,1,0,50,"[0,",0,0,1,11411.6,+28.8dB,21.2us,"[0,",1,615.17,normal,0,valid,-15.6dB,-15.4dB,na,na,,,,
2025-07-31 00:00:57.858162,PHY,0x4601,1,4,na,"[0,",0,0,,0.3,-14.8dB,17.0us,"[0,",1,616.7,normal,0,invalid,-43.3dB,-58.4dB,na,na,no,,,
2025-07-31 00:00:57.858409,CSI,0x4601,2,,na,"[4,",,,,,+29.3dB,27.4us,"[0,",1,616.8,normal,0,valid,-11.7dB,-11.7dB,-0.00us,-56.2Hz,,"[7,",0001,1
2025-07-31 00:00:57.878118,PHY,0x4601,1,4,na,"[0,",0,0,,17399.9,+28.1dB,16.2us,"[0,",1,618.7,normal,0,valid,-13.5dB,-13.5dB,na,na,yes,,,
2025-07-31 00:00:57.878350,CSI,0x4601,2,,na,"[4,",,,,,+34.4dB,15.3us,"[0,",1,618.8,normal,0,valid,-11.7dB,-11.8dB,-0.01us,+68.4Hz,,"[7,",1111,1
2025-07-31 00:00:57.898183,PHY,0x4601,1,4,na,"[0,",0,0,1,872.9,+15.2dB,16.8us,"[0,",1,620.7,normal,0,valid,-13.5dB,-13.6dB,na,na,,,,
2025-07-31 00:00:57.898202,PHY,0x4601,1,0,na,"[0,",0,0,2,0.7,-17.1dB,11.7us,"[0,",1,620.7,normal,0,invalid,-43.6dB,-61.6dB,na,na,,,,
2025-07-31 00:00:57.898306,CSI,0x4601,2,,na,"[4,",,,,,+31.2dB,17.3us,"[0,",1,620.8,normal,0,valid,-11.9dB,-11.9dB,0.24us,-17.4Hz,,"[7,",1111,1
2025-07-31 00:00:57.918140,PHY,0x4601,1,4,na,"[0,",0,0,11,1503.6,+17.5dB,19.1us,"[0,",1,622.7,normal,0,valid,-10.6dB,-10.6dB,na,na,,,,
2025-07-31 00:00:57.918158,PHY,0x4601,1,0,na,"[0,",0,0,22,0.1,-23.3dB,11.8us,"[0,",1,622.7,normal,0,invalid,-43.9dB,-67.8dB,na,na,,,,
2025-07-31 00:00:57.918377,CSI,0x4601,2,,na,"[4,",,,,,+31.9dB,21.5us,"[0,",1,622.8,normal,0,valid,-11.9dB,-12.0dB,0.20us,-135.6Hz,,"[7,",1111,1
2025-07-31 00:00:57.938094,PHY,0x4601,1,4,na,"[0,",0,0,,0.4,-14.0dB,16.3us,"[0,",1,624.7,normal,0,invalid,-43.4dB,-58.3dB,na,na,no,,,
2025-07-31 00:00:57.938369,CSI,0x4601,2,,na,"[4,",,,,,+28.8dB,14.4us,"[0,",1,624.8,normal,0,valid,-11.9dB,-11.9dB,0.19us,-46.1Hz,,"[7,",1111,1
2025-07-31 00:00:57.958160,PHY,0x4601,1,4,na,"[0,",0,0,,1537.9,+17.6dB,17.0us,"[0,",1,626.7,normal,0,valid,-13.5dB,-13.6dB,na,na,yes,,,
2025-07-31 00:00:57.958436,CSI,0x4601,2,,na,"[4,",,,,,+33.2dB,15.5us,"[0,",1,626.8,normal,0,valid,-11.8dB,-11.8dB,0.21us,-28.3Hz,,"[7,",1111,1
2025-07-31 00:00:57.978120,PHY,0x4601,1,4,na,"[0,",0,0,11,1550.9,+17.7dB,18.9us,"[0,",1,628.7,normal,0,valid,-10.6dB,-10.6dB,na,na,,,,
