ID,time,Transfer,Bitrate,Retr,Cwnd
6,2025-07-31 00:14:08.017315,7.2,60.4,0,686.0
6,2025-07-31 00:14:09.017315,7.12,59.8,0,1.0
6,2025-07-31 00:14:10.017315,7.12,59.8,0,1.33
6,2025-07-31 00:14:11.017315,7.0,58.7,0,1.66
6,2025-07-31 00:14:12.017315,6.12,51.4,0,1.97
6,2025-07-31 00:14:13.017315,6.0,50.3,0,2.27
6,2025-07-31 00:14:14.017315,6.38,53.5,0,2.52
6,2025-07-31 00:14:15.017315,4.25,35.6,0,2.52
6,2025-07-31 00:14:16.017315,3.5,29.4,0,2.52
6,2025-07-31 00:14:17.017315,3.38,28.3,0,2.52
6,2025-07-31 00:14:18.017315,3.62,30.4,0,2.52
6,2025-07-31 00:14:19.017315,2.38,19.9,0,2.52
6,2025-07-31 00:14:20.017315,1.88,15.7,0,2.52
6,2025-07-31 00:14:21.017315,1.62,13.6,0,2.52
6,2025-07-31 00:14:22.017315,1.38,11.5,0,2.52
6,2025-07-31 00:14:23.017315,1.75,14.7,0,2.52
6,2025-07-31 00:14:24.017315,2.0,16.8,0,2.52
6,2025-07-31 00:14:25.017315,2.88,24.1,0,2.52
6,2025-07-31 00:14:26.017315,3.25,27.3,0,2.52
6,2025-07-31 00:14:27.017315,3.75,31.5,0,2.52
6,2025-07-31 00:14:28.017315,3.88,32.5,0,2.52
6,2025-07-31 00:14:29.017315,3.62,30.4,0,2.52
6,2025-07-31 00:14:30.017315,3.75,31.5,0,2.52
6,2025-07-31 00:14:31.017315,3.62,30.4,0,2.52
6,2025-07-31 00:14:32.017315,4.0,33.6,0,2.52
6,2025-07-31 00:14:33.017315,3.75,31.5,0,2.52
6,2025-07-31 00:14:34.017315,4.0,33.6,0,2.52
6,2025-07-31 00:14:35.017315,6.0,50.3,0,2.52
6,2025-07-31 00:14:36.017315,6.62,55.6,0,2.52
6,2025-07-31 00:14:37.017315,6.5,54.5,0,2.52
6,2025-07-31 00:14:38.017315,6.62,55.6,0,2.52
6,2025-07-31 00:14:39.017315,6.25,56.1,0,2.52
