time,log_type,rnti,format,prb,prb2,symb,csi1,sinr,t,bwp,n_id,n_id0,slot,cp,ports,status,epre,rsrp,t_align,cfo,prb1,cs,occ,ack,metric,sr
2025-07-30 13:04:44.010733,CSI,0x4601,2,"[7,",na,"[4,",2222,+0.2dB,31.0us,"[0,",1,1,454.8,normal,0,invalid,-41.4dB,-44.6dB,0.66us,-7004.0Hz,,,,,,
2025-07-30 13:04:44.015445,PHY,0x4601,1,,50,"[0,",,+27.6dB,19.9us,"[0,",1,,454.17,normal,0,valid,-16.1dB,-15.8dB,na,na,0,0,0,1,8512.0,
2025-07-30 13:04:44.030437,PHY,0x4601,1,,na,"[0,",,+27.4dB,17.9us,"[0,",1,,456.7,normal,0,valid,-14.0dB,-14.0dB,na,na,4,0,0,,14747.4,yes
2025-07-30 13:04:44.030671,CSI,0x4601,2,"[7,",na,"[4,",1111,+31.5dB,15.2us,"[0,",1,1,456.8,normal,0,valid,-12.2dB,-12.3dB,-0.03us,+29.3Hz,,,,,,
2025-07-30 13:04:44.050506,PHY,0x4601,1,,na,"[0,",,-15.6dB,20.8us,"[0,",1,,458.7,normal,0,invalid,-43.2dB,-59.1dB,na,na,4,0,0,2,0.3,
2025-07-30 13:04:44.050529,PHY,0x4601,1,,na,"[0,",,+26.4dB,11.8us,"[0,",1,,458.7,normal,0,valid,-14.2dB,-14.2dB,na,na,0,0,0,1,11756.0,
2025-07-30 13:04:44.050671,CSI,0x4601,2,"[7,",na,"[4,",1111,+31.5dB,28.9us,"[0,",1,1,458.8,normal,0,valid,-12.4dB,-12.4dB,-0.04us,+130.0Hz,,,,,,
2025-07-30 13:04:44.055462,PHY,0x4601,1,,na,"[0,",,+27.4dB,17.7us,"[0,",1,,458.17,normal,0,valid,-14.1dB,-14.2dB,na,na,0,0,0,1,14709.6,
2025-07-30 13:04:44.070457,PHY,0x4601,1,,na,"[0,",,+26.8dB,16.7us,"[0,",1,,460.7,normal,0,valid,-14.0dB,-14.0dB,na,na,4,0,0,,12888.0,yes
2025-07-30 13:04:44.070707,CSI,0x4601,2,"[7,",na,"[4,",1111,+31.6dB,22.5us,"[0,",1,1,460.8,normal,0,valid,-12.4dB,-12.4dB,-0.02us,+158.0Hz,,,,,,
2025-07-30 13:04:44.090409,PHY,0x4601,1,,na,"[0,",,+28.3dB,16.7us,"[0,",1,,462.7,normal,0,valid,-11.0dB,-11.0dB,na,na,4,0,0,11,18000.0,
2025-07-30 13:04:44.090426,PHY,0x4601,1,,na,"[0,",,-17.2dB,12.2us,"[0,",1,,462.7,normal,0,invalid,-44.4dB,-62.1dB,na,na,0,0,0,22,0.6,
2025-07-30 13:04:44.090639,CSI,0x4601,2,"[7,",na,"[4,",1111,+32.6dB,13.5us,"[0,",1,1,462.8,normal,0,valid,-12.3dB,-12.3dB,-0.03us,-72.0Hz,,,,,,
2025-07-30 13:04:44.091465,PHY,0x4601,1,,na,"[0,",,+27.6dB,17.2us,"[0,",1,,462.9,normal,0,valid,-14.1dB,-14.1dB,na,na,0,0,0,1,15171.5,
