time,log_type,rnti,format,prb1,prb2,symb,cs,occ,ack,metric,sinr,t,bwp,n_id,slot,cp,ports,status,epre,rsrp,t_align,cfo,sr,prb,csi1,n_id0
2025-07-30 17:39:45.744734,PHY,0x4601,1,0,50,"[0,",0,0,1,2113.1,+21.6dB,20.1us,"[0,",1,455.17,normal,0,valid,-15.9dB,-15.6dB,na,na,,,,
2025-07-30 17:39:45.749705,PHY,0x4601,1,4,na,"[0,",0,0,,0.1,-24.3dB,17.0us,"[0,",1,456.7,normal,0,invalid,-43.3dB,-68.4dB,na,na,no,,,
2025-07-30 17:39:45.749931,CSI,0x4601,2,,na,"[4,",,,,,+31.3dB,25.4us,"[0,",1,456.8,normal,0,valid,-12.1dB,-12.1dB,0.10us,+42.1Hz,,"[7,",0001,1
2025-07-30 17:39:45.769751,PHY,0x4601,1,4,na,"[0,",0,0,,4530.2,+22.3dB,18.3us,"[0,",1,458.7,normal,0,valid,-13.8dB,-13.9dB,na,na,yes,,,
2025-07-30 17:39:45.769869,CSI,0x4601,2,,na,"[4,",,,,,+31.5dB,13.4us,"[0,",1,458.8,normal,0,valid,-12.3dB,-12.3dB,0.11us,-62.2Hz,,"[7,",1111,1
2025-07-30 17:39:45.789725,PHY,0x4601,1,4,na,"[0,",0,0,2,0.4,-24.4dB,27.0us,"[0,",1,460.7,normal,0,invalid,-43.4dB,-68.5dB,na,na,,,,
2025-07-30 17:39:45.789749,PHY,0x4601,1,0,na,"[0,",0,0,1,443.2,+12.2dB,14.0us,"[0,",1,460.7,normal,0,valid,-14.1dB,-14.4dB,na,na,,,,
2025-07-30 17:39:45.789991,CSI,0x4601,2,,na,"[4,",,,,,+29.4dB,29.3us,"[0,",1,460.8,normal,0,valid,-12.2dB,-12.3dB,0.39us,-67.6Hz,,"[7,",1111,1
2025-07-30 17:39:45.795729,PHY,0x4601,1,0,na,"[0,",0,0,1,311.9,+10.7dB,18.6us,"[0,",1,460.19,normal,0,valid,-14.0dB,-14.4dB,na,na,,,,
2025-07-30 17:39:45.809669,PHY,0x4601,1,4,na,"[0,",0,0,,326.5,+10.9dB,19.2us,"[0,",1,462.7,normal,0,valid,-13.8dB,-14.2dB,na,na,yes,,,
2025-07-30 17:39:45.809937,CSI,0x4601,2,,na,"[4,",,,,,+29.7dB,17.8us,"[0,",1,462.8,normal,0,valid,-12.2dB,-12.4dB,0.47us,-56.4Hz,,"[7,",1111,1
2025-07-30 17:39:45.829728,PHY,0x4601,1,4,na,"[0,",0,0,2,0.1,-27.6dB,17.1us,"[0,",1,464.7,normal,0,invalid,-43.1dB,-71.0dB,na,na,,,,
2025-07-30 17:39:45.829744,PHY,0x4601,1,0,na,"[0,",0,0,1,226.9,+9.3dB,11.9us,"[0,",1,464.7,normal,0,valid,-14.0dB,-14.5dB,na,na,,,,
