time,log_type,rnti,format,prb1,prb2,symb,cs,occ,sr,metric,sinr,t,bwp,n_id,slot,cp,ports,status,epre,rsrp,t_align,cfo,prb,csi1,n_id0,ack
2025-07-30 16:05:54.714740,PHY,0x4601,1,0,na,"[0,",0,0,,256.0,+9.8dB,19.3us,"[0,",1,335.19,normal,0,valid,+18.6dB,+18.2dB,na,na,,,,1
2025-07-30 16:05:54.913307,PHY,0x4601,2,,na,"[0,",,,,,+25.7dB,22.8us,"[0,",1,355.17,normal,0,valid,-13.7dB,-13.8dB,0.12us,-120.4Hz,"[6,",,1,11111
2025-07-30 16:05:54.914249,PHY,0x4601,1,0,na,"[0,",0,0,,2286.5,+19.3dB,19.6us,"[0,",1,355.18,normal,0,valid,-16.8dB,-16.8dB,na,na,,,,1
2025-07-30 16:05:54.914720,PHY,0x4601,1,0,na,"[0,",0,0,,2731.5,+20.1dB,16.0us,"[0,",1,355.19,normal,0,valid,-16.7dB,-16.8dB,na,na,,,,1
2025-07-30 16:05:54.918846,CSI,0x4601,2,,na,"[0,",,,,,+32.4dB,18.6us,"[0,",1,356.8,normal,0,valid,-13.1dB,-13.1dB,0.10us,+5.9Hz,"[6,",1111,1,1
2025-07-30 16:05:54.919687,PHY,0x4601,1,0,na,"[0,",0,0,,3511.8,+21.2dB,22.1us,"[0,",1,356.9,normal,0,valid,-16.0dB,-16.1dB,na,na,,,,1
2025-07-30 16:05:54.923337,PHY,0x4601,2,,na,"[0,",,,,,+32.3dB,19.1us,"[0,",1,356.17,normal,0,valid,-13.0dB,-13.0dB,0.13us,+6.4Hz,"[6,",,1,11111
2025-07-30 16:05:54.924281,PHY,0x4601,1,0,na,"[0,",0,0,,2723.8,+20.1dB,24.5us,"[0,",1,356.18,normal,0,valid,-16.0dB,-16.0dB,na,na,,,,1
2025-07-30 16:05:54.924749,PHY,0x4601,1,0,na,"[0,",0,0,,2807.5,+20.2dB,16.9us,"[0,",1,356.19,normal,0,valid,-16.0dB,-16.1dB,na,na,,,,1
2025-07-30 16:05:54.929248,PHY,0x4601,1,0,na,"[0,",0,0,,2396.8,+19.5dB,20.1us,"[0,",1,357.8,normal,0,valid,-15.9dB,-16.0dB,na,na,,,,1
2025-07-30 16:05:54.929712,PHY,0x4601,1,0,na,"[0,",0,0,,2566.7,+19.8dB,19.3us,"[0,",1,357.9,normal,0,valid,-15.9dB,-16.0dB,na,na,,,,1
2025-07-30 16:05:54.933260,PHY,0x4601,2,,na,"[0,",,,,,+26.8dB,25.6us,"[0,",1,357.17,normal,0,valid,-12.9dB,-12.9dB,0.15us,-169.1Hz,"[6,",,1,11111
2025-07-30 16:05:54.934209,PHY,0x4601,1,0,na,"[0,",0,0,,3882.5,+21.6dB,18.8us,"[0,",1,357.18,normal,0,valid,-15.9dB,-16.0dB,na,na,,,,1
2025-07-30 16:05:54.934674,PHY,0x4601,1,0,na,"[0,",0,0,,4078.1,+21.8dB,16.1us,"[0,",1,357.19,normal,0,valid,-15.9dB,-16.0dB,na,na,,,,1
2025-07-30 16:05:54.938797,CSI,0x4601,2,,na,"[0,",,,,,+30.6dB,16.1us,"[0,",1,358.8,normal,0,valid,-12.8dB,-12.8dB,0.14us,-42.2Hz,"[6,",1111,1,1
2025-07-30 16:05:54.939741,PHY,0x4601,1,0,na,"[0,",0,0,,2672.7,+20.0dB,18.1us,"[0,",1,358.9,normal,0,valid,-15.9dB,-16.0dB,na,na,,,,1
2025-07-30 16:05:54.943296,PHY,0x4601,2,,na,"[0,",,,,,+29.2dB,21.6us,"[0,",1,358.17,normal,0,valid,-13.0dB,-13.0dB,0.13us,+33.6Hz,"[6,",,1,11111
2025-07-30 16:05:54.944229,PHY,0x4601,1,0,na,"[0,",0,0,,2540.8,+19.8dB,17.8us,"[0,",1,358.18,normal,0,valid,-15.9dB,-15.9dB,na,na,,,,1
2025-07-30 16:05:54.944710,PHY,0x4601,1,0,na,"[0,",0,0,,2956.0,+20.4dB,15.6us,"[0,",1,358.19,normal,0,valid,-15.9dB,-15.9dB,na,na,,,,1
2025-07-30 16:05:54.949188,PHY,0x4601,1,0,na,"[0,",0,0,,2897.0,+20.4dB,17.5us,"[0,",1,359.8,normal,0,valid,-15.8dB,-15.8dB,na,na,,,,1
2025-07-30 16:05:54.949767,PHY,0x4601,1,0,na,"[0,",0,0,,2619.8,+19.9dB,15.1us,"[0,",1,359.9,normal,0,valid,-15.8dB,-15.9dB,na,na,,,,1
2025-07-30 16:05:54.953344,PHY,0x4601,2,,na,"[0,",,,,,+37.0dB,32.8us,"[0,",1,359.17,normal,0,valid,-13.0dB,-13.0dB,0.12us,-110.0Hz,"[6,",,1,11111
2025-07-30 16:05:54.954268,PHY,0x4601,1,0,na,"[0,",0,0,,2598.7,+19.9dB,18.5us,"[0,",1,359.18,normal,0,valid,-15.8dB,-15.9dB,na,na,,,,1
2025-07-30 16:05:54.954750,PHY,0x4601,1,0,na,"[0,",0,0,,2620.6,+19.9dB,21.5us,"[0,",1,359.19,normal,0,valid,-15.8dB,-15.9dB,na,na,,,,1
2025-07-30 16:05:54.958838,CSI,0x4601,2,,na,"[0,",,,,,+30.7dB,13.2us,"[0,",1,360.8,normal,0,valid,-12.7dB,-12.7dB,0.14us,+2.3Hz,"[6,",1111,1,1
2025-07-30 16:05:54.959692,PHY,0x4601,1,0,na,"[0,",0,0,,3611.6,+21.3dB,17.4us,"[0,",1,360.9,normal,0,valid,-15.9dB,-15.9dB,na,na,,,,1
2025-07-30 16:05:54.963349,PHY,0x4601,2,,na,"[0,",,,,,+29.7dB,14.8us,"[0,",1,360.17,normal,0,valid,-12.8dB,-12.8dB,0.11us,+11.0Hz,"[6,",,1,11111
2025-07-30 16:05:54.964182,PHY,0x4601,1,0,na,"[0,",0,0,,3865.1,+21.6dB,16.6us,"[0,",1,360.18,normal,0,valid,-15.8dB,-15.8dB,na,na,,,,1
2025-07-30 16:05:54.964762,PHY,0x4601,1,0,na,"[0,",0,0,,4297.8,+22.1dB,17.4us,"[0,",1,360.19,normal,0,valid,-15.8dB,-15.8dB,na,na,,,,1
2025-07-30 16:05:54.968322,PHY,0x4601,2,,na,"[0,",,,,,+31.9dB,18.0us,"[0,",1,361.7,normal,0,valid,-12.9dB,-13.0dB,0.15us,+125.0Hz,"[6,",,1,11111
2025-07-30 16:05:54.969392,PHY,0x4601,1,0,na,"[0,",0,0,,3726.9,+21.5dB,19.7us,"[0,",1,361.8,normal,0,valid,-15.8dB,-15.9dB,na,na,,,,1
2025-07-30 16:05:54.969719,PHY,0x4601,1,0,na,"[0,",0,0,,4314.8,+22.1dB,15.6us,"[0,",1,361.9,normal,0,valid,-15.8dB,-15.8dB,na,na,,,,1
2025-07-30 16:05:54.973274,PHY,0x4601,2,,na,"[0,",,,,,+29.1dB,17.2us,"[0,",1,361.17,normal,0,valid,-12.7dB,-12.7dB,0.14us,+89.0Hz,"[6,",,1,11111
2025-07-30 16:05:54.974215,PHY,0x4601,1,0,na,"[0,",0,0,,2780.5,+20.2dB,17.0us,"[0,",1,361.18,normal,0,valid,-15.5dB,-15.6dB,na,na,,,,1
2025-07-30 16:05:54.974690,PHY,0x4601,1,0,na,"[0,",0,0,,2512.0,+19.7dB,17.3us,"[0,",1,361.19,normal,0,valid,-15.6dB,-15.6dB,na,na,,,,1
2025-07-30 16:05:54.978358,PHY,0x4601,2,,na,"[0,",,,1,,+32.1dB,18.3us,"[0,",1,362.7,normal,0,valid,-13.0dB,-13.0dB,0.14us,+82.6Hz,"[6,",,1,11111
2025-07-30 16:05:54.978809,CSI,0x4601,2,,na,"[0,",,,,,+30.5dB,13.5us,"[0,",1,362.8,normal,0,valid,-13.8dB,-13.8dB,0.13us,-0.8Hz,"[6,",1111,1,1
2025-07-30 16:05:54.979753,PHY,0x4601,1,0,na,"[0,",0,0,,4301.4,+22.1dB,17.1us,"[0,",1,362.9,normal,0,valid,-16.5dB,-16.5dB,na,na,,,,1
2025-07-30 16:05:54.983314,PHY,0x4601,2,,na,"[0,",,,,,+29.9dB,17.2us,"[0,",1,362.17,normal,0,valid,-13.8dB,-13.8dB,0.13us,-44.7Hz,"[6,",,1,11111
2025-07-30 16:05:54.984240,PHY,0x4601,1,0,na,"[0,",0,0,,2593.3,+19.9dB,17.7us,"[0,",1,362.18,normal,0,valid,-16.5dB,-16.6dB,na,na,,,,1
2025-07-30 16:05:54.984724,PHY,0x4601,1,0,na,"[0,",0,0,,2809.5,+20.2dB,17.2us,"[0,",1,362.19,normal,0,valid,-16.5dB,-16.6dB,na,na,,,,1
2025-07-30 16:05:54.989244,PHY,0x4601,1,0,na,"[0,",0,0,,2537.1,+19.8dB,17.8us,"[0,",1,363.8,normal,0,valid,-16.5dB,-16.5dB,na,na,,,,1
2025-07-30 16:05:54.989684,PHY,0x4601,1,0,na,"[0,",0,0,,2825.6,+20.2dB,18.4us,"[0,",1,363.9,normal,0,valid,-16.5dB,-16.6dB,na,na,,,,1
2025-07-30 16:05:54.993335,PHY,0x4601,2,,na,"[0,",,,,,+28.1dB,17.2us,"[0,",1,363.17,normal,0,valid,-13.8dB,-13.8dB,0.14us,+178.8Hz,"[6,",,1,11111
2025-07-30 16:05:54.994170,PHY,0x4601,1,0,na,"[0,",0,0,,2863.1,+20.3dB,15.1us,"[0,",1,363.18,normal,0,valid,-16.5dB,-16.6dB,na,na,,,,1
2025-07-30 16:05:54.994754,PHY,0x4601,1,0,na,"[0,",0,0,,2668.4,+20.0dB,22.5us,"[0,",1,363.19,normal,0,valid,-16.5dB,-16.6dB,na,na,,,,1
2025-07-30 16:05:54.998819,CSI,0x4601,2,,na,"[0,",,,,,+29.3dB,11.8us,"[0,",1,364.8,normal,0,valid,-13.8dB,-13.8dB,0.13us,+38.5Hz,"[6,",1111,1,1
2025-07-30 16:05:54.999718,PHY,0x4601,1,0,na,"[0,",0,0,,3730.3,+21.5dB,15.9us,"[0,",1,364.9,normal,0,valid,-16.5dB,-16.5dB,na,na,,,,1
2025-07-30 16:05:55.003262,PHY,0x4601,2,,na,"[0,",,,,,+35.4dB,24.4us,"[0,",1,364.17,normal,0,valid,-13.7dB,-13.7dB,0.14us,+84.7Hz,"[6,",,1,11111
2025-07-30 16:05:55.004204,PHY,0x4601,1,0,na,"[0,",0,0,,2715.4,+20.1dB,16.8us,"[0,",1,364.18,normal,0,valid,-16.5dB,-16.5dB,na,na,,,,1
2025-07-30 16:05:55.004680,PHY,0x4601,1,0,na,"[0,",0,0,,2732.0,+20.1dB,17.3us,"[0,",1,364.19,normal,0,valid,-16.5dB,-16.5dB,na,na,,,,1
2025-07-30 16:05:55.009273,PHY,0x4601,1,0,na,"[0,",0,0,,2763.8,+20.1dB,17.4us,"[0,",1,365.8,normal,0,valid,-16.4dB,-16.5dB,na,na,,,,1
2025-07-30 16:05:55.009747,PHY,0x4601,1,0,na,"[0,",0,0,,2872.6,+20.3dB,15.0us,"[0,",1,365.9,normal,0,valid,-16.5dB,-16.5dB,na,na,,,,1
2025-07-30 16:05:55.013294,PHY,0x4601,2,,na,"[0,",,,,,+28.4dB,16.3us,"[0,",1,365.17,normal,0,valid,-13.9dB,-13.9dB,0.09us,-68.7Hz,"[6,",,1,11111
2025-07-30 16:05:55.014234,PHY,0x4601,1,0,na,"[0,",0,0,,2480.6,+19.7dB,17.0us,"[0,",1,365.18,normal,0,valid,-16.5dB,-16.5dB,na,na,,,,1
2025-07-30 16:05:55.014713,PHY,0x4601,1,0,na,"[0,",0,0,,2651.2,+20.0dB,14.7us,"[0,",1,365.19,normal,0,valid,-16.5dB,-16.6dB,na,na,,,,1
2025-07-30 16:05:55.018840,CSI,0x4601,2,,na,"[0,",,,,,+28.9dB,15.7us,"[0,",1,366.8,normal,0,valid,-13.8dB,-13.8dB,0.13us,+52.2Hz,"[6,",1111,1,1
2025-07-30 16:05:55.019675,PHY,0x4601,1,0,na,"[0,",0,0,,2556.5,+19.8dB,18.6us,"[0,",1,366.9,normal,0,valid,-16.5dB,-16.6dB,na,na,,,,1
2025-07-30 16:05:55.023324,PHY,0x4601,2,,na,"[0,",,,,,+31.5dB,16.8us,"[0,",1,366.17,normal,0,valid,-13.6dB,-13.6dB,0.11us,-92.4Hz,"[6,",,1,11111
2025-07-30 16:05:55.024265,PHY,0x4601,1,0,na,"[0,",0,0,,2468.7,+19.7dB,18.5us,"[0,",1,366.18,normal,0,valid,-16.5dB,-16.5dB,na,na,,,,1
2025-07-30 16:05:55.024738,PHY,0x4601,1,0,na,"[0,",0,0,,2450.2,+19.6dB,17.7us,"[0,",1,366.19,normal,0,valid,-16.5dB,-16.5dB,na,na,,,,1
2025-07-30 16:05:55.028288,PHY,0x4601,2,,na,"[0,",,,,,+30.2dB,15.4us,"[0,",1,367.7,normal,0,valid,-13.7dB,-13.7dB,0.14us,+75.8Hz,"[6,",,1,11111
2025-07-30 16:05:55.029223,PHY,0x4601,1,0,na,"[0,",0,0,,4080.9,+21.8dB,17.2us,"[0,",1,367.8,normal,0,valid,-16.5dB,-16.5dB,na,na,,,,1
2025-07-30 16:05:55.029696,PHY,0x4601,1,0,na,"[0,",0,0,,3714.3,+21.5dB,16.1us,"[0,",1,367.9,normal,0,valid,-16.4dB,-16.5dB,na,na,,,,1
2025-07-30 16:05:55.033249,PHY,0x4601,2,,na,"[0,",,,,,+31.6dB,22.7us,"[0,",1,367.17,normal,0,valid,-13.7dB,-13.9dB,0.39us,+41.5Hz,"[6,",,1,11111
2025-07-30 16:05:55.034183,PHY,0x4601,1,0,na,"[0,",0,0,,384.4,+11.6dB,16.1us,"[0,",1,367.18,normal,0,valid,-16.5dB,-16.8dB,na,na,,,,1
2025-07-30 16:05:55.034769,PHY,0x4601,1,0,na,"[0,",0,0,,383.1,+11.5dB,14.3us,"[0,",1,367.19,normal,0,valid,-16.4dB,-16.8dB,na,na,,,,1
2025-07-30 16:05:55.038344,PHY,0x4601,2,,na,"[0,",,,1,,+30.5dB,16.3us,"[0,",1,368.7,normal,0,valid,-13.0dB,-13.1dB,0.40us,-154.2Hz,"[6,",,1,11111
2025-07-30 16:05:55.038803,CSI,0x4601,2,,na,"[0,",,,,,+30.5dB,19.2us,"[0,",1,368.8,normal,0,valid,-13.7dB,-13.8dB,0.37us,-24.9Hz,"[6,",1111,1,1
2025-07-30 16:05:55.039739,PHY,0x4601,1,0,na,"[0,",0,0,,434.6,+12.1dB,18.8us,"[0,",1,368.9,normal,0,valid,-16.5dB,-16.7dB,na,na,,,,1
2025-07-30 16:05:55.043279,PHY,0x4601,2,,na,"[0,",,,,,+27.8dB,22.2us,"[0,",1,368.17,normal,0,valid,-13.7dB,-13.8dB,0.39us,-65.3Hz,"[6,",,1,11111
2025-07-30 16:05:55.044216,PHY,0x4601,1,0,na,"[0,",0,0,,449.7,+12.3dB,15.9us,"[0,",1,368.18,normal,0,valid,-16.4dB,-16.7dB,na,na,,,,1
2025-07-30 16:05:55.044704,PHY,0x4601,1,0,na,"[0,",0,0,,441.3,+12.2dB,17.3us,"[0,",1,368.19,normal,0,valid,-16.5dB,-16.8dB,na,na,,,,1
2025-07-30 16:05:55.049192,PHY,0x4601,1,0,na,"[0,",0,0,,379.8,+11.5dB,22.1us,"[0,",1,369.8,normal,0,valid,-16.4dB,-16.7dB,na,na,,,,1
2025-07-30 16:05:55.049770,PHY,0x4601,1,0,na,"[0,",0,0,,347.7,+11.2dB,15.9us,"[0,",1,369.9,normal,0,valid,-16.4dB,-16.7dB,na,na,,,,1
2025-07-30 16:05:55.053311,PHY,0x4601,2,,na,"[0,",,,,,+30.6dB,18.4us,"[0,",1,369.17,normal,0,valid,-13.6dB,-13.8dB,0.37us,-23.8Hz,"[6,",,1,11111
2025-07-30 16:05:55.054259,PHY,0x4601,1,0,na,"[0,",0,0,,440.6,+12.2dB,20.9us,"[0,",1,369.18,normal,0,valid,-16.4dB,-16.7dB,na,na,,,,1
2025-07-30 16:05:55.054734,PHY,0x4601,1,0,na,"[0,",0,0,,434.3,+12.1dB,20.5us,"[0,",1,369.19,normal,0,valid,-16.4dB,-16.7dB,na,na,,,,1
2025-07-30 16:05:55.058828,CSI,0x4601,2,,na,"[0,",,,,,+26.9dB,16.3us,"[0,",1,370.8,normal,0,valid,-13.7dB,-13.8dB,0.37us,-94.6Hz,"[6,",1111,1,1
2025-07-30 16:05:55.059688,PHY,0x4601,1,0,na,"[0,",0,0,,378.4,+11.5dB,17.2us,"[0,",1,370.9,normal,0,valid,-16.4dB,-16.7dB,na,na,,,,1
2025-07-30 16:05:55.063352,PHY,0x4601,2,,na,"[0,",,,,,+29.2dB,20.4us,"[0,",1,370.17,normal,0,valid,-13.6dB,-13.7dB,0.39us,+81.3Hz,"[6,",,1,11111
2025-07-30 16:05:55.064179,PHY,0x4601,1,0,na,"[0,",0,0,,382.8,+11.5dB,19.3us,"[0,",1,370.18,normal,0,valid,-16.4dB,-16.8dB,na,na,,,,1
2025-07-30 16:05:55.064756,PHY,0x4601,1,0,na,"[0,",0,0,,358.8,+11.3dB,15.5us,"[0,",1,370.19,normal,0,valid,-16.4dB,-16.8dB,na,na,,,,1
2025-07-30 16:05:55.069246,PHY,0x4601,1,0,na,"[0,",0,0,,369.6,+11.4dB,17.2us,"[0,",1,371.8,normal,0,valid,-16.4dB,-16.7dB,na,na,,,,1
2025-07-30 16:05:55.069717,PHY,0x4601,1,0,na,"[0,",0,0,,370.7,+11.4dB,16.8us,"[0,",1,371.9,normal,0,valid,-16.4dB,-16.7dB,na,na,,,,1
2025-07-30 16:05:55.073260,PHY,0x4601,2,,na,"[0,",,,,,+31.6dB,15.8us,"[0,",1,371.17,normal,0,valid,-13.6dB,-13.7dB,0.40us,-36.9Hz,"[6,",,1,11111
2025-07-30 16:05:55.074206,PHY,0x4601,1,0,na,"[0,",0,0,,385.7,+11.6dB,17.6us,"[0,",1,371.18,normal,0,valid,-16.5dB,-16.7dB,na,na,,,,1
2025-07-30 16:05:55.074677,PHY,0x4601,1,0,na,"[0,",0,0,,352.9,+11.2dB,14.6us,"[0,",1,371.19,normal,0,valid,-16.4dB,-16.7dB,na,na,,,,1
2025-07-30 16:05:55.078806,CSI,0x4601,2,,na,"[0,",,,,,+29.9dB,15.7us,"[0,",1,372.8,normal,0,valid,-13.5dB,-13.6dB,0.38us,+92.4Hz,"[6,",1111,1,1
2025-07-30 16:05:55.079750,PHY,0x4601,1,0,na,"[0,",0,0,,431.3,+12.1dB,16.9us,"[0,",1,372.9,normal,0,valid,-16.4dB,-16.7dB,na,na,,,,1
2025-07-30 16:05:55.083315,PHY,0x4601,2,,na,"[0,",,,,,+29.9dB,15.0us,"[0,",1,372.17,normal,0,valid,-13.7dB,-13.8dB,0.38us,+27.2Hz,"[6,",,1,11111
2025-07-30 16:05:55.084238,PHY,0x4601,1,0,na,"[0,",0,0,,359.6,+11.3dB,17.4us,"[0,",1,372.18,normal,0,valid,-16.4dB,-16.7dB,na,na,,,,1
2025-07-30 16:05:55.084708,PHY,0x4601,1,0,na,"[0,",0,0,,353.2,+11.2dB,14.7us,"[0,",1,372.19,normal,0,valid,-16.4dB,-16.7dB,na,na,,,,1
2025-07-30 16:05:55.089216,PHY,0x4601,1,0,na,"[0,",0,0,,368.4,+11.4dB,17.5us,"[0,",1,373.8,normal,0,valid,-16.3dB,-16.7dB,na,na,,,,1
2025-07-30 16:05:55.089697,PHY,0x4601,1,0,na,"[0,",0,0,,362.7,+11.3dB,17.1us,"[0,",1,373.9,normal,0,valid,-16.4dB,-16.7dB,na,na,,,,1
2025-07-30 16:05:55.093367,PHY,0x4601,2,,na,"[0,",,,,,+27.2dB,16.7us,"[0,",1,373.17,normal,0,valid,-13.7dB,-13.8dB,0.40us,+96.0Hz,"[6,",,1,11111
2025-07-30 16:05:55.094276,PHY,0x4601,1,0,na,"[0,",0,0,,439.0,+12.2dB,17.5us,"[0,",1,373.18,normal,0,valid,-16.4dB,-16.6dB,na,na,,,,1
2025-07-30 16:05:55.094763,PHY,0x4601,1,0,na,"[0,",0,0,,461.6,+12.4dB,15.2us,"[0,",1,373.19,normal,0,valid,-16.4dB,-16.6dB,na,na,,,,1
2025-07-30 16:05:55.098884,CSI,0x4601,2,,na,"[0,",,,,,+30.2dB,15.7us,"[0,",1,374.8,normal,0,valid,-13.6dB,-13.7dB,0.40us,+101.6Hz,"[6,",1111,1,1
2025-07-30 16:05:55.099726,PHY,0x4601,1,0,na,"[0,",0,0,,432.8,+12.1dB,17.0us,"[0,",1,374.9,normal,0,valid,-16.4dB,-16.7dB,na,na,,,,1
2025-07-30 16:05:55.103246,PHY,0x4601,2,,na,"[0,",,,,,+29.9dB,16.2us,"[0,",1,374.17,normal,0,valid,-13.7dB,-13.8dB,0.38us,+79.4Hz,"[6,",,1,11111
2025-07-30 16:05:55.104226,PHY,0x4601,1,0,na,"[0,",0,0,,353.2,+11.2dB,21.6us,"[0,",1,374.18,normal,0,valid,-16.4dB,-16.7dB,na,na,,,,1
2025-07-30 16:05:55.104714,PHY,0x4601,1,0,na,"[0,",0,0,,353.1,+11.2dB,18.8us,"[0,",1,374.19,normal,0,valid,-16.4dB,-16.7dB,na,na,,,,1
2025-07-30 16:05:55.108343,PHY,0x4601,2,,na,"[0,",,,,,+32.0dB,17.0us,"[0,",1,375.7,normal,0,valid,-13.5dB,-13.6dB,0.40us,+38.9Hz,"[6,",,1,11111
2025-07-30 16:05:55.109252,PHY,0x4601,1,0,na,"[0,",0,0,,427.4,+12.1dB,16.5us,"[0,",1,375.8,normal,0,valid,-16.4dB,-16.6dB,na,na,,,,1
2025-07-30 16:05:55.109740,PHY,0x4601,1,0,na,"[0,",0,0,,483.6,+12.6dB,21.8us,"[0,",1,375.9,normal,0,valid,-16.4dB,-16.6dB,na,na,,,,1
2025-07-30 16:05:55.113330,PHY,0x4601,2,,na,"[0,",,,,,+30.1dB,17.4us,"[0,",1,375.17,normal,0,valid,-13.7dB,-13.8dB,0.40us,-85.7Hz,"[6,",,1,11111
2025-07-30 16:05:55.114290,PHY,0x4601,1,0,na,"[0,",0,0,,431.5,+12.1dB,19.3us,"[0,",1,375.18,normal,0,valid,-16.4dB,-16.6dB,na,na,,,,1
2025-07-30 16:05:55.114706,PHY,0x4601,1,0,na,"[0,",0,0,,435.6,+12.2dB,15.4us,"[0,",1,375.19,normal,0,valid,-16.4dB,-16.6dB,na,na,,,,1
2025-07-30 16:05:55.118268,PHY,0x4601,2,,na,"[0,",,,1,,+29.4dB,14.4us,"[0,",1,376.7,normal,0,valid,-13.0dB,-13.1dB,0.39us,-109.9Hz,"[6,",,1,11111
2025-07-30 16:05:55.118824,CSI,0x4601,2,,na,"[0,",,,,,+30.0dB,15.2us,"[0,",1,376.8,normal,0,valid,-13.7dB,-13.9dB,0.36us,+40.6Hz,"[6,",1111,1,1
2025-07-30 16:05:55.119790,PHY,0x4601,1,0,na,"[0,",0,0,,367.6,+11.4dB,21.3us,"[0,",1,376.9,normal,0,valid,-16.4dB,-16.7dB,na,na,,,,1
2025-07-30 16:05:55.123353,PHY,0x4601,2,,na,"[0,",,,,,+29.0dB,14.7us,"[0,",1,376.17,normal,0,valid,-13.6dB,-13.7dB,0.38us,+35.1Hz,"[6,",,1,11111
2025-07-30 16:05:55.124264,PHY,0x4601,1,0,na,"[0,",0,0,,368.7,+11.4dB,16.6us,"[0,",1,376.18,normal,0,valid,-16.3dB,-16.6dB,na,na,,,,1
2025-07-30 16:05:55.128309,PHY,0x4601,2,,na,"[0,",,,,,+31.1dB,15.2us,"[0,",1,377.7,normal,0,valid,-13.7dB,-13.9dB,0.41us,+41.2Hz,"[6,",,1,11111
2025-07-30 16:05:55.129216,PHY,0x4601,1,0,na,"[0,",0,0,,450.2,+12.3dB,16.9us,"[0,",1,377.8,normal,0,valid,-16.4dB,-16.6dB,na,na,,,,1
2025-07-30 16:05:55.129696,PHY,0x4601,1,0,na,"[0,",0,0,,449.8,+12.2dB,14.0us,"[0,",1,377.9,normal,0,valid,-16.4dB,-16.7dB,na,na,,,,1
2025-07-30 16:05:55.134180,PHY,0x4601,1,0,na,"[0,",0,0,,363.1,+11.3dB,17.2us,"[0,",1,377.18,normal,0,valid,-16.4dB,-16.7dB,na,na,,,,1
2025-07-30 16:05:55.134774,PHY,0x4601,1,0,na,"[0,",0,0,,388.1,+11.6dB,16.1us,"[0,",1,377.19,normal,0,valid,-16.4dB,-16.7dB,na,na,,,,1
2025-07-30 16:05:55.138342,PHY,0x4601,2,,na,"[0,",,,1,,+30.1dB,18.5us,"[0,",1,378.7,normal,0,valid,-12.9dB,-13.0dB,0.39us,-46.2Hz,"[6,",,1,11111
2025-07-30 16:05:55.138819,CSI,0x4601,2,,na,"[0,",,,,,+29.8dB,14.3us,"[0,",1,378.8,normal,0,valid,-13.6dB,-13.7dB,0.36us,-12.2Hz,"[6,",1111,1,1
2025-07-30 16:05:55.139729,PHY,0x4601,1,0,na,"[0,",0,0,,436.5,+12.1dB,16.0us,"[0,",1,378.9,normal,0,valid,-16.4dB,-16.6dB,na,na,,,,1
2025-07-30 16:05:55.144211,PHY,0x4601,1,0,na,"[0,",0,0,,367.5,+11.4dB,17.3us,"[0,",1,378.18,normal,0,valid,-16.4dB,-16.7dB,na,na,,,,1
2025-07-30 16:05:55.144710,PHY,0x4601,1,0,na,"[0,",0,0,,370.1,+11.4dB,17.0us,"[0,",1,378.19,normal,0,valid,-16.4dB,-16.7dB,na,na,,,,1
2025-07-30 16:05:55.149179,PHY,0x4601,1,0,na,"[0,",0,0,,355.9,+11.3dB,16.6us,"[0,",1,379.8,normal,0,valid,-15.7dB,-16.0dB,na,na,,,,1
2025-07-30 16:05:55.149763,PHY,0x4601,1,0,na,"[0,",0,0,,354.1,+11.2dB,14.7us,"[0,",1,379.9,normal,0,valid,-15.7dB,-16.0dB,na,na,,,,1
2025-07-30 16:05:55.154256,PHY,0x4601,1,0,na,"[0,",0,0,,378.8,+11.5dB,16.6us,"[0,",1,379.18,normal,0,valid,-15.7dB,-16.0dB,na,na,,,,1
2025-07-30 16:05:55.154789,PHY,0x4601,1,0,na,"[0,",0,0,,354.4,+11.2dB,20.9us,"[0,",1,379.19,normal,0,valid,-15.7dB,-16.0dB,na,na,,,,1
2025-07-30 16:05:55.158274,PHY,0x4601,2,,na,"[0,",,,1,,+27.5dB,20.4us,"[0,",1,380.7,normal,0,valid,-12.2dB,-12.3dB,0.39us,+12.1Hz,"[6,",,1,11111
2025-07-30 16:05:55.158898,CSI,0x4601,2,,na,"[0,",,,,,+29.5dB,13.6us,"[0,",1,380.8,normal,0,valid,-13.0dB,-13.2dB,0.36us,+18.6Hz,"[6,",1111,1,1
2025-07-30 16:05:55.159685,PHY,0x4601,1,0,na,"[0,",0,0,,447.7,+12.3dB,16.1us,"[0,",1,380.9,normal,0,valid,-15.7dB,-16.0dB,na,na,,,,1
2025-07-30 16:05:55.164186,PHY,0x4601,1,0,na,"[0,",0,0,,371.2,+11.4dB,18.0us,"[0,",1,380.18,normal,0,valid,-15.7dB,-16.0dB,na,na,,,,1
2025-07-30 16:05:55.168304,PHY,0x4601,2,,na,"[0,",,,,,+30.4dB,25.0us,"[0,",1,381.7,normal,0,valid,-13.0dB,-13.1dB,0.41us,+101.2Hz,"[6,",,1,11111
2025-07-30 16:05:55.169236,PHY,0x4601,1,0,na,"[0,",0,0,,378.8,+11.5dB,16.7us,"[0,",1,381.8,normal,0,valid,-15.8dB,-16.0dB,na,na,,,,1
2025-07-30 16:05:55.169708,PHY,0x4601,1,0,na,"[0,",0,0,,371.8,+11.4dB,14.3us,"[0,",1,381.9,normal,0,valid,-15.8dB,-16.1dB,na,na,,,,1
