time,log_type,rnti,format,prb1,prb2,symb,cs,occ,sr,metric,sinr,t,bwp,n_id,slot,cp,ports,status,epre,rsrp,t_align,cfo,prb,csi1,n_id0,ack
2025-07-30 16:05:45.838724,PHY,0x4601,1,4,na,"[0,",0,0,no,0.4,-14.7dB,20.8us,"[0,",1,472.7,normal,0,invalid,-42.8dB,-58.6dB,na,na,,,,
2025-07-30 16:05:45.839010,CSI,0x4601,2,,na,"[4,",,,,,-3.8dB,25.8us,"[0,",1,472.8,normal,0,invalid,-41.7dB,-48.7dB,-1.13us,+5630.6Hz,"[7,",2222,1,
2025-07-30 16:05:45.843682,PHY,0x4601,1,0,50,"[0,",0,0,,5007.4,+25.3dB,18.5us,"[0,",1,472.17,normal,0,valid,-15.8dB,-15.5dB,na,na,,,,1
2025-07-30 16:05:45.858674,PHY,0x4601,1,4,na,"[0,",0,0,yes,8023.6,+24.8dB,15.9us,"[0,",1,474.7,normal,0,valid,-13.7dB,-13.7dB,na,na,,,,
2025-07-30 16:05:45.858940,CSI,0x4601,2,,na,"[4,",,,,,+29.5dB,15.1us,"[0,",1,474.8,normal,0,valid,-12.0dB,-12.0dB,-0.05us,-90.2Hz,"[7,",1111,1,
2025-07-30 16:05:45.878746,PHY,0x4601,1,4,na,"[0,",0,0,,0.2,-20.2dB,19.6us,"[0,",1,476.7,normal,0,invalid,-43.3dB,-64.2dB,na,na,,,,2
2025-07-30 16:05:45.878773,PHY,0x4601,1,0,na,"[0,",0,0,,9937.0,+25.7dB,18.3us,"[0,",1,476.7,normal,0,valid,-13.9dB,-14.0dB,na,na,,,,1
2025-07-30 16:05:45.879026,CSI,0x4601,2,,na,"[4,",,,,,+33.0dB,24.5us,"[0,",1,476.8,normal,0,valid,-12.0dB,-12.0dB,-0.04us,-80.6Hz,"[7,",1111,1,
2025-07-30 16:05:45.883700,PHY,0x4601,1,0,na,"[0,",0,0,,1361.8,+17.1dB,17.9us,"[0,",1,476.17,normal,0,valid,-11.0dB,-11.1dB,na,na,,,,11
2025-07-30 16:05:45.898705,PHY,0x4601,1,4,na,"[0,",0,0,yes,1360.1,+17.1dB,19.0us,"[0,",1,478.7,normal,0,valid,-13.7dB,-13.8dB,na,na,,,,
2025-07-30 16:05:45.898919,CSI,0x4601,2,,na,"[4,",,,,,+29.1dB,13.8us,"[0,",1,478.8,normal,0,valid,-12.1dB,-12.1dB,0.20us,+21.7Hz,"[7,",1111,1,
2025-07-30 16:05:45.918758,PHY,0x4601,1,4,na,"[0,",0,0,,0.2,-15.0dB,15.1us,"[0,",1,480.7,normal,0,invalid,-43.4dB,-59.2dB,na,na,,,,2
2025-07-30 16:05:45.918773,PHY,0x4601,1,0,na,"[0,",0,0,,1268.3,+16.8dB,11.6us,"[0,",1,480.7,normal,0,valid,-13.9dB,-14.0dB,na,na,,,,1
2025-07-30 16:05:45.918879,CSI,0x4601,2,,na,"[4,",,,,,+29.9dB,14.2us,"[0,",1,480.8,normal,0,valid,-12.0dB,-12.0dB,0.19us,-39.4Hz,"[7,",1111,1,
2025-07-30 16:05:45.919723,PHY,0x4601,1,0,na,"[0,",0,0,,1312.4,+16.9dB,33.4us,"[0,",1,480.9,normal,0,valid,-13.9dB,-14.0dB,na,na,,,,1
2025-07-30 16:05:45.938708,PHY,0x4601,1,4,na,"[0,",0,0,yes,1400.4,+17.2dB,15.3us,"[0,",1,482.7,normal,0,valid,-13.7dB,-13.8dB,na,na,,,,
2025-07-30 16:05:45.938941,CSI,0x4601,2,,na,"[4,",,,,,+29.6dB,12.3us,"[0,",1,482.8,normal,0,valid,-11.9dB,-12.0dB,0.20us,-173.9Hz,"[7,",1111,1,
2025-07-30 16:05:45.958945,CSI,0x4601,2,,na,"[4,",,,,,+32.1dB,15.8us,"[0,",1,484.8,normal,0,valid,-12.1dB,-12.1dB,0.21us,-57.4Hz,"[7,",1111,1,
2025-07-30 16:05:45.968351,PHY,0x4601,2,,na,"[0,",,,,,+28.5dB,20.5us,"[0,",1,485.7,normal,0,valid,-13.1dB,-13.1dB,0.22us,-183.5Hz,"[6,",,1,111
2025-07-30 16:05:45.978729,PHY,0x4601,1,4,na,"[0,",0,0,yes,1419.7,+17.3dB,16.7us,"[0,",1,486.7,normal,0,valid,-14.0dB,-14.0dB,na,na,,,,
2025-07-30 16:05:45.978999,CSI,0x4601,2,,na,"[4,",,,,,+33.3dB,18.9us,"[0,",1,486.8,normal,0,valid,-12.4dB,-12.5dB,0.20us,-188.5Hz,"[7,",1111,1,
2025-07-30 16:05:45.998695,PHY,0x4601,1,4,na,"[0,",0,0,,0.1,-22.5dB,15.3us,"[0,",1,488.7,normal,0,invalid,-43.0dB,-66.5dB,na,na,,,,2
2025-07-30 16:05:45.998710,PHY,0x4601,1,0,na,"[0,",0,0,,1325.8,+17.0dB,11.6us,"[0,",1,488.7,normal,0,valid,-14.2dB,-14.3dB,na,na,,,,1
2025-07-30 16:05:45.998925,CSI,0x4601,2,,na,"[4,",,,,,+29.9dB,13.2us,"[0,",1,488.8,normal,0,valid,-12.3dB,-12.4dB,0.20us,-107.8Hz,"[7,",1111,1,
2025-07-30 16:05:46.018746,PHY,0x4601,1,4,na,"[0,",0,0,no,0.1,-21.8dB,16.5us,"[0,",1,490.7,normal,0,invalid,-43.4dB,-66.1dB,na,na,,,,
2025-07-30 16:05:46.019022,CSI,0x4601,2,,na,"[4,",,,,,+30.3dB,15.0us,"[0,",1,490.8,normal,0,valid,-12.2dB,-12.2dB,0.20us,-28.1Hz,"[7,",1111,1,
2025-07-30 16:05:46.038710,PHY,0x4601,1,4,na,"[0,",0,0,no,0.2,-18.9dB,15.3us,"[0,",1,492.7,normal,0,invalid,-42.3dB,-61.8dB,na,na,,,,
2025-07-30 16:05:46.038980,CSI,0x4601,2,,na,"[4,",,,,,+30.5dB,12.9us,"[0,",1,492.8,normal,0,valid,-12.3dB,-12.3dB,0.20us,-132.2Hz,"[7,",1111,1,
2025-07-30 16:05:46.058766,PHY,0x4601,1,4,na,"[0,",0,0,no,0.1,-22.5dB,14.3us,"[0,",1,494.7,normal,0,invalid,-43.0dB,-65.5dB,na,na,,,,
2025-07-30 16:05:46.058885,CSI,0x4601,2,,na,"[4,",,,,,+33.2dB,12.1us,"[0,",1,494.8,normal,0,valid,-12.3dB,-12.3dB,0.20us,-57.6Hz,"[7,",1111,1,
2025-07-30 16:05:46.078719,PHY,0x4601,1,4,na,"[0,",0,0,no,0.3,-21.9dB,14.2us,"[0,",1,496.7,normal,0,invalid,-43.2dB,-65.0dB,na,na,,,,
2025-07-30 16:05:46.078951,CSI,0x4601,2,,na,"[4,",,,,,+32.4dB,11.8us,"[0,",1,496.8,normal,0,valid,-12.3dB,-12.4dB,0.19us,-92.5Hz,"[7,",1111,1,
2025-07-30 16:05:46.088751,PHY,0x4601,1,0,na,"[0,",0,0,,1398.9,+17.2dB,15.0us,"[0,",1,497.7,normal,0,valid,-14.2dB,-14.3dB,na,na,,,,1
2025-07-30 16:05:46.098667,PHY,0x4601,1,4,na,"[0,",0,0,yes,1466.5,+17.4dB,14.0us,"[0,",1,498.7,normal,0,valid,-14.0dB,-14.0dB,na,na,,,,
2025-07-30 16:05:46.098945,CSI,0x4601,2,,na,"[4,",,,,,+31.2dB,14.1us,"[0,",1,498.8,normal,0,valid,-12.3dB,-12.4dB,0.19us,-88.7Hz,"[7,",1111,1,
2025-07-30 16:05:46.118739,PHY,0x4601,1,4,na,"[0,",0,0,no,0.4,-14.3dB,21.6us,"[0,",1,500.7,normal,0,invalid,-43.0dB,-58.1dB,na,na,,,,
2025-07-30 16:05:46.119008,CSI,0x4601,2,,na,"[4,",,,,,+32.0dB,20.8us,"[0,",1,500.8,normal,0,valid,-12.3dB,-12.4dB,0.19us,+34.8Hz,"[7,",1111,1,
2025-07-30 16:05:46.138689,PHY,0x4601,1,4,na,"[0,",0,0,no,0.1,-24.5dB,14.9us,"[0,",1,502.7,normal,0,invalid,-43.1dB,-68.8dB,na,na,,,,
2025-07-30 16:05:46.138950,CSI,0x4601,2,,na,"[4,",,,,,+33.1dB,13.7us,"[0,",1,502.8,normal,0,valid,-12.3dB,-12.4dB,0.21us,-121.1Hz,"[7,",1111,1,
2025-07-30 16:05:46.158752,PHY,0x4601,1,4,na,"[0,",0,0,no,0.1,-29.2dB,14.6us,"[0,",1,504.7,normal,0,invalid,-43.7dB,-73.3dB,na,na,,,,
2025-07-30 16:05:46.158903,CSI,0x4601,2,,na,"[4,",,,,,+31.1dB,19.2us,"[0,",1,504.8,normal,0,valid,-12.3dB,-12.3dB,0.21us,-108.8Hz,"[7,",1111,1,
2025-07-30 16:05:46.178714,PHY,0x4601,1,4,na,"[0,",0,0,no,0.4,-17.3dB,16.0us,"[0,",1,506.7,normal,0,invalid,-42.9dB,-61.5dB,na,na,,,,
2025-07-30 16:05:46.178965,CSI,0x4601,2,,na,"[4,",,,,,+32.9dB,11.3us,"[0,",1,506.8,normal,0,valid,-12.3dB,-12.3dB,0.18us,-55.1Hz,"[7,",1111,1,
2025-07-30 16:05:46.198674,PHY,0x4601,1,4,na,"[0,",0,0,no,0.1,-20.9dB,15.6us,"[0,",1,508.7,normal,0,invalid,-43.3dB,-64.7dB,na,na,,,,
2025-07-30 16:05:46.198947,CSI,0x4601,2,,na,"[4,",,,,,+30.4dB,12.4us,"[0,",1,508.8,normal,0,valid,-12.2dB,-12.2dB,0.19us,-122.5Hz,"[7,",1111,1,
2025-07-30 16:05:46.218736,PHY,0x4601,1,4,na,"[0,",0,0,no,0.4,-15.2dB,17.3us,"[0,",1,510.7,normal,0,invalid,-43.1dB,-59.5dB,na,na,,,,
2025-07-30 16:05:46.218979,CSI,0x4601,2,,na,"[4,",,,,,+34.0dB,12.1us,"[0,",1,510.8,normal,0,valid,-12.2dB,-12.2dB,0.19us,-53.5Hz,"[7,",1111,1,
2025-07-30 16:05:46.238689,PHY,0x4601,1,4,na,"[0,",0,0,no,0.2,-16.4dB,15.0us,"[0,",1,512.7,normal,0,invalid,-43.4dB,-60.6dB,na,na,,,,
2025-07-30 16:05:46.238950,CSI,0x4601,2,,na,"[4,",,,,,+31.7dB,13.3us,"[0,",1,512.8,normal,0,valid,-12.3dB,-12.4dB,0.20us,-86.5Hz,"[7,",1111,1,
2025-07-30 16:05:46.258756,PHY,0x4601,1,4,na,"[0,",0,0,no,0.4,-18.9dB,17.4us,"[0,",1,514.7,normal,0,invalid,-43.4dB,-63.2dB,na,na,,,,
2025-07-30 16:05:46.258900,CSI,0x4601,2,,na,"[4,",,,,,+30.6dB,12.5us,"[0,",1,514.8,normal,0,valid,-12.3dB,-12.3dB,0.23us,-217.3Hz,"[7,",1111,1,
2025-07-30 16:05:46.278704,PHY,0x4601,1,4,na,"[0,",0,0,yes,1376.0,+17.1dB,14.6us,"[0,",1,516.7,normal,0,valid,-14.0dB,-14.1dB,na,na,,,,
2025-07-30 16:05:46.278953,CSI,0x4601,2,,na,"[4,",,,,,+30.4dB,11.6us,"[0,",1,516.8,normal,0,valid,-12.4dB,-12.4dB,0.21us,-91.0Hz,"[7,",1111,1,
2025-07-30 16:05:46.298683,PHY,0x4601,1,4,na,"[0,",0,0,,0.2,-20.3dB,21.8us,"[0,",1,518.7,normal,0,invalid,-43.1dB,-64.6dB,na,na,,,,2
2025-07-30 16:05:46.298703,PHY,0x4601,1,0,na,"[0,",0,0,,1333.4,+17.0dB,12.4us,"[0,",1,518.7,normal,0,valid,-14.2dB,-14.3dB,na,na,,,,1
2025-07-30 16:05:46.298913,CSI,0x4601,2,,na,"[4,",,,,,+32.4dB,25.6us,"[0,",1,518.8,normal,0,valid,-12.4dB,-12.5dB,0.22us,-91.4Hz,"[7,",1111,1,
2025-07-30 16:05:46.318736,PHY,0x4601,1,4,na,"[0,",0,0,no,0.4,-20.4dB,21.8us,"[0,",1,520.7,normal,0,invalid,-43.7dB,-64.3dB,na,na,,,,
2025-07-30 16:05:46.319016,CSI,0x4601,2,,na,"[4,",,,,,+30.5dB,23.4us,"[0,",1,520.8,normal,0,valid,-12.4dB,-12.4dB,0.21us,-57.8Hz,"[7,",1111,1,
2025-07-30 16:05:46.319678,PHY,0x4601,1,0,na,"[0,",0,0,,1355.0,+17.1dB,15.5us,"[0,",1,520.9,normal,0,valid,-14.2dB,-14.3dB,na,na,,,,1
2025-07-30 16:05:46.323689,PHY,0x4601,1,0,na,"[0,",0,0,,1323.7,+16.9dB,15.7us,"[0,",1,520.17,normal,0,valid,-14.2dB,-14.3dB,na,na,,,,1
2025-07-30 16:05:46.338685,PHY,0x4601,1,4,na,"[0,",0,0,yes,1415.4,+17.3dB,14.7us,"[0,",1,522.7,normal,0,valid,-14.0dB,-14.1dB,na,na,,,,
2025-07-30 16:05:46.338958,CSI,0x4601,2,,na,"[4,",,,,,+29.6dB,12.5us,"[0,",1,522.8,normal,0,valid,-12.3dB,-12.3dB,0.21us,-42.5Hz,"[7,",1011,1,
2025-07-30 16:05:46.358757,PHY,0x4601,1,4,na,"[0,",0,0,,0.3,-21.0dB,25.0us,"[0,",1,524.7,normal,0,invalid,-43.0dB,-64.2dB,na,na,,,,2
2025-07-30 16:05:46.358773,PHY,0x4601,1,0,na,"[0,",0,0,,260.0,+9.9dB,11.7us,"[0,",1,524.7,normal,0,valid,-14.2dB,-14.7dB,na,na,,,,1
2025-07-30 16:05:46.358996,CSI,0x4601,2,,na,"[4,",,,,,+28.2dB,20.8us,"[0,",1,524.8,normal,0,valid,-12.3dB,-12.5dB,0.45us,-77.1Hz,"[7,",1011,1,
2025-07-30 16:05:46.378710,PHY,0x4601,1,4,na,"[0,",0,0,no,0.2,-22.0dB,16.7us,"[0,",1,526.7,normal,0,invalid,-43.0dB,-65.9dB,na,na,,,,
2025-07-30 16:05:46.378977,CSI,0x4601,2,,na,"[4,",,,,,+28.4dB,12.8us,"[0,",1,526.8,normal,0,valid,-12.3dB,-12.5dB,0.48us,+26.3Hz,"[7,",1011,1,
2025-07-30 16:05:46.398768,PHY,0x4601,1,4,na,"[0,",0,0,no,0.1,-27.0dB,15.9us,"[0,",1,528.7,normal,0,invalid,-43.1dB,-71.0dB,na,na,,,,
2025-07-30 16:05:46.398900,CSI,0x4601,2,,na,"[4,",,,,,+26.3dB,14.4us,"[0,",1,528.8,normal,0,valid,-12.5dB,-12.7dB,0.47us,+26.1Hz,"[7,",1011,1,
2025-07-30 16:05:46.408696,PHY,0x4601,1,0,na,"[0,",0,0,,1309.5,+16.9dB,18.0us,"[0,",1,529.7,normal,0,valid,-14.2dB,-14.3dB,na,na,,,,1
2025-07-30 16:05:46.418724,PHY,0x4601,1,4,na,"[0,",0,0,yes,1280.1,+16.8dB,15.0us,"[0,",1,530.7,normal,0,valid,-14.0dB,-14.1dB,na,na,,,,
2025-07-30 16:05:46.418997,CSI,0x4601,2,,na,"[4,",,,,,+33.8dB,14.3us,"[0,",1,530.8,normal,0,valid,-12.3dB,-12.4dB,0.23us,-3.9Hz,"[7,",1011,1,
2025-07-30 16:05:46.438927,CSI,0x4601,2,,na,"[4,",,,,,+30.4dB,12.9us,"[0,",1,532.8,normal,0,valid,-12.4dB,-12.5dB,0.22us,-26.2Hz,"[7,",1011,1,
2025-07-30 16:05:46.448706,PHY,0x4601,1,0,na,"[0,",0,0,,1295.7,+16.8dB,17.6us,"[0,",1,533.7,normal,0,valid,-14.3dB,-14.4dB,na,na,,,,1
2025-07-30 16:05:46.458745,PHY,0x4601,1,4,na,"[0,",0,0,yes,1331.8,+17.0dB,15.6us,"[0,",1,534.7,normal,0,valid,-14.2dB,-14.3dB,na,na,,,,
2025-07-30 16:05:46.459021,CSI,0x4601,2,,na,"[4,",,,,,+29.5dB,15.5us,"[0,",1,534.8,normal,0,valid,-12.5dB,-12.6dB,0.22us,-39.1Hz,"[7,",1011,1,
2025-07-30 16:05:46.478700,PHY,0x4601,1,4,na,"[0,",0,0,,0.1,-31.3dB,18.6us,"[0,",1,536.7,normal,0,invalid,-43.2dB,-74.4dB,na,na,,,,22
2025-07-30 16:05:46.478717,PHY,0x4601,1,0,na,"[0,",0,0,,1305.1,+16.9dB,12.6us,"[0,",1,536.7,normal,0,valid,-11.5dB,-11.5dB,na,na,,,,11
2025-07-30 16:05:46.478962,CSI,0x4601,2,,na,"[4,",,,,,+27.2dB,14.0us,"[0,",1,536.8,normal,0,valid,-12.7dB,-12.7dB,0.21us,-80.6Hz,"[7,",1011,1,
2025-07-30 16:05:46.498760,PHY,0x4601,1,4,na,"[0,",0,0,no,0.1,-21.0dB,15.3us,"[0,",1,538.7,normal,0,invalid,-43.1dB,-64.8dB,na,na,,,,
2025-07-30 16:05:46.498902,CSI,0x4601,2,,na,"[4,",,,,,+30.0dB,13.7us,"[0,",1,538.8,normal,0,valid,-12.4dB,-12.5dB,0.22us,-125.9Hz,"[7,",1011,1,
2025-07-30 16:05:46.518721,PHY,0x4601,1,4,na,"[0,",0,0,no,0.2,-30.7dB,19.7us,"[0,",1,540.7,normal,0,invalid,-43.4dB,-74.7dB,na,na,,,,
2025-07-30 16:05:46.518987,CSI,0x4601,2,,na,"[4,",,,,,+28.8dB,17.2us,"[0,",1,540.8,normal,0,valid,-12.4dB,-12.4dB,0.20us,-113.1Hz,"[7,",1011,1,
2025-07-30 16:05:46.538675,PHY,0x4601,1,4,na,"[0,",0,0,no,0.0,-36.2dB,14.8us,"[0,",1,542.7,normal,0,invalid,-43.5dB,-80.5dB,na,na,,,,
2025-07-30 16:05:46.538933,CSI,0x4601,2,,na,"[4,",,,,,+31.6dB,12.7us,"[0,",1,542.8,normal,0,valid,-12.4dB,-12.5dB,0.21us,-65.1Hz,"[7,",1011,1,
2025-07-30 16:05:46.558734,PHY,0x4601,1,4,na,"[0,",0,0,no,0.0,-27.0dB,14.8us,"[0,",1,544.7,normal,0,invalid,-43.6dB,-71.5dB,na,na,,,,
2025-07-30 16:05:46.558963,CSI,0x4601,2,,na,"[4,",,,,,+31.7dB,12.9us,"[0,",1,544.8,normal,0,valid,-12.6dB,-12.6dB,0.21us,-145.5Hz,"[7,",1011,1,
2025-07-30 16:05:46.578689,PHY,0x4601,1,4,na,"[0,",0,0,yes,1368.9,+17.1dB,14.7us,"[0,",1,546.7,normal,0,valid,-14.1dB,-14.2dB,na,na,,,,
2025-07-30 16:05:46.578928,CSI,0x4601,2,,na,"[4,",,,,,+30.2dB,12.6us,"[0,",1,546.8,normal,0,valid,-12.4dB,-12.4dB,0.23us,-59.9Hz,"[7,",1011,1,
2025-07-30 16:05:46.598755,PHY,0x4601,1,4,na,"[0,",0,0,,0.6,-17.7dB,15.1us,"[0,",1,548.7,normal,0,invalid,-43.1dB,-61.5dB,na,na,,,,2
2025-07-30 16:05:46.598771,PHY,0x4601,1,0,na,"[0,",0,0,,1231.6,+16.6dB,11.6us,"[0,",1,548.7,normal,0,valid,-14.3dB,-14.4dB,na,na,,,,1
2025-07-30 16:05:46.598879,CSI,0x4601,2,,na,"[4,",,,,,+26.0dB,13.6us,"[0,",1,548.8,normal,0,valid,-12.3dB,-12.4dB,0.25us,-164.1Hz,"[7,",1011,1,
2025-07-30 16:05:46.618703,PHY,0x4601,1,4,na,"[0,",0,0,no,0.4,-20.6dB,14.9us,"[0,",1,550.7,normal,0,invalid,-43.8dB,-65.3dB,na,na,,,,
2025-07-30 16:05:46.618972,CSI,0x4601,2,,na,"[4,",,,,,+28.5dB,12.3us,"[0,",1,550.8,normal,0,valid,-12.5dB,-12.5dB,0.21us,+21.1Hz,"[7,",1011,1,
2025-07-30 16:05:46.638664,PHY,0x4601,1,4,na,"[0,",0,0,no,0.3,-15.9dB,14.5us,"[0,",1,552.7,normal,0,invalid,-43.0dB,-59.1dB,na,na,,,,
2025-07-30 16:05:46.638939,CSI,0x4601,2,,na,"[4,",,,,,+30.0dB,12.0us,"[0,",1,552.8,normal,0,valid,-12.4dB,-12.5dB,0.21us,-24.6Hz,"[7,",1011,1,
2025-07-30 16:05:46.658727,PHY,0x4601,1,4,na,"[0,",0,0,no,0.1,-27.7dB,14.5us,"[0,",1,554.7,normal,0,invalid,-43.0dB,-71.4dB,na,na,,,,
2025-07-30 16:05:46.659007,CSI,0x4601,2,,na,"[4,",,,,,+30.5dB,12.4us,"[0,",1,554.8,normal,0,valid,-12.3dB,-12.3dB,0.22us,-71.5Hz,"[7,",1011,1,
2025-07-30 16:05:46.678682,PHY,0x4601,1,4,na,"[0,",0,0,no,0.1,-24.0dB,14.4us,"[0,",1,556.7,normal,0,invalid,-43.1dB,-67.9dB,na,na,,,,
2025-07-30 16:05:46.678948,CSI,0x4601,2,,na,"[4,",,,,,+31.1dB,11.3us,"[0,",1,556.8,normal,0,valid,-12.5dB,-12.5dB,0.20us,+36.0Hz,"[7,",1011,1,
2025-07-30 16:05:46.698746,PHY,0x4601,1,4,na,"[0,",0,0,yes,1362.8,+17.1dB,14.8us,"[0,",1,558.7,normal,0,valid,-14.1dB,-14.2dB,na,na,,,,
2025-07-30 16:05:46.698990,CSI,0x4601,2,,na,"[4,",,,,,+30.0dB,13.6us,"[0,",1,558.8,normal,0,valid,-12.4dB,-12.5dB,0.23us,-26.7Hz,"[7,",1011,1,
2025-07-30 16:05:46.718706,PHY,0x4601,1,4,na,"[0,",0,0,,0.5,-18.4dB,15.2us,"[0,",1,560.7,normal,0,invalid,-43.5dB,-62.3dB,na,na,,,,2
2025-07-30 16:05:46.718721,PHY,0x4601,1,0,na,"[0,",0,0,,1264.1,+16.8dB,11.4us,"[0,",1,560.7,normal,0,valid,-14.3dB,-14.4dB,na,na,,,,1
2025-07-30 16:05:46.718968,CSI,0x4601,2,,na,"[4,",,,,,+31.3dB,13.6us,"[0,",1,560.8,normal,0,valid,-12.4dB,-12.5dB,0.22us,-55.5Hz,"[7,",1011,1,
2025-07-30 16:05:46.738770,PHY,0x4601,1,4,na,"[0,",0,0,no,0.1,-20.6dB,17.6us,"[0,",1,562.7,normal,0,invalid,-42.8dB,-63.9dB,na,na,,,,
2025-07-30 16:05:46.738893,CSI,0x4601,2,,na,"[4,",,,,,+32.6dB,13.2us,"[0,",1,562.8,normal,0,valid,-12.5dB,-12.5dB,0.19us,+103.8Hz,"[7,",1101,1,
2025-07-30 16:05:46.758722,PHY,0x4601,1,4,na,"[0,",0,0,no,0.2,-23.1dB,14.7us,"[0,",1,564.7,normal,0,invalid,-43.7dB,-67.7dB,na,na,,,,
2025-07-30 16:05:46.758995,CSI,0x4601,2,,na,"[4,",,,,,+29.9dB,13.5us,"[0,",1,564.8,normal,0,valid,-12.4dB,-12.5dB,0.22us,-42.5Hz,"[7,",1101,1,
2025-07-30 16:05:46.778683,PHY,0x4601,1,4,na,"[0,",0,0,no,0.2,-31.2dB,14.4us,"[0,",1,566.7,normal,0,invalid,-43.0dB,-74.5dB,na,na,,,,
2025-07-30 16:05:46.778924,CSI,0x4601,2,,na,"[4,",,,,,+31.3dB,19.2us,"[0,",1,566.8,normal,0,valid,-12.4dB,-12.4dB,0.23us,+6.3Hz,"[7,",1101,1,
2025-07-30 16:05:46.798739,PHY,0x4601,1,4,na,"[0,",0,0,no,0.5,-15.3dB,14.5us,"[0,",1,568.7,normal,0,invalid,-43.2dB,-59.1dB,na,na,,,,
2025-07-30 16:05:46.798971,CSI,0x4601,2,,na,"[4,",,,,,+29.2dB,13.9us,"[0,",1,568.8,normal,0,valid,-12.3dB,-12.4dB,0.23us,+48.0Hz,"[7,",1101,1,
2025-07-30 16:05:46.818695,PHY,0x4601,1,4,na,"[0,",0,0,yes,1328.3,+17.0dB,14.5us,"[0,",1,570.7,normal,0,valid,-14.0dB,-14.1dB,na,na,,,,
2025-07-30 16:05:46.818932,CSI,0x4601,2,,na,"[4,",,,,,+31.0dB,13.7us,"[0,",1,570.8,normal,0,valid,-12.3dB,-12.3dB,0.20us,-33.9Hz,"[7,",1101,1,
2025-07-30 16:05:46.838760,PHY,0x4601,1,4,na,"[0,",0,0,,0.1,-20.5dB,15.1us,"[0,",1,572.7,normal,0,invalid,-43.1dB,-64.0dB,na,na,,,,2
2025-07-30 16:05:46.838777,PHY,0x4601,1,0,na,"[0,",0,0,,1200.3,+16.6dB,12.3us,"[0,",1,572.7,normal,0,valid,-14.2dB,-14.3dB,na,na,,,,1
2025-07-30 16:05:46.838912,CSI,0x4601,2,,na,"[4,",,,,,+28.5dB,14.8us,"[0,",1,572.8,normal,0,valid,-12.3dB,-12.4dB,0.20us,+113.3Hz,"[7,",1101,1,
2025-07-30 16:05:46.858718,PHY,0x4601,1,4,na,"[0,",0,0,no,0.4,-13.5dB,15.7us,"[0,",1,574.7,normal,0,invalid,-43.3dB,-57.0dB,na,na,,,,
2025-07-30 16:05:46.858948,CSI,0x4601,2,,na,"[4,",,,,,+29.9dB,12.7us,"[0,",1,574.8,normal,0,valid,-12.2dB,-12.2dB,0.21us,-68.2Hz,"[7,",1101,1,
2025-07-30 16:05:46.878674,PHY,0x4601,1,4,na,"[0,",0,0,no,0.1,-22.8dB,16.4us,"[0,",1,576.7,normal,0,invalid,-43.5dB,-66.6dB,na,na,,,,
2025-07-30 16:05:46.878943,CSI,0x4601,2,,na,"[4,",,,,,+30.0dB,14.3us,"[0,",1,576.8,normal,0,valid,-12.3dB,-12.3dB,0.19us,-148.7Hz,"[7,",1101,1,
2025-07-30 16:05:46.898736,PHY,0x4601,1,4,na,"[0,",0,0,no,0.2,-27.5dB,15.1us,"[0,",1,578.7,normal,0,invalid,-43.2dB,-71.0dB,na,na,,,,
2025-07-30 16:05:46.899011,CSI,0x4601,2,,na,"[4,",,,,,+31.8dB,14.4us,"[0,",1,578.8,normal,0,valid,-12.4dB,-12.5dB,0.22us,-171.4Hz,"[7,",1101,1,
2025-07-30 16:05:46.918696,PHY,0x4601,1,4,na,"[0,",0,0,no,0.0,-28.5dB,14.9us,"[0,",1,580.7,normal,0,invalid,-42.8dB,-72.3dB,na,na,,,,
2025-07-30 16:05:46.918967,CSI,0x4601,2,,na,"[4,",,,,,+32.5dB,13.0us,"[0,",1,580.8,normal,0,valid,-12.3dB,-12.4dB,0.22us,+4.5Hz,"[7,",1101,1,
2025-07-30 16:05:46.938757,PHY,0x4601,1,4,na,"[0,",0,0,yes,1279.0,+16.8dB,19.7us,"[0,",1,582.7,normal,0,valid,-14.0dB,-14.1dB,na,na,,,,
2025-07-30 16:05:46.938878,CSI,0x4601,2,,na,"[4,",,,,,+30.8dB,13.7us,"[0,",1,582.8,normal,0,valid,-12.4dB,-12.5dB,0.20us,+90.1Hz,"[7,",1110,1,
2025-07-30 16:05:46.958707,PHY,0x4601,1,4,na,"[0,",0,0,,0.1,-22.6dB,14.7us,"[0,",1,584.7,normal,0,invalid,-43.4dB,-66.9dB,na,na,,,,2
2025-07-30 16:05:46.958721,PHY,0x4601,1,0,na,"[0,",0,0,,1191.3,+16.5dB,11.5us,"[0,",1,584.7,normal,0,valid,-14.2dB,-14.3dB,na,na,,,,1
2025-07-30 16:05:46.958987,CSI,0x4601,2,,na,"[4,",,,,,+32.3dB,13.0us,"[0,",1,584.8,normal,0,valid,-12.3dB,-12.4dB,0.20us,+97.6Hz,"[7,",1110,1,
2025-07-30 16:05:46.978667,PHY,0x4601,1,4,na,"[0,",0,0,no,0.3,-16.8dB,16.9us,"[0,",1,586.7,normal,0,invalid,-43.0dB,-60.9dB,na,na,,,,
2025-07-30 16:05:46.978918,CSI,0x4601,2,,na,"[4,",,,,,+29.4dB,11.7us,"[0,",1,586.8,normal,0,valid,-12.4dB,-12.4dB,0.20us,+60.3Hz,"[7,",1110,1,
2025-07-30 16:05:46.998728,PHY,0x4601,1,4,na,"[0,",0,0,no,0.5,-15.1dB,16.1us,"[0,",1,588.7,normal,0,invalid,-43.3dB,-59.1dB,na,na,,,,
