time,log_type,rnti,format,prb1,prb2,symb,cs,occ,ack,metric,sinr,t,bwp,n_id,slot,cp,ports,status,epre,rsrp,t_align,cfo,sr,prb,csi1,n_id0
2025-07-30 12:24:10.125701,PHY,0x4601,1,0,50,"[0,",0,0,1,1140.4,+18.9dB,19.9us,"[0,",1,455.17,normal,0,valid,-15.7dB,-15.4dB,na,na,,,,
2025-07-30 12:24:10.130653,PHY,0x4601,1,4,na,"[0,",0,0,,0.3,-47.7dB,16.4us,"[0,",1,456.7,normal,0,invalid,-42.4dB,-91.0dB,na,na,no,,,
2025-07-30 12:24:10.130905,CSI,0x4601,2,,na,"[4,",,,,,+30.5dB,33.7us,"[0,",1,456.8,normal,0,valid,-11.9dB,-11.9dB,0.15us,+87.0Hz,,"[7,",0001,1
2025-07-30 12:24:10.150608,PHY,0x4601,1,4,na,"[0,",0,0,,2279.8,+19.3dB,15.5us,"[0,",1,458.7,normal,0,valid,-13.6dB,-13.6dB,na,na,yes,,,
2025-07-30 12:24:10.150881,CSI,0x4601,2,,na,"[4,",,,,,+29.1dB,13.2us,"[0,",1,458.8,normal,0,valid,-11.9dB,-12.0dB,0.15us,-62.8Hz,,"[7,",1111,1
2025-07-30 12:24:10.170667,PHY,0x4601,1,4,na,"[0,",0,0,2,0.1,-19.3dB,16.6us,"[0,",1,460.7,normal,0,invalid,-42.9dB,-62.4dB,na,na,,,,
2025-07-30 12:24:10.170689,PHY,0x4601,1,0,na,"[0,",0,0,1,2228.4,+19.2dB,13.2us,"[0,",1,460.7,normal,0,valid,-13.7dB,-13.8dB,na,na,,,,
2025-07-30 12:24:10.170927,CSI,0x4601,2,,na,"[4,",,,,,+30.7dB,19.4us,"[0,",1,460.8,normal,0,valid,-11.9dB,-11.9dB,0.20us,-78.9Hz,,"[7,",1111,1
2025-07-30 12:24:10.186618,PHY,0x4601,1,0,na,"[0,",0,0,1,1105.6,+16.1dB,20.0us,"[0,",1,461.19,normal,0,valid,-13.7dB,-13.9dB,na,na,,,,
2025-07-30 12:24:10.190626,PHY,0x4601,1,4,na,"[0,",0,0,,1185.4,+16.5dB,18.0us,"[0,",1,462.7,normal,0,valid,-13.5dB,-13.6dB,na,na,yes,,,
2025-07-30 12:24:10.190877,CSI,0x4601,2,,na,"[4,",,,,,+32.6dB,30.4us,"[0,",1,462.8,normal,0,valid,-11.9dB,-12.0dB,0.23us,-84.7Hz,,"[7,",1111,1
2025-07-30 12:24:10.210685,PHY,0x4601,1,4,na,"[0,",0,0,2,0.1,-20.0dB,16.5us,"[0,",1,464.7,normal,0,invalid,-43.6dB,-64.1dB,na,na,,,,
2025-07-30 12:24:10.210701,PHY,0x4601,1,0,na,"[0,",0,0,1,1180.8,+16.4dB,11.4us,"[0,",1,464.7,normal,0,valid,-13.7dB,-13.8dB,na,na,,,,
2025-07-30 12:24:10.210825,CSI,0x4601,2,,na,"[4,",,,,,+32.0dB,16.3us,"[0,",1,464.8,normal,0,valid,-11.8dB,-11.9dB,0.20us,-153.2Hz,,"[7,",1111,1
2025-07-30 12:24:10.211633,PHY,0x4601,1,0,na,"[0,",0,0,1,1196.2,+16.5dB,18.7us,"[0,",1,464.9,normal,0,valid,-13.7dB,-13.8dB,na,na,,,,
