ID,time,Transfer,Bitrate,Retr,Cwnd
6,2025-07-30 13:42:01.041793,7.21,60.5,0,682.0
6,2025-07-30 13:42:02.041793,7.12,59.8,0,1020.0
6,2025-07-30 13:42:03.041793,7.12,59.8,0,1.33
6,2025-07-30 13:42:04.041793,7.0,58.7,0,1.66
6,2025-07-30 13:42:05.041793,6.0,50.3,0,1.97
6,2025-07-30 13:42:06.041793,6.5,54.5,0,2.29
6,2025-07-30 13:42:07.041793,6.62,55.6,0,2.53
6,2025-07-30 13:42:08.041793,6.62,55.6,0,2.53
6,2025-07-30 13:42:09.041793,6.5,54.5,0,2.53
6,2025-07-30 13:42:10.041793,6.75,56.6,0,2.53
6,2025-07-30 13:42:11.041793,6.5,54.5,0,2.53
6,2025-07-30 13:42:12.041793,6.62,55.6,0,2.53
6,2025-07-30 13:42:13.041793,6.62,55.6,0,2.53
6,2025-07-30 13:42:14.041793,6.62,55.6,0,2.53
6,2025-07-30 13:42:15.041793,6.62,55.6,0,2.53
6,2025-07-30 13:42:16.041793,6.62,55.6,0,2.53
6,2025-07-30 13:42:17.041793,6.62,55.6,0,2.53
6,2025-07-30 13:42:18.041793,6.5,54.5,0,2.53
6,2025-07-30 13:42:19.041793,6.62,55.6,0,2.53
6,2025-07-30 13:42:20.041793,6.62,55.6,0,2.53
6,2025-07-30 13:42:21.041793,6.5,54.5,0,2.53
6,2025-07-30 13:42:22.041793,6.75,56.6,0,2.53
6,2025-07-30 13:42:23.041793,6.5,54.5,0,2.53
6,2025-07-30 13:42:24.041793,6.62,55.6,0,2.53
6,2025-07-30 13:42:25.041793,6.5,54.5,0,2.53
6,2025-07-30 13:42:26.041793,6.62,55.6,0,2.53
6,2025-07-30 13:42:27.041793,6.62,55.6,0,2.53
6,2025-07-30 13:42:28.041793,6.5,54.5,0,2.53
6,2025-07-30 13:42:29.041793,6.62,55.6,0,2.53
6,2025-07-30 13:42:30.041793,6.75,56.6,0,2.53
6,2025-07-30 13:42:31.041793,6.5,54.5,0,2.53
6,2025-07-30 13:42:32.041793,6.62,55.6,0,2.53
6,2025-07-30 13:42:33.041793,256.0,45.6,0,2.53
