time,log_type,nof_prbs,nof_dl_slots,nof_ul_slots,nof_prach_preambles,error_indications,pdsch_rbs_per_slot,pusch_rbs_per_slot,pdschs_per_slot,puschs_per_slot,failed_pdcch,failed_uci,nof_ues,mean_latency,max_latency,max_latency_slot,total_dl_brate,total_ul_brate,max_crc_delay,max_ce_delay,max_pucch_harq_delay,events,slot,type,pci,rnti,cqi,dl_ri,dl_mcs,dl_brate,dl_nof_ok,dl_nof_nok,dl_error_rate,dl_bs,dl_nof_prbs,dl_olla,pusch_snr_db,pusch_rsrp_db,ul_ri,ul_mcs,ul_brate,ul_nof_ok,ul_nof_nok,ul_error_rate,ul_nof_prbs,bsr,sr_count,f0f1_invalid_harqs,f2f3f4_invalid_harqs,f2f3f4_invalid_csis,pusch_invalid_harqs,pusch_invalid_csis,ul_olla,ta,srs_ta,last_phr,avg_ul_ce_delay,max_ul_ce_delay,avg_crc_delay,avg_pusch_harq_delay,max_pusch_harq_delay,avg_pucch_harq_delay,ue_log_type,ue_nof_prbs,ue_nof_dl_slots,ue_nof_ul_slots,ue_nof_prach_preambles,ue_error_indications,ue_pdsch_rbs_per_slot,ue_pusch_rbs_per_slot,ue_pdschs_per_slot,ue_puschs_per_slot,ue_failed_pdcch,ue_failed_uci,ue_nof_ues,ue_mean_latency,ue_max_latency,ue_max_latency_slot,ue_total_dl_brate,ue_total_ul_brate,ue_max_crc_delay,ue_max_ce_delay,ue_max_pucch_harq_delay,ue_events,ue_slot,ue_type,ue_pci,ue_rnti,ue_cqi,ue_dl_ri,ue_dl_mcs,ue_dl_brate,ue_dl_nof_ok,ue_dl_nof_nok,ue_dl_error_rate,ue_dl_bs,ue_dl_nof_prbs,ue_dl_olla,ue_pusch_snr_db,ue_pusch_rsrp_db,ue_ul_ri,ue_ul_mcs,ue_ul_brate,ue_ul_nof_ok,ue_ul_nof_nok,ue_ul_error_rate,ue_ul_nof_prbs,ue_bsr,ue_sr_count,ue_f0f1_invalid_harqs,ue_f2f3f4_invalid_harqs,ue_f2f3f4_invalid_csis,ue_pusch_invalid_harqs,ue_pusch_invalid_csis,ue_ul_olla,ue_ta,ue_srs_ta,ue_last_phr,ue_avg_ul_ce_delay,ue_max_ul_ce_delay,ue_avg_crc_delay,ue_avg_pusch_harq_delay,ue_max_pusch_harq_delay,ue_avg_pucch_harq_delay
2025-07-30 18:00:44.751926,metric,51,561,241,0,0,0,0,0,0,0,0,0,1usec,231usec,159.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-30 18:00:45.751951,metric,51,1396,599,1,3,0,0,0.00143,0.00334,0,0,1,3usec,32usec,300.0,2.0kbps,4.0kbps,4.5ms,4.5ms,4ms,0x4601,295.8,ue_create,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,1,4601,8,1.0,18,2.5kbps,1,0,0%,3,25,0,24.4,-4.1,1,9,4.2kbps,1,0,0%,24,0,1,0,0,0,0,0,0,141ns,n/a,21,4.5ms,4.5ms,4.5ms,n/a,n/a,4ms
2025-07-30 18:00:46.751928,metric,51,1400,600,0,0,0,0,0.0136,0.025,0,0,1,6usec,43usec,350.0,15kbps,85kbps,4.5ms,5.5ms,4.5ms,0x4601,300.12,ue_reconf,,0x4601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,1,4601,13,1.0,10,16kbps,20,0,0%,0,103,0.0060000005,30.6,-3.4,1,28,85kbps,15,0,0%,104,0,13,0,0,0,0,0,0,220ns,n/a,24,4.57ms,5.5ms,4.4ms,n/a,n/a,4.07ms
2025-07-30 18:00:47.751789,metric,51,1400,600,0,0,0,2,0.0107,0.165,0,0,1,9usec,34usec,446.0,27kbps,1.6Mbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,1,4601,15,1.0,26,27kbps,15,0,0%,0,30,0.010000001,32.3,-3.7,1,27,1.6Mbps,99,0,0%,1639,2.01k,1,0,0,0,0,0,0,237ns,n/a,19,4.5ms,4.5ms,4.47ms,4.23ms,4.5ms,4ms
2025-07-30 18:00:48.751825,metric,51,1400,600,0,0,0,2,0.00714,0.167,0,0,1,9usec,35usec,594.16,18kbps,1.6Mbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,1,4601,15,1.0,27,19kbps,10,0,0%,0,20,0.010000001,32.3,-3.7,1,27,1.6Mbps,100,0,0%,1668,2.01k,0,0,0,0,0,0,0,234ns,n/a,19,4.49ms,4.5ms,4.49ms,4.33ms,4.5ms,4ms
2025-07-30 18:00:49.751984,metric,51,1400,600,0,0,7,2,0.166,0.167,0,0,1,10usec,47usec,691.16,8.2Mbps,1.6Mbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,1,4601,15,1.0,27,8.2Mbps,220,4,1%,337k,10344,1.8626451e-09,32.4,-3.7,1,27,1.6Mbps,100,0,0%,1664,2.01k,0,0,0,0,0,0,0,162ns,n/a,20,4.5ms,4.5ms,4.48ms,4.11ms,4.5ms,3.97ms
2025-07-30 18:00:50.751910,metric,51,1400,600,0,0,49,2,1,0.167,0,0,1,15usec,57usec,732.0,58Mbps,1.6Mbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,1,4601,15,1.0,27,58Mbps,1396,4,0%,687k,69016,4.656613e-09,32.4,-3.8,1,27,1.6Mbps,100,0,0%,1668,2.01k,0,0,0,0,0,0,0,173ns,n/a,19,4.5ms,4.5ms,4.39ms,4.05ms,4.5ms,3.95ms
2025-07-30 18:00:51.751953,metric,51,1400,600,0,0,49,2,1,0.167,0,0,1,15usec,47usec,895.6,58Mbps,1.6Mbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,1,4601,15,1.0,27,58Mbps,1400,0,0%,1.05M,69006,4.656613e-09,32.3,-3.8,1,27,1.6Mbps,100,0,0%,1669,2.01k,0,0,0,0,0,0,0,183ns,n/a,19,4.49ms,4.5ms,4.45ms,4.05ms,4.5ms,3.96ms
2025-07-30 18:00:52.751849,metric,51,1400,600,0,0,49,2,1,0.167,0,0,1,15usec,62usec,926.16,58Mbps,1.6Mbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,1,4601,15,1.0,27,58Mbps,1400,0,0%,1.4M,68988,4.656613e-09,32.4,-3.9,1,27,1.6Mbps,100,0,0%,1668,1.53k,0,0,0,0,0,0,0,212ns,n/a,19,4.5ms,4.5ms,4.41ms,4.05ms,4.5ms,3.96ms
2025-07-30 18:00:53.751952,metric,51,1400,600,0,0,49,2,1,0.167,0,0,1,15usec,61usec,75.16,58Mbps,1.6Mbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,1,4601,15,1.0,27,58Mbps,1400,0,0%,1.77M,69016,4.656613e-09,31.3,-3.9,1,27,1.6Mbps,98,2,2%,1716,2.01k,0,0,0,0,0,0,-0.19300002,217ns,n/a,19,4.5ms,4.5ms,4.43ms,4.04ms,4.5ms,3.96ms
