time,log_type,ue_id,c_rnti,dl_rsrp,dl_rsrq,dl_sinr
2025-08-03 15:29:01.178103,ULMeasRept,0,4601,-103,-10.5,20.5
2025-08-03 15:29:01.297879,ULMeasRept,0,4601,-103,-10.5,20.5
2025-08-03 15:29:01.417947,ULMeasRept,0,4601,-102,-10.5,20.5
2025-08-03 15:29:01.537898,ULMeasRept,0,4601,-101,-10.5,20.0
2025-08-03 15:29:01.658001,ULMeasRept,0,4601,-101,-10.5,20.5
2025-08-03 15:29:01.768066,ULMeasRept,0,4601,-102,-10.5,20.5
2025-08-03 15:29:01.887957,ULMeasRept,0,4601,-102,-10.5,21.0
2025-08-03 15:29:02.008040,ULMeasRept,0,4601,-102,-10.5,21.0
2025-08-03 15:29:02.127964,ULMeasRept,0,4601,-103,-10.5,21.0
2025-08-03 15:29:02.247904,ULMeasRept,0,4601,-103,-10.5,21.0
2025-08-03 15:29:02.367976,ULMeasRept,0,4601,-103,-10.5,21.0
2025-08-03 15:29:02.497928,ULMeasRept,0,4601,-103,-10.5,21.0
2025-08-03 15:29:02.618026,ULMeasRept,0,4601,-103,-10.5,21.0
2025-08-03 15:29:02.737937,ULMeasRept,0,4601,-103,-10.5,20.5
2025-08-03 15:29:02.857995,ULMeasRept,0,4601,-103,-10.5,20.5
2025-08-03 15:29:02.977949,ULMeasRept,0,4601,-103,-10.5,20.5
2025-08-03 15:29:03.097865,ULMeasRept,0,4601,-103,-10.5,20.5
2025-08-03 15:29:03.217952,ULMeasRept,0,4601,-103,-10.5,20.5
2025-08-03 15:29:03.357979,ULMeasRept,0,4601,-103,-10.5,20.5
2025-08-03 15:29:03.477892,ULMeasRept,0,4601,-103,-10.5,20.5
2025-08-03 15:29:03.597983,ULMeasRept,0,4601,-103,-10.5,20.5
2025-08-03 15:29:03.717968,ULMeasRept,0,4601,-103,-10.5,20.5
2025-08-03 15:29:03.837940,ULMeasRept,0,4601,-103,-10.5,20.0
2025-08-03 15:29:03.957933,ULMeasRept,0,4601,-103,-10.5,20.0
2025-08-03 15:29:04.077966,ULMeasRept,0,4601,-103,-10.5,20.0
2025-08-03 15:29:04.197938,ULMeasRept,0,4601,-103,-10.5,20.0
2025-08-03 15:29:04.317951,ULMeasRept,0,4601,-103,-10.5,21.0
2025-08-03 15:29:04.437972,ULMeasRept,0,4601,-103,-10.5,21.0
2025-08-03 15:29:04.558027,ULMeasRept,0,4601,-103,-10.5,20.5
2025-08-03 15:29:04.677987,ULMeasRept,0,4601,-103,-10.5,20.5
2025-08-03 15:29:04.797888,ULMeasRept,0,4601,-103,-10.5,21.0
2025-08-03 15:29:04.917927,ULMeasRept,0,4601,-103,-10.5,21.0
2025-08-03 15:29:05.037889,ULMeasRept,0,4601,-103,-10.5,21.0
2025-08-03 15:29:05.157954,ULMeasRept,0,4601,-103,-10.5,21.0
2025-08-03 15:29:05.277903,ULMeasRept,0,4601,-103,-10.5,21.0
2025-08-03 15:29:05.397942,ULMeasRept,0,4601,-103,-10.5,21.0
2025-08-03 15:29:05.517890,ULMeasRept,0,4601,-103,-10.5,21.0
2025-08-03 15:29:05.637979,ULMeasRept,0,4601,-103,-10.5,21.0
2025-08-03 15:29:05.757905,ULMeasRept,0,4601,-103,-10.5,21.0
2025-08-03 15:29:05.878019,ULMeasRept,0,4601,-103,-10.5,21.0
2025-08-03 15:29:05.997987,ULMeasRept,0,4601,-103,-10.5,21.0
2025-08-03 15:29:06.117998,ULMeasRept,0,4601,-103,-10.5,21.0
2025-08-03 15:29:06.237918,ULMeasRept,0,4601,-103,-10.5,21.0
2025-08-03 15:29:06.357962,ULMeasRept,0,4601,-103,-10.5,21.0
2025-08-03 15:29:06.477896,ULMeasRept,0,4601,-103,-10.5,21.0
2025-08-03 15:29:06.597968,ULMeasRept,0,4601,-103,-10.5,21.0
2025-08-03 15:29:06.717960,ULMeasRept,0,4601,-103,-10.5,20.5
2025-08-03 15:29:06.837883,ULMeasRept,0,4601,-103,-10.5,20.5
2025-08-03 15:29:06.958003,ULMeasRept,0,4601,-103,-10.5,20.5
2025-08-03 15:29:07.077896,ULMeasRept,0,4601,-103,-10.5,20.0
2025-08-03 15:29:07.197983,ULMeasRept,0,4601,-103,-10.5,19.5
2025-08-03 15:29:07.317908,ULMeasRept,0,4601,-103,-10.5,19.5
2025-08-03 15:29:07.437949,ULMeasRept,0,4601,-103,-10.5,19.5
2025-08-03 15:29:07.557903,ULMeasRept,0,4601,-103,-10.5,20.0
2025-08-03 15:29:07.677945,ULMeasRept,0,4601,-103,-10.5,20.0
2025-08-03 15:29:07.797952,ULMeasRept,0,4601,-103,-10.5,20.0
2025-08-03 15:29:07.918021,ULMeasRept,0,4601,-103,-10.5,20.5
2025-08-03 15:29:08.037925,ULMeasRept,0,4601,-103,-10.5,20.5
2025-08-03 15:29:08.158003,ULMeasRept,0,4601,-103,-10.5,20.5
2025-08-03 15:29:08.277972,ULMeasRept,0,4601,-103,-10.5,20.5
