time,log_type,rnti,format,prb,prb2,symb,csi1,sinr,t,bwp,n_id,n_id0,slot,cp,ports,status,epre,rsrp,t_align,cfo,prb1,cs,occ,ack,metric,sr
2025-08-03 16:30:02.793180,CSI,0x4601,2,"[7,",na,"[4,",2222,-4.5dB,26.2us,"[0,",1,1,358.8,normal,0,invalid,-45.6dB,-51.7dB,-0.94us,+2267.3Hz,,,,,,
2025-08-03 16:30:02.797966,PHY,0x4601,1,,50,"[0,",,+22.2dB,20.8us,"[0,",1,,358.17,normal,0,valid,-16.0dB,-15.8dB,na,na,0,0,0,1,2488.8,
2025-08-03 16:30:02.812955,PHY,0x4601,1,,na,"[0,",,+22.3dB,18.8us,"[0,",1,,360.7,normal,0,valid,-14.3dB,-14.3dB,na,na,4,0,0,,4533.0,yes
2025-08-03 16:30:02.813233,CSI,0x4601,2,"[7,",na,"[4,",1111,+32.1dB,13.9us,"[0,",1,1,360.8,normal,0,valid,-12.6dB,-12.6dB,0.11us,-104.0Hz,,,,,,
2025-08-03 16:30:02.832917,PHY,0x4601,1,,na,"[0,",,-23.5dB,21.6us,"[0,",1,,362.7,normal,0,invalid,-46.7dB,-71.4dB,na,na,4,0,0,2,0.3,
2025-08-03 16:30:02.832940,PHY,0x4601,1,,na,"[0,",,+22.3dB,12.1us,"[0,",1,,362.7,normal,0,valid,-14.8dB,-14.8dB,na,na,0,0,0,1,4479.3,
2025-08-03 16:30:02.833156,CSI,0x4601,2,"[7,",na,"[4,",1111,+34.4dB,24.5us,"[0,",1,1,362.8,normal,0,valid,-12.9dB,-12.9dB,0.14us,+4.0Hz,,,,,,
2025-08-03 16:30:02.837981,PHY,0x4601,1,,na,"[0,",,+10.7dB,19.5us,"[0,",1,,362.17,normal,0,valid,-11.7dB,-12.1dB,na,na,0,0,0,11,315.0,
2025-08-03 16:30:02.852974,PHY,0x4601,1,,na,"[0,",,+10.6dB,17.1us,"[0,",1,,364.7,normal,0,valid,-14.6dB,-14.9dB,na,na,4,0,0,,309.8,yes
2025-08-03 16:30:02.853254,CSI,0x4601,2,"[7,",na,"[4,",1111,+30.4dB,18.4us,"[0,",1,1,364.8,normal,0,valid,-12.8dB,-13.0dB,0.42us,-40.2Hz,,,,,,
