time,log_type,rnti,format,prb1,prb2,symb,cs,occ,ack,metric,sinr,t,bwp,n_id,slot,cp,ports,status,epre,rsrp,t_align,cfo,sr,prb,csi1,n_id0
2025-08-03 15:17:37.613930,PHY,0x4601,1,0,50,"[0,",0,0,2,0.1,-20.7dB,21.3us,"[0,",1,455.17,normal,0,invalid,-46.8dB,-67.7dB,na,na,,,,
2025-08-03 15:17:37.614499,PHY,0x4601,1,0,50,"[0,",0,0,1,832.5,+17.4dB,16.2us,"[0,",1,455.18,normal,0,valid,-15.9dB,-15.7dB,na,na,,,,
2025-08-03 15:17:37.618991,PHY,0x4601,1,4,na,"[0,",0,0,,0.3,-19.8dB,23.0us,"[0,",1,456.7,normal,0,invalid,-46.6dB,-66.3dB,na,na,no,,,
2025-08-03 15:17:37.619248,CSI,0x4601,2,,na,"[4,",,,,,+33.9dB,38.6us,"[0,",1,456.8,normal,0,valid,-12.4dB,-12.4dB,0.20us,-135.3Hz,,"[7,",0001,1
2025-08-03 15:17:37.623963,PHY,0x4601,1,0,na,"[0,",0,0,1,1481.5,+17.5dB,28.3us,"[0,",1,456.17,normal,0,valid,-14.3dB,-14.4dB,na,na,,,,
2025-08-03 15:17:37.623987,PHY,0x4601,1,0,50,"[0,",0,0,1,717.3,+17.1dB,15.8us,"[0,",1,456.17,normal,0,valid,-17.3dB,-16.8dB,na,na,,,,
2025-08-03 15:17:37.638944,PHY,0x4601,1,4,na,"[0,",0,0,,1514.7,+17.5dB,16.7us,"[0,",1,458.7,normal,0,valid,-14.2dB,-14.3dB,na,na,yes,,,
2025-08-03 15:17:37.639228,CSI,0x4601,2,,na,"[4,",,,,,+33.8dB,14.8us,"[0,",1,458.8,normal,0,valid,-12.3dB,-12.3dB,0.19us,-138.5Hz,,"[7,",1111,1
2025-08-03 15:17:37.659016,PHY,0x4601,1,4,na,"[0,",0,0,2,0.1,-31.1dB,21.7us,"[0,",1,460.7,normal,0,invalid,-47.0dB,-79.0dB,na,na,,,,
2025-08-03 15:17:37.659034,PHY,0x4601,1,0,na,"[0,",0,0,1,1471.3,+17.4dB,11.8us,"[0,",1,460.7,normal,0,valid,-14.7dB,-14.8dB,na,na,,,,
2025-08-03 15:17:37.659145,CSI,0x4601,2,,na,"[4,",,,,,+32.5dB,24.2us,"[0,",1,460.8,normal,0,valid,-12.7dB,-12.7dB,0.20us,-121.3Hz,,"[7,",1111,1
2025-08-03 15:17:37.663968,PHY,0x4601,1,0,na,"[0,",0,0,1,1446.8,+17.3dB,16.6us,"[0,",1,460.17,normal,0,valid,-14.6dB,-14.7dB,na,na,,,,
