time,log_type,rnti,format,prb,prb2,symb,csi1,sinr,t,bwp,n_id,n_id0,slot,cp,ports,status,epre,rsrp,t_align,cfo,prb1,cs,occ,ack,metric,sr
2025-08-03 17:01:01.955787,CSI,0x4601,2,"[7,",na,"[4,",2222,-5.5dB,27.3us,"[0,",1,1,454.8,normal,0,invalid,-45.6dB,-51.8dB,1.04us,+4108.4Hz,,,,,,
2025-08-03 17:01:01.960509,PHY,0x4601,1,,50,"[0,",,+28.0dB,19.6us,"[0,",1,,454.17,normal,0,valid,-15.0dB,-14.8dB,na,na,0,0,0,1,9521.6,
2025-08-03 17:01:01.975496,PHY,0x4601,1,,na,"[0,",,+28.5dB,18.8us,"[0,",1,,456.7,normal,0,valid,-13.4dB,-13.3dB,na,na,4,0,0,,19000.5,yes
2025-08-03 17:01:01.975771,CSI,0x4601,2,"[7,",na,"[4,",1111,+34.1dB,15.3us,"[0,",1,1,456.8,normal,0,valid,-11.6dB,-11.6dB,-0.06us,-52.8Hz,,,,,,
2025-08-03 17:01:01.995559,PHY,0x4601,1,,na,"[0,",,-19.4dB,21.7us,"[0,",1,,458.7,normal,0,invalid,-46.7dB,-66.4dB,na,na,4,0,0,2,0.4,
2025-08-03 17:01:01.995581,PHY,0x4601,1,,na,"[0,",,+28.8dB,11.8us,"[0,",1,,458.7,normal,0,valid,-14.0dB,-14.0dB,na,na,0,0,0,1,20210.6,
2025-08-03 17:01:01.995723,CSI,0x4601,2,"[7,",na,"[4,",1111,+32.2dB,23.6us,"[0,",1,1,458.8,normal,0,valid,-12.0dB,-12.0dB,-0.05us,-36.7Hz,,,,,,
2025-08-03 17:01:02.000529,PHY,0x4601,1,,na,"[0,",,+17.0dB,26.3us,"[0,",1,,458.17,normal,0,valid,-13.9dB,-14.0dB,na,na,0,0,0,1,1323.7,
2025-08-03 17:01:02.000994,PHY,0x4601,1,,na,"[0,",,+16.9dB,15.9us,"[0,",1,,458.18,normal,0,valid,-13.9dB,-14.0dB,na,na,0,0,0,1,1302.0,
2025-08-03 17:01:02.015512,PHY,0x4601,1,,na,"[0,",,+16.9dB,16.7us,"[0,",1,,460.7,normal,0,valid,-13.7dB,-13.8dB,na,na,4,0,0,,1310.1,yes
2025-08-03 17:01:02.015758,CSI,0x4601,2,"[7,",na,"[4,",1111,+32.6dB,18.8us,"[0,",1,1,460.8,normal,0,valid,-12.0dB,-12.1dB,0.21us,-97.6Hz,,,,,,
2025-08-03 17:01:02.035475,PHY,0x4601,1,,na,"[0,",,+17.1dB,16.8us,"[0,",1,,462.7,normal,0,valid,-11.0dB,-11.0dB,na,na,4,0,0,11,1376.7,
2025-08-03 17:01:02.035490,PHY,0x4601,1,,na,"[0,",,-19.2dB,11.5us,"[0,",1,,462.7,normal,0,invalid,-47.1dB,-66.5dB,na,na,0,0,0,22,0.1,
2025-08-03 17:01:02.035717,CSI,0x4601,2,"[7,",na,"[4,",1111,+31.8dB,14.8us,"[0,",1,1,462.8,normal,0,valid,-12.2dB,-12.3dB,0.21us,-72.1Hz,,,,,,
2025-08-03 17:01:02.036524,PHY,0x4601,1,,na,"[0,",,+16.9dB,16.4us,"[0,",1,,462.9,normal,0,valid,-14.1dB,-14.2dB,na,na,0,0,0,1,1299.1,
2025-08-03 17:01:02.055536,PHY,0x4601,1,,na,"[0,",,+16.8dB,20.8us,"[0,",1,,464.7,normal,0,valid,-14.2dB,-14.3dB,na,na,4,0,0,,1265.4,yes
2025-08-03 17:01:02.055795,CSI,0x4601,2,"[7,",na,"[4,",1111,+30.8dB,13.5us,"[0,",1,1,464.8,normal,0,valid,-12.5dB,-12.5dB,0.22us,-69.9Hz,,,,,,
2025-08-03 17:01:02.075770,CSI,0x4601,2,"[7,",na,"[4,",1111,+35.3dB,17.5us,"[0,",1,1,466.8,normal,0,valid,-12.7dB,-12.7dB,0.21us,-40.7Hz,,,,,,
2025-08-03 17:01:02.085068,PHY,0x4601,2,"[6,",na,"[0,",,+32.0dB,27.9us,"[0,",1,1,467.7,normal,0,valid,-14.0dB,-14.0dB,0.22us,-21.5Hz,,,,111,,
2025-08-03 17:01:02.095551,PHY,0x4601,1,,na,"[0,",,+16.9dB,18.5us,"[0,",1,,468.7,normal,0,valid,-14.5dB,-14.6dB,na,na,4,0,0,,1317.1,yes
2025-08-03 17:01:02.095685,CSI,0x4601,2,"[7,",na,"[4,",1111,+29.7dB,13.5us,"[0,",1,1,468.8,normal,0,valid,-12.8dB,-12.8dB,0.19us,-111.5Hz,,,,,,
2025-08-03 17:01:02.115506,PHY,0x4601,1,,na,"[0,",,-33.6dB,18.1us,"[0,",1,,470.7,normal,0,invalid,-47.1dB,-81.4dB,na,na,4,0,0,2,0.1,
