time,log_type,nof_prbs,nof_dl_slots,nof_ul_slots,nof_prach_preambles,error_indications,pdsch_rbs_per_slot,pusch_rbs_per_slot,pdschs_per_slot,puschs_per_slot,failed_pdcch,failed_uci,nof_ues,mean_latency,max_latency,max_latency_slot,total_dl_brate,total_ul_brate,max_crc_delay,max_ce_delay,max_pucch_harq_delay,max_pusch_harq_delay,events,slot,type,rnti,pci,cqi,dl_ri,dl_mcs,dl_brate,dl_nof_ok,dl_nof_nok,dl_error_rate,dl_bs,dl_nof_prbs,dl_olla,pusch_snr_db,pusch_rsrp_db,ul_ri,ul_mcs,ul_brate,ul_nof_ok,ul_nof_nok,ul_error_rate,ul_nof_prbs,bsr,sr_count,f0f1_invalid_harqs,f2f3f4_invalid_harqs,f2f3f4_invalid_csis,pusch_invalid_harqs,pusch_invalid_csis,ul_olla,ta,srs_ta,last_phr,avg_ul_ce_delay,max_ul_ce_delay,avg_crc_delay,avg_pusch_harq_delay,avg_pucch_harq_delay,ue_log_type,ue_nof_prbs,ue_nof_dl_slots,ue_nof_ul_slots,ue_nof_prach_preambles,ue_error_indications,ue_pdsch_rbs_per_slot,ue_pusch_rbs_per_slot,ue_pdschs_per_slot,ue_puschs_per_slot,ue_failed_pdcch,ue_failed_uci,ue_nof_ues,ue_mean_latency,ue_max_latency,ue_max_latency_slot,ue_total_dl_brate,ue_total_ul_brate,ue_max_crc_delay,ue_max_ce_delay,ue_max_pucch_harq_delay,ue_max_pusch_harq_delay,ue_events,ue_slot,ue_type,ue_rnti,ue_pci,ue_cqi,ue_dl_ri,ue_dl_mcs,ue_dl_brate,ue_dl_nof_ok,ue_dl_nof_nok,ue_dl_error_rate,ue_dl_bs,ue_dl_nof_prbs,ue_dl_olla,ue_pusch_snr_db,ue_pusch_rsrp_db,ue_ul_ri,ue_ul_mcs,ue_ul_brate,ue_ul_nof_ok,ue_ul_nof_nok,ue_ul_error_rate,ue_ul_nof_prbs,ue_bsr,ue_sr_count,ue_f0f1_invalid_harqs,ue_f2f3f4_invalid_harqs,ue_f2f3f4_invalid_csis,ue_pusch_invalid_harqs,ue_pusch_invalid_csis,ue_ul_olla,ue_ta,ue_srs_ta,ue_last_phr,ue_avg_ul_ce_delay,ue_max_ul_ce_delay,ue_avg_crc_delay,ue_avg_pusch_harq_delay,ue_avg_pucch_harq_delay
2025-08-04 12:37:26.935624,metric,51,561,241,0,0,0,0,0,0,0,0,0,1usec,223usec,159.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-04 12:37:27.935533,metric,51,1400,600,0,0,0,0,0,0,0,0,0,3usec,29usec,243.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-04 12:37:28.935611,metric,51,1400,600,0,0,0,0,0,0,0,0,0,3usec,17usec,323.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-04 12:37:29.935601,metric,51,1400,600,1,0,0,0,0.0136,0.025,0,0,1,6usec,36usec,412.0,13kbps,79kbps,4.5ms,5.5ms,4.5ms,4.5ms,0x4601,407.8,ue_create,0x4601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4.5ms,,,,4601,1,13,1.0,9,14kbps,18,0,0%,3,124,0.0050000004,33.6,-3.0,1,26,80kbps,14,0,0%,118,0,12,0,0,0,0,0,0,201ns,n/a,8,4.57ms,5.5ms,4.39ms,4.5ms,4.09ms
2025-08-04 12:37:30.935624,metric,51,1400,600,0,0,0,0,0.00786,0.02,0,0,1,8usec,38usec,586.0,20kbps,62kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,n/a,,,,4601,1,14,1.0,25,20kbps,12,0,0%,0,22,0.011000001,35.4,-3.3,1,27,62kbps,12,0,0%,64,0,11,0,0,0,0,0,0,211ns,n/a,8,4.5ms,4.5ms,4.46ms,n/a,4.11ms
2025-08-04 12:37:31.935643,metric,51,1400,600,0,0,0,1,0.00714,0.0917,0,0,1,8usec,41usec,652.17,18kbps,829kbps,4.5ms,4.5ms,4ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4ms,4.5ms,,,,4601,1,15,1.0,27,19kbps,10,0,0%,0,20,0.011000001,35.1,-3.3,1,27,830kbps,55,0,0%,859,2.01k,5,0,0,0,0,0,0,230ns,n/a,3,4.5ms,4.5ms,4.49ms,4.3ms,4ms
2025-08-04 12:37:32.935598,metric,51,1400,600,0,0,0,2,0.00643,0.167,0,0,1,9usec,57usec,747.13,16kbps,1.6Mbps,4.5ms,4.5ms,,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,n/a,4.5ms,,,,4601,1,14,1.0,26,16kbps,9,0,0%,0,18,0.014000001,34.8,-3.2,1,27,1.6Mbps,99,1,1%,1680,2.01k,0,0,0,0,0,0,-0.099000014,236ns,n/a,3,4.5ms,4.5ms,4.45ms,4.28ms,n/a
2025-08-04 12:37:33.935664,metric,51,1400,600,0,0,0,0,0.0321,0.0317,0,0,1,8usec,40usec,896.16,831kbps,105kbps,4.5ms,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4ms,,,,4601,1,15,1.0,26,832kbps,44,0,0%,39.4k,993,0.014000001,35.4,-3.1,1,27,106kbps,19,0,0%,109,1.04k,17,0,0,0,0,0,-0.099000014,174ns,n/a,8,4.5ms,4.5ms,4.39ms,4ms,4.1ms
2025-08-04 12:37:34.935570,metric,51,1400,600,0,0,39,1,0.835,0.12,0,0,1,15usec,41usec,987.16,47Mbps,570kbps,4.5ms,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4.5ms,,,,4601,1,15,1.0,27,47Mbps,1156,5,0%,246k,55622,0.0070000025,33.9,-3.2,1,27,571kbps,71,1,1%,610,0,19,0,0,0,0,0,-0.19800003,181ns,n/a,7,4.45ms,4.5ms,4.25ms,4.03ms,3.95ms
2025-08-04 12:37:35.935673,metric,51,1400,600,0,0,49,0,1,0.127,0,0,1,15usec,62usec,42.15,58Mbps,543kbps,4.5ms,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4.5ms,,,,4601,1,15,1.0,27,58Mbps,1400,0,0%,606k,68932,0.0070000025,34.5,-3.2,1,27,543kbps,76,0,0%,560,0,19,0,0,0,0,0,-0.19800003,189ns,n/a,7,4.49ms,4.5ms,4.22ms,4.02ms,3.95ms
