time,log_type,rnti,format,prb,prb2,symb,csi1,sinr,t,bwp,n_id,n_id0,slot,cp,ports,status,epre,rsrp,t_align,cfo,prb1,cs,occ,ack,metric,sr
2025-08-04 12:35:47.014434,CSI,0x4601,2,"[7,",na,"[4,",2222,-1.3dB,26.1us,"[0,",1,1,328.8,normal,0,invalid,-44.6dB,-48.8dB,-1.19us,+2336.3Hz,,,,,,
2025-08-04 12:35:47.019256,PHY,0x4601,1,,50,"[0,",,+18.9dB,19.8us,"[0,",1,,328.17,normal,0,valid,-15.0dB,-14.9dB,na,na,0,0,0,1,1172.8,
2025-08-04 12:35:47.034257,PHY,0x4601,1,,na,"[0,",,+19.2dB,20.0us,"[0,",1,,330.7,normal,0,valid,-13.5dB,-13.5dB,na,na,4,0,0,,2210.4,yes
2025-08-04 12:35:47.034496,CSI,0x4601,2,"[7,",na,"[4,",1111,+35.2dB,16.8us,"[0,",1,1,330.8,normal,0,valid,-11.7dB,-11.7dB,0.17us,-3.9Hz,,,,,,
2025-08-04 12:35:47.054208,PHY,0x4601,1,,na,"[0,",,-16.8dB,20.0us,"[0,",1,,332.7,normal,0,invalid,-47.0dB,-65.0dB,na,na,4,0,0,2,0.8,
2025-08-04 12:35:47.054234,PHY,0x4601,1,,na,"[0,",,+19.0dB,11.9us,"[0,",1,,332.7,normal,0,valid,-14.1dB,-14.1dB,na,na,0,0,0,1,2107.4,
2025-08-04 12:35:47.054483,CSI,0x4601,2,"[7,",na,"[4,",1111,+34.7dB,24.1us,"[0,",1,1,332.8,normal,0,valid,-11.9dB,-12.0dB,0.19us,+18.7Hz,,,,,,
2025-08-04 12:35:47.059270,PHY,0x4601,1,,na,"[0,",,+16.2dB,16.3us,"[0,",1,,332.17,normal,0,valid,-14.0dB,-14.1dB,na,na,0,0,0,1,1120.8,
2025-08-04 12:35:47.074278,PHY,0x4601,1,,na,"[0,",,+16.6dB,21.5us,"[0,",1,,334.7,normal,0,valid,-13.7dB,-13.8dB,na,na,4,0,0,,1206.6,yes
2025-08-04 12:35:47.074533,CSI,0x4601,2,"[7,",na,"[4,",1111,+36.5dB,27.7us,"[0,",1,1,334.8,normal,0,valid,-11.9dB,-12.0dB,0.22us,-49.7Hz,,,,,,
2025-08-04 12:35:47.094229,PHY,0x4601,1,,na,"[0,",,-26.8dB,18.9us,"[0,",1,,336.7,normal,0,invalid,-46.4dB,-74.1dB,na,na,4,0,0,2,0.1,
2025-08-04 12:35:47.094246,PHY,0x4601,1,,na,"[0,",,+16.2dB,11.7us,"[0,",1,,336.7,normal,0,valid,-14.2dB,-14.3dB,na,na,0,0,0,1,1119.2,
2025-08-04 12:35:47.094507,CSI,0x4601,2,"[7,",na,"[4,",1111,+34.5dB,21.1us,"[0,",1,1,336.8,normal,0,valid,-12.1dB,-12.1dB,0.23us,-77.9Hz,,,,,,
2025-08-04 12:35:47.095282,PHY,0x4601,1,,na,"[0,",,+16.2dB,15.5us,"[0,",1,,336.9,normal,0,valid,-14.2dB,-14.3dB,na,na,0,0,0,1,1123.1,
2025-08-04 12:35:47.114291,PHY,0x4601,1,,na,"[0,",,+16.4dB,15.6us,"[0,",1,,338.7,normal,0,valid,-13.9dB,-14.0dB,na,na,4,0,0,,1177.9,yes
2025-08-04 12:35:47.114421,CSI,0x4601,2,"[7,",na,"[4,",1111,+32.7dB,13.7us,"[0,",1,1,338.8,normal,0,valid,-12.1dB,-12.1dB,0.22us,-17.1Hz,,,,,,
2025-08-04 12:35:47.134524,CSI,0x4601,2,"[7,",na,"[4,",1111,+33.4dB,15.2us,"[0,",1,1,340.8,normal,0,valid,-12.2dB,-12.3dB,0.22us,-66.9Hz,,,,,,
2025-08-04 12:35:47.143810,PHY,0x4601,2,"[6,",na,"[0,",,+35.2dB,20.6us,"[0,",1,1,341.7,normal,0,valid,-13.6dB,-13.7dB,0.24us,-35.7Hz,,,,111,,
2025-08-04 12:35:47.154205,PHY,0x4601,1,,na,"[0,",,+16.1dB,18.0us,"[0,",1,,342.7,normal,0,valid,-14.0dB,-14.1dB,na,na,4,0,0,,1099.4,yes
2025-08-04 12:35:47.154425,CSI,0x4601,2,"[7,",na,"[4,",1111,+34.6dB,12.7us,"[0,",1,1,342.8,normal,0,valid,-12.2dB,-12.3dB,0.23us,+7.5Hz,,,,,,
2025-08-04 12:35:47.174268,PHY,0x4601,1,,na,"[0,",,-14.8dB,19.0us,"[0,",1,,344.7,normal,0,invalid,-46.9dB,-62.2dB,na,na,4,0,0,2,0.5,
2025-08-04 12:35:47.174287,PHY,0x4601,1,,na,"[0,",,+15.9dB,14.7us,"[0,",1,,344.7,normal,0,valid,-14.3dB,-14.4dB,na,na,0,0,0,1,1038.6,
2025-08-04 12:35:47.174502,CSI,0x4601,2,"[7,",na,"[4,",1111,+30.7dB,13.0us,"[0,",1,1,344.8,normal,0,valid,-12.2dB,-12.3dB,0.23us,-44.9Hz,,,,,,
2025-08-04 12:35:47.194220,PHY,0x4601,1,,na,"[0,",,-16.0dB,19.3us,"[0,",1,,346.7,normal,0,invalid,-46.4dB,-63.1dB,na,na,4,0,0,,0.3,no
2025-08-04 12:35:47.194487,CSI,0x4601,2,"[7,",na,"[4,",1111,+33.5dB,12.4us,"[0,",1,1,346.8,normal,0,valid,-12.2dB,-12.2dB,0.23us,-69.1Hz,,,,,,
2025-08-04 12:35:47.214275,PHY,0x4601,1,,na,"[0,",,-14.2dB,15.1us,"[0,",1,,348.7,normal,0,invalid,-46.8dB,-62.0dB,na,na,4,0,0,,0.4,no
2025-08-04 12:35:47.214435,CSI,0x4601,2,"[7,",na,"[4,",1111,+37.8dB,12.8us,"[0,",1,1,348.8,normal,0,valid,-12.2dB,-12.3dB,0.22us,-45.6Hz,,,,,,
2025-08-04 12:35:47.234232,PHY,0x4601,1,,na,"[0,",,-21.6dB,14.6us,"[0,",1,,350.7,normal,0,invalid,-47.2dB,-69.1dB,na,na,4,0,0,,0.2,no
2025-08-04 12:35:47.234513,CSI,0x4601,2,"[7,",na,"[4,",1111,+32.1dB,12.4us,"[0,",1,1,350.8,normal,0,valid,-12.2dB,-12.2dB,0.24us,-78.4Hz,,,,,,
2025-08-04 12:35:47.254194,PHY,0x4601,1,,na,"[0,",,-20.3dB,15.4us,"[0,",1,,352.7,normal,0,invalid,-47.1dB,-67.2dB,na,na,4,0,0,,0.4,no
2025-08-04 12:35:47.254440,CSI,0x4601,2,"[7,",na,"[4,",1111,+32.4dB,17.5us,"[0,",1,1,352.8,normal,0,valid,-12.2dB,-12.2dB,0.23us,-68.1Hz,,,,,,
2025-08-04 12:35:47.264222,PHY,0x4601,1,,na,"[0,",,+16.1dB,14.6us,"[0,",1,,353.7,normal,0,valid,-14.3dB,-14.4dB,na,na,0,0,0,1,1085.2,
2025-08-04 12:35:47.274252,PHY,0x4601,1,,na,"[0,",,+16.3dB,14.4us,"[0,",1,,354.7,normal,0,valid,-14.0dB,-14.1dB,na,na,4,0,0,,1146.0,yes
2025-08-04 12:35:47.274533,CSI,0x4601,2,"[7,",na,"[4,",1111,+33.3dB,13.9us,"[0,",1,1,354.8,normal,0,valid,-12.3dB,-12.3dB,0.23us,-76.4Hz,,,,,,
2025-08-04 12:35:47.294213,PHY,0x4601,1,,na,"[0,",,-21.2dB,17.5us,"[0,",1,,356.7,normal,0,invalid,-46.5dB,-68.8dB,na,na,4,0,0,,0.3,no
2025-08-04 12:35:47.294447,CSI,0x4601,2,"[7,",na,"[4,",1111,+33.1dB,15.3us,"[0,",1,1,356.8,normal,0,valid,-12.4dB,-12.4dB,0.22us,-85.8Hz,,,,,,
2025-08-04 12:35:47.314277,PHY,0x4601,1,,na,"[0,",,-29.8dB,21.7us,"[0,",1,,358.7,normal,0,invalid,-46.9dB,-77.4dB,na,na,4,0,0,,0.1,no
2025-08-04 12:35:47.314504,CSI,0x4601,2,"[7,",na,"[4,",1111,+31.2dB,12.6us,"[0,",1,1,358.8,normal,0,valid,-12.2dB,-12.2dB,0.23us,-11.6Hz,,,,,,
2025-08-04 12:35:47.334227,PHY,0x4601,1,,na,"[0,",,-17.0dB,14.7us,"[0,",1,,360.7,normal,0,invalid,-46.6dB,-64.4dB,na,na,4,0,0,,0.2,no
2025-08-04 12:35:47.334457,CSI,0x4601,2,"[7,",na,"[4,",1111,+33.7dB,12.5us,"[0,",1,1,360.8,normal,0,valid,-12.3dB,-12.3dB,0.23us,-175.1Hz,,,,,,
2025-08-04 12:35:47.354293,PHY,0x4601,1,,na,"[0,",,-17.6dB,15.9us,"[0,",1,,362.7,normal,0,invalid,-46.9dB,-65.5dB,na,na,4,0,0,,0.3,no
2025-08-04 12:35:47.354426,CSI,0x4601,2,"[7,",na,"[4,",1111,+33.4dB,12.0us,"[0,",1,1,362.8,normal,0,valid,-12.2dB,-12.3dB,0.22us,-92.2Hz,,,,,,
2025-08-04 12:35:47.374250,PHY,0x4601,1,,na,"[0,",,-17.0dB,14.4us,"[0,",1,,364.7,normal,0,invalid,-47.2dB,-64.5dB,na,na,4,0,0,,0.2,no
2025-08-04 12:35:47.374484,CSI,0x4601,2,"[7,",na,"[4,",1111,+34.1dB,12.3us,"[0,",1,1,364.8,normal,0,valid,-12.2dB,-12.3dB,0.22us,-93.9Hz,,,,,,
2025-08-04 12:35:47.394200,PHY,0x4601,1,,na,"[0,",,-28.8dB,14.8us,"[0,",1,,366.7,normal,0,invalid,-46.7dB,-76.1dB,na,na,4,0,0,,0.1,no
2025-08-04 12:35:47.394454,CSI,0x4601,2,"[7,",na,"[4,",1111,+34.3dB,11.7us,"[0,",1,1,366.8,normal,0,valid,-12.4dB,-12.4dB,0.22us,-58.3Hz,,,,,,
2025-08-04 12:35:47.414262,PHY,0x4601,1,,na,"[0,",,-27.8dB,14.7us,"[0,",1,,368.7,normal,0,invalid,-47.5dB,-75.8dB,na,na,4,0,0,,0.1,no
2025-08-04 12:35:47.414548,CSI,0x4601,2,"[7,",na,"[4,",1111,+31.9dB,12.8us,"[0,",1,1,368.8,normal,0,valid,-12.4dB,-12.5dB,0.23us,+76.1Hz,,,,,,
2025-08-04 12:35:47.434221,PHY,0x4601,1,,na,"[0,",,-16.7dB,13.8us,"[0,",1,,370.7,normal,0,invalid,-46.5dB,-64.2dB,na,na,4,0,0,,0.2,no
2025-08-04 12:35:47.434449,CSI,0x4601,2,"[7,",na,"[4,",1111,+35.4dB,11.4us,"[0,",1,1,370.8,normal,0,valid,-12.4dB,-12.5dB,0.22us,-104.6Hz,,,,,,
2025-08-04 12:35:47.454284,PHY,0x4601,1,,na,"[0,",,-18.2dB,14.4us,"[0,",1,,372.7,normal,0,invalid,-47.1dB,-66.3dB,na,na,4,0,0,,0.3,no
2025-08-04 12:35:47.454404,CSI,0x4601,2,"[7,",na,"[4,",1111,+32.9dB,14.0us,"[0,",1,1,372.8,normal,0,valid,-12.4dB,-12.5dB,0.24us,-153.4Hz,,,,,,
2025-08-04 12:35:47.474238,PHY,0x4601,1,,na,"[0,",,-11.6dB,14.4us,"[0,",1,,374.7,normal,0,invalid,-47.0dB,-60.0dB,na,na,4,0,0,,0.9,no
2025-08-04 12:35:47.474487,CSI,0x4601,2,"[7,",na,"[4,",1111,+32.4dB,12.1us,"[0,",1,1,374.8,normal,0,valid,-12.3dB,-12.4dB,0.23us,-36.9Hz,,,,,,
2025-08-04 12:35:47.494199,PHY,0x4601,1,,na,"[0,",,-26.8dB,14.3us,"[0,",1,,376.7,normal,0,invalid,-47.4dB,-74.9dB,na,na,4,0,0,,0.1,no
2025-08-04 12:35:47.494471,CSI,0x4601,2,"[7,",na,"[4,",1111,+34.9dB,11.7us,"[0,",1,1,376.8,normal,0,valid,-12.5dB,-12.5dB,0.24us,-40.6Hz,,,,,,
2025-08-04 12:35:47.514261,PHY,0x4601,1,,na,"[0,",,-14.8dB,14.5us,"[0,",1,,378.7,normal,0,invalid,-47.2dB,-62.5dB,na,na,4,0,0,,0.7,no
2025-08-04 12:35:47.514537,CSI,0x4601,2,"[7,",na,"[4,",1111,+30.8dB,11.9us,"[0,",1,1,378.8,normal,0,valid,-12.3dB,-12.4dB,0.25us,-110.2Hz,,,,,,
2025-08-04 12:35:47.534214,PHY,0x4601,1,,na,"[0,",,-15.4dB,15.0us,"[0,",1,,380.7,normal,0,invalid,-46.7dB,-62.3dB,na,na,4,0,0,,0.5,no
2025-08-04 12:35:47.534471,CSI,0x4601,2,"[7,",na,"[4,",1111,+30.0dB,12.5us,"[0,",1,1,380.8,normal,0,valid,-12.4dB,-12.4dB,0.21us,-21.2Hz,,,,,,
2025-08-04 12:35:47.554272,PHY,0x4601,1,,na,"[0,",,-29.4dB,15.7us,"[0,",1,,382.7,normal,0,invalid,-47.0dB,-76.8dB,na,na,4,0,0,,0.0,no
2025-08-04 12:35:47.554404,CSI,0x4601,2,"[7,",na,"[4,",1111,+30.9dB,12.4us,"[0,",1,1,382.8,normal,0,valid,-12.5dB,-12.5dB,0.25us,-35.4Hz,,,,,,
