time,log_type,ue_id,c_rnti,dl_rsrp,dl_rsrq,dl_sinr
2025-08-04 12:45:11.245057,ULMeasRept,0,4601,-98,-10.5,22.5
2025-08-04 12:45:11.364901,ULMeasRept,0,4601,-98,-10.5,22.5
2025-08-04 12:45:11.484925,ULMeasRept,0,4601,-98,-10.5,22.5
2025-08-04 12:45:11.604946,ULMeasRept,0,4601,-98,-10.5,22.5
2025-08-04 12:45:11.724865,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:11.844927,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:11.964867,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:12.084952,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:12.204838,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:12.324973,ULMeasRept,0,4601,-97,-10.5,22.0
2025-08-04 12:45:12.444932,ULMeasRept,0,4601,-97,-10.5,22.0
2025-08-04 12:45:12.564819,ULMeasRept,0,4601,-97,-10.5,22.0
2025-08-04 12:45:12.684911,ULMeasRept,0,4601,-97,-10.5,22.0
2025-08-04 12:45:12.804823,ULMeasRept,0,4601,-97,-10.5,22.0
2025-08-04 12:45:12.924913,ULMeasRept,0,4601,-97,-10.5,22.0
2025-08-04 12:45:13.044832,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:13.164875,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:13.284843,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:13.394954,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:13.524910,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:13.644917,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:13.764861,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:13.884944,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:14.014959,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:14.134913,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:14.254967,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:14.374867,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:14.494949,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:14.614928,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:14.734906,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:14.854861,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:14.984850,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:15.104949,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:15.224901,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:15.344904,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:15.464863,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:15.584983,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:15.704879,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:15.824927,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:15.944878,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:16.064972,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:16.184895,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:16.304858,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:16.424858,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:16.544906,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:16.664885,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:16.774935,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:16.894852,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:17.014934,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:17.134929,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:17.254930,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:17.380942,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:17.514935,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:17.629943,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:17.754921,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:17.869971,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:17.989838,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:18.114908,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:18.244928,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:18.364899,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:18.484845,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:18.604890,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:18.714962,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:18.835014,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:18.954948,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:19.104871,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:19.204873,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:19.324931,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:19.444876,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:19.564943,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:19.684872,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:19.804921,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:19.919917,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:20.044847,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:20.164918,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:20.284893,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:20.424927,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:20.524866,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:20.645022,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:20.765155,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:20.904952,ULMeasRept,0,4601,-110,-16.5,5.5
2025-08-04 12:45:21.004901,ULMeasRept,0,4601,-119,-19.5,-3.0
2025-08-04 12:45:21.135007,ULMeasRept,0,4601,-111,-15.0,9.5
2025-08-04 12:45:21.244995,ULMeasRept,0,4601,-106,-13.0,16.0
2025-08-04 12:45:21.389973,ULMeasRept,0,4601,-103,-11.5,19.5
2025-08-04 12:45:21.494934,ULMeasRept,0,4601,-101,-11.0,21.0
2025-08-04 12:45:21.614872,ULMeasRept,0,4601,-99,-11.0,21.5
2025-08-04 12:45:21.734902,ULMeasRept,0,4601,-98,-10.5,22.0
2025-08-04 12:45:21.854957,ULMeasRept,0,4601,-98,-10.5,22.5
2025-08-04 12:45:21.974913,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:22.094916,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:22.224917,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:22.334900,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:22.449907,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:22.580942,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:22.704910,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:22.821033,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:22.944881,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:23.054950,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:23.184897,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:23.304980,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:23.441046,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:23.544945,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:23.664879,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:23.789984,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:23.924882,ULMeasRept,0,4601,-97,-10.5,22.0
2025-08-04 12:45:24.045026,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:24.144931,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:24.284969,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:24.394968,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:24.520913,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:24.644993,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:24.760906,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:24.884872,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:25.000950,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:25.124967,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:25.234891,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:25.364895,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:25.480921,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:25.604935,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:25.724874,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:25.844995,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:25.964870,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:26.084962,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:26.194929,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:26.320913,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:26.434926,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:26.560924,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:26.684872,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:26.794882,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:26.924873,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:27.064919,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:27.164887,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:27.304902,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:27.424907,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:27.544893,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:27.664838,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:27.784929,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:27.894971,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:28.024929,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:28.134925,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:28.260943,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:28.384876,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:28.500944,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:28.624876,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:28.740914,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:28.864878,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:28.984935,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:29.089906,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:29.220967,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:29.344962,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:29.464879,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:29.584912,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:29.704908,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:29.814895,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:29.944857,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:30.060911,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:30.184870,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:30.300940,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:30.424911,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:30.540941,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:30.664929,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:30.774914,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:30.904903,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:31.014986,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:31.144924,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:31.260936,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:31.384948,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:31.504878,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:31.624906,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:31.744846,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:31.864959,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:31.974935,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:32.100926,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:32.224931,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:32.340950,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:32.464875,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:32.581012,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-04 12:45:32.704882,ULMeasRept,0,4601,-97,-10.5,22.5
