# iperf3 -p 5201 -c 10.45.0.5 -b 45M -t 0 --logfile /tmp/iperf3.log &
# Radar_Char,prf=500,gain=40,cFreq=3409100000.0,PW=0.00025,T=20,bw=2000000.0,sampRate=20000000.0
# gnb_config,gnb_id=411,gnb_id_bit_length=32,log={"filename":"/tmp/gnb.log","all_level":"info","lib_level":"warning","e2ap_level":"warning","config_level":"info","tracing_filename":"/tmp/tracing.log","rrc_level":"debug","ngap_level":"debug","sec_level":"warning","pdcp_level":"warning","sdap_level":"warning","cu_level":"warning","mac_level":"info","rlc_level":"warning","f1ap_level":"warning","f1u_level":"warning","gtpu_level":"warning","du_level":"warning","f1ap_json_enabled":false,"fapi_level":"warning","hal_level":"warning","broadcast_enabled":false,"ofh_level":"warning","radio_level":"info","phy_level":"warning"},metrics={"autostart_stdout_metrics":true,"enable_log":true},cu_cp={"amf":{"addr":"127.0.0.5","port":38412,"bind_addr":"127.0.0.5","supported_tracking_areas":"tac: 1\nplmn_list:\n  - plmn: 00101\n    tai_slice_support_list:\n      - sst: 1"},"mobility":{"trigger_handover_from_measurements":true,"cells":[{"nr_cell_id":6576,"periodic_report_cfg_id":1,"ncells":[{"nr_cell_id":6577,"report_configs":[2]}]},{"nr_cell_id":6577,"periodic_report_cfg_id":1,"ncells":[{"nr_cell_id":6576,"report_configs":[2]}]}],"report_configs":[{"report_cfg_id":1,"report_type":"periodical","report_interval_ms":480},{"report_cfg_id":2,"report_type":"event_triggered","event_triggered_report_type":"a3","meas_trigger_quantity":"rsrp","meas_trigger_quantity_offset_db":3,"hysteresis_db":0,"time_to_trigger_ms":100}]}},pcap={"ngap_filename":"/tmp/gnb_ngap.pcap","ngap_enable":false,"f1ap_filename":"/tmp/gnb_f1ap.pcap","f1ap_enable":false,"mac_filename":"/tmp/gnb_mac.pcap","mac_enable":false},cell_cfg={"pci":1,"dl_arfcn":627340,"band":78,"common_scs":30,"channel_bandwidth_MHz":20,"plmn":65,"tac":1,"ssb":{"ssb_block_power_dbm":-25},"pdsch":{"olla_target_bler":0.1},"pucch":{"p0_nominal":-84}},ru_sdr={"srate":23.04,"device_driver":"uhd","device_args":"type=b200,serial=315AF4C,num_recv_frames=64,num_send_frames=64","tx_gain":75,"rx_gain":60,"clock":"external","otw_format":"sc12"}
time,nof_prbs,nof_dl_slots,nof_ul_slots,nof_prach_preambles,error_indications,pdsch_rbs_per_slot,pusch_rbs_per_slot,pdschs_per_slot,puschs_per_slot,failed_pdcch,failed_uci,nof_ues,mean_latency,max_latency,max_latency_slot,total_dl_brate,total_ul_brate,max_crc_delay,max_ce_delay,max_pucch_harq_delay,events,slot,type,rnti,pci,cqi,dl_ri,dl_mcs,dl_brate,dl_nof_ok,dl_nof_nok,dl_error_rate,dl_bs,dl_nof_prbs,pusch_snr_db,pusch_rsrp_db,ul_ri,ul_mcs,ul_brate,ul_nof_ok,ul_nof_nok,ul_error_rate,ul_nof_prbs,bsr,sr_count,f0f1_invalid_harqs,f2f3f4_invalid_harqs,f2f3f4_invalid_csis,pusch_invalid_harqs,pusch_invalid_csis,ul_olla,ta,srs_ta,last_phr,avg_ul_ce_delay,max_ul_ce_delay,avg_crc_delay,avg_pusch_harq_delay,max_pusch_harq_delay,avg_pucch_harq_delay,dl_olla,ue_nof_prbs,ue_nof_dl_slots,ue_nof_ul_slots,ue_nof_prach_preambles,ue_error_indications,ue_pdsch_rbs_per_slot,ue_pusch_rbs_per_slot,ue_pdschs_per_slot,ue_puschs_per_slot,ue_failed_pdcch,ue_failed_uci,ue_nof_ues,ue_mean_latency,ue_max_latency,ue_max_latency_slot,ue_total_dl_brate,ue_total_ul_brate,ue_max_crc_delay,ue_max_ce_delay,ue_max_pucch_harq_delay,ue_events,ue_slot,ue_type,ue_rnti,ue_pci,ue_cqi,ue_dl_ri,ue_dl_mcs,ue_dl_brate,ue_dl_nof_ok,ue_dl_nof_nok,ue_dl_error_rate,ue_dl_bs,ue_dl_nof_prbs,ue_pusch_snr_db,ue_pusch_rsrp_db,ue_ul_ri,ue_ul_mcs,ue_ul_brate,ue_ul_nof_ok,ue_ul_nof_nok,ue_ul_error_rate,ue_ul_nof_prbs,ue_bsr,ue_sr_count,ue_f0f1_invalid_harqs,ue_f2f3f4_invalid_harqs,ue_f2f3f4_invalid_csis,ue_pusch_invalid_harqs,ue_pusch_invalid_csis,ue_ul_olla,ue_ta,ue_srs_ta,ue_last_phr,ue_avg_ul_ce_delay,ue_max_ul_ce_delay,ue_avg_crc_delay,ue_avg_pusch_harq_delay,ue_max_pusch_harq_delay,ue_avg_pucch_harq_delay,ue_dl_olla,ue_id,c_rnti,dl_rsrp,dl_rsrq,dl_sinr,ID,Transfer,Bitrate,Retr,Cwnd
2025-06-06 04:37:35.323080,51,575,247,0,0,0,0,0,0,0,0,0,1usec,209usec,158.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-06 04:37:36.323140,51,1400,600,1,0,0,0,0.01,0.00833,0,0,1,4usec,42usec,290.0,12kbps,17kbps,4.5ms,4.5ms,4ms,0x4601,278.8,ue_create,0x4601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,4601,1,12,1.0,13,12kbps,12,1,7%,0,80,30.8,-0.4,1,23,18kbps,4,0,0%,41,0,4,0,0,1,0,0,0,188ns,n/a,0,4.5ms,4.5ms,4.5ms,n/a,n/a,3.96ms,,0,4601,-109.0,-10.5,15.5,,,,,
2025-06-06 04:37:37.323231,51,1400,600,0,0,0,2,0.00786,0.143,0,0,1,8usec,29usec,367.0,10kbps,1.4Mbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,4601,1,12,1.0,20,11kbps,8,4,33%,0,22,31.4,-3.2,1,27,1.4Mbps,86,0,0%,1432,2.01k,2,0,0,0,0,0,0,369ns,n/a,-5,4.5ms,4.5ms,4.49ms,4.33ms,4.5ms,4ms,,0,4601,-104.0,-10.5,18.0,6.0,5.41,45.4,0.0,599.0
2025-06-06 04:37:38.323222,51,1400,600,0,0,21,2,0.439,0.163,0,0,1,11usec,37usec,472.4,17Mbps,1.6Mbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,4601,1,11,1.0,20,17Mbps,590,15,2%,366k,29609,32.0,-3.3,1,27,1.6Mbps,98,0,0%,1638,0,1,0,0,0,0,0,0,184ns,n/a,-1,4.5ms,4.5ms,4.46ms,4.07ms,4.5ms,3.95ms,0.35599887,0,4601,-106.0,-10.5,17.0,6.0,5.38,45.1,0.0,814.0
2025-06-06 04:37:39.323310,51,1400,600,0,0,49,0,1,0.105,0,0,1,13usec,37usec,504.6,47Mbps,442kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,4601,1,12,1.0,23,47Mbps,1335,65,4%,527k,69121,32.3,-0.1,1,27,443kbps,63,0,0%,457,198,35,0,0,0,0,0,0,140ns,n/a,-1,4.45ms,4.5ms,4.25ms,4.02ms,4.5ms,3.95ms,0.9649834,0,4601,-104.0,-10.5,18.0,6.0,5.38,45.1,0.0,925.0
2025-06-06 04:37:40.323187,51,1400,600,0,0,49,0,1,0.108,0,0,1,13usec,36usec,622.15,46Mbps,450kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4ms,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,12,1.0,23,46Mbps,1274,126,9%,657k,68965,32.3,-0.1,1,27,451kbps,65,0,0%,465,0,33,0,0,0,0,0,0,148ns,n/a,-1,4.48ms,4.5ms,4.23ms,4ms,4ms,3.94ms,,0,4601,-104.0,-10.5,18.0,6.0,5.38,45.1,0.0,1.02
2025-06-06 04:37:41.323299,51,1400,600,0,0,49,0,1,0.0983,0,0,1,13usec,41usec,748.15,46Mbps,409kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,13,1.0,23,46Mbps,1264,136,9%,769k,69083,32.2,-0.1,1,27,409kbps,59,0,0%,422,0,33,0,0,0,0,0,0,156ns,n/a,-1,4.47ms,4.5ms,4.26ms,4.03ms,4.5ms,3.95ms,0.90502566,0,4601,-104.0,-10.5,18.0,6.0,5.38,45.1,0.0,1.07
2025-06-06 04:37:42.323248,51,1400,600,0,0,49,0,1,0.0933,0,0,1,13usec,73usec,820.12,47Mbps,383kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4ms,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,4601,1,13,1.0,23,47Mbps,1273,127,9%,857k,69081,32.1,-0.0,1,27,384kbps,56,0,0%,396,0,36,0,0,0,0,0,0,164ns,n/a,-1,4.44ms,4.5ms,4.26ms,4ms,4ms,3.95ms,0.9060288,0,4601,-104.0,-10.5,18.0,6.0,5.38,45.1,0.0,1.26
2025-06-06 04:37:43.323230,51,1400,600,0,0,49,0,1,0.103,0,0,1,14usec,225usec,944.7,44Mbps,408kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,12,1.0,23,44Mbps,1222,178,12%,1.09M,69090,29.7,-1.7,1,27,409kbps,60,2,3%,436,0,35,6,1,1,2,0,-0.19800003,352ns,n/a,-2,4.49ms,4.5ms,4.25ms,4.01ms,4.5ms,3.93ms,0.5610306,0,4601,-104.0,-10.5,18.0,6.0,5.38,45.1,0.0,1.52
2025-06-06 04:37:44.323272,51,1400,600,0,0,49,0,1,0.102,0,0,1,13usec,40usec,33.16,47Mbps,422kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,12,1.0,23,47Mbps,1307,93,6%,1.23M,69111,31.4,-0.1,1,27,423kbps,61,0,0%,436,0,32,0,0,0,0,0,-0.19800003,383ns,n/a,-1,4.47ms,4.5ms,4.33ms,4.02ms,4.5ms,3.95ms,,0,4601,-104.0,-10.5,18.0,6.0,5.38,45.1,0.0,1.61
