# iperf3 -p 5201 -c 10.45.0.5 -b 45M -t 0 --logfile /tmp/iperf3.log &
# gnb_config,gnb_id=411,gnb_id_bit_length=32,log={"filename":"/tmp/gnb.log","all_level":"info","lib_level":"warning","e2ap_level":"warning","config_level":"info","tracing_filename":"/tmp/tracing.log","rrc_level":"debug","ngap_level":"debug","sec_level":"warning","pdcp_level":"warning","sdap_level":"warning","cu_level":"warning","mac_level":"info","rlc_level":"warning","f1ap_level":"warning","f1u_level":"warning","gtpu_level":"warning","du_level":"warning","f1ap_json_enabled":false,"fapi_level":"warning","hal_level":"warning","broadcast_enabled":false,"ofh_level":"warning","radio_level":"info","phy_level":"warning"},metrics={"autostart_stdout_metrics":true,"enable_log":true},cu_cp={"amf":{"addr":"127.0.0.5","port":38412,"bind_addr":"127.0.0.5","supported_tracking_areas":"tac: 1\nplmn_list:\n  - plmn: 00101\n    tai_slice_support_list:\n      - sst: 1"},"mobility":{"trigger_handover_from_measurements":true,"cells":[{"nr_cell_id":6576,"periodic_report_cfg_id":1,"ncells":[{"nr_cell_id":6577,"report_configs":[2]}]},{"nr_cell_id":6577,"periodic_report_cfg_id":1,"ncells":[{"nr_cell_id":6576,"report_configs":[2]}]}],"report_configs":[{"report_cfg_id":1,"report_type":"periodical","report_interval_ms":480},{"report_cfg_id":2,"report_type":"event_triggered","event_triggered_report_type":"a3","meas_trigger_quantity":"rsrp","meas_trigger_quantity_offset_db":3,"hysteresis_db":0,"time_to_trigger_ms":100}]}},pcap={"ngap_filename":"/tmp/gnb_ngap.pcap","ngap_enable":false,"f1ap_filename":"/tmp/gnb_f1ap.pcap","f1ap_enable":false,"mac_filename":"/tmp/gnb_mac.pcap","mac_enable":false},cell_cfg={"pci":1,"dl_arfcn":627340,"band":78,"common_scs":30,"channel_bandwidth_MHz":20,"plmn":65,"tac":1,"ssb":{"ssb_block_power_dbm":-25},"pdsch":{"olla_target_bler":0.1},"pucch":{"p0_nominal":-84}},ru_sdr={"srate":23.04,"device_driver":"uhd","device_args":"type=b200,serial=315AF4C,num_recv_frames=64,num_send_frames=64","tx_gain":75,"rx_gain":60,"clock":"external","otw_format":"sc12"}
time,total_dl_brate,total_ul_brate,nof_prbs,nof_dl_slots,nof_ul_slots,nof_prach_preambles,error_indications,pdsch_rbs_per_slot,pusch_rbs_per_slot,pdschs_per_slot,puschs_per_slot,failed_pdcch,failed_uci,nof_ues,mean_latency,max_latency,max_latency_slot,max_crc_delay,max_ce_delay,max_pucch_harq_delay,max_pusch_harq_delay,pci,rnti,cqi,dl_ri,dl_mcs,dl_brate,dl_nof_ok,dl_nof_nok,dl_error_rate,dl_bs,dl_nof_prbs,dl_olla,pusch_snr_db,pusch_rsrp_db,ul_ri,ul_mcs,ul_brate,ul_nof_ok,ul_nof_nok,ul_error_rate,ul_nof_prbs,bsr,sr_count,f0f1_invalid_harqs,f2f3f4_invalid_harqs,f2f3f4_invalid_csis,pusch_invalid_harqs,pusch_invalid_csis,ul_olla,ta,srs_ta,last_phr,avg_ul_ce_delay,max_ul_ce_delay,avg_crc_delay,avg_pusch_harq_delay,avg_pucch_harq_delay,events,slot,type,prf,gain,cFreq,PW,T,bw,sampRate,ue_total_dl_brate,ue_total_ul_brate,ue_nof_prbs,ue_nof_dl_slots,ue_nof_ul_slots,ue_nof_prach_preambles,ue_error_indications,ue_pdsch_rbs_per_slot,ue_pusch_rbs_per_slot,ue_pdschs_per_slot,ue_puschs_per_slot,ue_failed_pdcch,ue_failed_uci,ue_nof_ues,ue_mean_latency,ue_max_latency,ue_max_latency_slot,ue_max_crc_delay,ue_max_ce_delay,ue_max_pucch_harq_delay,ue_max_pusch_harq_delay,ue_pci,ue_rnti,ue_cqi,ue_dl_ri,ue_dl_mcs,ue_dl_brate,ue_dl_nof_ok,ue_dl_nof_nok,ue_dl_error_rate,ue_dl_bs,ue_dl_nof_prbs,ue_dl_olla,ue_pusch_snr_db,ue_pusch_rsrp_db,ue_ul_ri,ue_ul_mcs,ue_ul_brate,ue_ul_nof_ok,ue_ul_nof_nok,ue_ul_error_rate,ue_ul_nof_prbs,ue_bsr,ue_sr_count,ue_f0f1_invalid_harqs,ue_f2f3f4_invalid_harqs,ue_f2f3f4_invalid_csis,ue_pusch_invalid_harqs,ue_pusch_invalid_csis,ue_ul_olla,ue_ta,ue_srs_ta,ue_last_phr,ue_avg_ul_ce_delay,ue_max_ul_ce_delay,ue_avg_crc_delay,ue_avg_pusch_harq_delay,ue_avg_pucch_harq_delay,ue_events,ue_slot,ue_type,ue_prf,ue_gain,ue_cFreq,ue_PW,ue_T,ue_bw,ue_sampRate,ue_id,c_rnti,dl_rsrp,dl_rsrq,dl_sinr,ID,Transfer,Bitrate,Retr,Cwnd
2025-06-06 16:46:12.148957,11Mbps,332kbps,51,1400,600,0,100,49,0,1,0.0833,0,0,1,13usec,39usec,316.16,4.5ms,4.5ms,4ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,4.5ms,1,461b,4,1.0,6,11Mbps,1187,113,8%,1.84M,68873,1.0009277,29.5,-10.6,1,27,332kbps,49,0,0%,350,0,45,0,0,0,0,0,-5,159ns,n/a,-6,4.47ms,4.5ms,4.32ms,4.01ms,3.91ms,,,,,,,,,,,18,461b,-121.0,-15.0,2.5,6.0,384.0,3.15,0.0,1.88
2025-06-06 16:46:13.148924,11Mbps,341kbps,51,1400,600,0,100,49,0,1,0.0817,0,0,1,13usec,40usec,382.3,4.5ms,4.5ms,4ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,4.5ms,1,461b,4,1.0,6,11Mbps,1177,123,9%,2.01M,68956,0.96891874,29.4,-10.6,1,27,341kbps,50,0,0%,345,0,44,0,0,0,0,0,-5,167ns,n/a,-6,4.5ms,4.5ms,4.35ms,4.01ms,3.91ms,,,,,,,,,,,18,461b,-121.0,-15.0,2.5,6.0,896.0,7.34,0.0,2.27
2025-06-06 16:46:14.148858,11Mbps,359kbps,51,1400,600,0,100,49,0,1,0.0883,0,0,1,13usec,36usec,460.3,4.5ms,4.5ms,4ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,4.5ms,1,461b,4,1.0,6,11Mbps,1183,117,9%,1.97M,69008,0.9519088,29.4,-10.7,1,27,360kbps,53,0,0%,371,0,44,0,0,0,0,0,-5,173ns,n/a,-6,4.47ms,4.5ms,4.26ms,4.01ms,3.92ms,,,,,,,,,,,18,461b,-121.0,-15.0,2.5,6.0,1.12,9.44,0.0,2.66
2025-06-06 16:46:15.148938,11Mbps,325kbps,51,1400,600,0,100,49,0,1,0.0817,0,0,1,13usec,74usec,585.13,4.5ms,4.5ms,4ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,4ms,1,461b,4,1.0,6,11Mbps,1187,113,8%,1.94M,68872,0.9808978,29.4,-10.8,1,27,326kbps,48,0,0%,343,0,47,0,0,0,0,0,-5,181ns,n/a,-6,4.49ms,4.5ms,4.33ms,4ms,3.91ms,,,,,,,,,,,18,461b,-121.0,-15.0,2.5,6.0,512.0,4.19,0.0,2.67
2025-06-06 16:46:16.148854,11Mbps,318kbps,51,1400,600,0,100,49,0,1,0.0767,0,0,1,13usec,44usec,689.15,4.5ms,4.5ms,4ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,4.5ms,1,461b,4,1.0,6,11Mbps,1182,118,9%,2.05M,68946,0.9608879,29.5,-10.5,1,27,319kbps,47,0,0%,322,0,47,0,0,0,0,0,-5,188ns,n/a,-6,4.5ms,4.5ms,4.31ms,4.05ms,3.92ms,,,,,,,,,,,18,461b,-121.0,-15.0,2.5,6.0,896.0,7.34,0.0,2.67
2025-06-06 16:46:17.148867,11Mbps,332kbps,51,1400,600,0,100,49,0,1,0.0833,0,0,1,13usec,47usec,802.12,4.5ms,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4.5ms,1,461b,4,1.0,6,11Mbps,1187,113,8%,2.01M,68865,0.9898782,29.5,-10.5,1,27,332kbps,49,0,0%,350,0,49,0,0,0,0,0,-5,187ns,n/a,-7,4.47ms,4.5ms,4.29ms,4.02ms,3.91ms,,,,,,,,,,,18,461b,-121.0,-15.0,2.5,6.0,1.0,8.39,0.0,2.67
2025-06-06 16:46:18.149035,11Mbps,332kbps,51,1400,600,0,100,49,0,1,0.08,0,0,1,13usec,54usec,916.16,4.5ms,4.5ms,4ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,4.5ms,1,461b,4,1.0,6,11Mbps,1183,117,9%,1.98M,68882,0.97286856,29.6,-10.6,1,27,332kbps,49,0,0%,336,0,49,0,0,0,0,0,-5,140ns,n/a,-7,4.5ms,4.5ms,4.32ms,4.02ms,3.91ms,,,,,,,,,,,18,461b,-121.0,-15.0,2.5,6.0,512.0,4.19,0.0,2.67
2025-06-06 16:46:19.148915,11Mbps,325kbps,51,1400,600,0,100,49,0,1,0.08,0,0,1,13usec,42usec,971.15,4.5ms,4.5ms,4ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,4.5ms,1,461b,4,1.0,6,11Mbps,1184,116,8%,1.95M,68865,0.998858,29.4,-10.9,1,27,326kbps,48,0,0%,336,0,47,0,0,0,0,0,-5,148ns,n/a,-6,4.49ms,4.5ms,4.36ms,4.03ms,3.91ms,,,,,,,,,,,18,461b,-121.0,-15.0,2.5,6.0,640.0,5.24,0.0,2.67
2025-06-06 16:46:20.148938,11Mbps,325kbps,51,1400,600,0,100,49,0,1,0.0817,0,0,1,13usec,33usec,34.5,4.5ms,4.5ms,4ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,4.5ms,1,461b,4,1.0,6,11Mbps,1182,118,9%,2.05M,68914,0.9688484,29.7,-10.4,1,27,326kbps,48,0,0%,343,0,48,0,0,0,0,0,-5,154ns,n/a,-6,4.49ms,4.5ms,4.3ms,4.02ms,3.91ms,,,,,,,,,,,18,461b,-121.0,-15.0,3.0,6.0,384.0,3.15,0.0,2.67
2025-06-06 16:46:21.148816,11Mbps,332kbps,51,1400,600,0,100,49,0,1,0.08,0,0,1,13usec,35usec,200.2,4.5ms,4.5ms,4ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,4.5ms,1,461b,4,1.0,6,11Mbps,1185,115,8%,2.01M,68903,,29.7,-10.3,1,27,332kbps,49,0,0%,336,0,49,0,0,0,0,0,-5,163ns,n/a,-6,4.49ms,4.5ms,4.32ms,4.02ms,3.91ms,,,,,,,,,,,18,461b,-121.0,-15.0,2.5,6.0,640.0,5.24,0.0,2.67
2025-06-06 16:46:22.148905,11Mbps,332kbps,51,1400,600,0,100,49,0,1,0.0833,0,0,1,13usec,33usec,244.16,4.5ms,4.5ms,4ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,4.5ms,1,461b,4,1.0,6,11Mbps,1180,120,9%,1.98M,68872,,29.4,-10.6,1,27,332kbps,49,0,0%,350,0,49,0,0,0,0,0,-5,171ns,n/a,-6,4.47ms,4.5ms,4.29ms,4.02ms,3.91ms,,,,,,,,,,,18,461b,-121.0,-15.0,2.0,6.0,768.0,6.29,0.0,2.67
2025-06-06 16:46:23.148763,11Mbps,325kbps,51,1400,600,0,100,49,0,1,0.0783,0,0,1,13usec,36usec,348.16,4.5ms,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4ms,1,461b,4,1.0,6,11Mbps,1185,115,8%,1.95M,68872,,29.3,-10.8,1,27,326kbps,48,0,0%,329,0,48,0,0,0,0,0,-5,175ns,n/a,-6,4.48ms,4.5ms,4.34ms,4ms,3.91ms,,,,,,,,,,,18,461b,-121.0,-15.0,2.5,6.0,768.0,6.29,0.0,2.67
2025-06-06 16:46:24.148877,11Mbps,325kbps,51,1400,600,0,100,49,0,1,0.0817,0,0,1,13usec,37usec,438.16,4.5ms,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4.5ms,1,461b,4,1.0,6,11Mbps,1182,118,9%,2.06M,68873,0.9968066,29.4,-10.5,1,27,326kbps,48,0,0%,343,0,48,0,0,0,0,0,-5,185ns,n/a,-6,4.48ms,4.5ms,4.33ms,4.01ms,3.91ms,,,,,,,,,,,18,461b,-121.0,-15.0,2.5,6.0,896.0,7.34,0.0,2.67
2025-06-06 16:46:25.148872,11Mbps,318kbps,51,1400,600,0,100,49,0,1,0.0767,0,0,1,13usec,37usec,569.15,4.5ms,4.5ms,4ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,4.5ms,1,461b,4,1.0,6,11Mbps,1182,118,9%,2.03M,68914,0.99479604,29.5,-10.4,1,27,319kbps,47,0,0%,322,0,47,0,0,0,0,0,-5,193ns,n/a,-7,4.49ms,4.5ms,4.38ms,4.03ms,3.91ms,,,,,,,,,,,18,461b,-121.0,-15.0,2.5,6.0,1.12,9.44,0.0,2.67
2025-06-06 16:46:26.148890,11Mbps,318kbps,51,1400,600,0,100,49,0,1,0.0783,0,0,1,13usec,42usec,715.6,4.5ms,4.5ms,4ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,4ms,1,461b,4,1.0,6,11Mbps,1195,105,8%,2.05M,68882,1.1307935,29.2,-10.9,1,27,319kbps,47,0,0%,329,0,47,0,0,0,0,0,-5,150ns,n/a,-7,4.5ms,4.5ms,4.35ms,4ms,3.92ms,,,,,,,,,,,18,461b,-121.0,-15.0,2.5,6.0,1.0,8.39,0.0,2.67
2025-06-06 16:46:27.148816,10Mbps,339kbps,51,1400,600,0,100,49,0,1,0.085,0,0,1,13usec,39usec,756.3,4.5ms,4.5ms,4ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,4.5ms,1,461b,4,1.0,5,10Mbps,1161,139,10%,2.03M,68975,0.9368106,29.3,-10.8,1,27,339kbps,50,0,0%,357,0,50,0,0,0,0,0,-5,144ns,n/a,-7,4.47ms,4.5ms,4.29ms,4.01ms,3.91ms,,,,,,,,,,,18,461b,-121.0,-15.0,2.5,6.0,1.12,9.44,0.0,2.67
2025-06-06 16:46:28.148771,11Mbps,339kbps,51,1400,600,0,100,49,0,1,0.0817,0,0,1,13usec,37usec,848.19,4.5ms,4.5ms,4ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,4.5ms,1,461b,4,1.0,6,11Mbps,1189,111,8%,2M,68852,0.985799,29.4,-10.4,1,27,339kbps,50,0,0%,343,0,49,0,0,0,0,0,-5,152ns,n/a,-7,4.49ms,4.5ms,4.3ms,4.02ms,3.91ms,,,,,,,,,,,18,461b,-121.0,-15.0,2.0,6.0,896.0,7.34,0.0,2.67
2025-06-06 16:46:29.148877,11Mbps,339kbps,51,1400,600,0,100,49,0,1,0.0833,0,0,1,13usec,35usec,935.15,4.5ms,4.5ms,4ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,4.5ms,1,461b,4,1.0,6,11Mbps,1182,118,9%,1.98M,68823,0.9557876,29.5,-10.2,1,27,339kbps,50,0,0%,350,0,50,0,0,0,0,0,-5,159ns,n/a,-7,4.46ms,4.5ms,4.28ms,4.04ms,3.91ms,,,,,,,,,,,18,461b,-121.0,-15.0,2.5,6.0,1.0,8.39,0.0,2.67
2025-06-06 16:46:30.148840,11Mbps,325kbps,51,1400,600,0,100,49,0,1,0.08,0,0,1,13usec,38usec,86.16,4.5ms,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4.5ms,1,461b,4,1.0,6,11Mbps,1182,118,9%,2.01M,69046,0.9497909,29.2,-10.8,1,27,326kbps,48,0,0%,336,0,48,0,0,0,0,0,-5,167ns,n/a,-6,4.46ms,4.5ms,4.3ms,4.02ms,3.92ms,,,,,,,,,,,18,461b,-121.0,-15.0,2.5,6.0,1.0,8.39,0.0,2.67
2025-06-06 16:46:31.148871,11Mbps,339kbps,51,1400,600,0,100,49,0,1,0.0833,0,0,1,12usec,35usec,147.15,4.5ms,4.5ms,4ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,4ms,1,461b,4,1.0,6,11Mbps,1188,112,8%,1.97M,68914,0.9887809,29.6,-10.3,1,27,339kbps,50,0,0%,350,0,50,0,0,0,0,0,-5,173ns,n/a,-6,4.46ms,4.5ms,4.22ms,4ms,3.9ms,,,,,,,,,,,18,461b,-120.0,-14.5,3.0,6.0,1.0,8.39,0.0,2.67
2025-06-06 16:46:32.148814,11Mbps,332kbps,51,1400,600,0,100,49,0,1,0.0817,0,0,1,13usec,37usec,221.15,4.5ms,4.5ms,4ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,4.5ms,1,461b,4,1.0,6,11Mbps,1185,115,8%,2.07M,68845,0.99777067,29.7,-10.2,1,27,332kbps,49,0,0%,343,0,49,0,0,0,0,0,-5,180ns,n/a,-6,4.43ms,4.5ms,4.22ms,4.01ms,3.91ms,,,,,,,,,,,18,461b,-120.0,-14.5,3.5,6.0,1.0,8.39,0.0,2.67
2025-06-06 16:46:33.148772,11Mbps,305kbps,51,1400,600,0,100,49,0,1,0.075,0,0,1,13usec,48usec,366.11,4.5ms,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4.5ms,1,461b,4,1.0,6,11Mbps,1178,122,9%,2.05M,68956,0.95776176,29.6,-10.4,1,27,305kbps,45,0,0%,315,0,45,0,0,0,0,0,-5,188ns,n/a,-6,4.48ms,4.5ms,4.23ms,4.02ms,3.92ms,,,,,,,,,,,18,461b,-121.0,-14.5,2.5,6.0,640.0,5.24,0.0,2.67
2025-06-06 16:46:34.148741,11Mbps,325kbps,51,1400,600,0,100,49,0,1,0.0817,0,0,1,13usec,37usec,436.16,4.5ms,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4.5ms,1,461b,4,1.0,6,11Mbps,1184,116,8%,2.01M,68872,0.958751,29.5,-10.6,1,27,326kbps,48,0,0%,343,0,48,0,0,0,0,0,-5,190ns,n/a,-6,4.48ms,4.5ms,4.28ms,4.01ms,3.91ms,,,,,,,,,,,18,461b,-121.0,-14.5,2.5,6.0,640.0,5.24,0.0,2.67
2025-06-06 16:46:35.148883,11Mbps,325kbps,51,1400,600,0,100,49,0,1,0.0783,0,0,1,13usec,50usec,593.3,4.5ms,4.5ms,4ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,4.5ms,1,461b,4,1.0,6,11Mbps,1183,117,9%,1.98M,68966,0.9657406,29.7,-10.2,1,27,326kbps,48,0,0%,329,0,46,0,0,0,0,0,-5,141ns,n/a,-6,4.46ms,4.5ms,4.31ms,4.05ms,3.91ms,,,,,,,,,,,18,461b,-121.0,-14.5,3.0,6.0,512.0,4.19,0.0,2.67
2025-06-06 16:46:36.148878,11Mbps,325kbps,51,1400,600,0,100,49,0,1,0.08,0,0,1,15usec,55usec,689.3,4.5ms,4.5ms,4ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,4.5ms,1,461b,4,1.0,6,11Mbps,1186,114,8%,583k,68852,0.9757301,29.8,-10.0,1,27,326kbps,48,0,0%,336,0,49,0,0,0,0,0,-5,149ns,n/a,-6,4.44ms,4.5ms,4.24ms,4ms,3.92ms,,,,,,,,,,,18,461b,-120.0,-14.5,3.0,6.0,640.0,5.24,0.0,2.67
2025-06-06 16:46:37.148757,,,51,1400,600,0,100,0,0,0.0979,0.015,0,0,0,6usec,53usec,716.12,,,,,,0x461b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x461b,716.17,ue_reconf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,512.0,4.19,0.0,2.67
2025-06-06 16:46:38.148654,,,51,1400,600,0,100,0,0,0,0,0,0,0,4usec,19usec,828.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,640.0,5.24,0.0,2.67
2025-06-06 16:46:39.148715,,,51,1400,600,0,100,0,0,0,0,0,0,0,5usec,24usec,973.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,768.0,6.29,0.0,2.67
2025-06-06 16:46:40.148670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,60,3410100000.0,0.0001,20,2000000.0,20000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,768.0,6.29,0.0,2.67
