# iperf3 -p 5201 -c 10.45.0.5 -b 45M -t 0 --logfile /tmp/iperf3.log &
# Radar_Char,prf=400,gain=60,cFreq=3408100000.0,PW=0.0001,T=20,bw=2000000.0,sampRate=20000000.0
# gnb_config,gnb_id=411,gnb_id_bit_length=32,log={"filename":"/tmp/gnb.log","all_level":"info","lib_level":"warning","e2ap_level":"warning","config_level":"info","tracing_filename":"/tmp/tracing.log","rrc_level":"debug","ngap_level":"info","sec_level":"warning","pdcp_level":"warning","sdap_level":"warning","cu_level":"warning","mac_level":"info","rlc_level":"warning","f1ap_level":"warning","f1u_level":"warning","gtpu_level":"warning","du_level":"warning","f1ap_json_enabled":false,"fapi_level":"warning","hal_level":"warning","broadcast_enabled":false,"ofh_level":"warning","radio_level":"info","phy_level":"warning"},metrics={"autostart_stdout_metrics":true,"enable_log":true},cu_cp={"amf":{"addr":"127.0.0.5","port":38412,"bind_addr":"127.0.0.5","supported_tracking_areas":"tac: 1\nplmn_list:\n  - plmn: 00101\n    tai_slice_support_list:\n      - sst: 1"},"mobility":{"trigger_handover_from_measurements":true,"cells":[{"nr_cell_id":6576,"periodic_report_cfg_id":1,"ncells":[{"nr_cell_id":6577,"report_configs":[2]}]},{"nr_cell_id":6577,"periodic_report_cfg_id":1,"ncells":[{"nr_cell_id":6576,"report_configs":[2]}]}],"report_configs":[{"report_cfg_id":1,"report_type":"periodical","report_interval_ms":480},{"report_cfg_id":2,"report_type":"event_triggered","event_triggered_report_type":"a3","meas_trigger_quantity":"rsrp","meas_trigger_quantity_offset_db":3,"hysteresis_db":0,"time_to_trigger_ms":100}]}},pcap={"ngap_filename":"/tmp/gnb_ngap.pcap","ngap_enable":false,"f1ap_filename":"/tmp/gnb_f1ap.pcap","f1ap_enable":false,"mac_filename":"/tmp/gnb_mac.pcap","mac_enable":false},cell_cfg={"pci":1,"dl_arfcn":627340,"band":78,"common_scs":30,"channel_bandwidth_MHz":20,"plmn":65,"tac":1,"ssb":{"ssb_block_power_dbm":-25},"pdsch":{"olla_target_bler":0.1},"pucch":{"p0_nominal":-84}},ru_sdr={"srate":23.04,"device_driver":"uhd","device_args":"type=b200,serial=315AF4C,num_recv_frames=64,num_send_frames=64","tx_gain":75,"rx_gain":60,"clock":"external","otw_format":"sc12"}
time,nof_prbs,nof_dl_slots,nof_ul_slots,nof_prach_preambles,error_indications,pdsch_rbs_per_slot,pusch_rbs_per_slot,pdschs_per_slot,puschs_per_slot,failed_pdcch,failed_uci,nof_ues,mean_latency,max_latency,max_latency_slot,total_dl_brate,max_pucch_harq_delay,events,slot,type,pci,rnti,cqi,dl_ri,dl_mcs,dl_brate,dl_nof_ok,dl_nof_nok,dl_error_rate,dl_bs,dl_nof_prbs,dl_olla,pusch_snr_db,pusch_rsrp_db,ul_ri,ul_mcs,ul_brate,ul_nof_ok,ul_nof_nok,ul_error_rate,ul_nof_prbs,bsr,sr_count,f0f1_invalid_harqs,f2f3f4_invalid_harqs,f2f3f4_invalid_csis,pusch_invalid_harqs,pusch_invalid_csis,ta,srs_ta,last_phr,avg_ul_ce_delay,max_ul_ce_delay,avg_crc_delay,max_crc_delay,avg_pusch_harq_delay,max_pusch_harq_delay,avg_pucch_harq_delay,total_ul_brate,max_ce_delay,ul_olla,ue_nof_prbs,ue_nof_dl_slots,ue_nof_ul_slots,ue_nof_prach_preambles,ue_error_indications,ue_pdsch_rbs_per_slot,ue_pusch_rbs_per_slot,ue_pdschs_per_slot,ue_puschs_per_slot,ue_failed_pdcch,ue_failed_uci,ue_nof_ues,ue_mean_latency,ue_max_latency,ue_max_latency_slot,ue_total_dl_brate,ue_max_pucch_harq_delay,ue_events,ue_slot,ue_type,ue_pci,ue_rnti,ue_cqi,ue_dl_ri,ue_dl_mcs,ue_dl_brate,ue_dl_nof_ok,ue_dl_nof_nok,ue_dl_error_rate,ue_dl_bs,ue_dl_nof_prbs,ue_dl_olla,ue_pusch_snr_db,ue_pusch_rsrp_db,ue_ul_ri,ue_ul_mcs,ue_ul_brate,ue_ul_nof_ok,ue_ul_nof_nok,ue_ul_error_rate,ue_ul_nof_prbs,ue_bsr,ue_sr_count,ue_f0f1_invalid_harqs,ue_f2f3f4_invalid_harqs,ue_f2f3f4_invalid_csis,ue_pusch_invalid_harqs,ue_pusch_invalid_csis,ue_ta,ue_srs_ta,ue_last_phr,ue_avg_ul_ce_delay,ue_max_ul_ce_delay,ue_avg_crc_delay,ue_max_crc_delay,ue_avg_pusch_harq_delay,ue_max_pusch_harq_delay,ue_avg_pucch_harq_delay,ue_total_ul_brate,ue_max_ce_delay,ue_ul_olla,ue_id,c_rnti,dl_rsrp,dl_rsrq,dl_sinr,ID,Transfer,Bitrate,Retr,Cwnd
2025-06-05 15:04:53.776913,51,1400,599,0,0,48,0,0.976,0.0985,0,0,1,14usec,72usec,88.6,44Mbps,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,404kbps,4.5ms,,,,,,,,,,,,,,,,,,4.5ms,,,,1,4601,12,1.0,23,44Mbps,1237,129,9%,597k,67368,0.959017,31.5,-1.0,1,27,404kbps,58,2,3%,424,535,36,3,0,0,1,0,137ns,n/a,0,4.47ms,4.5ms,4.18ms,4.5ms,4.04ms,4.5ms,3.93ms,,,-0.49300006,0,4601,-104.0,-10.5,18.0,6.0,5.12,43.0,0.0,842.0
2025-06-05 15:04:54.776964,51,1400,600,0,0,49,0,1,0.125,0,0,1,13usec,34usec,199.16,47Mbps,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,563kbps,4.5ms,,,,,,,,,,,,,,,,,,4ms,,,,1,4601,12,1.0,23,47Mbps,1296,104,7%,711k,69105,,32.1,-0.2,1,27,563kbps,75,0,0%,581,0,26,0,0,0,0,0,144ns,n/a,0,4.48ms,4.5ms,4.28ms,4.5ms,4.03ms,4.5ms,3.96ms,,,-0.49300006,0,4601,-105.0,-10.5,18.5,6.0,2.38,19.9,0.0,898.0
2025-06-05 15:04:55.776890,51,1400,600,0,0,48,0,1,0.085,0,0,1,13usec,40usec,264.15,27Mbps,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,345kbps,4.5ms,,,,,,,,,,,,,,,,,,4.5ms,,,,1,4601,10,1.0,16,27Mbps,1132,268,19%,865k,68460,-0.17697032,32.2,ovl,1,27,346kbps,51,0,0%,357,10,43,0,0,0,0,0,148ns,n/a,0,4.48ms,4.5ms,4.31ms,4.5ms,4.04ms,4.5ms,3.94ms,,,-0.49300006,0,4601,-105.0,-10.5,18.0,6.0,2.38,19.9,0.0,946.0
2025-06-05 15:04:56.776960,51,1400,600,0,0,49,0,1,0.09,0,0,1,13usec,37usec,369.15,21Mbps,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,366kbps,4.5ms,,,,,,,,,,,,,,,,,,4.5ms,,,,1,4601,7,1.0,11,21Mbps,1343,57,4%,931k,68880,0.5030228,32.1,ovl,1,27,366kbps,54,0,0%,378,0,36,0,0,0,0,0,156ns,n/a,0,4.49ms,4.5ms,4.25ms,4.5ms,4.04ms,4.5ms,3.95ms,,,-0.49300006,0,4601,-105.0,-10.5,18.0,6.0,2.38,19.9,0.0,979.0
2025-06-05 15:04:57.776826,51,1400,600,0,0,49,0,1,0.0833,0,0,1,13usec,38usec,492.15,20Mbps,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,332kbps,4.5ms,,,,,,,,,,,,,,,,,,4ms,,,,1,4601,7,1.0,11,20Mbps,1273,127,9%,937k,68967,,30.4,-1.2,1,27,332kbps,49,1,2%,350,0,47,0,0,0,1,0,287ns,n/a,0,4.48ms,4.5ms,4.24ms,4.5ms,4ms,4ms,3.93ms,,,-0.59200007,0,4601,-105.0,-10.5,18.0,6.0,2.25,18.9,0.0,999.0
2025-06-05 15:04:58.776832,51,1400,600,0,0,49,0,1,0.0867,0,0,1,13usec,41usec,632.5,20Mbps,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,352kbps,4.5ms,,,,,,,,,,,,,,,,,,4.5ms,,,,1,4601,6,1.0,10,20Mbps,1333,67,4%,963k,69100,1.0720025,31.2,ovl,1,27,353kbps,52,0,0%,364,0,43,0,0,0,0,0,377ns,n/a,0,4.47ms,4.5ms,4.26ms,4.5ms,4.02ms,4.5ms,3.94ms,,,-0.59200007,0,4601,-105.0,-10.5,18.0,6.0,2.38,19.9,0.0,1011.0
2025-06-05 15:04:59.776845,51,1400,600,0,0,49,0,1,0.0817,0,0,1,13usec,46usec,698.10,21Mbps,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,332kbps,4.5ms,,,,,,,,,,,,,,,,,,4ms,,,,1,4601,6,1.0,12,21Mbps,1262,138,9%,1.02M,68967,,31.4,ovl,1,27,332kbps,49,0,0%,343,0,45,0,1,0,0,0,357ns,n/a,0,4.5ms,4.5ms,4.31ms,4.5ms,4ms,4ms,3.94ms,,,-0.59200007,0,4601,-105.0,-10.5,18.0,6.0,2.12,17.8,0.0,1016.0
2025-06-05 15:05:00.776891,51,1400,600,0,0,49,0,1,0.085,0,0,1,13usec,42usec,755.16,19Mbps,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,345kbps,4.5ms,,,,,,,,,,,,,,,,,,4ms,,,,1,4601,6,1.0,11,19Mbps,1253,147,10%,1M,68943,,31.7,ovl,1,27,346kbps,51,0,0%,357,384,46,0,0,0,0,0,244ns,n/a,0,4.46ms,4.5ms,4.29ms,4.5ms,4.03ms,4.5ms,3.94ms,,,-0.59200007,0,4601,-105.0,-10.5,18.0,6.0,2.25,18.9,0.0,1016.0
2025-06-05 15:05:01.776853,51,1400,600,0,0,49,0,1,0.085,0,0,1,13usec,34usec,857.16,19Mbps,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,345kbps,4.5ms,,,,,,,,,,,,,,,,,,4ms,,,,1,4601,6,1.0,10,19Mbps,1309,91,6%,1.02M,68729,1.1080762,32.1,ovl,1,27,346kbps,51,0,0%,357,0,46,0,0,0,0,0,136ns,n/a,0,4.48ms,4.5ms,4.27ms,4.5ms,4.02ms,4.5ms,3.94ms,,,-0.59200007,0,4601,-105.0,-10.5,18.0,6.0,2.25,18.9,0.0,1016.0
2025-06-05 15:05:02.776850,51,1400,600,0,0,49,0,1,0.0833,0,0,1,13usec,33usec,1007.16,20Mbps,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,339kbps,4.5ms,,,,,,,,,,,,,,,,,,4.5ms,,,,1,4601,6,1.0,11,20Mbps,1280,120,8%,996k,69051,,32.0,ovl,1,27,339kbps,50,0,0%,350,0,50,0,0,0,0,0,141ns,n/a,0,4.49ms,4.5ms,4.25ms,4.5ms,4.03ms,4.5ms,3.93ms,,,-0.59200007,0,4601,-105.0,-10.5,18.0,6.0,2.38,19.9,0.0,1020.0
2025-06-05 15:05:03.776864,51,1400,600,0,0,49,0,1,0.0833,0,0,1,13usec,43usec,85.3,20Mbps,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,339kbps,4.5ms,,,,,,,,,,,,,,,,,,4ms,,,,1,4601,6,1.0,11,20Mbps,1290,110,7%,969k,68988,1.3141955,32.0,ovl,1,27,339kbps,50,0,0%,350,0,49,0,0,0,0,0,149ns,n/a,0,4.47ms,4.5ms,4.19ms,4.5ms,4.01ms,4.5ms,3.93ms,,,-0.59200007,0,4601,-105.0,-10.5,18.0,6.0,2.38,19.9,0.0,1.01
2025-06-05 15:05:04.776762,51,1400,600,0,0,49,0,1,0.0833,0,0,1,13usec,44usec,217.3,21Mbps,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,339kbps,4.5ms,,,,,,,,,,,,,,,,,,4ms,,,,1,4601,7,1.0,12,21Mbps,1218,182,13%,1.04M,68775,0.7522371,32.0,ovl,1,27,339kbps,50,0,0%,350,0,50,0,0,0,0,0,156ns,n/a,0,4.47ms,4.5ms,4.22ms,4.5ms,4.02ms,4.5ms,3.93ms,,,-0.59200007,0,4601,-105.0,-10.5,18.0,6.0,2.25,18.9,0.0,1.02
2025-06-05 15:05:05.776824,51,1400,600,0,0,49,0,1,0.0917,0,0,1,13usec,41usec,256.15,20Mbps,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,373kbps,4.5ms,,,,,,,,,,,,,,,,,,4.5ms,,,,1,4601,7,1.0,11,20Mbps,1271,129,9%,1.02M,68925,0.71622217,31.6,ovl,1,27,373kbps,55,0,0%,385,74,43,0,0,0,0,0,302ns,n/a,0,4.46ms,4.5ms,4.31ms,4.5ms,4.03ms,4.5ms,3.94ms,,,-0.59200007,0,4601,-105.0,-10.5,18.0,6.0,2.5,21.0,0.0,1.05
2025-06-05 15:05:06.776894,51,1400,600,0,0,49,0,1,0.085,0,0,1,13usec,43usec,366.16,21Mbps,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,345kbps,4.5ms,,,,,,,,,,,,,,,,,,4.5ms,,,,1,4601,6,1.0,11,21Mbps,1313,87,6%,1.07M,69142,1.0992506,31.3,ovl,1,27,346kbps,51,0,0%,357,0,39,0,0,0,0,0,378ns,n/a,0,4.5ms,4.5ms,4.24ms,4.5ms,4.01ms,4.5ms,3.94ms,,,-0.59200007,0,4601,-105.0,-10.5,18.0,6.0,2.25,18.9,0.0,1.1
