# iperf3 -p 5201 -c 10.45.0.5 -b 45M -t 0 --logfile /tmp/iperf3.log &
# Radar_Char,prf=100,gain=60,cFreq=3410100000.0,PW=0.0001,T=20,bw=2000000.0,sampRate=20000000.0
# gnb_config,gnb_id=411,gnb_id_bit_length=32,log={"filename":"/tmp/gnb.log","all_level":"info","lib_level":"warning","e2ap_level":"warning","config_level":"info","tracing_filename":"/tmp/tracing.log","rrc_level":"debug","ngap_level":"debug","sec_level":"warning","pdcp_level":"warning","sdap_level":"warning","cu_level":"warning","mac_level":"info","rlc_level":"warning","f1ap_level":"warning","f1u_level":"warning","gtpu_level":"warning","du_level":"warning","f1ap_json_enabled":false,"fapi_level":"warning","hal_level":"warning","broadcast_enabled":false,"ofh_level":"warning","radio_level":"info","phy_level":"warning"},metrics={"autostart_stdout_metrics":true,"enable_log":true},cu_cp={"amf":{"addr":"127.0.0.5","port":38412,"bind_addr":"127.0.0.5","supported_tracking_areas":"tac: 1\nplmn_list:\n  - plmn: 00101\n    tai_slice_support_list:\n      - sst: 1"},"mobility":{"trigger_handover_from_measurements":true,"cells":[{"nr_cell_id":6576,"periodic_report_cfg_id":1,"ncells":[{"nr_cell_id":6577,"report_configs":[2]}]},{"nr_cell_id":6577,"periodic_report_cfg_id":1,"ncells":[{"nr_cell_id":6576,"report_configs":[2]}]}],"report_configs":[{"report_cfg_id":1,"report_type":"periodical","report_interval_ms":480},{"report_cfg_id":2,"report_type":"event_triggered","event_triggered_report_type":"a3","meas_trigger_quantity":"rsrp","meas_trigger_quantity_offset_db":3,"hysteresis_db":0,"time_to_trigger_ms":100}]}},pcap={"ngap_filename":"/tmp/gnb_ngap.pcap","ngap_enable":false,"f1ap_filename":"/tmp/gnb_f1ap.pcap","f1ap_enable":false,"mac_filename":"/tmp/gnb_mac.pcap","mac_enable":false},cell_cfg={"pci":1,"dl_arfcn":627340,"band":78,"common_scs":30,"channel_bandwidth_MHz":20,"plmn":65,"tac":1,"ssb":{"ssb_block_power_dbm":-25},"pdsch":{"olla_target_bler":0.1},"pucch":{"p0_nominal":-84}},ru_sdr={"srate":23.04,"device_driver":"uhd","device_args":"type=b200,serial=315AF4C,num_recv_frames=64,num_send_frames=64","tx_gain":75,"rx_gain":60,"clock":"external","otw_format":"sc12"}
time,nof_prbs,nof_dl_slots,nof_ul_slots,nof_prach_preambles,error_indications,pdsch_rbs_per_slot,pusch_rbs_per_slot,pdschs_per_slot,puschs_per_slot,failed_pdcch,failed_uci,nof_ues,mean_latency,max_latency,max_latency_slot,events,slot,type,rnti,total_dl_brate,total_ul_brate,max_crc_delay,max_ce_delay,max_pucch_harq_delay,pci,cqi,dl_ri,dl_mcs,dl_brate,dl_nof_ok,dl_nof_nok,dl_error_rate,dl_bs,dl_nof_prbs,dl_olla,pusch_snr_db,pusch_rsrp_db,ul_ri,ul_mcs,ul_brate,ul_nof_ok,ul_nof_nok,ul_error_rate,ul_nof_prbs,bsr,sr_count,f0f1_invalid_harqs,f2f3f4_invalid_harqs,f2f3f4_invalid_csis,pusch_invalid_harqs,pusch_invalid_csis,ul_olla,ta,srs_ta,last_phr,avg_ul_ce_delay,max_ul_ce_delay,avg_crc_delay,avg_pusch_harq_delay,max_pusch_harq_delay,avg_pucch_harq_delay,ue_nof_prbs,ue_nof_dl_slots,ue_nof_ul_slots,ue_nof_prach_preambles,ue_error_indications,ue_pdsch_rbs_per_slot,ue_pusch_rbs_per_slot,ue_pdschs_per_slot,ue_puschs_per_slot,ue_failed_pdcch,ue_failed_uci,ue_nof_ues,ue_mean_latency,ue_max_latency,ue_max_latency_slot,ue_events,ue_slot,ue_type,ue_rnti,ue_total_dl_brate,ue_total_ul_brate,ue_max_crc_delay,ue_max_ce_delay,ue_max_pucch_harq_delay,ue_pci,ue_cqi,ue_dl_ri,ue_dl_mcs,ue_dl_brate,ue_dl_nof_ok,ue_dl_nof_nok,ue_dl_error_rate,ue_dl_bs,ue_dl_nof_prbs,ue_dl_olla,ue_pusch_snr_db,ue_pusch_rsrp_db,ue_ul_ri,ue_ul_mcs,ue_ul_brate,ue_ul_nof_ok,ue_ul_nof_nok,ue_ul_error_rate,ue_ul_nof_prbs,ue_bsr,ue_sr_count,ue_f0f1_invalid_harqs,ue_f2f3f4_invalid_harqs,ue_f2f3f4_invalid_csis,ue_pusch_invalid_harqs,ue_pusch_invalid_csis,ue_ul_olla,ue_ta,ue_srs_ta,ue_last_phr,ue_avg_ul_ce_delay,ue_max_ul_ce_delay,ue_avg_crc_delay,ue_avg_pusch_harq_delay,ue_max_pusch_harq_delay,ue_avg_pucch_harq_delay,ue_id,c_rnti,dl_rsrp,dl_rsrq,dl_sinr,ID,Transfer,Bitrate,Retr,Cwnd
2025-06-06 17:05:57.927466,51,1400,600,0,0,49,0,1,0.085,0,0,1,13usec,36usec,151.6,,,,,16Mbps,345kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4ms,1,5,1.0,8,16Mbps,1277,123,8%,1.22M,69107,0.94283706,29.1,-11.0,1,27,346kbps,51,0,0%,357,0,50,0,0,0,0,0,-0.5920001,191ns,n/a,-7,4.47ms,4.5ms,4.35ms,4.02ms,4.5ms,4ms,1,4602,-121.0,-14.0,3.0,,,,,
2025-06-06 17:05:58.927577,51,1400,600,0,0,49,0,1,0.085,0,0,1,13usec,36usec,228.6,,,,,16Mbps,345kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4.5ms,1,5,1.0,8,16Mbps,1280,120,8%,1.33M,69143,,29.1,-10.9,1,27,346kbps,51,0,0%,357,0,49,0,0,0,0,0,-0.5920001,150ns,n/a,-7,4.48ms,4.5ms,4.25ms,4.04ms,4.5ms,4ms,1,4602,-121.0,-13.5,3.5,,,,,
2025-06-06 17:05:59.927602,51,1400,600,0,0,49,0,1,0.085,0,0,1,13usec,48usec,300.16,,,,,16Mbps,355kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4.5ms,1,5,1.0,8,16Mbps,1263,137,9%,1.43M,69094,,29.2,-11.0,1,27,356kbps,51,0,0%,367,0,50,0,0,0,0,0,-0.5920001,143ns,n/a,-7,4.47ms,4.5ms,4.2ms,4.04ms,4.5ms,4ms,1,4602,-121.0,-14.0,3.5,,,,,
2025-06-06 17:06:00.927583,51,1400,600,0,0,49,0,1,0.085,0,0,1,13usec,38usec,435.3,,,,,16Mbps,345kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4.5ms,1,5,1.0,8,16Mbps,1270,130,9%,1.59M,69133,,29.2,-10.9,1,27,346kbps,51,0,0%,357,0,50,0,0,0,0,0,-0.5920001,149ns,n/a,-7,4.49ms,4.5ms,4.31ms,4.02ms,4.5ms,4ms,1,4602,-120.0,-13.5,3.5,,,,,
2025-06-06 17:06:01.927623,51,1400,600,0,0,49,0,1,0.0817,0,0,1,13usec,35usec,541.3,,,,,16Mbps,332kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4ms,1,5,1.0,8,16Mbps,1277,123,8%,1.89M,69122,,29.2,-11.0,1,27,332kbps,49,0,0%,343,0,49,0,0,0,0,0,-0.5920001,156ns,n/a,-7,4.47ms,4.5ms,4.31ms,4.02ms,4.5ms,4ms,1,4602,-121.0,-13.5,3.5,,,,,
2025-06-06 17:06:02.927734,51,1400,600,0,0,49,0,1,0.102,0,0,1,13usec,44usec,567.6,,,,,16Mbps,413kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4.5ms,1,5,1.0,8,16Mbps,1271,129,9%,1.96M,69153,,29.1,-11.0,1,27,414kbps,61,0,0%,427,0,50,0,0,0,0,0,-0.5920001,163ns,n/a,-7,4.43ms,4.5ms,4.25ms,4.02ms,4.5ms,4ms,1,4602,-120.0,-13.5,3.5,,,,,
2025-06-06 17:06:03.927792,51,1400,600,0,0,49,0,1,0.09,0,0,1,13usec,38usec,671.3,,,,,16Mbps,366kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4.5ms,1,5,1.0,8,16Mbps,1270,130,9%,1.92M,69104,0.8237489,29.1,-11.0,1,27,366kbps,54,0,0%,378,0,50,0,0,0,0,0,-0.5920001,171ns,n/a,-7,4.45ms,4.5ms,4.24ms,4.03ms,4.5ms,4ms,1,4602,-121.0,-13.5,3.5,,,,,
2025-06-06 17:06:04.927777,51,1400,600,0,0,49,0,1,0.085,0,0,1,12usec,37usec,766.1,,,,,16Mbps,345kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4ms,1,5,1.0,8,16Mbps,1265,135,9%,2.02M,69115,,29.2,-10.9,1,27,346kbps,51,0,0%,357,0,50,0,0,0,0,0,-0.5920001,177ns,n/a,-7,4.48ms,4.5ms,4.24ms,4.03ms,4.5ms,4ms,1,4602,-121.0,-13.5,4.0,,,,,
2025-06-06 17:06:05.927880,51,1400,600,0,0,49,0,1,0.0833,0,0,1,12usec,40usec,900.6,,,,,16Mbps,339kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4.5ms,1,5,1.0,8,16Mbps,1282,118,8%,1.98M,68999,0.8097189,29.1,-11.0,1,27,339kbps,50,0,0%,350,0,50,0,0,0,0,0,-0.5920001,185ns,n/a,-7,4.46ms,4.5ms,4.28ms,4ms,4ms,4ms,1,4602,-121.0,-13.5,3.5,,,,,
2025-06-06 17:06:06.927859,51,1400,600,0,0,49,0,1,0.0833,0,0,1,13usec,38usec,969.5,,,,,16Mbps,339kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4.5ms,1,5,1.0,8,16Mbps,1269,131,9%,1.94M,69132,,29.1,-11.0,1,27,339kbps,50,0,0%,350,0,50,0,0,0,0,0,-0.5920001,193ns,n/a,-7,4.48ms,4.5ms,4.3ms,4.01ms,4.5ms,4ms,1,4602,-121.0,-14.0,3.5,,,,,
2025-06-06 17:06:07.927978,51,1400,600,0,0,49,0,1,0.0833,0,0,1,13usec,35usec,45.3,,,,,16Mbps,332kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4ms,1,5,1.0,8,16Mbps,1264,136,9%,1.92M,69146,,28.4,-11.9,1,27,332kbps,49,1,2%,350,0,49,2,0,0,1,0,-0.69100016,149ns,n/a,-6,4.48ms,4.5ms,4.25ms,4.03ms,4.5ms,4ms,1,4602,-120.0,-13.5,3.5,,,,,
2025-06-06 17:06:08.928176,51,1400,600,0,0,49,0,1,0.0833,0,0,1,13usec,35usec,130.5,,,,,16Mbps,339kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4ms,1,5,1.0,8,16Mbps,1272,128,9%,2.02M,69136,,29.2,-11.0,1,27,339kbps,50,0,0%,350,0,50,0,0,0,0,0,-0.69100016,146ns,n/a,-7,4.48ms,4.5ms,4.27ms,4.03ms,4.5ms,4ms,1,4602,-121.0,-13.5,3.5,,,,,
2025-06-06 17:06:09.928058,51,1400,600,0,0,49,0,1,0.0833,0,0,1,12usec,35usec,266.1,,,,,16Mbps,339kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4.5ms,1,5,1.0,8,16Mbps,1275,125,8%,1.98M,69115,0.65965885,29.2,-11.0,1,27,339kbps,50,0,0%,350,0,50,0,0,0,0,0,-0.69100016,152ns,n/a,-7,4.5ms,4.5ms,4.26ms,4.05ms,4.5ms,4ms,1,4602,-121.0,-13.5,4.0,,,,,
2025-06-06 17:06:10.928229,51,1400,600,0,0,49,0,1,0.0833,0,0,1,13usec,38usec,379.3,,,,,16Mbps,339kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4ms,1,5,1.0,8,16Mbps,1264,136,9%,1.95M,69163,,29.2,-11.0,1,27,339kbps,50,0,0%,350,0,50,0,0,0,0,0,-0.69100016,159ns,n/a,-7,4.46ms,4.5ms,4.25ms,4.01ms,4.5ms,4ms,1,4602,-121.0,-14.0,4.0,,,,,
2025-06-06 17:06:11.928169,51,1400,600,0,0,49,0,1,0.0817,0,0,1,12usec,36usec,443.3,,,,,16Mbps,332kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4ms,1,5,1.0,8,16Mbps,1270,130,9%,1.91M,69132,,29.2,-11.0,1,27,332kbps,49,0,0%,343,0,49,0,0,0,0,0,-0.69100016,166ns,n/a,-7,4.48ms,4.5ms,4.26ms,4.04ms,4.5ms,4ms,1,4602,-121.0,-13.5,3.5,,,,,
2025-06-06 17:06:12.928276,51,1400,600,0,0,49,0,1,0.0867,0,0,1,13usec,39usec,597.4,,,,,16Mbps,352kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4ms,1,5,1.0,8,16Mbps,1276,124,8%,2.04M,69154,,29.2,-11.0,1,27,353kbps,52,0,0%,364,0,50,0,0,0,0,0,-0.69100016,173ns,n/a,-7,4.49ms,4.5ms,4.33ms,4.02ms,4.5ms,4ms,1,4602,-121.0,-14.0,3.5,,,,,
2025-06-06 17:06:13.928267,51,1400,600,0,0,49,0,1,0.0817,0,0,1,13usec,51usec,708.12,,,,,16Mbps,332kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4.5ms,1,5,1.0,8,16Mbps,1285,115,8%,1.99M,69135,,29.2,-10.9,1,27,332kbps,49,0,0%,343,0,49,0,0,0,0,0,-0.69100016,181ns,n/a,-7,4.5ms,4.5ms,4.34ms,4.04ms,4.5ms,4ms,1,4602,-121.0,-13.5,3.5,,,,,
2025-06-06 17:06:14.928374,51,1400,600,0,0,49,0,1,0.085,0,0,1,13usec,41usec,792.3,,,,,16Mbps,345kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4.5ms,1,5,1.0,8,16Mbps,1272,128,9%,1.95M,69115,0.6255838,29.2,-11.0,1,27,346kbps,51,0,0%,357,0,50,0,0,0,0,0,-0.69100016,187ns,n/a,-7,4.46ms,4.5ms,4.31ms,4.02ms,4.5ms,4ms,1,4602,-121.0,-13.5,4.0,,,,,
2025-06-06 17:06:15.928517,51,1397,600,0,2,49,0,1,0.0917,0,0,1,15usec,74usec,920.16,,,,,15Mbps,382kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4.5ms,1,5,1.0,8,15Mbps,1252,145,10%,1.99M,68952,0.46656895,29.1,-11.1,1,27,383kbps,55,0,0%,395,0,50,2,2,1,0,0,-0.69100016,172ns,n/a,-7,4.45ms,4.5ms,4.33ms,4.08ms,4.5ms,4ms,1,4602,-121.0,-13.5,3.5,,,,,
2025-06-06 17:06:16.928482,51,1400,600,0,0,49,0,1,0.0867,0,0,1,14usec,68usec,933.3,,,,,15Mbps,352kbps,4.5ms,4.5ms,5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,5ms,1,5,1.0,8,15Mbps,1277,123,8%,2M,69143,,29.2,-11.0,1,27,353kbps,52,0,0%,364,0,50,2,0,0,0,0,-0.69100016,141ns,n/a,-7,4.49ms,4.5ms,4.27ms,4.06ms,4.5ms,4.01ms,1,4602,-121.0,-13.5,3.5,,,,,
2025-06-06 17:06:17.928581,51,1400,600,0,0,49,0,1,0.0883,0,0,1,13usec,36usec,53.0,,,,,15Mbps,359kbps,4.5ms,4.5ms,5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,5ms,1,5,1.0,8,15Mbps,1273,127,9%,1.91M,69128,,29.2,-10.9,1,27,360kbps,53,0,0%,371,10,50,0,0,0,0,0,-0.69100016,146ns,n/a,-7,4.5ms,4.5ms,4.31ms,4.02ms,4.5ms,4ms,1,4602,-121.0,-13.5,3.5,,,,,
2025-06-06 17:06:18.928513,51,1400,600,0,0,49,0,1,0.085,0,0,1,13usec,36usec,127.4,,,,,16Mbps,345kbps,4.5ms,4.5ms,5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,5ms,1,5,1.0,8,16Mbps,1281,119,8%,2.04M,69163,,29.2,-11.0,1,27,346kbps,51,0,0%,357,0,50,0,0,0,0,0,-0.69100016,154ns,n/a,-7,4.44ms,4.5ms,4.25ms,4.01ms,4.5ms,4ms,1,4602,-121.0,-14.0,3.5,,,,,
2025-06-06 17:06:19.928630,51,1400,600,0,0,49,0,1,0.09,0,0,1,12usec,37usec,292.17,,,,,15Mbps,366kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4ms,1,5,1.0,8,15Mbps,1272,128,9%,2.03M,69136,0.52450895,29.1,-10.9,1,27,366kbps,54,0,0%,378,0,50,0,0,0,0,0,-0.69100016,160ns,n/a,-7,4.47ms,4.5ms,4.3ms,4ms,4ms,4ms,1,4602,-120.0,-13.5,3.5,,,,,
2025-06-06 17:06:20.928873,51,1400,600,0,0,49,0,1,0.0817,0,0,1,13usec,38usec,346.16,,,,,16Mbps,332kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4.5ms,1,5,1.0,8,16Mbps,1277,123,8%,1.99M,69105,0.55249393,29.2,-10.9,1,27,332kbps,49,0,0%,343,0,49,0,0,0,0,0,-0.69100016,168ns,n/a,-7,4.49ms,4.5ms,4.26ms,4.01ms,4.5ms,4ms,1,4602,-121.0,-14.0,3.5,,,,,
2025-06-06 17:06:21.928758,51,1400,600,0,0,49,0,1,0.0833,0,0,1,13usec,41usec,492.5,,,,,15Mbps,339kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4.5ms,1,5,1.0,8,15Mbps,1269,131,9%,1.99M,69118,0.5074789,29.3,-11.0,1,27,339kbps,50,0,0%,350,0,50,0,0,0,0,0,-0.69100016,174ns,n/a,-7,4.45ms,4.5ms,4.27ms,4.04ms,4.5ms,4ms,1,4602,-121.0,-14.0,4.0,,,,,
2025-06-06 17:06:22.928921,51,1400,600,0,0,49,0,1,0.085,0,0,1,13usec,41usec,563.3,,,,,15Mbps,345kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4.5ms,1,5,1.0,8,15Mbps,1274,126,9%,1.98M,69132,,29.1,-11.0,1,27,346kbps,51,0,0%,357,0,50,0,0,0,0,0,-0.69100016,182ns,n/a,-7,4.5ms,4.5ms,4.24ms,4.02ms,4.5ms,4ms,1,4602,-120.0,-13.5,4.0,,,,,
2025-06-06 17:06:23.928880,51,1400,600,0,0,49,0,1,0.085,0,0,1,13usec,46usec,644.15,,,,,16Mbps,345kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4.5ms,1,5,1.0,8,16Mbps,1278,122,8%,1.96M,69136,,29.1,-11.0,1,27,346kbps,51,0,0%,357,0,50,0,0,0,0,0,-0.69100016,188ns,n/a,-7,4.48ms,4.5ms,4.29ms,4.02ms,4.5ms,4ms,1,4602,-121.0,-13.5,3.5,,,,,
2025-06-06 17:06:24.928873,51,1400,600,0,0,49,0,1,0.0883,0,0,1,13usec,47usec,751.3,,,,,15Mbps,359kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4ms,1,5,1.0,8,15Mbps,1271,129,9%,1.95M,69132,,29.2,-11.0,1,27,360kbps,53,0,0%,371,0,50,0,0,0,0,0,-0.69100016,165ns,n/a,-7,4.42ms,4.5ms,4.29ms,4.05ms,4.5ms,4ms,1,4602,-121.0,-13.5,4.0,,,,,
2025-06-06 17:06:25.929042,51,1400,600,0,0,49,0,1,0.0867,0,0,1,12usec,37usec,895.3,,,,,15Mbps,352kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4.5ms,1,5,1.0,8,15Mbps,1274,126,9%,1.96M,69184,,29.1,-11.0,1,27,353kbps,52,0,0%,364,0,50,0,0,0,0,0,-0.69100016,140ns,n/a,-6,4.49ms,4.5ms,4.36ms,4ms,4ms,4ms,1,4602,-121.0,-14.0,3.5,,,,,
2025-06-06 17:06:26.929050,51,1400,600,0,0,49,0,1,0.0833,0,0,1,13usec,34usec,948.4,,,,,16Mbps,339kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4.5ms,1,5,1.0,8,16Mbps,1282,118,8%,1.91M,69076,,29.2,-11.0,1,27,339kbps,50,0,0%,350,0,50,0,0,0,0,0,-0.69100016,148ns,n/a,-7,4.48ms,4.5ms,4.3ms,4.03ms,4.5ms,4ms,1,4602,-121.0,-13.5,3.5,,,,,
2025-06-06 17:06:27.929196,51,1400,600,0,0,49,0,1,0.0833,0,0,1,12usec,38usec,1017.3,,,,,16Mbps,339kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4.5ms,1,5,1.0,8,16Mbps,1269,131,9%,2.01M,69086,0.53738886,29.2,-11.0,1,27,339kbps,50,0,0%,350,0,50,0,0,0,0,0,-0.69100016,154ns,n/a,-7,4.49ms,4.5ms,4.28ms,4.03ms,4.5ms,4ms,1,4602,-120.0,-13.5,3.5,,,,,
2025-06-06 17:06:28.929123,51,1400,600,0,0,49,0,1,0.085,0,0,1,13usec,43usec,125.16,,,,,16Mbps,345kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4.5ms,1,5,1.0,8,16Mbps,1277,123,8%,1.96M,69115,,29.2,-11.0,1,27,346kbps,51,0,0%,357,0,50,0,0,0,0,0,-0.69100016,161ns,n/a,-7,4.47ms,4.5ms,4.25ms,4.01ms,4.5ms,4ms,1,4602,-121.0,-14.0,3.5,,,,,
2025-06-06 17:06:29.929261,51,1400,600,0,0,49,0,1,0.085,0,0,1,13usec,58usec,237.7,,,,,16Mbps,345kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4ms,1,5,1.0,8,16Mbps,1268,132,9%,1.95M,69048,,29.2,-11.0,1,27,346kbps,51,0,0%,357,0,50,0,0,0,0,0,-0.69100016,168ns,n/a,-6,4.48ms,4.5ms,4.27ms,4.04ms,4.5ms,4ms,1,4602,-120.0,-13.5,4.0,,,,,
2025-06-06 17:06:30.929280,51,1400,600,0,0,49,0,1,0.0833,0,0,1,12usec,38usec,361.3,,,,,16Mbps,339kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4ms,1,5,1.0,8,16Mbps,1274,126,9%,1.94M,69153,,29.2,-11.0,1,27,339kbps,50,0,0%,350,0,50,0,0,0,0,0,-0.69100016,176ns,n/a,-7,4.47ms,4.5ms,4.26ms,4.02ms,4.5ms,4ms,1,4602,-121.0,-13.5,4.0,,,,,
2025-06-06 17:06:31.929367,51,1400,600,0,0,49,0,1,0.0883,0,0,1,12usec,44usec,391.2,,,,,16Mbps,359kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4.5ms,1,5,1.0,8,16Mbps,1278,122,8%,1.92M,69156,,29.1,-11.0,1,27,360kbps,53,0,0%,371,0,50,0,0,0,0,0,-0.69100016,182ns,n/a,-7,4.46ms,4.5ms,4.22ms,4.02ms,4.5ms,4ms,1,4602,-120.0,-14.0,4.0,,,,,
2025-06-06 17:06:32.929470,51,1400,600,0,0,49,0,1,0.0867,0,0,1,13usec,68usec,566.5,,,,,15Mbps,352kbps,4.5ms,4.5ms,5.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,5.5ms,1,5,1.0,8,15Mbps,1265,135,9%,1.98M,69122,0.500314,29.2,-10.9,1,27,353kbps,52,0,0%,364,0,49,0,1,1,0,0,-0.69100016,189ns,n/a,-7,4.46ms,4.5ms,4.24ms,4.02ms,4.5ms,4ms,1,4602,-121.0,-14.0,3.5,,,,,
