# iperf3 -p 5201 -c 10.45.0.5 -b 45M -t 0 --logfile /tmp/iperf3.log &
# Radar_Char,prf=100,gain=60,cFreq=3410100000.0,PW=0.0001,T=20,bw=2000000.0,sampRate=20000000.0
# gnb_config,gnb_id=411,gnb_id_bit_length=32,log={"filename":"/tmp/gnb.log","all_level":"info","lib_level":"warning","e2ap_level":"warning","config_level":"info","tracing_filename":"/tmp/tracing.log","rrc_level":"debug","ngap_level":"debug","sec_level":"warning","pdcp_level":"warning","sdap_level":"warning","cu_level":"warning","mac_level":"info","rlc_level":"warning","f1ap_level":"warning","f1u_level":"warning","gtpu_level":"warning","du_level":"warning","f1ap_json_enabled":false,"fapi_level":"warning","hal_level":"warning","broadcast_enabled":false,"ofh_level":"warning","radio_level":"info","phy_level":"warning"},metrics={"autostart_stdout_metrics":true,"enable_log":true},cu_cp={"amf":{"addr":"127.0.0.5","port":38412,"bind_addr":"127.0.0.5","supported_tracking_areas":"tac: 1\nplmn_list:\n  - plmn: 00101\n    tai_slice_support_list:\n      - sst: 1"},"mobility":{"trigger_handover_from_measurements":true,"cells":[{"nr_cell_id":6576,"periodic_report_cfg_id":1,"ncells":[{"nr_cell_id":6577,"report_configs":[2]}]},{"nr_cell_id":6577,"periodic_report_cfg_id":1,"ncells":[{"nr_cell_id":6576,"report_configs":[2]}]}],"report_configs":[{"report_cfg_id":1,"report_type":"periodical","report_interval_ms":480},{"report_cfg_id":2,"report_type":"event_triggered","event_triggered_report_type":"a3","meas_trigger_quantity":"rsrp","meas_trigger_quantity_offset_db":3,"hysteresis_db":0,"time_to_trigger_ms":100}]}},pcap={"ngap_filename":"/tmp/gnb_ngap.pcap","ngap_enable":false,"f1ap_filename":"/tmp/gnb_f1ap.pcap","f1ap_enable":false,"mac_filename":"/tmp/gnb_mac.pcap","mac_enable":false},cell_cfg={"pci":1,"dl_arfcn":627340,"band":78,"common_scs":30,"channel_bandwidth_MHz":20,"plmn":65,"tac":1,"ssb":{"ssb_block_power_dbm":-25},"pdsch":{"olla_target_bler":0.1},"pucch":{"p0_nominal":-84}},ru_sdr={"srate":23.04,"device_driver":"uhd","device_args":"type=b200,serial=315AF4C,num_recv_frames=64,num_send_frames=64","tx_gain":75,"rx_gain":60,"clock":"external","otw_format":"sc12"}
time,nof_prbs,nof_dl_slots,nof_ul_slots,nof_prach_preambles,error_indications,pdsch_rbs_per_slot,pusch_rbs_per_slot,pdschs_per_slot,puschs_per_slot,failed_pdcch,failed_uci,nof_ues,mean_latency,max_latency,max_latency_slot,events,slot,type,rnti,total_dl_brate,total_ul_brate,max_crc_delay,max_ce_delay,max_pucch_harq_delay,pci,cqi,dl_ri,dl_mcs,dl_brate,dl_nof_ok,dl_nof_nok,dl_error_rate,dl_bs,dl_nof_prbs,dl_olla,pusch_snr_db,pusch_rsrp_db,ul_ri,ul_mcs,ul_brate,ul_nof_ok,ul_nof_nok,ul_error_rate,ul_nof_prbs,bsr,sr_count,f0f1_invalid_harqs,f2f3f4_invalid_harqs,f2f3f4_invalid_csis,pusch_invalid_harqs,pusch_invalid_csis,ul_olla,ta,srs_ta,last_phr,avg_ul_ce_delay,max_ul_ce_delay,avg_crc_delay,avg_pusch_harq_delay,max_pusch_harq_delay,avg_pucch_harq_delay,ue_nof_prbs,ue_nof_dl_slots,ue_nof_ul_slots,ue_nof_prach_preambles,ue_error_indications,ue_pdsch_rbs_per_slot,ue_pusch_rbs_per_slot,ue_pdschs_per_slot,ue_puschs_per_slot,ue_failed_pdcch,ue_failed_uci,ue_nof_ues,ue_mean_latency,ue_max_latency,ue_max_latency_slot,ue_events,ue_slot,ue_type,ue_rnti,ue_total_dl_brate,ue_total_ul_brate,ue_max_crc_delay,ue_max_ce_delay,ue_max_pucch_harq_delay,ue_pci,ue_cqi,ue_dl_ri,ue_dl_mcs,ue_dl_brate,ue_dl_nof_ok,ue_dl_nof_nok,ue_dl_error_rate,ue_dl_bs,ue_dl_nof_prbs,ue_dl_olla,ue_pusch_snr_db,ue_pusch_rsrp_db,ue_ul_ri,ue_ul_mcs,ue_ul_brate,ue_ul_nof_ok,ue_ul_nof_nok,ue_ul_error_rate,ue_ul_nof_prbs,ue_bsr,ue_sr_count,ue_f0f1_invalid_harqs,ue_f2f3f4_invalid_harqs,ue_f2f3f4_invalid_csis,ue_pusch_invalid_harqs,ue_pusch_invalid_csis,ue_ul_olla,ue_ta,ue_srs_ta,ue_last_phr,ue_avg_ul_ce_delay,ue_max_ul_ce_delay,ue_avg_crc_delay,ue_avg_pusch_harq_delay,ue_max_pusch_harq_delay,ue_avg_pucch_harq_delay,ue_id,c_rnti,dl_rsrp,dl_rsrq,dl_sinr,ID,Transfer,Bitrate,Retr,Cwnd
2025-06-06 17:06:33.929498,51,1400,600,0,0,49,0,1,0.085,0,0,1,13usec,38usec,630.16,,,,,15Mbps,345kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4.5ms,1,5,1.0,8,15Mbps,1277,123,8%,1.98M,69174,0.53029895,29.1,-11.0,1,27,346kbps,51,0,0%,357,0,50,0,0,0,0,0,-0.69100016,171ns,n/a,-7,4.48ms,4.5ms,4.25ms,4.01ms,4.5ms,4ms,1,4602,-121.0,-14.0,3.5,,,,,
2025-06-06 17:06:34.929552,51,1400,600,0,0,49,0,1,0.085,0,0,1,12usec,36usec,751.6,,,,,16Mbps,345kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4ms,1,5,1.0,8,16Mbps,1274,126,9%,1.97M,69097,0.526284,29.2,-11.0,1,27,346kbps,51,0,0%,357,0,49,0,0,0,0,0,-0.69100016,142ns,n/a,-7,4.49ms,4.5ms,4.28ms,4.01ms,4.5ms,4ms,1,4602,-121.0,-14.0,3.5,,,,,
2025-06-06 17:06:35.929673,51,1400,600,0,0,49,0,1,0.085,0,0,1,13usec,34usec,785.12,,,,,15Mbps,345kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4ms,1,5,1.0,8,15Mbps,1272,128,9%,1.98M,69118,0.5132689,29.3,-11.0,1,27,346kbps,51,0,0%,357,0,50,0,0,0,0,0,-0.69100016,150ns,n/a,-7,4.5ms,4.5ms,4.29ms,4.03ms,4.5ms,4ms,1,4602,-121.0,-13.5,3.5,,,,,
2025-06-06 17:06:36.929733,51,1400,600,0,0,49,0,1,0.085,0,0,1,12usec,36usec,965.3,,,,,15Mbps,345kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4.5ms,1,5,1.0,8,15Mbps,1274,126,9%,2M,69115,0.51425385,29.2,-11.0,1,27,346kbps,51,0,0%,357,0,50,0,0,0,0,0,-0.69100016,156ns,n/a,-7,4.46ms,4.5ms,4.32ms,4.02ms,4.5ms,4ms,1,4602,-121.0,-13.5,3.5,,,,,
2025-06-06 17:06:37.929796,51,1400,600,0,0,49,0,1,0.0833,0,0,1,12usec,38usec,1011.6,,,,,16Mbps,339kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4ms,1,5,1.0,8,16Mbps,1273,127,9%,1.98M,69153,0.50523883,29.3,-11.0,1,27,339kbps,50,0,0%,350,0,50,0,0,0,0,0,-0.69100016,164ns,n/a,-7,4.48ms,4.5ms,4.3ms,4.03ms,4.5ms,4ms,1,4602,-121.0,-14.0,3.5,,,,,
2025-06-06 17:06:38.929778,51,1400,600,0,0,49,0,1,0.0833,0,0,1,13usec,51usec,124.5,,,,,16Mbps,339kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4ms,1,5,1.0,8,16Mbps,1276,124,8%,1.94M,69128,0.5252238,29.2,-11.0,1,27,339kbps,50,0,0%,350,0,50,0,0,0,0,0,-0.69100016,171ns,n/a,-7,4.47ms,4.5ms,4.28ms,4.04ms,4.5ms,4ms,1,4602,-121.0,-13.5,3.5,,,,,
2025-06-06 17:06:39.929904,51,1400,600,0,0,49,0,1,0.085,0,0,1,12usec,48usec,175.6,,,,,15Mbps,345kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4.5ms,1,5,1.0,8,15Mbps,1270,130,9%,1.93M,69125,,29.3,-11.0,1,27,346kbps,51,0,0%,357,0,50,0,0,0,0,0,-0.69100016,178ns,n/a,-7,4.48ms,4.5ms,4.27ms,4.01ms,4.5ms,4ms,1,4602,-121.0,-13.5,3.5,,,,,
2025-06-06 17:06:40.929916,51,1400,600,0,0,49,0,1,0.0833,0,0,1,13usec,45usec,346.5,,,,,16Mbps,339kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4.5ms,1,5,1.0,8,16Mbps,1279,121,8%,2.04M,69174,,29.3,-11.0,1,27,339kbps,50,0,0%,350,0,49,0,0,0,0,0,-0.69100016,186ns,n/a,-7,4.47ms,4.5ms,4.25ms,4.03ms,4.5ms,4ms,1,4602,-121.0,-13.5,3.5,,,,,
2025-06-06 17:06:41.930096,51,1400,600,0,0,49,0,1,0.085,0,0,1,12usec,43usec,358.15,,,,,16Mbps,345kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4.5ms,1,5,1.0,8,16Mbps,1270,130,9%,2.02M,69132,,29.2,-11.0,1,27,346kbps,51,0,0%,357,0,50,0,0,0,0,0,-0.69100016,193ns,n/a,-7,4.5ms,4.5ms,4.26ms,4.02ms,4.5ms,4ms,1,4602,-121.0,-13.5,3.5,,,,,
2025-06-06 17:06:42.930119,51,1400,600,0,0,49,0,1,0.085,0,0,1,13usec,33usec,522.2,,,,,15Mbps,345kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4.5ms,1,5,1.0,8,15Mbps,1275,125,8%,2.02M,69069,0.51216364,29.2,-11.0,1,27,346kbps,51,0,0%,357,0,50,1,0,0,0,0,-0.69100016,161ns,n/a,-7,4.48ms,4.5ms,4.25ms,4.02ms,4.5ms,4ms,1,4602,-120.0,-13.5,4.0,,,,,
2025-06-06 17:06:43.930124,51,1400,600,0,0,49,0,1,0.0833,0,0,1,12usec,39usec,583.6,,,,,16Mbps,339kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4ms,1,5,1.0,8,16Mbps,1277,123,8%,2M,69083,,29.2,-11.0,1,27,339kbps,50,0,0%,350,0,50,0,0,0,0,0,-0.69100016,145ns,n/a,-7,4.49ms,4.5ms,4.31ms,4.03ms,4.5ms,4ms,1,4602,-121.0,-13.5,4.0,,,,,
2025-06-06 17:06:44.930261,51,1400,600,0,0,49,0,1,0.085,0,0,1,13usec,39usec,732.5,,,,,15Mbps,345kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4.5ms,1,5,1.0,8,15Mbps,1268,132,9%,1.99M,69146,,29.2,-10.9,1,27,346kbps,51,0,0%,357,0,50,0,0,0,0,0,-0.69100016,153ns,n/a,-7,4.44ms,4.5ms,4.28ms,4.02ms,4.5ms,4ms,1,4602,-121.0,-14.0,4.0,,,,,
2025-06-06 17:06:45.930239,51,1400,600,0,0,49,0,1,0.0867,0,0,1,13usec,38usec,801.3,,,,,16Mbps,352kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4.5ms,1,5,1.0,8,16Mbps,1284,116,8%,1.96M,69122,,29.2,-11.0,1,27,353kbps,52,0,0%,364,0,50,0,0,0,0,0,-0.69100016,159ns,n/a,-7,4.43ms,4.5ms,4.21ms,4.02ms,4.5ms,4ms,1,4602,-121.0,-14.0,3.5,,,,,
2025-06-06 17:06:46.930382,51,1400,600,0,0,49,0,1,0.0817,0,0,1,13usec,46usec,919.16,,,,,16Mbps,332kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4.5ms,1,5,1.0,8,16Mbps,1268,132,9%,1.95M,69132,0.5161036,29.1,-11.0,1,27,332kbps,49,0,0%,343,0,49,0,0,0,0,0,-0.69100016,166ns,n/a,-7,4.49ms,4.5ms,4.28ms,4.03ms,4.5ms,4ms,1,4602,-121.0,-13.5,3.5,,,,,
2025-06-06 17:06:47.930431,51,1400,600,0,0,49,0,1,0.085,0,0,1,13usec,36usec,997.3,,,,,16Mbps,345kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4.5ms,1,5,1.0,8,16Mbps,1275,125,8%,1.93M,69133,,29.3,-10.9,1,27,346kbps,51,0,0%,357,0,50,0,0,0,0,0,-0.69100016,172ns,n/a,-7,4.49ms,4.5ms,4.31ms,4.02ms,4.5ms,4ms,1,4602,-121.0,-14.0,3.5,,,,,
2025-06-06 17:06:48.930454,51,1400,600,0,0,49,0,1,0.085,0,0,1,13usec,39usec,59.16,,,,,15Mbps,345kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4.5ms,1,5,1.0,8,15Mbps,1273,127,9%,1.94M,69116,0.5130736,29.3,-10.9,1,27,346kbps,51,0,0%,357,0,50,0,0,0,0,0,-0.69100016,180ns,n/a,-7,4.49ms,4.5ms,4.33ms,4.01ms,4.5ms,4ms,1,4602,-121.0,-13.5,4.0,,,,,
2025-06-06 17:06:49.930563,51,1400,600,0,0,49,0,1,0.0867,0,0,1,12usec,38usec,158.4,,,,,15Mbps,352kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4ms,1,5,1.0,8,15Mbps,1275,125,8%,1.94M,69125,0.52505857,29.2,-11.0,1,27,353kbps,52,0,0%,364,0,50,0,0,0,0,0,-0.69100016,187ns,n/a,-7,4.47ms,4.5ms,4.33ms,4.06ms,4.5ms,4ms,1,4602,-121.0,-14.0,3.5,,,,,
2025-06-06 17:06:50.930564,51,1400,600,0,0,49,0,1,0.085,0,0,1,12usec,45usec,267.16,,,,,16Mbps,345kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4.5ms,1,5,1.0,8,16Mbps,1273,127,9%,1.91M,69154,,29.3,-10.9,1,27,346kbps,51,0,0%,357,0,50,0,0,0,0,0,-0.69100016,195ns,n/a,-7,4.47ms,4.5ms,4.23ms,4.01ms,4.5ms,4ms,1,4602,-121.0,-13.5,3.5,,,,,
2025-06-06 17:06:51.930598,51,1400,600,0,0,49,0,1,0.0833,0,0,1,13usec,40usec,386.6,,,,,16Mbps,339kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4ms,1,5,1.0,8,16Mbps,1277,123,8%,2.01M,69108,0.5440285,29.1,-10.9,1,27,339kbps,50,0,0%,350,0,50,0,0,0,0,0,-0.69100016,162ns,n/a,-6,4.5ms,4.5ms,4.33ms,4.02ms,4.5ms,4ms,1,4602,-120.0,-14.0,4.0,,,,,
2025-06-06 17:06:52.930722,51,1400,600,0,0,49,0,1,0.085,0,0,1,13usec,39usec,463.6,,,,,15Mbps,345kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4.5ms,1,5,1.0,8,15Mbps,1270,130,9%,2.02M,69133,,29.2,-10.9,1,27,346kbps,51,0,0%,357,0,50,0,0,0,0,0,-0.69100016,146ns,n/a,-6,4.48ms,4.5ms,4.26ms,4ms,4ms,4ms,1,4602,-120.0,-13.5,4.0,,,,,
2025-06-06 17:06:53.930718,51,1400,600,0,0,49,0,1,0.085,0,0,1,13usec,49usec,625.15,,,,,15Mbps,345kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4ms,1,5,1.0,8,15Mbps,1276,124,8%,2.02M,69094,,29.2,-10.9,1,27,346kbps,51,0,0%,357,0,50,0,0,0,0,0,-0.69100016,152ns,n/a,-7,4.46ms,4.5ms,4.32ms,4.01ms,4.5ms,4ms,1,4602,-121.0,-14.0,4.0,,,,,
2025-06-06 17:06:54.930893,51,1400,600,0,0,49,0,1,0.0833,0,0,1,13usec,41usec,711.3,,,,,16Mbps,339kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4ms,1,5,1.0,8,16Mbps,1271,129,9%,2M,69115,0.49598348,29.3,-10.9,1,27,339kbps,50,0,0%,350,0,50,0,0,0,0,0,-0.69100016,159ns,n/a,-7,4.45ms,4.5ms,4.26ms,4.05ms,4.5ms,4ms,1,4602,-120.0,-13.5,4.5,,,,,
2025-06-06 17:06:55.930932,51,1400,600,0,0,49,0,1,0.0867,0,0,1,13usec,40usec,774.11,,,,,15Mbps,352kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4ms,1,5,1.0,8,15Mbps,1277,123,8%,2M,69184,,29.3,-10.9,1,27,353kbps,52,0,0%,364,0,50,0,0,0,0,0,-0.69100016,166ns,n/a,-7,4.48ms,4.5ms,4.22ms,4.02ms,4.5ms,4ms,1,4602,-121.0,-14.0,3.5,,,,,
2025-06-06 17:06:56.930967,51,1400,600,0,0,49,0,1,0.085,0,0,1,12usec,53usec,882.3,,,,,15Mbps,345kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4.5ms,1,5,1.0,8,15Mbps,1272,128,9%,2.01M,69105,,29.2,-10.9,1,27,346kbps,51,0,0%,357,0,49,0,0,0,0,0,-0.69100016,173ns,n/a,-7,4.42ms,4.5ms,4.26ms,4ms,4ms,4ms,1,4602,-121.0,-14.0,3.5,,,,,
2025-06-06 17:06:57.930955,51,1400,600,0,0,49,0,1,0.0867,0,0,1,13usec,39usec,935.6,,,,,15Mbps,352kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4.5ms,1,5,1.0,8,15Mbps,1275,125,8%,2.01M,69118,,29.2,-10.9,1,27,353kbps,52,0,0%,364,0,50,0,0,0,0,0,-0.69100016,180ns,n/a,-7,4.47ms,4.5ms,4.26ms,4.02ms,4.5ms,4ms,1,4602,-121.0,-14.0,4.0,,,,,
2025-06-06 17:06:58.931143,51,1400,600,0,0,49,0,1,0.085,0,0,1,13usec,37usec,34.6,,,,,15Mbps,345kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4.5ms,1,5,1.0,8,15Mbps,1274,126,9%,2.02M,69126,0.5079235,29.2,-11.0,1,27,346kbps,51,0,0%,357,0,50,0,0,0,0,0,-0.69100016,187ns,n/a,-7,4.5ms,4.5ms,4.36ms,4.05ms,4.5ms,4ms,1,4602,-121.0,-14.0,3.5,,,,,
2025-06-06 17:06:59.931229,51,1400,600,0,0,49,0,1,0.085,0,0,1,13usec,41usec,146.10,,,,,15Mbps,345kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4ms,1,5,1.0,8,15Mbps,1277,123,8%,1.89M,69184,0.5339085,29.2,-10.9,1,27,346kbps,51,0,0%,357,0,50,0,0,0,0,0,-0.69100016,177ns,n/a,-7,4.49ms,4.5ms,4.28ms,4.01ms,4.5ms,4ms,1,4602,-121.0,-14.0,4.0,,,,,
2025-06-06 17:07:00.931190,51,1400,600,0,0,49,0,1,0.0867,0,0,1,13usec,37usec,266.1,,,,,15Mbps,352kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4.5ms,1,5,1.0,8,15Mbps,1270,130,9%,2.04M,69094,0.49889344,29.1,-11.0,1,27,353kbps,52,0,0%,364,0,50,0,0,0,0,0,-0.69100016,139ns,n/a,-7,4.47ms,4.5ms,4.3ms,4.03ms,4.5ms,4ms,1,4602,-121.0,-14.0,3.5,,,,,
2025-06-06 17:07:01.931120,51,1400,600,0,0,49,0,1,0.085,0,0,1,12usec,35usec,385.3,,,,,15Mbps,345kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4.5ms,1,5,1.0,8,15Mbps,1273,127,9%,1.92M,69184,,29.2,-11.0,1,27,346kbps,51,0,0%,357,0,50,0,0,0,0,0,-0.69100016,146ns,n/a,-7,4.48ms,4.5ms,4.28ms,4.04ms,4.5ms,4ms,1,4602,-121.0,-14.0,3.5,,,,,
2025-06-06 17:07:02.930993,51,1400,600,0,0,49,0,1,0.085,0,0,1,13usec,64usec,502.0,,,,,15Mbps,345kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4.5ms,1,5,1.0,8,15Mbps,1276,124,8%,1.95M,69115,0.51186335,29.2,-11.0,1,27,346kbps,51,0,0%,357,0,50,0,0,0,0,0,-0.69100016,152ns,n/a,-7,4.44ms,4.5ms,4.24ms,4ms,4ms,4ms,1,4602,-121.0,-13.5,3.0,,,,,
2025-06-06 17:07:03.931052,51,1400,600,0,0,49,0,1,0.0833,0,0,1,13usec,35usec,529.11,,,,,15Mbps,339kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4.5ms,1,5,1.0,8,15Mbps,1275,125,8%,1.97M,69153,0.5248483,29.3,-11.0,1,27,339kbps,50,0,0%,350,0,50,0,0,0,0,0,-0.69100016,160ns,n/a,-7,4.47ms,4.5ms,4.29ms,4.04ms,4.5ms,4ms,1,4602,-121.0,-14.0,3.5,,,,,
2025-06-06 17:07:04.930919,51,1400,600,0,0,49,0,1,0.0883,0,0,1,12usec,32usec,687.3,,,,,15Mbps,359kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4ms,1,5,1.0,8,15Mbps,1273,127,9%,1.98M,69115,0.52283317,29.2,-11.0,1,27,360kbps,53,0,0%,371,0,50,0,0,0,0,0,-0.69100016,166ns,n/a,-7,4.49ms,4.5ms,4.27ms,4.01ms,4.5ms,4ms,1,4602,-121.0,-13.5,4.5,,,,,
2025-06-06 17:07:05.931035,51,1400,600,0,0,49,0,1,0.0833,0,0,1,12usec,36usec,761.16,,,,,15Mbps,339kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4.5ms,1,5,1.0,8,15Mbps,1273,127,9%,1.98M,69146,0.5118182,29.3,-11.0,1,27,339kbps,50,0,0%,350,0,50,0,0,0,0,0,-0.69100016,173ns,n/a,-7,4.45ms,4.5ms,4.28ms,4.06ms,4.5ms,4ms,1,4602,-121.0,-14.0,3.5,,,,,
2025-06-06 17:07:06.930954,51,1400,600,0,0,49,0,1,0.0833,0,0,1,12usec,42usec,871.6,,,,,15Mbps,339kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4.5ms,1,5,1.0,8,15Mbps,1274,126,9%,2.02M,69105,0.51180315,29.2,-10.9,1,27,339kbps,50,0,0%,350,0,48,0,0,0,0,0,-0.69100016,180ns,n/a,-7,4.49ms,4.5ms,4.24ms,4.03ms,4.5ms,4ms,1,4602,-121.0,-14.0,3.5,,,,,
2025-06-06 17:07:07.930857,51,1400,600,0,0,49,0,1,0.0833,0,0,1,13usec,50usec,981.3,,,,,16Mbps,339kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4.5ms,1,5,1.0,8,16Mbps,1279,121,8%,2M,69087,,29.2,-11.0,1,27,339kbps,50,0,0%,350,0,50,0,0,0,0,0,-0.69100016,186ns,n/a,-7,4.46ms,4.5ms,4.29ms,4.02ms,4.5ms,4ms,1,4602,-121.0,-14.0,3.5,,,,,
2025-06-06 17:07:08.930974,51,1400,600,0,0,49,0,1,0.085,0,0,1,13usec,43usec,50.11,,,,,15Mbps,345kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,,,,,,,,,,,,,,,,,,4602,,,4.5ms,,4.5ms,1,5,1.0,8,15Mbps,1270,130,9%,2M,69144,,29.3,-10.9,1,27,346kbps,51,0,0%,357,0,50,0,0,0,0,0,-0.69100016,193ns,n/a,-7,4.5ms,4.5ms,4.31ms,4.02ms,4.5ms,4ms,1,4602,-120.0,-14.0,3.5,,,,,
