# iperf3 -p 5201 -c 10.45.0.5 -b 45M -t 0 --logfile /tmp/iperf3.log &
# Radar_Char,prf=350,gain=60,cFreq=3406100000.0,PW=0.00025,T=20,bw=2000000.0,sampRate=20000000.0
# gnb_config,gnb_id=411,gnb_id_bit_length=32,log={"filename":"/tmp/gnb.log","all_level":"info","lib_level":"warning","e2ap_level":"warning","config_level":"info","tracing_filename":"/tmp/tracing.log","rrc_level":"debug","ngap_level":"info","sec_level":"warning","pdcp_level":"warning","sdap_level":"warning","cu_level":"warning","mac_level":"info","rlc_level":"warning","f1ap_level":"warning","f1u_level":"warning","gtpu_level":"warning","du_level":"warning","f1ap_json_enabled":false,"fapi_level":"warning","hal_level":"warning","broadcast_enabled":false,"ofh_level":"warning","radio_level":"info","phy_level":"warning"},metrics={"autostart_stdout_metrics":true,"enable_log":true},cu_cp={"amf":{"addr":"127.0.0.5","port":38412,"bind_addr":"127.0.0.5","supported_tracking_areas":"tac: 1\nplmn_list:\n  - plmn: 00101\n    tai_slice_support_list:\n      - sst: 1"},"mobility":{"trigger_handover_from_measurements":true,"cells":[{"nr_cell_id":6576,"periodic_report_cfg_id":1,"ncells":[{"nr_cell_id":6577,"report_configs":[2]}]},{"nr_cell_id":6577,"periodic_report_cfg_id":1,"ncells":[{"nr_cell_id":6576,"report_configs":[2]}]}],"report_configs":[{"report_cfg_id":1,"report_type":"periodical","report_interval_ms":480},{"report_cfg_id":2,"report_type":"event_triggered","event_triggered_report_type":"a3","meas_trigger_quantity":"rsrp","meas_trigger_quantity_offset_db":3,"hysteresis_db":0,"time_to_trigger_ms":100}]}},pcap={"ngap_filename":"/tmp/gnb_ngap.pcap","ngap_enable":false,"f1ap_filename":"/tmp/gnb_f1ap.pcap","f1ap_enable":false,"mac_filename":"/tmp/gnb_mac.pcap","mac_enable":false},cell_cfg={"pci":1,"dl_arfcn":627340,"band":78,"common_scs":30,"channel_bandwidth_MHz":20,"plmn":65,"tac":1,"ssb":{"ssb_block_power_dbm":-25},"pdsch":{"olla_target_bler":0.1},"pucch":{"p0_nominal":-84}},ru_sdr={"srate":23.04,"device_driver":"uhd","device_args":"type=b200,serial=315AF4C,num_recv_frames=64,num_send_frames=64","tx_gain":75,"rx_gain":60,"clock":"external","otw_format":"sc12"}
time,nof_prbs,nof_dl_slots,nof_ul_slots,nof_prach_preambles,error_indications,pdsch_rbs_per_slot,pusch_rbs_per_slot,pdschs_per_slot,puschs_per_slot,failed_pdcch,failed_uci,nof_ues,mean_latency,max_latency,max_latency_slot,total_dl_brate,total_ul_brate,max_crc_delay,max_ce_delay,max_pucch_harq_delay,max_pusch_harq_delay,events,slot,type,rnti,pci,cqi,dl_ri,dl_mcs,dl_brate,dl_nof_ok,dl_nof_nok,dl_error_rate,dl_bs,dl_nof_prbs,pusch_snr_db,pusch_rsrp_db,ul_ri,ul_mcs,ul_brate,ul_nof_ok,ul_nof_nok,ul_error_rate,ul_nof_prbs,bsr,sr_count,f0f1_invalid_harqs,f2f3f4_invalid_harqs,f2f3f4_invalid_csis,pusch_invalid_harqs,pusch_invalid_csis,ul_olla,ta,srs_ta,last_phr,avg_ul_ce_delay,max_ul_ce_delay,avg_crc_delay,avg_pusch_harq_delay,avg_pucch_harq_delay,dl_olla,ue_nof_prbs,ue_nof_dl_slots,ue_nof_ul_slots,ue_nof_prach_preambles,ue_error_indications,ue_pdsch_rbs_per_slot,ue_pusch_rbs_per_slot,ue_pdschs_per_slot,ue_puschs_per_slot,ue_failed_pdcch,ue_failed_uci,ue_nof_ues,ue_mean_latency,ue_max_latency,ue_max_latency_slot,ue_total_dl_brate,ue_total_ul_brate,ue_max_crc_delay,ue_max_ce_delay,ue_max_pucch_harq_delay,ue_max_pusch_harq_delay,ue_events,ue_slot,ue_type,ue_rnti,ue_pci,ue_cqi,ue_dl_ri,ue_dl_mcs,ue_dl_brate,ue_dl_nof_ok,ue_dl_nof_nok,ue_dl_error_rate,ue_dl_bs,ue_dl_nof_prbs,ue_pusch_snr_db,ue_pusch_rsrp_db,ue_ul_ri,ue_ul_mcs,ue_ul_brate,ue_ul_nof_ok,ue_ul_nof_nok,ue_ul_error_rate,ue_ul_nof_prbs,ue_bsr,ue_sr_count,ue_f0f1_invalid_harqs,ue_f2f3f4_invalid_harqs,ue_f2f3f4_invalid_csis,ue_pusch_invalid_harqs,ue_pusch_invalid_csis,ue_ul_olla,ue_ta,ue_srs_ta,ue_last_phr,ue_avg_ul_ce_delay,ue_max_ul_ce_delay,ue_avg_crc_delay,ue_avg_pusch_harq_delay,ue_avg_pucch_harq_delay,ue_dl_olla,ue_id,c_rnti,dl_rsrp,dl_rsrq,dl_sinr,ID,Transfer,Bitrate,Retr,Cwnd
2025-06-05 12:58:34.810182,51,570,246,0,0,0,0,0,0,0,0,0,1usec,222usec,159.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-05 12:58:35.810296,51,1400,600,0,0,0,0,0,0,0,0,0,3usec,17usec,263.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-05 12:58:36.810169,51,1400,600,0,0,0,0,0,0,0,0,0,3usec,18usec,309.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-05 12:58:37.810275,51,1400,600,0,0,0,0,0,0,0,0,0,3usec,18usec,431.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-05 12:58:38.810266,51,1400,600,0,0,0,0,0,0,0,0,0,3usec,26usec,545.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-05 12:58:39.810333,51,1400,600,0,0,0,0,0,0,0,0,0,3usec,17usec,621.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-05 12:58:40.810371,51,1400,600,0,0,0,0,0,0,0,0,0,3usec,16usec,729.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-05 12:58:41.810301,51,1400,600,0,0,0,0,0,0,0,0,0,3usec,17usec,816.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-05 12:58:42.810397,51,1400,600,0,0,0,0,0,0,0,0,0,3usec,19usec,981.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-05 12:58:43.810347,51,1400,600,0,0,0,0,0,0,0,0,0,3usec,22usec,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-05 12:58:44.810428,51,1400,600,0,0,0,0,0,0,0,0,0,3usec,16usec,109.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-05 12:58:45.810359,51,1400,600,0,0,0,0,0,0,0,0,0,3usec,22usec,233.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-05 12:58:46.810431,51,1400,600,0,0,0,0,0,0,0,0,0,3usec,23usec,342.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-05 12:58:47.810478,51,1400,600,0,0,0,0,0,0,0,0,0,3usec,21usec,406.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-05 12:58:48.810563,51,1400,600,1,0,0,0,0.0121,0.0167,0,0,1,4usec,40usec,562.0,34kbps,87kbps,4.5ms,5ms,4.5ms,4.5ms,0x4601,552.8,ue_create,0x4601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4.5ms,,,,4601,1,12,1.0,12,34kbps,15,2,11%,0,120,27.9,-1.9,1,25,88kbps,8,1,11%,147,1.53k,5,1,0,1,0,0,-0.09800001,245ns,n/a,-3,4.56ms,5ms,4.39ms,4.25ms,4.04ms,,0,4601,-104.0,-10.5,18.5,,,,,
2025-06-05 12:58:49.810558,51,1400,600,0,0,0,2,0.00357,0.167,0,0,1,8usec,28usec,610.0,7.0kbps,1.6Mbps,4.5ms,4.5ms,4ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,4.5ms,,,,4601,1,13,1.0,22,7.7kbps,5,0,0%,0,10,32.0,-2.7,1,27,1.6Mbps,100,0,0%,1688,2.01k,0,0,0,0,0,0,-0.09800001,139ns,n/a,-3,4.49ms,4.5ms,4.48ms,4.12ms,4ms,0.0010000003,0,4601,-104.0,-10.5,18.5,6.0,5.45,45.7,0.0,569.0
2025-06-05 12:58:50.810652,51,1400,600,0,0,15,2,0.316,0.167,0,0,1,10usec,45usec,765.16,14Mbps,1.6Mbps,4.5ms,4.5ms,4ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,4.5ms,,,,4601,1,13,1.0,23,14Mbps,416,18,4%,320k,21005,32.1,-2.6,1,27,1.6Mbps,100,0,0%,1692,2.01k,0,0,0,0,0,0,-0.09800001,150ns,n/a,-3,4.5ms,4.5ms,4.44ms,4.08ms,3.96ms,0.2160003,0,4601,-104.0,-10.5,18.0,6.0,5.38,45.1,0.0,835.0
2025-06-05 12:58:51.810591,51,1400,600,0,0,49,0,1,0.107,0,0,1,13usec,42usec,854.5,44Mbps,512kbps,4.5ms,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4.5ms,,,,4601,1,13,1.0,22,44Mbps,1290,110,7%,473k,69114,32.2,-0.3,1,27,512kbps,64,0,0%,529,1.45k,29,0,0,0,0,0,-0.09800001,163ns,n/a,0,4.46ms,4.5ms,4.23ms,4.01ms,3.95ms,0.3249965,0,4601,-104.0,-10.5,18.5,6.0,5.38,45.1,0.0,919.0
2025-06-05 12:58:52.810731,51,1400,600,0,0,49,0,1,0.095,0,0,1,13usec,37usec,892.3,48Mbps,404kbps,4.5ms,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4.5ms,,,,4601,1,13,1.0,23,48Mbps,1330,70,5%,619k,69101,31.7,-0.1,1,27,405kbps,57,0,0%,417,0,36,0,0,0,0,0,-0.09800001,298ns,n/a,0,4.47ms,4.5ms,4.28ms,4.04ms,3.94ms,,0,4601,-104.0,-10.5,18.5,6.0,5.38,45.1,0.0,932.0
2025-06-05 12:58:53.810643,51,1400,600,0,0,49,0,1,0.103,0,0,1,13usec,51usec,996.13,47Mbps,424kbps,4.5ms,4.5ms,4ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,4.5ms,,,,4601,1,12,1.0,23,47Mbps,1282,118,8%,702k,69039,31.4,-0.0,1,27,424kbps,62,0,0%,438,74,36,0,0,0,0,0,-0.09800001,384ns,n/a,0,4.48ms,4.5ms,4.25ms,4.01ms,3.95ms,0.96798676,0,4601,-104.0,-10.5,18.5,6.0,5.25,44.0,0.0,994.0
2025-06-05 12:58:54.810838,51,1400,600,0,0,49,0,1,0.1,0,0,1,13usec,55usec,118.5,46Mbps,414kbps,4.5ms,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4ms,,,,4601,1,12,1.0,23,46Mbps,1272,128,9%,786k,69090,32.0,-0.0,1,27,415kbps,60,0,0%,428,384,37,0,0,0,0,0,-0.09800001,261ns,n/a,0,4.48ms,4.5ms,4.33ms,4ms,3.95ms,,0,4601,-104.0,-10.5,18.5,6.0,5.38,45.1,164.0,771.0
2025-06-05 12:58:55.810700,51,1397,600,0,6,48,1,0.992,0.135,0,0,1,14usec,141usec,202.6,41Mbps,359kbps,19.5ms,4.5ms,4.5ms,19.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5ms,,4.5ms,19.5ms,,,,4601,1,12,1.0,22,41Mbps,1182,200,14%,541k,68327,17.6,-14.5,1,19,360kbps,59,22,27%,1132,0,37,21,12,3,13,0,-0.5840002,153ns,n/a,0,4.4ms,4.5ms,4.28ms,4.74ms,3.93ms,0.3710187,0,4601,-104.0,-10.5,18.5,6.0,5.38,45.1,0.0,856.0
2025-06-05 12:58:56.810814,51,1400,600,0,0,49,1,1,0.128,0,0,1,13usec,43usec,351.1,46Mbps,597kbps,4.5ms,4.5ms,4ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,4.5ms,,,,4601,1,12,1.0,22,46Mbps,1328,72,5%,561k,69121,31.1,-1.1,1,27,598kbps,73,4,5%,647,0,18,0,0,0,1,0,-0.9800003,145ns,n/a,0,4.46ms,4.5ms,4.27ms,4.01ms,3.93ms,,0,4601,-104.0,-10.5,18.5,6.0,3.5,29.4,0.0,916.0
2025-06-05 12:58:57.810735,51,1400,600,0,0,49,0,1,0.0883,0,0,1,13usec,39usec,397.16,39Mbps,356kbps,4.5ms,4.5ms,4ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,4.5ms,,,,4601,1,12,1.0,22,39Mbps,1165,235,16%,806k,69062,31.0,-0.0,1,27,357kbps,52,1,1%,375,0,43,0,0,0,0,0,-1.0790004,147ns,n/a,0,4.48ms,4.5ms,4.27ms,4.01ms,3.93ms,0.39799803,0,4601,-105.0,-10.5,18.0,6.0,1.75,14.7,0.0,957.0
2025-06-05 12:58:58.810803,51,1400,600,0,0,49,0,1,0.0833,0,0,1,13usec,35usec,488.16,25Mbps,339kbps,4.5ms,4.5ms,4ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,4.5ms,,,,4601,1,9,1.0,14,25Mbps,1206,194,13%,901k,69184,30.9,ovl,1,27,339kbps,50,0,0%,350,0,50,0,0,0,0,0,-1.0790004,154ns,n/a,0,4.47ms,4.5ms,4.31ms,4.02ms,3.93ms,0.404984,0,4601,-105.0,-10.5,18.0,6.0,1.75,14.7,0.0,993.0
2025-06-05 12:58:59.810916,51,1400,600,0,0,49,0,1,0.0833,0,0,1,13usec,35usec,558.15,16Mbps,332kbps,4.5ms,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4.5ms,,,,4601,1,5,1.0,8,16Mbps,1320,80,5%,990k,69184,31.1,ovl,1,27,332kbps,49,1,2%,350,0,47,0,0,0,0,0,-1.1780003,179ns,n/a,0,4.48ms,4.5ms,4.41ms,4.02ms,3.92ms,0.8599686,0,4601,-105.0,-10.5,18.0,6.0,2.0,16.8,0.0,1016.0
