# iperf3 -p 5201 -c 10.45.0.5 -b 45M -t 0 --logfile /tmp/iperf3.log &
# Radar_Char,prf=500,gain=30,cFreq=3408100000.0,PW=0.0001,T=20,bw=2000000.0,sampRate=20000000.0
# gnb_config,gnb_id=411,gnb_id_bit_length=32,log={"filename":"/tmp/gnb.log","all_level":"info","lib_level":"warning","e2ap_level":"warning","config_level":"info","tracing_filename":"/tmp/tracing.log","rrc_level":"debug","ngap_level":"debug","sec_level":"warning","pdcp_level":"warning","sdap_level":"warning","cu_level":"warning","mac_level":"info","rlc_level":"warning","f1ap_level":"warning","f1u_level":"warning","gtpu_level":"warning","du_level":"warning","f1ap_json_enabled":false,"fapi_level":"warning","hal_level":"warning","broadcast_enabled":false,"ofh_level":"warning","radio_level":"info","phy_level":"warning"},metrics={"autostart_stdout_metrics":true,"enable_log":true},cu_cp={"amf":{"addr":"127.0.0.5","port":38412,"bind_addr":"127.0.0.5","supported_tracking_areas":"tac: 1\nplmn_list:\n  - plmn: 00101\n    tai_slice_support_list:\n      - sst: 1"},"mobility":{"trigger_handover_from_measurements":true,"cells":[{"nr_cell_id":6576,"periodic_report_cfg_id":1,"ncells":[{"nr_cell_id":6577,"report_configs":[2]}]},{"nr_cell_id":6577,"periodic_report_cfg_id":1,"ncells":[{"nr_cell_id":6576,"report_configs":[2]}]}],"report_configs":[{"report_cfg_id":1,"report_type":"periodical","report_interval_ms":480},{"report_cfg_id":2,"report_type":"event_triggered","event_triggered_report_type":"a3","meas_trigger_quantity":"rsrp","meas_trigger_quantity_offset_db":3,"hysteresis_db":0,"time_to_trigger_ms":100}]}},pcap={"ngap_filename":"/tmp/gnb_ngap.pcap","ngap_enable":false,"f1ap_filename":"/tmp/gnb_f1ap.pcap","f1ap_enable":false,"mac_filename":"/tmp/gnb_mac.pcap","mac_enable":false},cell_cfg={"pci":1,"dl_arfcn":627340,"band":78,"common_scs":30,"channel_bandwidth_MHz":20,"plmn":65,"tac":1,"ssb":{"ssb_block_power_dbm":-25},"pdsch":{"olla_target_bler":0.1},"pucch":{"p0_nominal":-84}},ru_sdr={"srate":23.04,"device_driver":"uhd","device_args":"type=b200,serial=315AF4C,num_recv_frames=64,num_send_frames=64","tx_gain":75,"rx_gain":60,"clock":"external","otw_format":"sc12"}
time,nof_prbs,nof_dl_slots,nof_ul_slots,nof_prach_preambles,error_indications,pdsch_rbs_per_slot,pusch_rbs_per_slot,pdschs_per_slot,puschs_per_slot,failed_pdcch,failed_uci,nof_ues,mean_latency,max_latency,max_latency_slot,events,slot,type,pci,rnti,cqi,dl_ri,dl_mcs,dl_brate,dl_nof_ok,dl_nof_nok,dl_error_rate,dl_bs,dl_nof_prbs,dl_olla,pusch_snr_db,pusch_rsrp_db,ul_ri,ul_mcs,ul_brate,ul_nof_ok,ul_nof_nok,ul_error_rate,ul_nof_prbs,bsr,sr_count,f0f1_invalid_harqs,f2f3f4_invalid_harqs,f2f3f4_invalid_csis,pusch_invalid_harqs,pusch_invalid_csis,ta,srs_ta,last_phr,avg_ul_ce_delay,max_ul_ce_delay,avg_crc_delay,max_crc_delay,avg_pusch_harq_delay,max_pusch_harq_delay,avg_pucch_harq_delay,max_pucch_harq_delay,total_dl_brate,total_ul_brate,max_ce_delay,ul_olla,ue_nof_prbs,ue_nof_dl_slots,ue_nof_ul_slots,ue_nof_prach_preambles,ue_error_indications,ue_pdsch_rbs_per_slot,ue_pusch_rbs_per_slot,ue_pdschs_per_slot,ue_puschs_per_slot,ue_failed_pdcch,ue_failed_uci,ue_nof_ues,ue_mean_latency,ue_max_latency,ue_max_latency_slot,ue_events,ue_slot,ue_type,ue_pci,ue_rnti,ue_cqi,ue_dl_ri,ue_dl_mcs,ue_dl_brate,ue_dl_nof_ok,ue_dl_nof_nok,ue_dl_error_rate,ue_dl_bs,ue_dl_nof_prbs,ue_dl_olla,ue_pusch_snr_db,ue_pusch_rsrp_db,ue_ul_ri,ue_ul_mcs,ue_ul_brate,ue_ul_nof_ok,ue_ul_nof_nok,ue_ul_error_rate,ue_ul_nof_prbs,ue_bsr,ue_sr_count,ue_f0f1_invalid_harqs,ue_f2f3f4_invalid_harqs,ue_f2f3f4_invalid_csis,ue_pusch_invalid_harqs,ue_pusch_invalid_csis,ue_ta,ue_srs_ta,ue_last_phr,ue_avg_ul_ce_delay,ue_max_ul_ce_delay,ue_avg_crc_delay,ue_max_crc_delay,ue_avg_pusch_harq_delay,ue_max_pusch_harq_delay,ue_avg_pucch_harq_delay,ue_max_pucch_harq_delay,ue_total_dl_brate,ue_total_ul_brate,ue_max_ce_delay,ue_ul_olla,ue_id,c_rnti,dl_rsrp,dl_rsrq,dl_sinr,ID,Transfer,Bitrate,Retr,Cwnd
2025-06-06 04:10:14.077183,51,577,249,0,0,0,0,0,0,0,0,0,1usec,232usec,158.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-06 04:10:15.077230,51,1400,600,0,0,0,0,0,0,0,0,0,4usec,22usec,268.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-06 04:10:16.077285,51,1400,600,0,0,0,0,0,0,0,0,0,4usec,26usec,342.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-06 04:10:17.077209,51,1400,600,0,0,0,0,0,0,0,0,0,4usec,17usec,424.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-06 04:10:18.077325,51,1400,600,0,0,0,0,0,0,0,0,0,3usec,17usec,578.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-06 04:10:19.077292,51,1400,600,0,0,0,0,0,0,0,0,0,4usec,19usec,610.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-06 04:10:20.077346,51,1400,600,0,0,0,0,0,0,0,0,0,3usec,21usec,722.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-06 04:10:21.077256,51,1400,600,0,0,0,0,0,0,0,0,0,4usec,19usec,831.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-06 04:10:22.077363,51,1400,600,1,0,0,0,0.000714,0.00167,0,0,1,4usec,27usec,999.10,0x4601,999.8,ue_create,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4601,n/a,n/a,7,0bps,0,0,0%,0,23,0,n/a,n/a,1,0,0bps,0,0,0%,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,0,4601,-104.0,-10.5,16.5,,,,,
2025-06-06 04:10:23.077458,51,1400,600,0,0,0,1,0.0121,0.113,0,0,1,8usec,31usec,1012.0,0x4601,1004.4,ue_reconf,,0x4601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,4.5ms,19kbps,1.0Mbps,4.5ms,,,,,,,,,,,,,,,,,,,,1,4601,12,1.0,15,20kbps,16,2,11%,0,69,-0.01,32.1,-2.9,1,27,1.0Mbps,68,0,0%,1101,2.01k,6,0,0,1,0,0,160ns,n/a,-5,4.49ms,4.5ms,4.46ms,4.5ms,4.25ms,4.5ms,4.06ms,4.5ms,,,,0,0,4601,-104.0,-10.5,18.0,6.0,5.46,45.8,0.0,619.0
2025-06-06 04:10:24.077346,51,1400,600,0,0,9,2,0.199,0.167,0,0,1,10usec,45usec,165.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,4.5ms,6.7Mbps,1.6Mbps,4.5ms,,,,,,,,,,,,,,,,,,,,1,4601,11,1.0,19,6.7Mbps,251,18,6%,322k,12934,0.057999898,32.1,-3.1,1,27,1.6Mbps,100,0,0%,1692,2.01k,0,0,0,0,0,0,152ns,n/a,-5,4.5ms,4.5ms,4.45ms,4.5ms,4.13ms,4.5ms,3.96ms,4.5ms,,,,0,0,4601,-106.0,-10.5,17.0,6.0,5.38,45.1,0.0,812.0
2025-06-06 04:10:25.077438,51,1400,600,0,0,49,1,1,0.112,0,0,1,13usec,40usec,197.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,4.5ms,47Mbps,645kbps,4.5ms,,,,,,,,,,,,,,,,,,,,1,4601,12,1.0,22,47Mbps,1342,58,4%,467k,69133,,32.0,-0.9,1,27,645kbps,67,0,0%,667,0,29,0,1,0,0,0,195ns,n/a,-1,4.46ms,4.5ms,4.32ms,4.5ms,4.01ms,4.5ms,3.95ms,4.5ms,,,,0,0,4601,-104.0,-10.5,18.0,6.0,5.38,45.1,0.0,903.0
2025-06-06 04:10:26.077358,51,1400,600,0,0,49,0,1,0.0967,0,0,1,13usec,38usec,335.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,4.5ms,47Mbps,395kbps,4.5ms,,,,,,,,,,,,,,,,,,,,1,4601,13,1.0,23,47Mbps,1292,108,7%,548k,69093,0.982991,31.4,-0.1,1,27,396kbps,57,0,0%,415,10,37,0,0,0,0,0,369ns,n/a,-1,4.46ms,4.5ms,4.25ms,4.5ms,4ms,4ms,3.95ms,4.5ms,,,,0,0,4601,-104.0,-10.5,18.0,6.0,5.25,44.0,0.0,903.0
2025-06-06 04:10:27.077500,51,1400,600,0,0,49,0,1,0.0983,0,0,1,13usec,40usec,456.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,4ms,47Mbps,412kbps,4.5ms,,,,,,,,,,,,,,,,,,,,1,4601,13,1.0,23,47Mbps,1278,122,8%,562k,69121,1.035005,31.2,-0.0,1,27,413kbps,60,0,0%,419,0,39,0,0,0,0,0,388ns,n/a,-1,4.48ms,4.5ms,4.28ms,4.5ms,4.01ms,4.5ms,3.95ms,4ms,,,,0,0,4601,-104.0,-10.5,18.0,6.0,5.38,45.1,0.0,950.0
2025-06-06 04:10:28.077584,51,1400,600,0,0,49,0,1,0.095,0,0,1,13usec,44usec,521.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,4.5ms,47Mbps,379kbps,4.5ms,,,,,,,,,,,,,,,,,,,,1,4601,13,1.0,23,47Mbps,1273,127,9%,618k,69079,1.0300212,31.8,ovl,1,27,380kbps,56,0,0%,399,535,42,0,0,0,0,0,233ns,n/a,-1,4.49ms,4.5ms,4.27ms,4.5ms,4.02ms,4.5ms,3.95ms,4.5ms,,,,0,0,4601,-104.0,-10.5,18.0,6.0,5.38,45.1,0.0,1.11
2025-06-06 04:10:29.077446,51,1400,600,0,0,49,0,1,0.0967,0,0,1,16usec,448usec,640.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,4.5ms,45Mbps,402kbps,4.5ms,,,,,,,,,,,,,,,,,,,,1,4601,13,1.0,23,45Mbps,1222,178,12%,884k,69091,,32.0,-0.0,1,27,402kbps,59,0,0%,408,0,36,0,1,0,0,0,143ns,n/a,-1,4.44ms,4.5ms,4.31ms,4.5ms,4.08ms,4.5ms,3.95ms,4.5ms,,,,0,0,4601,-104.0,-10.5,18.0,6.0,5.38,45.1,0.0,1.23
2025-06-06 04:10:30.077584,51,1400,600,0,0,49,0,1,0.0983,0,0,1,13usec,44usec,677.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,4ms,47Mbps,409kbps,4.5ms,,,,,,,,,,,,,,,,,,,,1,4601,12,1.0,23,47Mbps,1317,83,5%,906k,69112,,32.2,-0.1,1,27,409kbps,59,0,0%,422,0,36,0,0,0,0,0,144ns,n/a,-1,4.45ms,4.5ms,4.24ms,4.5ms,4.02ms,4.5ms,3.94ms,4ms,,,,0,0,4601,-105.0,-11.0,17.5,6.0,5.38,45.1,0.0,1.3
