time,log_type,rnti,format,prb,prb2,symb,csi1,sinr,t,bwp,n_id,n_id0,slot,cp,ports,status,epre,rsrp,t_align,cfo,prb1,cs,occ,ack,metric,sr
2025-08-03 19:30:08.762209,CSI,0x4601,2,"[7,",na,"[4,",2222,+3.7dB,24.3us,"[0,",1,1,472.8,normal,0,invalid,-45.2dB,-46.7dB,-0.61us,+10349.0Hz,,,,,,
2025-08-03 19:30:08.767008,PHY,0x4601,1,,50,"[0,",,+19.6dB,24.2us,"[0,",1,,472.17,normal,0,valid,-14.5dB,-14.4dB,na,na,0,0,0,1,1401.9,
2025-08-03 19:30:08.781997,PHY,0x4601,1,,na,"[0,",,+19.6dB,20.1us,"[0,",1,,474.7,normal,0,valid,-13.1dB,-13.1dB,na,na,4,0,0,,2441.0,yes
2025-08-03 19:30:08.782248,CSI,0x4601,2,"[7,",na,"[4,",1111,+37.0dB,13.3us,"[0,",1,1,474.8,normal,0,valid,-11.3dB,-11.3dB,0.14us,-119.7Hz,,,,,,
2025-08-03 19:30:08.801970,PHY,0x4601,1,,na,"[0,",,-21.0dB,20.8us,"[0,",1,,476.7,normal,0,invalid,-47.4dB,-68.6dB,na,na,4,0,0,2,0.1,
2025-08-03 19:30:08.801992,PHY,0x4601,1,,na,"[0,",,+19.3dB,12.1us,"[0,",1,,476.7,normal,0,valid,-13.7dB,-13.7dB,na,na,0,0,0,1,2269.5,
2025-08-03 19:30:08.802236,CSI,0x4601,2,"[7,",na,"[4,",1111,+33.9dB,23.7us,"[0,",1,1,476.8,normal,0,valid,-11.5dB,-11.5dB,0.20us,-17.9Hz,,,,,,
2025-08-03 19:30:08.807021,PHY,0x4601,1,,na,"[0,",,+9.7dB,18.1us,"[0,",1,,476.17,normal,0,valid,-10.6dB,-11.0dB,na,na,0,0,0,11,247.3,
2025-08-03 19:30:08.822010,PHY,0x4601,1,,na,"[0,",,+9.7dB,15.6us,"[0,",1,,478.7,normal,0,valid,-13.3dB,-13.7dB,na,na,4,0,0,,249.5,yes
2025-08-03 19:30:08.822264,CSI,0x4601,2,"[7,",na,"[4,",1111,+30.1dB,15.8us,"[0,",1,1,478.8,normal,0,valid,-11.4dB,-11.6dB,0.48us,+16.0Hz,,,,,,
2025-08-03 19:30:08.841971,PHY,0x4601,1,,na,"[0,",,-21.1dB,17.8us,"[0,",1,,480.7,normal,0,invalid,-46.7dB,-68.6dB,na,na,4,0,0,2,0.4,
2025-08-03 19:30:08.841987,PHY,0x4601,1,,na,"[0,",,+9.7dB,11.5us,"[0,",1,,480.7,normal,0,valid,-13.9dB,-14.3dB,na,na,0,0,0,1,249.5,
2025-08-03 19:30:08.842250,CSI,0x4601,2,"[7,",na,"[4,",1111,+29.6dB,17.6us,"[0,",1,1,480.8,normal,0,valid,-11.8dB,-12.0dB,0.48us,-48.6Hz,,,,,,
2025-08-03 19:30:08.843024,PHY,0x4601,1,,na,"[0,",,+9.6dB,16.1us,"[0,",1,,480.9,normal,0,valid,-13.9dB,-14.3dB,na,na,0,0,0,1,245.7,
2025-08-03 19:30:08.862026,PHY,0x4601,1,,na,"[0,",,+9.8dB,16.1us,"[0,",1,,482.7,normal,0,valid,-13.6dB,-14.0dB,na,na,4,0,0,,255.9,yes
2025-08-03 19:30:08.862148,CSI,0x4601,2,"[7,",na,"[4,",1111,+28.2dB,14.3us,"[0,",1,1,482.8,normal,0,valid,-11.8dB,-12.0dB,0.47us,-96.2Hz,,,,,,
2025-08-03 19:30:08.882256,CSI,0x4601,2,"[7,",na,"[4,",1111,+30.6dB,15.7us,"[0,",1,1,484.8,normal,0,valid,-11.9dB,-12.1dB,0.47us,-58.2Hz,,,,,,
2025-08-03 19:30:08.891581,PHY,0x4601,2,"[6,",na,"[0,",,+28.2dB,20.1us,"[0,",1,1,485.7,normal,0,valid,-13.2dB,-13.4dB,0.47us,-69.1Hz,,,,111,,
2025-08-03 19:30:08.901939,PHY,0x4601,1,,na,"[0,",,+9.8dB,18.1us,"[0,",1,,486.7,normal,0,valid,-13.8dB,-14.2dB,na,na,4,0,0,,253.8,yes
2025-08-03 19:30:08.902173,CSI,0x4601,2,"[7,",na,"[4,",1111,+30.5dB,13.7us,"[0,",1,1,486.8,normal,0,valid,-12.0dB,-12.2dB,0.48us,-69.3Hz,,,,,,
2025-08-03 19:30:08.922005,PHY,0x4601,1,,na,"[0,",,-19.6dB,16.3us,"[0,",1,,488.7,normal,0,invalid,-47.2dB,-67.1dB,na,na,4,0,0,2,0.2,
2025-08-03 19:30:08.922024,PHY,0x4601,1,,na,"[0,",,+9.7dB,11.4us,"[0,",1,,488.7,normal,0,valid,-14.1dB,-14.5dB,na,na,0,0,0,1,250.9,
2025-08-03 19:30:08.922273,CSI,0x4601,2,"[7,",na,"[4,",1111,+29.7dB,13.7us,"[0,",1,1,488.8,normal,0,valid,-12.0dB,-12.2dB,0.49us,+41.6Hz,,,,,,
2025-08-03 19:30:08.941969,PHY,0x4601,1,,na,"[0,",,-16.3dB,18.1us,"[0,",1,,490.7,normal,0,invalid,-46.7dB,-64.0dB,na,na,4,0,0,,0.7,no
2025-08-03 19:30:08.942218,CSI,0x4601,2,"[7,",na,"[4,",1111,+31.0dB,13.1us,"[0,",1,1,490.8,normal,0,valid,-11.9dB,-12.1dB,0.47us,-95.0Hz,,,,,,
2025-08-03 19:30:08.962013,PHY,0x4601,1,,na,"[0,",,-26.6dB,14.7us,"[0,",1,,492.7,normal,0,invalid,-47.0dB,-73.9dB,na,na,4,0,0,,0.0,no
2025-08-03 19:30:08.962168,CSI,0x4601,2,"[7,",na,"[4,",1111,+30.1dB,11.9us,"[0,",1,1,492.8,normal,0,valid,-12.0dB,-12.2dB,0.48us,-158.2Hz,,,,,,
