ID,time,Transfer,Bitrate,Retr,Cwnd
6,2025-08-03 21:53:21.599759,2.06,17.2,0,130.0
6,2025-08-03 21:53:22.599759,5.88,49.3,0,398.0
6,2025-08-03 21:53:23.599759,5.88,49.3,0,673.0
6,2025-08-03 21:53:24.599759,5.88,49.3,0,944.0
6,2025-08-03 21:53:25.599759,5.5,46.1,0,1.17
6,2025-08-03 21:53:26.599759,5.25,44.0,0,1.44
6,2025-08-03 21:53:27.599759,5.25,44.0,0,1.7
6,2025-08-03 21:53:28.599759,5.38,45.1,0,1.97
6,2025-08-03 21:53:29.599759,5.62,47.2,0,2.26
6,2025-08-03 21:53:30.599759,6.75,56.6,0,2.54
6,2025-08-03 21:53:31.599759,6.62,55.6,0,2.54
6,2025-08-03 21:53:32.599759,6.62,55.6,0,2.54
6,2025-08-03 21:53:33.599759,6.62,55.6,0,2.54
6,2025-08-03 21:53:34.599759,6.38,53.5,0,2.54
6,2025-08-03 21:53:35.599759,6.62,55.6,0,2.54
6,2025-08-03 21:53:36.599759,6.62,55.6,0,2.54
6,2025-08-03 21:53:37.599759,6.5,54.5,0,2.54
6,2025-08-03 21:53:38.599759,6.62,55.6,0,2.54
6,2025-08-03 21:53:39.599759,6.75,56.6,0,2.54
6,2025-08-03 21:53:40.599759,6.5,54.5,0,2.54
6,2025-08-03 21:53:41.599759,6.62,55.6,0,2.54
6,2025-08-03 21:53:42.599759,6.62,55.6,0,2.54
6,2025-08-03 21:53:43.599759,6.38,53.5,0,2.54
6,2025-08-03 21:53:44.599759,6.5,54.5,0,2.54
6,2025-08-03 21:53:45.599759,6.75,56.6,0,2.54
6,2025-08-03 21:53:46.599759,6.5,54.5,0,2.54
6,2025-08-03 21:53:47.599759,6.5,54.5,0,2.54
6,2025-08-03 21:53:48.599759,6.75,56.6,0,2.54
6,2025-08-03 21:53:49.599759,6.5,54.5,0,2.54
6,2025-08-03 21:53:50.599759,6.62,55.6,0,2.54
6,2025-08-03 21:53:51.599759,6.75,56.6,0,2.54
6,2025-08-03 21:53:52.599759,6.38,53.5,0,2.54
6,2025-08-03 21:53:53.599759,2.12,53.7,0,2.54
