ID,time,Transfer,Bitrate,Retr,Cwnd
6,2025-08-03 19:22:24.137279,2.06,17.2,0,130.0
6,2025-08-03 19:22:25.137279,5.88,49.3,0,398.0
6,2025-08-03 19:22:26.137279,5.88,49.3,0,673.0
6,2025-08-03 19:22:27.137279,5.88,49.3,0,944.0
6,2025-08-03 19:22:28.137279,5.5,46.1,0,1.17
6,2025-08-03 19:22:29.137279,5.25,44.0,0,1.44
6,2025-08-03 19:22:30.137279,5.25,44.0,0,1.7
6,2025-08-03 19:22:31.137279,5.38,45.1,0,1.97
6,2025-08-03 19:22:32.137279,5.62,47.2,0,2.26
6,2025-08-03 19:22:33.137279,6.75,56.6,0,2.54
6,2025-08-03 19:22:34.137279,6.62,55.6,0,2.54
6,2025-08-03 19:22:35.137279,6.62,55.6,0,2.54
6,2025-08-03 19:22:36.137279,6.62,55.6,0,2.54
6,2025-08-03 19:22:37.137279,6.38,53.5,0,2.54
6,2025-08-03 19:22:38.137279,6.62,55.6,0,2.54
6,2025-08-03 19:22:39.137279,6.62,55.6,0,2.54
6,2025-08-03 19:22:40.137279,6.5,54.5,0,2.54
6,2025-08-03 19:22:41.137279,6.62,55.6,0,2.54
6,2025-08-03 19:22:42.137279,6.75,56.6,0,2.54
6,2025-08-03 19:22:43.137279,6.5,54.5,0,2.54
6,2025-08-03 19:22:44.137279,6.62,55.6,0,2.54
6,2025-08-03 19:22:45.137279,6.62,55.6,0,2.54
6,2025-08-03 19:22:46.137279,6.38,53.5,0,2.54
6,2025-08-03 19:22:47.137279,6.5,54.5,0,2.54
6,2025-08-03 19:22:48.137279,6.75,56.6,0,2.54
6,2025-08-03 19:22:49.137279,6.5,54.5,0,2.54
6,2025-08-03 19:22:50.137279,6.5,54.5,0,2.54
6,2025-08-03 19:22:51.137279,6.75,56.6,0,2.54
6,2025-08-03 19:22:52.137279,6.5,54.5,0,2.54
6,2025-08-03 19:22:53.137279,6.62,55.6,0,2.54
6,2025-08-03 19:22:54.137279,6.75,56.6,0,2.54
6,2025-08-03 19:22:55.137279,6.38,53.5,0,2.54
6,2025-08-03 19:22:56.137279,2.12,53.7,0,2.54
