time,log_type,rnti,format,prb,prb2,symb,csi1,sinr,t,bwp,n_id,n_id0,slot,cp,ports,status,epre,rsrp,t_align,cfo,prb1,cs,occ,ack,metric,sr
2025-08-03 20:07:36.792982,CSI,0x4601,2,"[7,",na,"[4,",2222,-3.9dB,26.1us,"[0,",1,1,358.8,normal,0,invalid,-47.0dB,-52.1dB,-0.93us,-12499.2Hz,,,,,,
2025-08-03 20:07:36.797758,PHY,0x4601,1,,50,"[0,",,+18.7dB,20.1us,"[0,",1,,358.17,normal,0,valid,-15.1dB,-14.9dB,na,na,0,0,0,1,1133.7,
2025-08-03 20:07:36.812747,PHY,0x4601,1,,na,"[0,",,+18.7dB,18.1us,"[0,",1,,360.7,normal,0,valid,-13.6dB,-13.6dB,na,na,4,0,0,,1983.0,yes
2025-08-03 20:07:36.813024,CSI,0x4601,2,"[7,",na,"[4,",1111,+35.2dB,18.1us,"[0,",1,1,360.8,normal,0,valid,-11.7dB,-11.7dB,0.17us,-109.0Hz,,,,,,
2025-08-03 20:07:36.832718,PHY,0x4601,1,,na,"[0,",,-19.3dB,21.7us,"[0,",1,,362.7,normal,0,invalid,-47.4dB,-67.1dB,na,na,4,0,0,2,0.2,
2025-08-03 20:07:36.832739,PHY,0x4601,1,,na,"[0,",,+18.5dB,11.8us,"[0,",1,,362.7,normal,0,valid,-14.1dB,-14.2dB,na,na,0,0,0,1,1900.6,
2025-08-03 20:07:36.832995,CSI,0x4601,2,"[7,",na,"[4,",1111,+31.5dB,25.0us,"[0,",1,1,362.8,normal,0,valid,-11.9dB,-12.0dB,0.18us,-11.8Hz,,,,,,
2025-08-03 20:07:36.837777,PHY,0x4601,1,,na,"[0,",,+18.6dB,15.8us,"[0,",1,,362.17,normal,0,valid,-14.1dB,-14.1dB,na,na,0,0,0,1,1946.2,
2025-08-03 20:07:36.852765,PHY,0x4601,1,,na,"[0,",,+19.0dB,16.1us,"[0,",1,,364.7,normal,0,valid,-13.8dB,-13.8dB,na,na,4,0,0,,2131.0,yes
2025-08-03 20:07:36.853028,CSI,0x4601,2,"[7,",na,"[4,",1111,+33.7dB,20.4us,"[0,",1,1,364.8,normal,0,valid,-11.9dB,-11.9dB,0.18us,-58.4Hz,,,,,,
2025-08-03 20:07:36.872730,PHY,0x4601,1,,na,"[0,",,+18.7dB,15.4us,"[0,",1,,366.7,normal,0,valid,-10.9dB,-10.9dB,na,na,4,0,0,11,1981.2,
2025-08-03 20:07:36.872746,PHY,0x4601,1,,na,"[0,",,-28.2dB,11.6us,"[0,",1,,366.7,normal,0,invalid,-47.4dB,-76.2dB,na,na,0,0,0,22,0.1,
2025-08-03 20:07:36.873000,CSI,0x4601,2,"[7,",na,"[4,",1111,+34.1dB,13.3us,"[0,",1,1,366.8,normal,0,valid,-12.1dB,-12.2dB,0.18us,-100.0Hz,,,,,,
2025-08-03 20:07:36.873777,PHY,0x4601,1,,na,"[0,",,+18.5dB,16.3us,"[0,",1,,366.9,normal,0,valid,-14.2dB,-14.3dB,na,na,0,0,0,1,1902.4,
2025-08-03 20:07:36.892783,PHY,0x4601,1,,na,"[0,",,+18.6dB,15.5us,"[0,",1,,368.7,normal,0,valid,-14.0dB,-14.1dB,na,na,4,0,0,,1924.9,yes
2025-08-03 20:07:36.892929,CSI,0x4601,2,"[7,",na,"[4,",1111,+32.6dB,12.3us,"[0,",1,1,368.8,normal,0,valid,-12.2dB,-12.2dB,0.17us,-21.1Hz,,,,,,
2025-08-03 20:07:36.912986,CSI,0x4601,2,"[7,",na,"[4,",1111,+33.7dB,15.9us,"[0,",1,1,370.8,normal,0,valid,-12.4dB,-12.4dB,0.18us,-40.7Hz,,,,,,
2025-08-03 20:07:36.922315,PHY,0x4601,2,"[6,",na,"[0,",,+31.3dB,25.5us,"[0,",1,1,371.7,normal,0,valid,-13.7dB,-13.7dB,0.18us,+50.7Hz,,,,111,,
2025-08-03 20:07:36.932697,PHY,0x4601,1,,na,"[0,",,+18.8dB,16.2us,"[0,",1,,372.7,normal,0,valid,-14.2dB,-14.3dB,na,na,4,0,0,,2009.1,yes
2025-08-03 20:07:36.932969,CSI,0x4601,2,"[7,",na,"[4,",1111,+31.4dB,12.4us,"[0,",1,1,372.8,normal,0,valid,-12.4dB,-12.4dB,0.18us,-19.3Hz,,,,,,
2025-08-03 20:07:36.952758,PHY,0x4601,1,,na,"[0,",,-23.9dB,16.5us,"[0,",1,,374.7,normal,0,invalid,-46.4dB,-71.2dB,na,na,4,0,0,2,0.0,
2025-08-03 20:07:36.952775,PHY,0x4601,1,,na,"[0,",,+18.8dB,12.6us,"[0,",1,,374.7,normal,0,valid,-14.5dB,-14.6dB,na,na,0,0,0,1,2007.7,
2025-08-03 20:07:36.953011,CSI,0x4601,2,"[7,",na,"[4,",1111,+34.0dB,14.6us,"[0,",1,1,374.8,normal,0,valid,-12.5dB,-12.5dB,0.19us,-157.8Hz,,,,,,
2025-08-03 20:07:36.972713,PHY,0x4601,1,,na,"[0,",,-19.7dB,14.8us,"[0,",1,,376.7,normal,0,invalid,-47.6dB,-68.0dB,na,na,4,0,0,,0.3,no
2025-08-03 20:07:36.972991,CSI,0x4601,2,"[7,",na,"[4,",1111,+34.7dB,14.4us,"[0,",1,1,376.8,normal,0,valid,-12.3dB,-12.4dB,0.24us,-51.3Hz,,,,,,
2025-08-03 20:07:36.992784,PHY,0x4601,1,,na,"[0,",,-20.2dB,17.0us,"[0,",1,,378.7,normal,0,invalid,-47.1dB,-68.4dB,na,na,4,0,0,,0.2,no
2025-08-03 20:07:36.992914,CSI,0x4601,2,"[7,",na,"[4,",1111,+33.0dB,18.5us,"[0,",1,1,378.8,normal,0,valid,-12.5dB,-12.5dB,0.24us,-59.5Hz,,,,,,
2025-08-03 20:07:37.012746,PHY,0x4601,1,,na,"[0,",,-20.0dB,18.2us,"[0,",1,,380.7,normal,0,invalid,-46.9dB,-67.6dB,na,na,4,0,0,,0.1,no
2025-08-03 20:07:37.013024,CSI,0x4601,2,"[7,",na,"[4,",1111,+32.2dB,25.5us,"[0,",1,1,380.8,normal,0,valid,-12.4dB,-12.4dB,0.23us,-113.5Hz,,,,,,
2025-08-03 20:07:37.032697,PHY,0x4601,1,,na,"[0,",,-21.2dB,18.1us,"[0,",1,,382.7,normal,0,invalid,-46.7dB,-69.0dB,na,na,4,0,0,,0.3,no
2025-08-03 20:07:37.032966,CSI,0x4601,2,"[7,",na,"[4,",1111,+32.3dB,15.9us,"[0,",1,1,382.8,normal,0,valid,-12.4dB,-12.4dB,0.24us,-79.0Hz,,,,,,
2025-08-03 20:07:37.043194,PHY,0x4601,1,,na,"[0,",,+15.9dB,17.2us,"[0,",1,,383.8,normal,0,valid,-14.5dB,-14.6dB,na,na,0,0,0,1,1043.8,
2025-08-03 20:07:37.052753,PHY,0x4601,1,,na,"[0,",,+16.0dB,18.1us,"[0,",1,,384.7,normal,0,valid,-14.2dB,-14.3dB,na,na,4,0,0,,1052.4,yes
2025-08-03 20:07:37.052988,CSI,0x4601,2,"[7,",na,"[4,",1111,+34.6dB,18.3us,"[0,",1,1,384.8,normal,0,valid,-12.4dB,-12.5dB,0.24us,-90.2Hz,,,,,,
2025-08-03 20:07:37.072707,PHY,0x4601,1,,na,"[0,",,-11.2dB,16.0us,"[0,",1,,386.7,normal,0,invalid,-47.0dB,-59.0dB,na,na,4,0,0,,0.5,no
2025-08-03 20:07:37.072943,CSI,0x4601,2,"[7,",na,"[4,",1111,+33.5dB,15.0us,"[0,",1,1,386.8,normal,0,valid,-12.4dB,-12.5dB,0.25us,-74.4Hz,,,,,,
2025-08-03 20:07:37.092773,PHY,0x4601,1,,na,"[0,",,-18.3dB,18.2us,"[0,",1,,388.7,normal,0,invalid,-47.0dB,-65.5dB,na,na,4,0,0,,0.3,no
2025-08-03 20:07:37.092916,CSI,0x4601,2,"[7,",na,"[4,",1111,+32.0dB,14.9us,"[0,",1,1,388.8,normal,0,valid,-12.4dB,-12.4dB,0.24us,-142.5Hz,,,,,,
2025-08-03 20:07:37.112723,PHY,0x4601,1,,na,"[0,",,-20.6dB,15.9us,"[0,",1,,390.7,normal,0,invalid,-46.4dB,-67.5dB,na,na,4,0,0,,0.1,no
2025-08-03 20:07:37.112959,CSI,0x4601,2,"[7,",na,"[4,",1111,+33.7dB,13.2us,"[0,",1,1,390.8,normal,0,valid,-12.4dB,-12.5dB,0.24us,-14.7Hz,,,,,,
