ID,time,Transfer,Bitrate,Retr,Cwnd
6,2025-08-03 19:38:02.033305,2.06,17.2,0,130.0
6,2025-08-03 19:38:03.033305,5.88,49.3,0,398.0
6,2025-08-03 19:38:04.033305,5.88,49.3,0,673.0
6,2025-08-03 19:38:05.033305,5.88,49.3,0,944.0
6,2025-08-03 19:38:06.033305,5.5,46.1,0,1.17
6,2025-08-03 19:38:07.033305,5.25,44.0,0,1.44
6,2025-08-03 19:38:08.033305,5.25,44.0,0,1.7
6,2025-08-03 19:38:09.033305,5.38,45.1,0,1.97
6,2025-08-03 19:38:10.033305,5.62,47.2,0,2.26
6,2025-08-03 19:38:11.033305,6.75,56.6,0,2.54
6,2025-08-03 19:38:12.033305,6.62,55.6,0,2.54
6,2025-08-03 19:38:13.033305,6.62,55.6,0,2.54
6,2025-08-03 19:38:14.033305,6.62,55.6,0,2.54
6,2025-08-03 19:38:15.033305,6.38,53.5,0,2.54
6,2025-08-03 19:38:16.033305,6.62,55.6,0,2.54
6,2025-08-03 19:38:17.033305,6.62,55.6,0,2.54
6,2025-08-03 19:38:18.033305,6.5,54.5,0,2.54
6,2025-08-03 19:38:19.033305,6.62,55.6,0,2.54
6,2025-08-03 19:38:20.033305,6.75,56.6,0,2.54
6,2025-08-03 19:38:21.033305,6.5,54.5,0,2.54
6,2025-08-03 19:38:22.033305,6.62,55.6,0,2.54
6,2025-08-03 19:38:23.033305,6.62,55.6,0,2.54
6,2025-08-03 19:38:24.033305,6.38,53.5,0,2.54
6,2025-08-03 19:38:25.033305,6.5,54.5,0,2.54
6,2025-08-03 19:38:26.033305,6.75,56.6,0,2.54
6,2025-08-03 19:38:27.033305,6.5,54.5,0,2.54
6,2025-08-03 19:38:28.033305,6.5,54.5,0,2.54
6,2025-08-03 19:38:29.033305,6.75,56.6,0,2.54
6,2025-08-03 19:38:30.033305,6.5,54.5,0,2.54
6,2025-08-03 19:38:31.033305,6.62,55.6,0,2.54
6,2025-08-03 19:38:32.033305,6.75,56.6,0,2.54
6,2025-08-03 19:38:33.033305,6.38,53.5,0,2.54
6,2025-08-03 19:38:34.033305,2.12,53.7,0,2.54
