time,log_type,nof_prbs,nof_dl_slots,nof_ul_slots,nof_prach_preambles,error_indications,pdsch_rbs_per_slot,pusch_rbs_per_slot,pdschs_per_slot,puschs_per_slot,failed_pdcch,failed_uci,nof_ues,mean_latency,max_latency,max_latency_slot,total_dl_brate,total_ul_brate,max_crc_delay,max_ce_delay,max_pucch_harq_delay,max_pusch_harq_delay,events,slot,type,rnti,pci,cqi,dl_ri,dl_mcs,dl_brate,dl_nof_ok,dl_nof_nok,dl_error_rate,dl_bs,dl_nof_prbs,dl_olla,pusch_snr_db,pusch_rsrp_db,ul_ri,ul_mcs,ul_brate,ul_nof_ok,ul_nof_nok,ul_error_rate,ul_nof_prbs,bsr,sr_count,f0f1_invalid_harqs,f2f3f4_invalid_harqs,f2f3f4_invalid_csis,pusch_invalid_harqs,pusch_invalid_csis,ul_olla,ta,srs_ta,last_phr,avg_ul_ce_delay,max_ul_ce_delay,avg_crc_delay,avg_pusch_harq_delay,avg_pucch_harq_delay,ue_log_type,ue_nof_prbs,ue_nof_dl_slots,ue_nof_ul_slots,ue_nof_prach_preambles,ue_error_indications,ue_pdsch_rbs_per_slot,ue_pusch_rbs_per_slot,ue_pdschs_per_slot,ue_puschs_per_slot,ue_failed_pdcch,ue_failed_uci,ue_nof_ues,ue_mean_latency,ue_max_latency,ue_max_latency_slot,ue_total_dl_brate,ue_total_ul_brate,ue_max_crc_delay,ue_max_ce_delay,ue_max_pucch_harq_delay,ue_max_pusch_harq_delay,ue_events,ue_slot,ue_type,ue_rnti,ue_pci,ue_cqi,ue_dl_ri,ue_dl_mcs,ue_dl_brate,ue_dl_nof_ok,ue_dl_nof_nok,ue_dl_error_rate,ue_dl_bs,ue_dl_nof_prbs,ue_dl_olla,ue_pusch_snr_db,ue_pusch_rsrp_db,ue_ul_ri,ue_ul_mcs,ue_ul_brate,ue_ul_nof_ok,ue_ul_nof_nok,ue_ul_error_rate,ue_ul_nof_prbs,ue_bsr,ue_sr_count,ue_f0f1_invalid_harqs,ue_f2f3f4_invalid_harqs,ue_f2f3f4_invalid_csis,ue_pusch_invalid_harqs,ue_pusch_invalid_csis,ue_ul_olla,ue_ta,ue_srs_ta,ue_last_phr,ue_avg_ul_ce_delay,ue_max_ul_ce_delay,ue_avg_crc_delay,ue_avg_pusch_harq_delay,ue_avg_pucch_harq_delay
2025-08-03 19:36:10.594861,metric,51,575,247,0,0,0,0,0,0,0,0,0,1usec,217usec,158.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-03 19:36:11.594974,metric,51,1400,600,0,0,0,0,0,0,0,0,0,3usec,23usec,299.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-03 19:36:12.594966,metric,51,1400,600,0,0,0,0,0,0,0,0,0,3usec,21usec,313.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-03 19:36:13.594961,metric,51,1400,600,1,0,0,0,0.0136,0.0233,0,0,1,6usec,34usec,468.0,13kbps,73kbps,4.5ms,5.5ms,4.5ms,4ms,0x4601,407.8,ue_create,0x4601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4ms,,,,4601,1,13,1.0,8,14kbps,19,0,0%,0,123,0.004,33.3,-3.3,1,26,73kbps,13,0,0%,110,0,10,0,0,0,0,0,0,211ns,n/a,8,4.58ms,5.5ms,4.35ms,4ms,4.08ms
2025-08-03 19:36:14.594983,metric,51,1400,600,0,0,0,0,0.00786,0.0167,0,0,1,8usec,34usec,542.0,18kbps,52kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,n/a,,,,4601,1,14,1.0,25,19kbps,11,0,0%,0,22,0.010000001,35.1,-3.5,1,27,52kbps,10,0,0%,54,0,9,0,0,0,0,0,0,231ns,n/a,8,4.5ms,4.5ms,4.4ms,n/a,4.21ms
2025-08-03 19:36:15.594927,metric,51,1400,600,0,0,0,1,0.00786,0.112,0,0,1,8usec,27usec,640.0,20kbps,999kbps,4.5ms,4.5ms,4ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4ms,4.5ms,,,,4601,1,15,1.0,27,21kbps,11,0,0%,0,22,0.010000001,35.2,-3.5,1,27,1000kbps,67,0,0%,1035,2.01k,7,0,0,0,0,0,0,183ns,n/a,3,4.5ms,4.5ms,4.49ms,4.42ms,4ms
2025-08-03 19:36:16.594956,metric,51,1400,600,0,0,0,2,0.00643,0.155,0,0,1,9usec,30usec,721.16,16kbps,1.5Mbps,4.5ms,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4.5ms,,,,4601,1,15,1.0,27,17kbps,9,0,0%,0,18,0.010000001,34.8,-3.5,1,27,1.5Mbps,92,1,1%,1553,0,1,0,0,0,0,0,-0.099000014,165ns,n/a,8,4.5ms,4.5ms,4.47ms,4.12ms,4.5ms
2025-08-03 19:36:17.595072,metric,51,1400,600,0,0,2,0,0.0779,0.0367,0,0,1,9usec,32usec,854.0,2.7Mbps,119kbps,4.5ms,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4ms,,,,4601,1,15,1.0,26,2.7Mbps,92,9,8%,2.29k,3940,-0.04100001,35.2,-3.5,1,27,120kbps,22,0,0%,123,0,19,0,0,0,0,0,-0.099000014,191ns,n/a,7,4.48ms,4.5ms,4.34ms,4ms,4ms
2025-08-03 19:36:18.594962,metric,51,1400,600,0,0,41,0,0.864,0.12,0,0,1,14usec,43usec,991.16,49Mbps,554kbps,4.5ms,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4.5ms,,,,4601,1,15,1.0,27,49Mbps,1205,3,0%,195k,58527,-1.8626451e-08,34.4,-3.5,1,27,555kbps,71,1,1%,595,535,25,0,0,0,0,0,-0.19800003,198ns,n/a,7,4.47ms,4.5ms,4.28ms,4.04ms,3.95ms
2025-08-03 19:36:19.595090,metric,51,1400,600,0,0,49,0,1,0.132,0,0,1,15usec,51usec,1011.16,58Mbps,558kbps,4.5ms,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4.5ms,,,,4601,1,15,1.0,27,58Mbps,1400,0,0%,585k,69016,-1.8626451e-08,34.7,-3.5,1,27,559kbps,79,0,0%,576,535,16,0,0,0,0,0,-0.19800003,207ns,n/a,7,4.5ms,4.5ms,4.19ms,4.02ms,3.96ms
