time,log_type,rnti,format,prb1,prb2,symb,cs,occ,ack,metric,sinr,t,bwp,n_id,slot,cp,ports,status,epre,rsrp,t_align,cfo,sr,prb,csi1,n_id0
2025-08-03 21:17:44.732949,PHY,0x4601,1,0,50,"[0,",0,0,1,1563.6,+20.1dB,19.8us,"[0,",1,406.17,normal,0,valid,-14.5dB,-14.4dB,na,na,,,,
2025-08-03 21:17:44.747933,PHY,0x4601,1,4,na,"[0,",0,0,,2971.7,+20.5dB,17.4us,"[0,",1,408.7,normal,0,valid,-13.0dB,-13.1dB,na,na,yes,,,
2025-08-03 21:17:44.748220,CSI,0x4601,2,,na,"[4,",,,,,+31.7dB,26.6us,"[0,",1,408.8,normal,0,valid,-11.2dB,-11.2dB,0.13us,-11.2Hz,,"[7,",1111,1
2025-08-03 21:17:44.767897,PHY,0x4601,1,4,na,"[0,",0,0,2,0.2,-51.0dB,20.1us,"[0,",1,410.7,normal,0,invalid,-46.4dB,-97.8dB,na,na,,,,
2025-08-03 21:17:44.767927,PHY,0x4601,1,0,na,"[0,",0,0,1,3106.0,+20.7dB,12.7us,"[0,",1,410.7,normal,0,valid,-13.8dB,-13.8dB,na,na,,,,
2025-08-03 21:17:44.768156,CSI,0x4601,2,,na,"[4,",,,,,+35.8dB,31.5us,"[0,",1,410.8,normal,0,valid,-11.7dB,-11.7dB,0.16us,-105.4Hz,,"[7,",1111,1
2025-08-03 21:17:44.772960,PHY,0x4601,1,0,na,"[0,",0,0,1,1421.2,+17.3dB,17.5us,"[0,",1,410.17,normal,0,valid,-13.7dB,-13.8dB,na,na,,,,
2025-08-03 21:17:44.787955,PHY,0x4601,1,4,na,"[0,",0,0,,1391.9,+17.2dB,22.1us,"[0,",1,412.7,normal,0,valid,-13.4dB,-13.5dB,na,na,yes,,,
2025-08-03 21:17:44.788100,CSI,0x4601,2,,na,"[4,",,,,,+35.2dB,18.7us,"[0,",1,412.8,normal,0,valid,-11.6dB,-11.7dB,0.20us,-44.0Hz,,"[7,",1111,1
2025-08-03 21:17:44.807901,PHY,0x4601,1,4,na,"[0,",0,0,11,1496.4,+17.5dB,16.6us,"[0,",1,414.7,normal,0,valid,-10.5dB,-10.6dB,na,na,,,,
2025-08-03 21:17:44.807920,PHY,0x4601,1,0,na,"[0,",0,0,22,0.1,-36.4dB,11.5us,"[0,",1,414.7,normal,0,invalid,-47.0dB,-84.0dB,na,na,,,,
2025-08-03 21:17:44.808149,CSI,0x4601,2,,na,"[4,",,,,,+32.2dB,14.4us,"[0,",1,414.8,normal,0,valid,-11.7dB,-11.8dB,0.20us,-28.0Hz,,"[7,",1111,1
2025-08-03 21:17:44.808853,PHY,0x4601,1,0,na,"[0,",0,0,1,1360.0,+17.1dB,15.8us,"[0,",1,414.9,normal,0,valid,-13.9dB,-14.0dB,na,na,,,,
2025-08-03 21:17:44.827856,PHY,0x4601,1,4,na,"[0,",0,0,,1397.5,+17.2dB,16.2us,"[0,",1,416.7,normal,0,valid,-13.7dB,-13.8dB,na,na,yes,,,
2025-08-03 21:17:44.828099,CSI,0x4601,2,,na,"[4,",,,,,+34.2dB,13.3us,"[0,",1,416.8,normal,0,valid,-11.9dB,-12.0dB,0.21us,-63.9Hz,,"[7,",1111,1
2025-08-03 21:17:44.848205,CSI,0x4601,2,,na,"[4,",,,,,+33.5dB,15.6us,"[0,",1,418.8,normal,0,valid,-12.1dB,-12.1dB,0.18us,-46.1Hz,,"[7,",1111,1
2025-08-03 21:17:44.857508,PHY,0x4601,2,,na,"[0,",,,111,,+31.5dB,22.0us,"[0,",1,419.7,normal,0,valid,-13.5dB,-13.5dB,0.19us,+51.1Hz,,"[6,",,1
2025-08-03 21:17:44.867885,PHY,0x4601,1,4,na,"[0,",0,0,,1444.1,+17.3dB,16.6us,"[0,",1,420.7,normal,0,valid,-14.1dB,-14.2dB,na,na,yes,,,
2025-08-03 21:17:44.868119,CSI,0x4601,2,,na,"[4,",,,,,+31.1dB,12.6us,"[0,",1,420.8,normal,0,valid,-12.2dB,-12.3dB,0.23us,-146.0Hz,,"[7,",1111,1
2025-08-03 21:17:44.887949,PHY,0x4601,1,4,na,"[0,",0,0,2,0.1,-20.5dB,16.3us,"[0,",1,422.7,normal,0,invalid,-46.7dB,-68.0dB,na,na,,,,
2025-08-03 21:17:44.887964,PHY,0x4601,1,0,na,"[0,",0,0,1,1459.9,+17.4dB,11.5us,"[0,",1,422.7,normal,0,valid,-14.4dB,-14.5dB,na,na,,,,
2025-08-03 21:17:44.888078,CSI,0x4601,2,,na,"[4,",,,,,+35.6dB,12.7us,"[0,",1,422.8,normal,0,valid,-12.3dB,-12.3dB,0.16us,-67.3Hz,,"[7,",1111,1
