ID,time,Transfer,Bitrate,Retr,Cwnd
6,2025-08-03 21:19:33.585809,2.06,17.2,0,130.0
6,2025-08-03 21:19:34.585809,5.88,49.3,0,398.0
6,2025-08-03 21:19:35.585809,5.88,49.3,0,673.0
6,2025-08-03 21:19:36.585809,5.88,49.3,0,944.0
6,2025-08-03 21:19:37.585809,5.5,46.1,0,1.17
6,2025-08-03 21:19:38.585809,5.25,44.0,0,1.44
6,2025-08-03 21:19:39.585809,5.25,44.0,0,1.7
6,2025-08-03 21:19:40.585809,5.38,45.1,0,1.97
6,2025-08-03 21:19:41.585809,5.62,47.2,0,2.26
6,2025-08-03 21:19:42.585809,6.75,56.6,0,2.54
6,2025-08-03 21:19:43.585809,6.62,55.6,0,2.54
6,2025-08-03 21:19:44.585809,6.62,55.6,0,2.54
6,2025-08-03 21:19:45.585809,6.62,55.6,0,2.54
6,2025-08-03 21:19:46.585809,6.38,53.5,0,2.54
6,2025-08-03 21:19:47.585809,6.62,55.6,0,2.54
6,2025-08-03 21:19:48.585809,6.62,55.6,0,2.54
6,2025-08-03 21:19:49.585809,6.5,54.5,0,2.54
6,2025-08-03 21:19:50.585809,6.62,55.6,0,2.54
6,2025-08-03 21:19:51.585809,6.75,56.6,0,2.54
6,2025-08-03 21:19:52.585809,6.5,54.5,0,2.54
6,2025-08-03 21:19:53.585809,6.62,55.6,0,2.54
6,2025-08-03 21:19:54.585809,6.62,55.6,0,2.54
6,2025-08-03 21:19:55.585809,6.38,53.5,0,2.54
6,2025-08-03 21:19:56.585809,6.5,54.5,0,2.54
6,2025-08-03 21:19:57.585809,6.75,56.6,0,2.54
6,2025-08-03 21:19:58.585809,6.5,54.5,0,2.54
6,2025-08-03 21:19:59.585809,6.5,54.5,0,2.54
6,2025-08-03 21:20:00.585809,6.75,56.6,0,2.54
6,2025-08-03 21:20:01.585809,6.5,54.5,0,2.54
6,2025-08-03 21:20:02.585809,6.62,55.6,0,2.54
6,2025-08-03 21:20:03.585809,6.75,56.6,0,2.54
6,2025-08-03 21:20:04.585809,6.38,53.5,0,2.54
6,2025-08-03 21:20:05.585809,2.12,53.7,0,2.54
