ID,time,Transfer,Bitrate,Retr,Cwnd
6,2025-08-03 20:44:46.991914,2.06,17.2,0,130.0
6,2025-08-03 20:44:47.991914,5.88,49.3,0,398.0
6,2025-08-03 20:44:48.991914,5.88,49.3,0,673.0
6,2025-08-03 20:44:49.991914,5.88,49.3,0,944.0
6,2025-08-03 20:44:50.991914,5.5,46.1,0,1.17
6,2025-08-03 20:44:51.991914,5.25,44.0,0,1.44
6,2025-08-03 20:44:52.991914,5.25,44.0,0,1.7
6,2025-08-03 20:44:53.991914,5.38,45.1,0,1.97
6,2025-08-03 20:44:54.991914,5.62,47.2,0,2.26
6,2025-08-03 20:44:55.991914,6.75,56.6,0,2.54
6,2025-08-03 20:44:56.991914,6.62,55.6,0,2.54
6,2025-08-03 20:44:57.991914,6.62,55.6,0,2.54
6,2025-08-03 20:44:58.991914,6.62,55.6,0,2.54
6,2025-08-03 20:44:59.991914,6.38,53.5,0,2.54
6,2025-08-03 20:45:00.991914,6.62,55.6,0,2.54
6,2025-08-03 20:45:01.991914,6.62,55.6,0,2.54
6,2025-08-03 20:45:02.991914,6.5,54.5,0,2.54
6,2025-08-03 20:45:03.991914,6.62,55.6,0,2.54
6,2025-08-03 20:45:04.991914,6.75,56.6,0,2.54
6,2025-08-03 20:45:05.991914,6.5,54.5,0,2.54
6,2025-08-03 20:45:06.991914,6.62,55.6,0,2.54
6,2025-08-03 20:45:07.991914,6.62,55.6,0,2.54
6,2025-08-03 20:45:08.991914,6.38,53.5,0,2.54
6,2025-08-03 20:45:09.991914,6.5,54.5,0,2.54
6,2025-08-03 20:45:10.991914,6.75,56.6,0,2.54
6,2025-08-03 20:45:11.991914,6.5,54.5,0,2.54
6,2025-08-03 20:45:12.991914,6.5,54.5,0,2.54
6,2025-08-03 20:45:13.991914,6.75,56.6,0,2.54
6,2025-08-03 20:45:14.991914,6.5,54.5,0,2.54
6,2025-08-03 20:45:15.991914,6.62,55.6,0,2.54
6,2025-08-03 20:45:16.991914,6.75,56.6,0,2.54
6,2025-08-03 20:45:17.991914,6.38,53.5,0,2.54
6,2025-08-03 20:45:18.991914,2.12,53.7,0,2.54
