time,log_type,nof_prbs,nof_dl_slots,nof_ul_slots,nof_prach_preambles,error_indications,pdsch_rbs_per_slot,pusch_rbs_per_slot,pdschs_per_slot,puschs_per_slot,failed_pdcch,failed_uci,nof_ues,mean_latency,max_latency,max_latency_slot,total_dl_brate,total_ul_brate,max_crc_delay,max_ce_delay,max_pucch_harq_delay,events,slot,type,rnti,pci,cqi,dl_ri,dl_mcs,dl_brate,dl_nof_ok,dl_nof_nok,dl_error_rate,dl_bs,dl_nof_prbs,dl_olla,pusch_snr_db,pusch_rsrp_db,ul_ri,ul_mcs,ul_brate,ul_nof_ok,ul_nof_nok,ul_error_rate,ul_nof_prbs,bsr,sr_count,f0f1_invalid_harqs,f2f3f4_invalid_harqs,f2f3f4_invalid_csis,pusch_invalid_harqs,pusch_invalid_csis,ul_olla,ta,srs_ta,last_phr,avg_ul_ce_delay,max_ul_ce_delay,avg_crc_delay,avg_pusch_harq_delay,max_pusch_harq_delay,avg_pucch_harq_delay,ue_log_type,ue_nof_prbs,ue_nof_dl_slots,ue_nof_ul_slots,ue_nof_prach_preambles,ue_error_indications,ue_pdsch_rbs_per_slot,ue_pusch_rbs_per_slot,ue_pdschs_per_slot,ue_puschs_per_slot,ue_failed_pdcch,ue_failed_uci,ue_nof_ues,ue_mean_latency,ue_max_latency,ue_max_latency_slot,ue_total_dl_brate,ue_total_ul_brate,ue_max_crc_delay,ue_max_ce_delay,ue_max_pucch_harq_delay,ue_events,ue_slot,ue_type,ue_rnti,ue_pci,ue_cqi,ue_dl_ri,ue_dl_mcs,ue_dl_brate,ue_dl_nof_ok,ue_dl_nof_nok,ue_dl_error_rate,ue_dl_bs,ue_dl_nof_prbs,ue_dl_olla,ue_pusch_snr_db,ue_pusch_rsrp_db,ue_ul_ri,ue_ul_mcs,ue_ul_brate,ue_ul_nof_ok,ue_ul_nof_nok,ue_ul_error_rate,ue_ul_nof_prbs,ue_bsr,ue_sr_count,ue_f0f1_invalid_harqs,ue_f2f3f4_invalid_harqs,ue_f2f3f4_invalid_csis,ue_pusch_invalid_harqs,ue_pusch_invalid_csis,ue_ul_olla,ue_ta,ue_srs_ta,ue_last_phr,ue_avg_ul_ce_delay,ue_max_ul_ce_delay,ue_avg_crc_delay,ue_avg_pusch_harq_delay,ue_max_pusch_harq_delay,ue_avg_pucch_harq_delay
2025-08-03 20:00:37.636252,metric,51,575,249,0,0,0,0,0,0,0,0,0,1usec,223usec,158.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-03 20:00:38.636218,metric,51,1400,600,0,0,0,0,0,0,0,0,0,3usec,16usec,297.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-03 20:00:39.636196,metric,51,1400,600,1,0,0,0,0.0136,0.02,0,0,1,5usec,35usec,378.0,10kbps,61kbps,4.5ms,5.5ms,4.5ms,0x4601,310.8,ue_create,0x4601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,14,1.0,5,10kbps,18,1,5%,0,124,0.001,32.5,-2.8,1,26,61kbps,11,0,0%,99,1.04k,10,1,0,0,0,0,0,211ns,n/a,8,4.59ms,5.5ms,4.41ms,n/a,n/a,4.09ms
2025-08-03 20:00:40.636335,metric,51,1400,600,0,0,0,1,0.0107,0.12,0,0,1,9usec,35usec,482.3,24kbps,1.1Mbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,4601,1,14,1.0,23,24kbps,15,0,0%,0,30,0.012000001,33.7,-3.1,1,27,1.1Mbps,72,0,0%,1136,2.01k,5,0,0,0,0,0,0,230ns,n/a,3,4.5ms,4.5ms,4.48ms,4.31ms,4.5ms,4ms
2025-08-03 20:00:41.636206,metric,51,1400,600,0,0,0,2,0.00643,0.145,0,0,1,9usec,27usec,566.3,14kbps,1.4Mbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,15,1.0,27,15kbps,8,0,0%,3,18,0.012000001,34.7,-3.0,1,27,1.4Mbps,87,0,0%,1427,0,2,0,0,0,0,0,0,236ns,n/a,8,4.49ms,4.5ms,4.48ms,4.29ms,4.5ms,4.5ms
2025-08-03 20:00:42.636339,metric,51,1400,600,0,0,1,0,0.0393,0.035,0,0,1,8usec,36usec,686.12,1.2Mbps,128kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,15,1.0,26,1.2Mbps,55,0,0%,18.3k,1491,0.012000001,34.3,-3.0,1,27,129kbps,20,1,4%,165,0,17,0,0,0,0,0,,186ns,n/a,0,4.47ms,4.5ms,4.38ms,4.17ms,4.5ms,4.06ms
2025-08-03 20:00:43.636290,metric,51,1400,600,0,0,16,0,0.372,0.0867,0,0,1,11usec,42usec,711.4,19Mbps,393kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,15,1.0,26,19Mbps,506,7,1%,9.23k,22683,0.010000003,35.0,-3.1,1,27,394kbps,52,0,0%,406,0,27,0,0,0,0,0,-0.09800001,175ns,n/a,7,4.5ms,4.5ms,4.38ms,4.2ms,4.5ms,3.97ms
2025-08-03 20:00:44.636269,metric,51,1400,600,0,0,45,0,0.927,0.117,0,0,1,15usec,45usec,842.15,53Mbps,498kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,15,1.0,27,53Mbps,1297,1,0%,314k,63251,0.001000002,35.0,-3.1,1,27,498kbps,70,0,0%,514,339,24,0,0,0,0,0,-0.09800001,183ns,n/a,7,4.48ms,4.5ms,4.24ms,4.01ms,4.5ms,3.95ms
2025-08-03 20:00:45.636332,metric,51,1400,600,0,0,49,0,1,0.13,0,0,1,15usec,60usec,993.16,58Mbps,568kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,15,1.0,27,58Mbps,1399,1,0%,648k,68974,0.009000003,34.8,-3.2,1,27,569kbps,78,0,0%,586,535,17,0,0,0,0,0,-0.09800001,188ns,n/a,7,4.47ms,4.5ms,4.24ms,4.06ms,4.5ms,3.95ms
2025-08-03 20:00:46.636317,metric,51,1400,600,0,0,49,1,1,0.135,0,0,1,15usec,42usec,34.16,58Mbps,550kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,4601,1,15,1.0,27,58Mbps,1399,1,0%,909k,68995,2.7939677e-09,34.2,-3.1,1,27,551kbps,79,2,2%,614,2.81k,18,0,0,0,0,0,,201ns,n/a,7,4.45ms,4.5ms,4.22ms,4.02ms,4.5ms,3.95ms
