time,log_type,nof_prbs,nof_dl_slots,nof_ul_slots,nof_prach_preambles,error_indications,pdsch_rbs_per_slot,pusch_rbs_per_slot,pdschs_per_slot,puschs_per_slot,failed_pdcch,failed_uci,nof_ues,mean_latency,max_latency,max_latency_slot,total_dl_brate,total_ul_brate,max_crc_delay,max_ce_delay,max_pucch_harq_delay,events,slot,type,rnti,pci,cqi,dl_ri,dl_mcs,dl_brate,dl_nof_ok,dl_nof_nok,dl_error_rate,dl_bs,dl_nof_prbs,dl_olla,pusch_snr_db,pusch_rsrp_db,ul_ri,ul_mcs,ul_brate,ul_nof_ok,ul_nof_nok,ul_error_rate,ul_nof_prbs,bsr,sr_count,f0f1_invalid_harqs,f2f3f4_invalid_harqs,f2f3f4_invalid_csis,pusch_invalid_harqs,pusch_invalid_csis,ul_olla,ta,srs_ta,last_phr,avg_ul_ce_delay,max_ul_ce_delay,avg_crc_delay,avg_pusch_harq_delay,max_pusch_harq_delay,avg_pucch_harq_delay,ue_log_type,ue_nof_prbs,ue_nof_dl_slots,ue_nof_ul_slots,ue_nof_prach_preambles,ue_error_indications,ue_pdsch_rbs_per_slot,ue_pusch_rbs_per_slot,ue_pdschs_per_slot,ue_puschs_per_slot,ue_failed_pdcch,ue_failed_uci,ue_nof_ues,ue_mean_latency,ue_max_latency,ue_max_latency_slot,ue_total_dl_brate,ue_total_ul_brate,ue_max_crc_delay,ue_max_ce_delay,ue_max_pucch_harq_delay,ue_events,ue_slot,ue_type,ue_rnti,ue_pci,ue_cqi,ue_dl_ri,ue_dl_mcs,ue_dl_brate,ue_dl_nof_ok,ue_dl_nof_nok,ue_dl_error_rate,ue_dl_bs,ue_dl_nof_prbs,ue_dl_olla,ue_pusch_snr_db,ue_pusch_rsrp_db,ue_ul_ri,ue_ul_mcs,ue_ul_brate,ue_ul_nof_ok,ue_ul_nof_nok,ue_ul_error_rate,ue_ul_nof_prbs,ue_bsr,ue_sr_count,ue_f0f1_invalid_harqs,ue_f2f3f4_invalid_harqs,ue_f2f3f4_invalid_csis,ue_pusch_invalid_harqs,ue_pusch_invalid_csis,ue_ul_olla,ue_ta,ue_srs_ta,ue_last_phr,ue_avg_ul_ce_delay,ue_max_ul_ce_delay,ue_avg_crc_delay,ue_avg_pusch_harq_delay,ue_max_pusch_harq_delay,ue_avg_pucch_harq_delay
2025-08-03 21:33:20.750568,metric,51,561,243,0,0,0,0,0,0,0,0,0,1usec,234usec,159.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-03 21:33:21.750616,metric,51,1400,600,0,0,0,0,0,0,0,0,0,3usec,17usec,245.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-03 21:33:22.750575,metric,51,1400,600,0,0,0,0,0,0,0,0,0,3usec,18usec,304.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-03 21:33:23.750655,metric,51,1400,600,1,0,0,0,0.0114,0.0133,0,0,1,4usec,39usec,498.0,7.0kbps,42kbps,4.5ms,5.5ms,4.5ms,0x4601,439.8,ue_create,0x4601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,15,1.0,4,7.5kbps,15,1,6%,0,118,0,29.1,-3.0,1,25,43kbps,7,0,0%,77,0,6,1,0,0,0,0,0,405ns,n/a,10,4.64ms,5.5ms,4.5ms,n/a,n/a,4.03ms
2025-08-03 21:33:24.750638,metric,51,1400,600,0,0,0,0,0.00857,0.0233,0,0,1,8usec,39usec,502.0,18kbps,71kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,13,1.0,22,18kbps,12,0,0%,0,24,0.010000001,34.5,-3.5,1,27,71kbps,14,0,0%,75,0,13,0,0,0,0,0,0,192ns,n/a,8,4.5ms,4.5ms,4.39ms,n/a,n/a,4.02ms
2025-08-03 21:33:25.750602,metric,51,1400,600,0,0,0,1,0.00786,0.107,0,0,1,9usec,40usec,654.3,20kbps,963kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,15,1.0,27,21kbps,11,0,0%,0,22,0.010000001,34.3,-3.5,1,27,964kbps,64,0,0%,998,2.01k,5,0,0,0,0,0,0,174ns,n/a,3,4.5ms,4.5ms,4.47ms,4.14ms,4.5ms,4.17ms
2025-08-03 21:33:26.750657,metric,51,1400,600,0,0,0,2,0.00571,0.153,0,0,1,9usec,42usec,779.0,14kbps,1.5Mbps,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,n/a,,,,4601,1,15,1.0,27,15kbps,8,0,0%,0,16,0.010000001,34.0,-3.5,1,27,1.5Mbps,92,0,0%,1532,0,0,0,0,0,0,0,0,203ns,n/a,4,4.5ms,4.5ms,4.48ms,4.19ms,4.5ms,n/a
2025-08-03 21:33:27.750551,metric,51,1400,599,0,0,2,0,0.0793,0.0434,0,0,1,9usec,43usec,876.2,3.1Mbps,161kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,15,1.0,26,3.1Mbps,105,5,4%,19.7k,3781,0.0020000008,34.0,-3.5,1,27,161kbps,26,0,0%,166,870,20,0,0,0,0,0,0,211ns,n/a,8,4.5ms,4.5ms,4.46ms,4.1ms,4.5ms,4.01ms
2025-08-03 21:33:28.750659,metric,51,1400,600,0,0,32,0,0.691,0.112,0,0,1,13usec,88usec,918.15,38Mbps,515kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,15,1.0,27,38Mbps,957,2,0%,173k,45207,0.006000002,33.5,-3.5,1,27,516kbps,65,2,2%,573,0,25,0,0,0,0,0,-0.19800003,217ns,n/a,7,4.47ms,4.5ms,4.34ms,4.05ms,4.5ms,3.95ms
2025-08-03 21:33:29.750638,metric,51,1400,600,0,0,49,0,1,0.122,0,0,1,15usec,46usec,1011.6,58Mbps,536kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,15,1.0,27,58Mbps,1398,2,0%,479k,68974,0.009000002,33.6,-3.5,1,27,537kbps,73,0,0%,553,0,18,0,0,0,0,0,-0.19800003,224ns,n/a,7,4.47ms,4.5ms,4.28ms,4.03ms,4.5ms,3.96ms
2025-08-03 21:33:30.750692,metric,51,1400,600,0,0,49,0,1,0.122,0,0,1,15usec,43usec,115.3,58Mbps,531kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,15,1.0,27,58Mbps,1388,12,0%,886k,68988,0.005999983,34.1,-3.5,1,27,531kbps,73,0,0%,548,0,21,2,0,0,0,0,-0.19800003,225ns,n/a,7,4.48ms,4.5ms,4.23ms,4.03ms,4.5ms,3.96ms
