time,log_type,nof_prbs,nof_dl_slots,nof_ul_slots,nof_prach_preambles,error_indications,pdsch_rbs_per_slot,pusch_rbs_per_slot,pdschs_per_slot,puschs_per_slot,failed_pdcch,failed_uci,nof_ues,mean_latency,max_latency,max_latency_slot,total_dl_brate,total_ul_brate,max_crc_delay,max_ce_delay,max_pucch_harq_delay,max_pusch_harq_delay,events,slot,type,rnti,pci,cqi,dl_ri,dl_mcs,dl_brate,dl_nof_ok,dl_nof_nok,dl_error_rate,dl_bs,dl_nof_prbs,dl_olla,pusch_snr_db,pusch_rsrp_db,ul_ri,ul_mcs,ul_brate,ul_nof_ok,ul_nof_nok,ul_error_rate,ul_nof_prbs,bsr,sr_count,f0f1_invalid_harqs,f2f3f4_invalid_harqs,f2f3f4_invalid_csis,pusch_invalid_harqs,pusch_invalid_csis,ul_olla,ta,srs_ta,last_phr,avg_ul_ce_delay,max_ul_ce_delay,avg_crc_delay,avg_pusch_harq_delay,avg_pucch_harq_delay,ue_log_type,ue_nof_prbs,ue_nof_dl_slots,ue_nof_ul_slots,ue_nof_prach_preambles,ue_error_indications,ue_pdsch_rbs_per_slot,ue_pusch_rbs_per_slot,ue_pdschs_per_slot,ue_puschs_per_slot,ue_failed_pdcch,ue_failed_uci,ue_nof_ues,ue_mean_latency,ue_max_latency,ue_max_latency_slot,ue_total_dl_brate,ue_total_ul_brate,ue_max_crc_delay,ue_max_ce_delay,ue_max_pucch_harq_delay,ue_max_pusch_harq_delay,ue_events,ue_slot,ue_type,ue_rnti,ue_pci,ue_cqi,ue_dl_ri,ue_dl_mcs,ue_dl_brate,ue_dl_nof_ok,ue_dl_nof_nok,ue_dl_error_rate,ue_dl_bs,ue_dl_nof_prbs,ue_dl_olla,ue_pusch_snr_db,ue_pusch_rsrp_db,ue_ul_ri,ue_ul_mcs,ue_ul_brate,ue_ul_nof_ok,ue_ul_nof_nok,ue_ul_error_rate,ue_ul_nof_prbs,ue_bsr,ue_sr_count,ue_f0f1_invalid_harqs,ue_f2f3f4_invalid_harqs,ue_f2f3f4_invalid_csis,ue_pusch_invalid_harqs,ue_pusch_invalid_csis,ue_ul_olla,ue_ta,ue_srs_ta,ue_last_phr,ue_avg_ul_ce_delay,ue_max_ul_ce_delay,ue_avg_crc_delay,ue_avg_pusch_harq_delay,ue_avg_pucch_harq_delay
2025-08-03 19:55:21.702564,metric,51,561,243,0,0,0,0,0,0,0,0,0,1usec,226usec,159.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-03 19:55:22.702674,metric,51,1400,600,0,0,0,0,0,0,0,0,0,3usec,17usec,284.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-03 19:55:23.702486,metric,51,1400,600,0,0,0,0,0,0,0,0,0,4usec,18usec,367.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-03 19:55:24.702585,metric,51,1400,600,1,0,0,0,0.0164,0.025,0,0,1,6usec,36usec,460.0,15kbps,78kbps,4.5ms,5.5ms,4.5ms,4ms,0x4601,407.8,ue_create,0x4601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4ms,,,,4601,1,13,1.0,9,15kbps,22,0,0%,3,130,0.0060000005,33.8,-3.2,1,26,78kbps,14,0,0%,115,0,12,0,0,0,0,0,0,192ns,n/a,8,4.57ms,5.5ms,4.46ms,4ms,4.12ms
2025-08-03 19:55:25.702578,metric,51,1400,600,0,0,0,0,0.00643,0.015,0,0,1,8usec,29usec,577.15,17kbps,47kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,n/a,,,,4601,1,14,1.0,26,18kbps,10,0,0%,0,18,0.010000001,35.6,-3.3,1,27,48kbps,9,0,0%,49,0,8,0,0,0,0,0,0,209ns,n/a,8,4.5ms,4.5ms,4.39ms,n/a,4.12ms
2025-08-03 19:55:26.702539,metric,51,1400,600,0,0,0,1,0.00714,0.09,0,0,1,8usec,36usec,692.3,18kbps,803kbps,4.5ms,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4.5ms,,,,4601,1,15,1.0,27,19kbps,10,0,0%,0,20,0.010000001,35.3,-3.3,1,27,804kbps,54,0,0%,832,2.01k,6,0,0,0,0,0,0,228ns,n/a,3,4.5ms,4.5ms,4.44ms,4.33ms,4.12ms
2025-08-03 19:55:27.702565,metric,51,1400,600,0,0,0,2,0.00714,0.167,0,0,1,9usec,38usec,734.3,18kbps,1.6Mbps,4.5ms,4.5ms,,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,n/a,4.5ms,,,,4601,1,15,1.0,27,19kbps,10,0,0%,0,20,0.010000001,34.7,-3.3,1,27,1.6Mbps,98,2,2%,1686,2.01k,0,0,0,0,0,0,-0.19800003,236ns,n/a,3,4.5ms,4.5ms,4.45ms,4.2ms,n/a
2025-08-03 19:55:28.702501,metric,51,1400,600,0,0,0,0,0.0214,0.0333,0,0,1,8usec,43usec,898.3,376kbps,139kbps,4.5ms,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4.5ms,,,,4601,1,15,1.0,26,376kbps,30,0,0%,0,436,0.010000001,35.7,-3.3,1,27,140kbps,20,0,0%,144,0,16,0,0,0,0,0,-0.19800003,205ns,n/a,8,4.5ms,4.5ms,4.4ms,4.5ms,4.09ms
2025-08-03 19:55:29.702722,metric,51,1400,600,0,0,26,0,0.591,0.107,0,0,1,13usec,79usec,915.2,32Mbps,463kbps,4.5ms,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4.5ms,,,,4601,1,15,1.0,27,32Mbps,822,5,0%,83k,37687,0.0020000017,35.0,-3.3,1,27,464kbps,64,0,0%,477,1.45k,26,0,0,0,0,0,-0.19800003,174ns,n/a,7,4.48ms,4.5ms,4.29ms,4.09ms,3.96ms
2025-08-03 19:55:30.702587,metric,51,1400,600,0,0,49,0,1,0.127,0,0,1,15usec,46usec,67.15,58Mbps,542kbps,4.5ms,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4.5ms,,,,4601,1,15,1.0,27,58Mbps,1391,1,0%,455k,68953,0.0050000027,34.9,-3.5,1,27,542kbps,76,0,0%,559,0,20,0,0,0,0,0,-0.19800003,182ns,n/a,7,4.49ms,4.5ms,4.21ms,4.03ms,3.95ms
