ID,time,Transfer,Bitrate,Retr,Cwnd
6,2025-08-03 20:20:31.835739,2.06,17.2,0,130.0
6,2025-08-03 20:20:32.835739,5.88,49.3,0,398.0
6,2025-08-03 20:20:33.835739,5.88,49.3,0,673.0
6,2025-08-03 20:20:34.835739,5.88,49.3,0,944.0
6,2025-08-03 20:20:35.835739,5.5,46.1,0,1.17
6,2025-08-03 20:20:36.835739,5.25,44.0,0,1.44
6,2025-08-03 20:20:37.835739,5.25,44.0,0,1.7
6,2025-08-03 20:20:38.835739,5.38,45.1,0,1.97
6,2025-08-03 20:20:39.835739,5.62,47.2,0,2.26
6,2025-08-03 20:20:40.835739,6.75,56.6,0,2.54
6,2025-08-03 20:20:41.835739,6.62,55.6,0,2.54
6,2025-08-03 20:20:42.835739,6.62,55.6,0,2.54
6,2025-08-03 20:20:43.835739,6.62,55.6,0,2.54
6,2025-08-03 20:20:44.835739,6.38,53.5,0,2.54
6,2025-08-03 20:20:45.835739,6.62,55.6,0,2.54
6,2025-08-03 20:20:46.835739,6.62,55.6,0,2.54
6,2025-08-03 20:20:47.835739,6.5,54.5,0,2.54
6,2025-08-03 20:20:48.835739,6.62,55.6,0,2.54
6,2025-08-03 20:20:49.835739,6.75,56.6,0,2.54
6,2025-08-03 20:20:50.835739,6.5,54.5,0,2.54
6,2025-08-03 20:20:51.835739,6.62,55.6,0,2.54
6,2025-08-03 20:20:52.835739,6.62,55.6,0,2.54
6,2025-08-03 20:20:53.835739,6.38,53.5,0,2.54
6,2025-08-03 20:20:54.835739,6.5,54.5,0,2.54
6,2025-08-03 20:20:55.835739,6.75,56.6,0,2.54
6,2025-08-03 20:20:56.835739,6.5,54.5,0,2.54
6,2025-08-03 20:20:57.835739,6.5,54.5,0,2.54
6,2025-08-03 20:20:58.835739,6.75,56.6,0,2.54
6,2025-08-03 20:20:59.835739,6.5,54.5,0,2.54
6,2025-08-03 20:21:00.835739,6.62,55.6,0,2.54
6,2025-08-03 20:21:01.835739,6.75,56.6,0,2.54
6,2025-08-03 20:21:02.835739,6.38,53.5,0,2.54
6,2025-08-03 20:21:03.835739,2.12,53.7,0,2.54
