time,log_type,ue_id,c_rnti,dl_rsrp,dl_rsrq,dl_sinr
2025-08-03 21:40:20.659716,ULMeasRept,0,4601,-98,-10.5,22.0
2025-08-03 21:40:20.779474,ULMeasRept,0,4601,-98,-10.5,22.0
2025-08-03 21:40:20.899518,ULMeasRept,0,4601,-98,-10.5,21.5
2025-08-03 21:40:21.019536,ULMeasRept,0,4601,-98,-10.5,21.5
2025-08-03 21:40:21.139521,ULMeasRept,0,4601,-98,-10.5,22.0
2025-08-03 21:40:21.259521,ULMeasRept,0,4601,-97,-10.5,22.0
2025-08-03 21:40:21.379597,ULMeasRept,0,4601,-97,-10.5,22.0
2025-08-03 21:40:21.499517,ULMeasRept,0,4601,-97,-10.5,22.0
2025-08-03 21:40:21.619538,ULMeasRept,0,4601,-97,-10.5,22.0
2025-08-03 21:40:21.739491,ULMeasRept,0,4601,-97,-10.5,22.0
2025-08-03 21:40:21.859463,ULMeasRept,0,4601,-97,-10.5,22.0
2025-08-03 21:40:21.979552,ULMeasRept,0,4601,-97,-10.5,22.0
2025-08-03 21:40:22.099439,ULMeasRept,0,4601,-97,-10.5,22.0
2025-08-03 21:40:22.219492,ULMeasRept,0,4601,-97,-10.5,22.0
2025-08-03 21:40:22.339465,ULMeasRept,0,4601,-97,-10.5,22.0
2025-08-03 21:40:22.459492,ULMeasRept,0,4601,-97,-10.5,22.0
2025-08-03 21:40:22.579480,ULMeasRept,0,4601,-97,-10.5,22.0
2025-08-03 21:40:22.689595,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-03 21:40:22.819534,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-03 21:40:22.939533,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-03 21:40:23.059540,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-03 21:40:23.179615,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-03 21:40:23.299497,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-03 21:40:23.419539,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-03 21:40:23.539529,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-03 21:40:23.659551,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-03 21:40:23.779513,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-03 21:40:23.899458,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-03 21:40:24.029593,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-03 21:40:24.149508,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-03 21:40:24.279515,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-03 21:40:24.399539,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-03 21:40:24.519467,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-03 21:40:24.639537,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-03 21:40:24.759462,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-03 21:40:24.879517,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-03 21:40:24.999478,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-03 21:40:25.119539,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-03 21:40:25.229451,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-03 21:40:25.349554,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-03 21:40:25.479520,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-03 21:40:25.594520,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-03 21:40:25.719527,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-03 21:40:25.829528,ULMeasRept,0,4601,-97,-10.5,22.0
2025-08-03 21:40:25.959521,ULMeasRept,0,4601,-97,-10.5,22.0
2025-08-03 21:40:26.079516,ULMeasRept,0,4601,-97,-10.5,22.0
2025-08-03 21:40:26.189497,ULMeasRept,0,4601,-97,-10.5,22.0
2025-08-03 21:40:26.324577,ULMeasRept,0,4601,-97,-10.5,22.0
2025-08-03 21:40:26.439560,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-03 21:40:26.559486,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-03 21:40:26.699554,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-03 21:40:26.815622,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-03 21:40:26.939532,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-03 21:40:27.055555,ULMeasRept,0,4601,-97,-10.5,22.5
2025-08-03 21:40:27.169479,ULMeasRept,0,4601,-97,-10.5,22.5
