time,log_type,nof_prbs,nof_dl_slots,nof_ul_slots,nof_prach_preambles,error_indications,pdsch_rbs_per_slot,pusch_rbs_per_slot,pdschs_per_slot,puschs_per_slot,failed_pdcch,failed_uci,nof_ues,mean_latency,max_latency,max_latency_slot,total_dl_brate,total_ul_brate,max_crc_delay,max_ce_delay,max_pucch_harq_delay,max_pusch_harq_delay,events,slot,type,rnti,pci,cqi,dl_ri,dl_mcs,dl_brate,dl_nof_ok,dl_nof_nok,dl_error_rate,dl_bs,dl_nof_prbs,dl_olla,pusch_snr_db,pusch_rsrp_db,ul_ri,ul_mcs,ul_brate,ul_nof_ok,ul_nof_nok,ul_error_rate,ul_nof_prbs,bsr,sr_count,f0f1_invalid_harqs,f2f3f4_invalid_harqs,f2f3f4_invalid_csis,pusch_invalid_harqs,pusch_invalid_csis,ul_olla,ta,srs_ta,last_phr,avg_ul_ce_delay,max_ul_ce_delay,avg_crc_delay,avg_pusch_harq_delay,avg_pucch_harq_delay,ue_log_type,ue_nof_prbs,ue_nof_dl_slots,ue_nof_ul_slots,ue_nof_prach_preambles,ue_error_indications,ue_pdsch_rbs_per_slot,ue_pusch_rbs_per_slot,ue_pdschs_per_slot,ue_puschs_per_slot,ue_failed_pdcch,ue_failed_uci,ue_nof_ues,ue_mean_latency,ue_max_latency,ue_max_latency_slot,ue_total_dl_brate,ue_total_ul_brate,ue_max_crc_delay,ue_max_ce_delay,ue_max_pucch_harq_delay,ue_max_pusch_harq_delay,ue_events,ue_slot,ue_type,ue_rnti,ue_pci,ue_cqi,ue_dl_ri,ue_dl_mcs,ue_dl_brate,ue_dl_nof_ok,ue_dl_nof_nok,ue_dl_error_rate,ue_dl_bs,ue_dl_nof_prbs,ue_dl_olla,ue_pusch_snr_db,ue_pusch_rsrp_db,ue_ul_ri,ue_ul_mcs,ue_ul_brate,ue_ul_nof_ok,ue_ul_nof_nok,ue_ul_error_rate,ue_ul_nof_prbs,ue_bsr,ue_sr_count,ue_f0f1_invalid_harqs,ue_f2f3f4_invalid_harqs,ue_f2f3f4_invalid_csis,ue_pusch_invalid_harqs,ue_pusch_invalid_csis,ue_ul_olla,ue_ta,ue_srs_ta,ue_last_phr,ue_avg_ul_ce_delay,ue_max_ul_ce_delay,ue_avg_crc_delay,ue_avg_pusch_harq_delay,ue_avg_pucch_harq_delay
2025-08-03 20:03:12.909565,metric,51,575,247,0,0,0,0,0,0,0,0,0,1usec,220usec,158.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-03 20:03:13.909636,metric,51,1400,600,0,0,0,0,0,0,0,0,0,3usec,21usec,231.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-03 20:03:14.909646,metric,51,1400,600,0,0,0,0,0,0,0,0,0,3usec,20usec,387.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-03 20:03:15.909752,metric,51,1400,600,1,0,0,0,0.0143,0.0233,0,0,1,5usec,34usec,476.0,12kbps,73kbps,4.5ms,5.5ms,4.5ms,4.5ms,0x4601,407.8,ue_create,0x4601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4.5ms,,,,4601,1,14,1.0,8,13kbps,18,1,5%,3,127,0.004,32.3,-3.1,1,26,73kbps,13,0,0%,110,0,10,1,0,0,0,0,0,205ns,n/a,8,4.58ms,5.5ms,4.46ms,4.5ms,4.04ms
2025-08-03 20:03:16.909673,metric,51,1400,600,0,0,0,0,0.00643,0.0167,0,0,1,8usec,30usec,548.0,16kbps,50kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,n/a,,,,4601,1,14,1.0,25,17kbps,10,0,0%,0,18,0.009000001,35.2,-3.4,1,27,51kbps,10,0,0%,52,0,9,0,0,0,0,0,0,213ns,n/a,8,4.5ms,4.5ms,4.4ms,n/a,4.05ms
2025-08-03 20:03:17.909624,metric,51,1400,600,0,0,0,1,0.00786,0.108,0,0,1,9usec,35usec,630.14,20kbps,989kbps,4.5ms,4.5ms,4ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4ms,4.5ms,,,,4601,1,15,1.0,27,21kbps,11,0,0%,0,22,0.009000001,34.7,-3.3,1,27,990kbps,65,0,0%,1025,2.01k,5,0,0,0,0,0,0,231ns,n/a,3,4.49ms,4.5ms,4.47ms,4.25ms,4ms
2025-08-03 20:03:18.909631,metric,51,1400,600,0,0,0,2,0.00643,0.155,0,0,1,9usec,35usec,798.0,16kbps,1.5Mbps,4.5ms,4.5ms,4ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4ms,4.5ms,,,,4601,1,15,1.0,27,17kbps,9,0,0%,0,18,0.009000001,34.3,-3.3,1,27,1.5Mbps,92,1,1%,1549,0,1,0,0,0,0,0,,238ns,n/a,2,4.49ms,4.5ms,4.45ms,4.19ms,4ms
2025-08-03 20:03:19.909777,metric,51,1400,600,0,0,0,0,0.0136,0.0233,0,0,1,8usec,27usec,809.5,33kbps,68kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,n/a,,,,4601,1,15,1.0,27,33kbps,18,0,0%,58,38,0.009000001,35.6,-3.3,1,27,68kbps,14,0,0%,70,0,14,0,0,0,0,0,-0.099000014,190ns,n/a,8,4.5ms,4.5ms,4.39ms,n/a,4.02ms
2025-08-03 20:03:20.909645,metric,51,1398,598,0,4,22,0,0.495,0.102,0,0,1,12usec,45usec,914.1,26Mbps,436kbps,4.5ms,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4.5ms,,,,4601,1,15,1.0,27,26Mbps,678,7,1%,118k,30913,0.001000002,35.0,-3.3,1,27,437kbps,61,0,0%,450,384,24,0,0,0,0,0,-0.099000014,177ns,n/a,7,4.48ms,4.5ms,4.32ms,4.1ms,3.94ms
2025-08-03 20:03:21.909730,metric,51,1400,600,0,0,48,0,0.995,0.125,0,0,1,15usec,45usec,6.15,58Mbps,515kbps,4.5ms,4.5ms,4ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4ms,4.5ms,,,,4601,1,15,1.0,27,58Mbps,1392,0,0%,429k,68540,0.001000002,34.3,-3.4,1,27,516kbps,75,0,0%,532,0,21,0,0,0,0,0,-0.099000014,184ns,n/a,7,4.49ms,4.5ms,4.25ms,4.04ms,3.94ms
