time,log_type,rnti,format,prb1,prb2,symb,cs,occ,ack,metric,sinr,t,bwp,n_id,slot,cp,ports,status,epre,rsrp,t_align,cfo,sr,prb,csi1,n_id0
2025-08-03 19:38:50.082133,PHY,0x4601,1,0,50,"[0,",0,0,2,0.4,-13.5dB,26.5us,"[0,",1,438.17,normal,0,invalid,-47.1dB,-62.1dB,na,na,,,,
2025-08-03 19:38:50.082589,PHY,0x4601,1,0,50,"[0,",0,0,1,1050.7,+18.4dB,16.0us,"[0,",1,438.18,normal,0,valid,-14.5dB,-14.4dB,na,na,,,,
2025-08-03 19:38:50.092149,PHY,0x4601,1,0,na,"[0,",0,0,1,1843.3,+18.4dB,14.5us,"[0,",1,439.17,normal,0,valid,-13.3dB,-13.4dB,na,na,,,,
2025-08-03 19:38:50.092167,PHY,0x4601,1,0,50,"[0,",0,0,1,845.7,+17.8dB,12.0us,"[0,",1,439.17,normal,0,valid,-16.3dB,-15.8dB,na,na,,,,
2025-08-03 19:38:50.097110,PHY,0x4601,1,4,na,"[0,",0,0,,1935.3,+18.6dB,16.7us,"[0,",1,440.7,normal,0,valid,-13.1dB,-13.1dB,na,na,yes,,,
2025-08-03 19:38:50.097382,CSI,0x4601,2,,na,"[4,",,,,,+31.6dB,26.3us,"[0,",1,440.8,normal,0,valid,-11.3dB,-11.3dB,0.18us,-112.0Hz,,"[7,",1111,1
2025-08-03 19:38:50.117072,PHY,0x4601,1,4,na,"[0,",0,0,2,0.2,-18.4dB,21.0us,"[0,",1,442.7,normal,0,invalid,-46.8dB,-65.6dB,na,na,,,,
2025-08-03 19:38:50.117093,PHY,0x4601,1,0,na,"[0,",0,0,1,1800.6,+18.3dB,14.0us,"[0,",1,442.7,normal,0,valid,-13.8dB,-13.9dB,na,na,,,,
2025-08-03 19:38:50.117356,CSI,0x4601,2,,na,"[4,",,,,,+34.5dB,24.7us,"[0,",1,442.8,normal,0,valid,-11.8dB,-11.8dB,0.18us,+23.4Hz,,"[7,",1111,1
2025-08-03 19:38:50.122128,PHY,0x4601,1,0,na,"[0,",0,0,1,1879.4,+18.5dB,16.0us,"[0,",1,442.17,normal,0,valid,-13.8dB,-13.8dB,na,na,,,,
