ID,time,Transfer,Bitrate,Retr,Cwnd
6,2025-08-03 22:17:37.379676,2.06,17.2,0,130.0
6,2025-08-03 22:17:38.379676,5.88,49.3,0,398.0
6,2025-08-03 22:17:39.379676,5.88,49.3,0,673.0
6,2025-08-03 22:17:40.379676,5.88,49.3,0,944.0
6,2025-08-03 22:17:41.379676,5.5,46.1,0,1.17
6,2025-08-03 22:17:42.379676,5.25,44.0,0,1.44
6,2025-08-03 22:17:43.379676,5.25,44.0,0,1.7
6,2025-08-03 22:17:44.379676,5.38,45.1,0,1.97
6,2025-08-03 22:17:45.379676,5.62,47.2,0,2.26
6,2025-08-03 22:17:46.379676,6.75,56.6,0,2.54
6,2025-08-03 22:17:47.379676,6.62,55.6,0,2.54
6,2025-08-03 22:17:48.379676,6.62,55.6,0,2.54
6,2025-08-03 22:17:49.379676,6.62,55.6,0,2.54
6,2025-08-03 22:17:50.379676,6.38,53.5,0,2.54
6,2025-08-03 22:17:51.379676,6.62,55.6,0,2.54
6,2025-08-03 22:17:52.379676,6.62,55.6,0,2.54
6,2025-08-03 22:17:53.379676,6.5,54.5,0,2.54
6,2025-08-03 22:17:54.379676,6.62,55.6,0,2.54
6,2025-08-03 22:17:55.379676,6.75,56.6,0,2.54
6,2025-08-03 22:17:56.379676,6.5,54.5,0,2.54
6,2025-08-03 22:17:57.379676,6.62,55.6,0,2.54
6,2025-08-03 22:17:58.379676,6.62,55.6,0,2.54
6,2025-08-03 22:17:59.379676,6.38,53.5,0,2.54
6,2025-08-03 22:18:00.379676,6.5,54.5,0,2.54
6,2025-08-03 22:18:01.379676,6.75,56.6,0,2.54
6,2025-08-03 22:18:02.379676,6.5,54.5,0,2.54
6,2025-08-03 22:18:03.379676,6.5,54.5,0,2.54
6,2025-08-03 22:18:04.379676,6.75,56.6,0,2.54
6,2025-08-03 22:18:05.379676,6.5,54.5,0,2.54
6,2025-08-03 22:18:06.379676,6.62,55.6,0,2.54
6,2025-08-03 22:18:07.379676,6.75,56.6,0,2.54
6,2025-08-03 22:18:08.379676,6.38,53.5,0,2.54
6,2025-08-03 22:18:09.379676,2.12,53.7,0,2.54
