time,log_type,rnti,format,prb1,prb2,symb,cs,occ,ack,metric,sinr,t,bwp,n_id,slot,cp,ports,status,epre,rsrp,t_align,cfo,sr,prb,csi1,n_id0
2025-08-03 21:26:26.628815,PHY,0x4601,1,0,50,"[0,",0,0,2,0.8,-13.0dB,26.7us,"[0,",1,375.17,normal,0,invalid,-47.7dB,-61.9dB,na,na,,,,
2025-08-03 21:26:26.629270,PHY,0x4601,1,0,50,"[0,",0,0,1,1640.9,+20.3dB,16.4us,"[0,",1,375.18,normal,0,valid,-15.1dB,-15.0dB,na,na,,,,
2025-08-03 21:26:26.633765,PHY,0x4601,1,4,na,"[0,",0,0,,0.2,-22.6dB,16.8us,"[0,",1,376.7,normal,0,invalid,-47.8dB,-70.8dB,na,na,no,,,
2025-08-03 21:26:26.634028,CSI,0x4601,2,,na,"[4,",,,,,+31.4dB,24.6us,"[0,",1,376.8,normal,0,valid,-11.8dB,-11.8dB,0.11us,-79.8Hz,,"[7,",0001,1
2025-08-03 21:26:26.638725,PHY,0x4601,1,0,na,"[0,",0,0,1,2970.1,+20.5dB,17.7us,"[0,",1,376.17,normal,0,valid,-13.9dB,-14.0dB,na,na,,,,
2025-08-03 21:26:26.638747,PHY,0x4601,1,0,50,"[0,",0,0,1,1273.4,+19.6dB,13.1us,"[0,",1,376.17,normal,0,valid,-16.9dB,-16.4dB,na,na,,,,
2025-08-03 21:26:26.653721,PHY,0x4601,1,4,na,"[0,",0,0,,3057.7,+20.6dB,16.7us,"[0,",1,378.7,normal,0,valid,-13.6dB,-13.7dB,na,na,yes,,,
2025-08-03 21:26:26.653999,CSI,0x4601,2,,na,"[4,",,,,,+33.7dB,16.7us,"[0,",1,378.8,normal,0,valid,-11.8dB,-11.8dB,0.14us,-104.8Hz,,"[7,",1111,1
2025-08-03 21:26:26.673784,PHY,0x4601,1,4,na,"[0,",0,0,2,0.4,-16.2dB,19.9us,"[0,",1,380.7,normal,0,invalid,-46.6dB,-62.8dB,na,na,,,,
2025-08-03 21:26:26.673802,PHY,0x4601,1,0,na,"[0,",0,0,1,359.1,+11.3dB,11.6us,"[0,",1,380.7,normal,0,valid,-14.3dB,-14.6dB,na,na,,,,
2025-08-03 21:26:26.674020,CSI,0x4601,2,,na,"[4,",,,,,+30.2dB,23.1us,"[0,",1,380.8,normal,0,valid,-12.1dB,-12.3dB,0.45us,+2.0Hz,,"[7,",1111,1
2025-08-03 21:26:26.678744,PHY,0x4601,1,0,na,"[0,",0,0,1,267.5,+10.0dB,17.3us,"[0,",1,380.17,normal,0,valid,-14.3dB,-14.7dB,na,na,,,,
