time,log_type,rnti,format,prb1,prb2,symb,cs,occ,ack,metric,sinr,t,bwp,n_id,slot,cp,ports,status,epre,rsrp,t_align,cfo,sr,prb,csi1,n_id0
2025-08-03 20:35:10.374402,PHY,0x4601,1,0,50,"[0,",0,0,1,1417.8,+19.7dB,20.5us,"[0,",1,519.17,normal,0,valid,-15.2dB,-15.0dB,na,na,,,,
2025-08-03 20:35:10.379354,PHY,0x4601,1,4,na,"[0,",0,0,,0.4,-17.5dB,17.3us,"[0,",1,520.7,normal,0,invalid,-46.9dB,-64.7dB,na,na,no,,,
2025-08-03 20:35:10.379623,CSI,0x4601,2,,na,"[4,",,,,,+31.6dB,26.2us,"[0,",1,520.8,normal,0,valid,-11.8dB,-11.8dB,0.12us,-41.0Hz,,"[7,",0001,1
2025-08-03 20:35:10.399422,PHY,0x4601,1,4,na,"[0,",0,0,,2629.4,+19.9dB,19.1us,"[0,",1,522.7,normal,0,valid,-13.7dB,-13.8dB,na,na,yes,,,
2025-08-03 20:35:10.399663,CSI,0x4601,2,,na,"[4,",,,,,+38.0dB,14.0us,"[0,",1,522.8,normal,0,valid,-11.9dB,-11.9dB,0.14us,-101.6Hz,,"[7,",1111,1
2025-08-03 20:35:10.419388,PHY,0x4601,1,4,na,"[0,",0,0,2,0.1,-21.8dB,20.1us,"[0,",1,524.7,normal,0,invalid,-47.1dB,-69.6dB,na,na,,,,
2025-08-03 20:35:10.419409,PHY,0x4601,1,0,na,"[0,",0,0,1,2327.1,+19.4dB,11.6us,"[0,",1,524.7,normal,0,valid,-14.2dB,-14.3dB,na,na,,,,
2025-08-03 20:35:10.419624,CSI,0x4601,2,,na,"[4,",,,,,+32.3dB,22.8us,"[0,",1,524.8,normal,0,valid,-12.2dB,-12.2dB,0.19us,+32.4Hz,,"[7,",1111,1
2025-08-03 20:35:10.424446,PHY,0x4601,1,0,na,"[0,",0,0,1,1271.1,+16.8dB,16.8us,"[0,",1,524.17,normal,0,valid,-14.2dB,-14.3dB,na,na,,,,
2025-08-03 20:35:10.439437,PHY,0x4601,1,4,na,"[0,",0,0,,1304.9,+16.9dB,16.2us,"[0,",1,526.7,normal,0,valid,-13.9dB,-14.0dB,na,na,yes,,,
2025-08-03 20:35:10.439569,CSI,0x4601,2,,na,"[4,",,,,,+35.7dB,13.4us,"[0,",1,526.8,normal,0,valid,-12.1dB,-12.2dB,0.22us,-58.5Hz,,"[7,",1111,1
2025-08-03 20:35:10.459399,PHY,0x4601,1,4,na,"[0,",0,0,2,0.2,-17.9dB,19.9us,"[0,",1,528.7,normal,0,invalid,-47.2dB,-65.2dB,na,na,,,,
2025-08-03 20:35:10.459415,PHY,0x4601,1,0,na,"[0,",0,0,1,1274.1,+16.8dB,11.8us,"[0,",1,528.7,normal,0,valid,-14.3dB,-14.3dB,na,na,,,,
2025-08-03 20:35:10.459639,CSI,0x4601,2,,na,"[4,",,,,,+35.3dB,20.6us,"[0,",1,528.8,normal,0,valid,-12.2dB,-12.2dB,0.22us,-50.7Hz,,"[7,",1111,1
2025-08-03 20:35:10.460352,PHY,0x4601,1,0,na,"[0,",0,0,1,1229.6,+16.6dB,17.7us,"[0,",1,528.9,normal,0,valid,-14.3dB,-14.4dB,na,na,,,,
2025-08-03 20:35:10.479351,PHY,0x4601,1,4,na,"[0,",0,0,,1269.2,+16.8dB,15.8us,"[0,",1,530.7,normal,0,valid,-14.0dB,-14.1dB,na,na,yes,,,
2025-08-03 20:35:10.479632,CSI,0x4601,2,,na,"[4,",,,,,+33.8dB,16.7us,"[0,",1,530.8,normal,0,valid,-12.2dB,-12.3dB,0.22us,-26.5Hz,,"[7,",1111,1
2025-08-03 20:35:10.499678,CSI,0x4601,2,,na,"[4,",,,,,+31.7dB,14.4us,"[0,",1,532.8,normal,0,valid,-12.4dB,-12.4dB,0.21us,-88.9Hz,,"[7,",1111,1
