time,log_type,rnti,format,prb1,prb2,symb,cs,occ,ack,metric,sinr,t,bwp,n_id,slot,cp,ports,status,epre,rsrp,t_align,cfo,sr,prb,csi1,n_id0
2025-08-03 22:14:56.956432,PHY,0x4601,1,0,50,"[0,",0,0,1,19668.6,+31.1dB,21.3us,"[0,",1,422.17,normal,0,valid,-14.3dB,-14.2dB,na,na,,,,
2025-08-03 22:14:56.971426,PHY,0x4601,1,4,na,"[0,",0,0,,37263.3,+31.4dB,23.7us,"[0,",1,424.7,normal,0,valid,-12.9dB,-12.9dB,na,na,yes,,,
2025-08-03 22:14:56.971699,CSI,0x4601,2,,na,"[4,",,,,,+35.4dB,31.1us,"[0,",1,424.8,normal,0,valid,-11.0dB,-11.0dB,-0.03us,-142.1Hz,,"[7,",1111,1
2025-08-03 22:14:56.991491,PHY,0x4601,1,4,na,"[0,",0,0,2,0.2,-22.6dB,20.2us,"[0,",1,426.7,normal,0,invalid,-46.6dB,-69.7dB,na,na,,,,
2025-08-03 22:14:56.991512,PHY,0x4601,1,0,na,"[0,",0,0,1,39831.0,+31.7dB,12.1us,"[0,",1,426.7,normal,0,valid,-13.5dB,-13.5dB,na,na,,,,
2025-08-03 22:14:56.991627,CSI,0x4601,2,,na,"[4,",,,,,+34.2dB,29.9us,"[0,",1,426.8,normal,0,valid,-11.4dB,-11.4dB,-0.05us,-107.0Hz,,"[7,",1111,1
2025-08-03 22:14:56.996445,PHY,0x4601,1,0,na,"[0,",0,0,11,1832.3,+18.4dB,16.9us,"[0,",1,426.17,normal,0,valid,-10.4dB,-10.4dB,na,na,,,,
2025-08-03 22:14:57.011432,PHY,0x4601,1,4,na,"[0,",0,0,,1873.0,+18.4dB,17.7us,"[0,",1,428.7,normal,0,valid,-13.2dB,-13.3dB,na,na,yes,,,
2025-08-03 22:14:57.011715,CSI,0x4601,2,,na,"[4,",,,,,+36.4dB,18.8us,"[0,",1,428.8,normal,0,valid,-11.3dB,-11.4dB,0.18us,-75.4Hz,,"[7,",1111,1
2025-08-03 22:14:57.031394,PHY,0x4601,1,4,na,"[0,",0,0,11,2011.8,+18.8dB,17.3us,"[0,",1,430.7,normal,0,valid,-10.4dB,-10.4dB,na,na,,,,
2025-08-03 22:14:57.031415,PHY,0x4601,1,0,na,"[0,",0,0,22,0.2,-17.4dB,11.7us,"[0,",1,430.7,normal,0,invalid,-47.5dB,-65.3dB,na,na,,,,
2025-08-03 22:14:57.031669,CSI,0x4601,2,,na,"[4,",,,,,+31.0dB,12.9us,"[0,",1,430.8,normal,0,valid,-11.6dB,-11.7dB,0.17us,-125.8Hz,,"[7,",1111,1
2025-08-03 22:14:57.032451,PHY,0x4601,1,0,na,"[0,",0,0,1,1827.5,+18.4dB,16.5us,"[0,",1,430.9,normal,0,valid,-13.8dB,-13.8dB,na,na,,,,
2025-08-03 22:14:57.051456,PHY,0x4601,1,4,na,"[0,",0,0,,1924.1,+18.6dB,18.7us,"[0,",1,432.7,normal,0,valid,-13.6dB,-13.7dB,na,na,yes,,,
2025-08-03 22:14:57.051705,CSI,0x4601,2,,na,"[4,",,,,,+32.0dB,18.3us,"[0,",1,432.8,normal,0,valid,-11.7dB,-11.7dB,0.18us,-30.4Hz,,"[7,",1111,1
2025-08-03 22:14:57.071693,CSI,0x4601,2,,na,"[4,",,,,,+35.4dB,13.5us,"[0,",1,434.8,normal,0,valid,-12.0dB,-12.0dB,0.18us,-123.5Hz,,"[7,",1111,1
