time,log_type,nof_prbs,nof_dl_slots,nof_ul_slots,nof_prach_preambles,error_indications,pdsch_rbs_per_slot,pusch_rbs_per_slot,pdschs_per_slot,puschs_per_slot,failed_pdcch,failed_uci,nof_ues,mean_latency,max_latency,max_latency_slot,total_dl_brate,total_ul_brate,max_crc_delay,max_ce_delay,max_pucch_harq_delay,events,slot,type,rnti,pci,cqi,dl_ri,dl_mcs,dl_brate,dl_nof_ok,dl_nof_nok,dl_error_rate,dl_bs,dl_nof_prbs,dl_olla,pusch_snr_db,pusch_rsrp_db,ul_ri,ul_mcs,ul_brate,ul_nof_ok,ul_nof_nok,ul_error_rate,ul_nof_prbs,bsr,sr_count,f0f1_invalid_harqs,f2f3f4_invalid_harqs,f2f3f4_invalid_csis,pusch_invalid_harqs,pusch_invalid_csis,ul_olla,ta,srs_ta,last_phr,avg_ul_ce_delay,max_ul_ce_delay,avg_crc_delay,avg_pusch_harq_delay,max_pusch_harq_delay,avg_pucch_harq_delay,ue_log_type,ue_nof_prbs,ue_nof_dl_slots,ue_nof_ul_slots,ue_nof_prach_preambles,ue_error_indications,ue_pdsch_rbs_per_slot,ue_pusch_rbs_per_slot,ue_pdschs_per_slot,ue_puschs_per_slot,ue_failed_pdcch,ue_failed_uci,ue_nof_ues,ue_mean_latency,ue_max_latency,ue_max_latency_slot,ue_total_dl_brate,ue_total_ul_brate,ue_max_crc_delay,ue_max_ce_delay,ue_max_pucch_harq_delay,ue_events,ue_slot,ue_type,ue_rnti,ue_pci,ue_cqi,ue_dl_ri,ue_dl_mcs,ue_dl_brate,ue_dl_nof_ok,ue_dl_nof_nok,ue_dl_error_rate,ue_dl_bs,ue_dl_nof_prbs,ue_dl_olla,ue_pusch_snr_db,ue_pusch_rsrp_db,ue_ul_ri,ue_ul_mcs,ue_ul_brate,ue_ul_nof_ok,ue_ul_nof_nok,ue_ul_error_rate,ue_ul_nof_prbs,ue_bsr,ue_sr_count,ue_f0f1_invalid_harqs,ue_f2f3f4_invalid_harqs,ue_f2f3f4_invalid_csis,ue_pusch_invalid_harqs,ue_pusch_invalid_csis,ue_ul_olla,ue_ta,ue_srs_ta,ue_last_phr,ue_avg_ul_ce_delay,ue_max_ul_ce_delay,ue_avg_crc_delay,ue_avg_pusch_harq_delay,ue_max_pusch_harq_delay,ue_avg_pucch_harq_delay
2025-08-03 20:29:01.154358,metric,51,561,241,0,0,0,0,0,0,0,0,0,1usec,218usec,159.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-03 20:29:02.154283,metric,51,1400,600,0,0,0,0,0,0,0,0,0,3usec,16usec,240.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-03 20:29:03.154432,metric,51,1400,600,1,0,0,0,0.00429,0.005,0,0,1,4usec,33usec,396.0,4.0kbps,8.0kbps,4.5ms,4.5ms,4.5ms,0x4601,391.8,ue_create,0x4601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,12,1.0,7,4.1kbps,4,1,20%,19,36,0,28.5,-2.4,1,19,8.6kbps,2,0,0%,30,0,2,1,0,0,0,0,0,191ns,n/a,10,4.5ms,4.5ms,4.5ms,n/a,n/a,4.14ms
2025-08-03 20:29:04.154402,metric,51,1400,600,0,0,0,0,0.0107,0.02,0,0,1,6usec,38usec,454.1,11kbps,71kbps,4.5ms,5.5ms,4.5ms,0x4601,453.18,ue_reconf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,13,1.0,9,11kbps,16,0,0%,0,93,0.0050000004,33.9,-3.2,1,28,72kbps,12,0,0%,87,0,10,0,0,0,0,0,0,201ns,n/a,8,4.58ms,5.5ms,4.42ms,n/a,n/a,4.07ms
2025-08-03 20:29:05.154313,metric,51,1400,600,0,0,0,0,0.00643,0.015,0,0,1,8usec,34usec,566.0,16kbps,45kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,14,1.0,26,16kbps,9,0,0%,0,18,0.009000001,35.2,-3.2,1,27,46kbps,9,0,0%,47,0,8,0,0,0,0,0,0,211ns,n/a,8,4.5ms,4.5ms,4.5ms,4ms,4ms,4.07ms
2025-08-03 20:29:06.154418,metric,51,1400,600,0,0,0,1,0.00857,0.095,0,0,1,8usec,32usec,642.2,22kbps,835kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,4601,1,15,1.0,27,22kbps,12,0,0%,0,24,0.009000001,35.0,-3.2,1,27,836kbps,57,0,0%,865,2.01k,7,0,0,0,0,0,0,231ns,n/a,3,4.5ms,4.5ms,4.49ms,4.1ms,4.5ms,4ms
2025-08-03 20:29:07.154319,metric,51,1400,600,0,0,0,2,0.00643,0.167,0,0,1,9usec,28usec,708.16,16kbps,1.6Mbps,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,n/a,,,,4601,1,15,1.0,27,17kbps,9,0,0%,0,18,0.009000001,34.2,-3.2,1,27,1.6Mbps,99,1,1%,1680,2.01k,0,0,0,0,0,0,-0.099000014,234ns,n/a,3,4.5ms,4.5ms,4.47ms,4.17ms,4.5ms,n/a
2025-08-03 20:29:08.154420,metric,51,1400,600,0,0,0,0,0.0164,0.0267,0,0,1,8usec,33usec,882.1,146kbps,100kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,15,1.0,26,146kbps,22,0,0%,28.1k,194,0.009000001,35.7,-3.3,1,27,101kbps,16,0,0%,104,0,14,0,0,0,0,0,-0.099000014,180ns,n/a,8,4.5ms,4.5ms,4.5ms,n/a,n/a,4.02ms
2025-08-03 20:29:09.154414,metric,51,1400,600,0,0,13,0,0.329,0.085,0,0,1,11usec,35usec,953.6,16Mbps,379kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,15,1.0,26,16Mbps,449,3,0%,26.3k,19206,0.0060000024,34.8,-3.2,1,27,380kbps,50,0,0%,398,34,26,0,0,0,0,0,-0.099000014,187ns,n/a,7,4.49ms,4.5ms,4.37ms,4.17ms,4.5ms,3.96ms
2025-08-03 20:29:10.154411,metric,51,1399,598,0,4,44,0,0.911,0.115,0,0,1,15usec,47usec,1002.16,52Mbps,473kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,15,1.0,27,52Mbps,1262,12,0%,322k,61878,0.007999989,33.9,-4.2,1,27,473kbps,68,1,1%,495,74,23,0,0,0,1,0,-0.19800003,201ns,n/a,7,4.48ms,4.5ms,4.3ms,4.03ms,4.5ms,3.93ms
