time,log_type,rnti,format,prb1,prb2,symb,cs,occ,ack,metric,sinr,t,bwp,n_id,slot,cp,ports,status,epre,rsrp,t_align,cfo,sr,prb,csi1,n_id0
2025-08-03 21:19:28.724438,PHY,0x4601,1,0,50,"[0,",0,0,1,955.8,+18.0dB,19.8us,"[0,",1,375.17,normal,0,valid,-15.1dB,-14.9dB,na,na,,,,
2025-08-03 21:19:28.729386,PHY,0x4601,1,4,na,"[0,",0,0,,0.1,-18.2dB,17.0us,"[0,",1,376.7,normal,0,invalid,-46.8dB,-65.0dB,na,na,no,,,
2025-08-03 21:19:28.729646,CSI,0x4601,2,,na,"[4,",,,,,+33.3dB,25.9us,"[0,",1,376.8,normal,0,valid,-11.7dB,-11.7dB,0.18us,-168.9Hz,,"[7,",0001,1
2025-08-03 21:19:28.749453,PHY,0x4601,1,4,na,"[0,",0,0,,1771.4,+18.2dB,20.9us,"[0,",1,378.7,normal,0,valid,-13.5dB,-13.6dB,na,na,yes,,,
2025-08-03 21:19:28.749585,CSI,0x4601,2,,na,"[4,",,,,,+30.7dB,12.8us,"[0,",1,378.8,normal,0,valid,-11.7dB,-11.8dB,0.20us,-95.8Hz,,"[7,",1111,1
2025-08-03 21:19:28.769417,PHY,0x4601,1,4,na,"[0,",0,0,2,0.2,-17.8dB,20.4us,"[0,",1,380.7,normal,0,invalid,-46.9dB,-65.5dB,na,na,,,,
2025-08-03 21:19:28.769435,PHY,0x4601,1,0,na,"[0,",0,0,1,1651.4,+17.9dB,11.8us,"[0,",1,380.7,normal,0,valid,-14.2dB,-14.3dB,na,na,,,,
2025-08-03 21:19:28.769693,CSI,0x4601,2,,na,"[4,",,,,,+34.5dB,23.1us,"[0,",1,380.8,normal,0,valid,-12.0dB,-12.1dB,0.20us,-20.3Hz,,"[7,",1111,1
2025-08-03 21:19:28.775435,PHY,0x4601,1,0,na,"[0,",0,0,1,1676.1,+18.0dB,18.6us,"[0,",1,380.19,normal,0,valid,-14.2dB,-14.2dB,na,na,,,,
2025-08-03 21:19:28.789364,PHY,0x4601,1,4,na,"[0,",0,0,,1648.7,+17.9dB,17.4us,"[0,",1,382.7,normal,0,valid,-13.8dB,-13.9dB,na,na,yes,,,
2025-08-03 21:19:28.789652,CSI,0x4601,2,,na,"[4,",,,,,+36.1dB,19.5us,"[0,",1,382.8,normal,0,valid,-12.0dB,-12.1dB,0.18us,+19.7Hz,,"[7,",1111,1
2025-08-03 21:19:28.809418,PHY,0x4601,1,4,na,"[0,",0,0,2,0.2,-26.2dB,16.3us,"[0,",1,384.7,normal,0,invalid,-46.8dB,-73.5dB,na,na,,,,
2025-08-03 21:19:28.809435,PHY,0x4601,1,0,na,"[0,",0,0,1,1677.1,+18.0dB,12.3us,"[0,",1,384.7,normal,0,valid,-14.3dB,-14.4dB,na,na,,,,
2025-08-03 21:19:28.809690,CSI,0x4601,2,,na,"[4,",,,,,+35.7dB,15.8us,"[0,",1,384.8,normal,0,valid,-12.2dB,-12.2dB,0.19us,-64.2Hz,,"[7,",1111,1
2025-08-03 21:19:28.810363,PHY,0x4601,1,0,na,"[0,",0,0,1,1618.3,+17.8dB,16.4us,"[0,",1,384.9,normal,0,valid,-14.3dB,-14.4dB,na,na,,,,
2025-08-03 21:19:28.829382,PHY,0x4601,1,4,na,"[0,",0,0,,1772.3,+18.2dB,20.0us,"[0,",1,386.7,normal,0,valid,-14.0dB,-14.1dB,na,na,yes,,,
