time,log_type,rnti,format,prb,prb2,symb,csi1,sinr,t,bwp,n_id,n_id0,slot,cp,ports,status,epre,rsrp,t_align,cfo,prb1,cs,occ,ack,metric,sr
2025-08-03 22:19:13.740445,CSI,0x4601,2,"[7,",na,"[4,",2222,-4.1dB,25.8us,"[0,",1,1,326.8,normal,0,invalid,-49.5dB,-54.5dB,-1.15us,-904.3Hz,,,,,,
2025-08-03 22:19:13.745268,PHY,0x4601,1,,50,"[0,",,+17.8dB,21.1us,"[0,",1,,326.17,normal,0,valid,-14.6dB,-14.5dB,na,na,0,0,0,1,923.2,
2025-08-03 22:19:13.760257,PHY,0x4601,1,,na,"[0,",,+17.9dB,17.1us,"[0,",1,,328.7,normal,0,valid,-13.2dB,-13.3dB,na,na,4,0,0,,1645.0,yes
2025-08-03 22:19:13.760528,CSI,0x4601,2,"[7,",na,"[4,",1111,+33.3dB,16.8us,"[0,",1,1,328.8,normal,0,valid,-11.3dB,-11.3dB,0.19us,-20.7Hz,,,,,,
2025-08-03 22:19:13.780226,PHY,0x4601,1,,na,"[0,",,-13.0dB,20.1us,"[0,",1,,330.7,normal,0,invalid,-46.8dB,-61.2dB,na,na,4,0,0,2,0.5,
2025-08-03 22:19:13.780250,PHY,0x4601,1,,na,"[0,",,+17.5dB,11.7us,"[0,",1,,330.7,normal,0,valid,-13.8dB,-13.9dB,na,na,0,0,0,1,1515.5,
2025-08-03 22:19:13.780493,CSI,0x4601,2,"[7,",na,"[4,",1111,+33.6dB,28.9us,"[0,",1,1,330.8,normal,0,valid,-11.7dB,-11.8dB,0.22us,+5.7Hz,,,,,,
2025-08-03 22:19:13.790247,PHY,0x4601,1,,na,"[0,",,+17.6dB,17.4us,"[0,",1,,331.7,normal,0,valid,-13.7dB,-13.8dB,na,na,0,0,0,1,1542.1,
2025-08-03 22:19:13.800278,PHY,0x4601,1,,na,"[0,",,+17.6dB,17.1us,"[0,",1,,332.7,normal,0,valid,-13.4dB,-13.5dB,na,na,4,0,0,,1547.6,yes
2025-08-03 22:19:13.800517,CSI,0x4601,2,"[7,",na,"[4,",1111,+34.0dB,14.4us,"[0,",1,1,332.8,normal,0,valid,-11.6dB,-11.6dB,0.20us,+5.3Hz,,,,,,
2025-08-03 22:19:13.820231,PHY,0x4601,1,,na,"[0,",,+17.9dB,16.3us,"[0,",1,,334.7,normal,0,valid,-10.4dB,-10.5dB,na,na,4,0,0,11,1651.9,
2025-08-03 22:19:13.820254,PHY,0x4601,1,,na,"[0,",,-12.7dB,18.7us,"[0,",1,,334.7,normal,0,invalid,-47.4dB,-60.6dB,na,na,0,0,0,22,0.5,
2025-08-03 22:19:13.820499,CSI,0x4601,2,"[7,",na,"[4,",1111,+34.1dB,13.9us,"[0,",1,1,334.8,normal,0,valid,-11.6dB,-11.7dB,0.18us,-94.1Hz,,,,,,
2025-08-03 22:19:13.821285,PHY,0x4601,1,,na,"[0,",,+17.6dB,16.3us,"[0,",1,,334.9,normal,0,valid,-13.8dB,-13.9dB,na,na,0,0,0,1,1550.4,
2025-08-03 22:19:13.840295,PHY,0x4601,1,,na,"[0,",,+17.8dB,17.5us,"[0,",1,,336.7,normal,0,valid,-13.7dB,-13.7dB,na,na,4,0,0,,1598.2,yes
2025-08-03 22:19:13.840575,CSI,0x4601,2,"[7,",na,"[4,",1111,+31.5dB,13.7us,"[0,",1,1,336.8,normal,0,valid,-11.9dB,-11.9dB,0.19us,-40.9Hz,,,,,,
2025-08-03 22:19:13.860514,CSI,0x4601,2,"[7,",na,"[4,",1111,+31.9dB,11.7us,"[0,",1,1,338.8,normal,0,valid,-12.0dB,-12.1dB,0.19us,-126.4Hz,,,,,,
2025-08-03 22:19:13.869817,PHY,0x4601,2,"[6,",na,"[0,",,+36.6dB,18.6us,"[0,",1,1,339.7,normal,0,valid,-13.2dB,-13.2dB,0.20us,-78.7Hz,,,,111,,
2025-08-03 22:19:13.880325,PHY,0x4601,1,,na,"[0,",,+17.6dB,24.9us,"[0,",1,,340.7,normal,0,valid,-13.8dB,-13.9dB,na,na,4,0,0,,1516.0,yes
2025-08-03 22:19:13.880442,CSI,0x4601,2,"[7,",na,"[4,",1111,+33.2dB,12.3us,"[0,",1,1,340.8,normal,0,valid,-11.9dB,-12.0dB,0.18us,-13.1Hz,,,,,,
