time,log_type,nof_prbs,nof_dl_slots,nof_ul_slots,nof_prach_preambles,error_indications,pdsch_rbs_per_slot,pusch_rbs_per_slot,pdschs_per_slot,puschs_per_slot,failed_pdcch,failed_uci,nof_ues,mean_latency,max_latency,max_latency_slot,events,slot,type,pci,rnti,cqi,dl_ri,dl_mcs,dl_brate,dl_nof_ok,dl_nof_nok,dl_error_rate,dl_bs,dl_nof_prbs,dl_olla,pusch_snr_db,pusch_rsrp_db,ul_ri,ul_mcs,ul_brate,ul_nof_ok,ul_nof_nok,ul_error_rate,ul_nof_prbs,bsr,sr_count,f0f1_invalid_harqs,f2f3f4_invalid_harqs,f2f3f4_invalid_csis,pusch_invalid_harqs,pusch_invalid_csis,ta,srs_ta,last_phr,avg_ul_ce_delay,max_ul_ce_delay,avg_crc_delay,max_crc_delay,avg_pusch_harq_delay,max_pusch_harq_delay,avg_pucch_harq_delay,max_pucch_harq_delay,total_dl_brate,total_ul_brate,max_ce_delay,ul_olla,ue_log_type,ue_nof_prbs,ue_nof_dl_slots,ue_nof_ul_slots,ue_nof_prach_preambles,ue_error_indications,ue_pdsch_rbs_per_slot,ue_pusch_rbs_per_slot,ue_pdschs_per_slot,ue_puschs_per_slot,ue_failed_pdcch,ue_failed_uci,ue_nof_ues,ue_mean_latency,ue_max_latency,ue_max_latency_slot,ue_events,ue_slot,ue_type,ue_pci,ue_rnti,ue_cqi,ue_dl_ri,ue_dl_mcs,ue_dl_brate,ue_dl_nof_ok,ue_dl_nof_nok,ue_dl_error_rate,ue_dl_bs,ue_dl_nof_prbs,ue_dl_olla,ue_pusch_snr_db,ue_pusch_rsrp_db,ue_ul_ri,ue_ul_mcs,ue_ul_brate,ue_ul_nof_ok,ue_ul_nof_nok,ue_ul_error_rate,ue_ul_nof_prbs,ue_bsr,ue_sr_count,ue_f0f1_invalid_harqs,ue_f2f3f4_invalid_harqs,ue_f2f3f4_invalid_csis,ue_pusch_invalid_harqs,ue_pusch_invalid_csis,ue_ta,ue_srs_ta,ue_last_phr,ue_avg_ul_ce_delay,ue_max_ul_ce_delay,ue_avg_crc_delay,ue_max_crc_delay,ue_avg_pusch_harq_delay,ue_max_pusch_harq_delay,ue_avg_pucch_harq_delay,ue_max_pucch_harq_delay,ue_total_dl_brate,ue_total_ul_brate,ue_max_ce_delay,ue_ul_olla
2025-08-03 19:57:36.637824,metric,51,1400,600,0,0,49,0,1,0.0983,0,0,1,15usec,51usec,126.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,4ms,31Mbps,400kbps,4.5ms,,metric,,,,,,,,,,,,,,,,,,,1,4601,9,1.0,16,31Mbps,1262,138,9%,2.17M,68812,0.54186934,34.7,-3.4,1,27,400kbps,59,0,0%,413,0,37,0,0,0,0,0,201ns,n/a,6,4.47ms,4.5ms,4.23ms,4.5ms,4.03ms,4.5ms,3.93ms,4ms,,,,-0.7910002
2025-08-03 19:57:37.637757,metric,51,1400,600,0,0,49,0,1,0.0967,0,0,1,15usec,46usec,130.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,4.5ms,31Mbps,393kbps,4.5ms,,metric,,,,,,,,,,,,,,,,,,,1,4601,9,1.0,16,31Mbps,1284,116,8%,2.11M,68964,0.6988542,34.6,-2.8,1,27,393kbps,58,0,0%,406,0,35,0,0,0,0,0,207ns,n/a,6,4.49ms,4.5ms,4.22ms,4.5ms,4.03ms,4.5ms,3.93ms,4.5ms,,,,-0.7910002
2025-08-03 19:57:38.637765,metric,51,1400,600,0,0,49,0,1,0.107,0,0,1,15usec,59usec,311.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,4.5ms,31Mbps,438kbps,4.5ms,,metric,,,,,,,,,,,,,,,,,,,1,4601,9,1.0,16,31Mbps,1257,143,10%,2.13M,68817,0.61883926,34.3,-3.4,1,27,438kbps,64,0,0%,452,102,37,3,0,0,0,0,215ns,n/a,7,4.47ms,4.5ms,4.26ms,4.5ms,4.04ms,4.5ms,3.93ms,4.5ms,,,,-0.7910002
2025-08-03 19:57:39.637744,metric,51,1400,600,0,0,49,0,1,0.1,0,0,1,15usec,54usec,413.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,4ms,31Mbps,417kbps,4.5ms,,metric,,,,,,,,,,,,,,,,,,,1,4601,9,1.0,17,31Mbps,1260,140,10%,2.19M,68817,0.58082426,34.6,-3.5,1,27,417kbps,60,0,0%,430,142,37,0,0,0,0,0,224ns,n/a,7,4.5ms,4.5ms,4.29ms,4.5ms,4.03ms,4.5ms,3.94ms,4ms,,,,-0.7910002
2025-08-03 19:57:40.637830,metric,51,1400,600,0,0,49,0,1,0.095,0,0,1,15usec,42usec,435.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,4ms,31Mbps,388kbps,4.5ms,,metric,,,,,,,,,,,,,,,,,,,1,4601,9,1.0,16,31Mbps,1286,114,8%,2.1M,68883,0.7708092,34.7,-3.1,1,27,389kbps,57,0,0%,401,870,36,0,0,0,0,0,206ns,n/a,6,4.48ms,4.5ms,4.25ms,4.5ms,4.04ms,4.5ms,3.94ms,4ms,,,,-0.7910002
2025-08-03 19:57:41.637718,metric,51,1400,600,0,0,49,0,1,0.0983,0,0,1,15usec,53usec,557.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,4ms,30Mbps,408kbps,4.5ms,,metric,,,,,,,,,,,,,,,,,,,1,4601,9,1.0,16,30Mbps,1245,155,11%,2.14M,68755,0.5917943,34.8,-3.1,1,27,408kbps,59,0,0%,421,0,37,3,0,0,0,0,178ns,n/a,7,4.48ms,4.5ms,4.21ms,4.5ms,4.02ms,4.5ms,3.93ms,4ms,,,,-0.7910002
2025-08-03 19:57:42.637768,metric,51,1400,600,0,0,49,0,1,0.1,0,0,1,15usec,40usec,678.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,4ms,31Mbps,416kbps,4.5ms,,metric,,,,,,,,,,,,,,,,,,,1,4601,9,1.0,17,31Mbps,1265,135,9%,2.08M,68796,0.64177936,34.6,-3.5,1,27,417kbps,60,0,0%,430,142,38,0,0,0,0,0,186ns,n/a,7,4.48ms,4.5ms,4.25ms,4.5ms,4.02ms,4.5ms,3.93ms,4ms,,,,-0.7910002
2025-08-03 19:57:43.637782,metric,51,1400,600,0,0,49,0,1,0.122,0,0,1,15usec,50usec,760.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,4.5ms,43Mbps,509kbps,4.5ms,,metric,,,,,,,,,,,,,,,,,,,1,4601,11,1.0,20,43Mbps,1397,3,0%,2.23M,68974,1.8708163,34.5,-3.5,1,27,509kbps,73,0,0%,525,535,24,0,0,0,0,0,190ns,n/a,6,4.46ms,4.5ms,4.23ms,4.5ms,4.01ms,4.5ms,3.94ms,4.5ms,,,,-0.7910002
2025-08-03 19:57:44.637719,metric,51,1400,600,0,0,49,0,1,0.127,0,0,1,15usec,48usec,874.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,4.5ms,58Mbps,546kbps,4.5ms,,metric,,,,,,,,,,,,,,,,,,,1,4601,15,1.0,27,58Mbps,1399,1,0%,2.41M,68967,1.996822,34.3,-3.5,1,27,546kbps,76,0,0%,563,745,21,0,0,0,0,0,201ns,n/a,7,4.49ms,4.5ms,4.23ms,4.5ms,4.03ms,4.5ms,3.94ms,4.5ms,,,,-0.7910002
2025-08-03 19:57:45.637735,metric,51,1400,600,0,0,49,0,1,0.127,0,0,1,15usec,41usec,977.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,4.5ms,58Mbps,520kbps,4.5ms,,metric,,,,,,,,,,,,,,,,,,,1,4601,15,1.0,27,58Mbps,1400,0,0%,2.57M,68922,1.996822,34.4,-3.6,1,27,520kbps,75,0,0%,544,198,22,0,0,0,0,0,208ns,n/a,7,4.48ms,4.5ms,4.27ms,4.5ms,4.05ms,4.5ms,3.94ms,4.5ms,,,,-0.7910002
2025-08-03 19:57:46.637671,metric,51,1400,600,0,0,49,0,1,0.137,0,0,1,15usec,39usec,100.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,4.5ms,58Mbps,576kbps,4.5ms,,metric,,,,,,,,,,,,,,,,,,,1,4601,15,1.0,27,58Mbps,1400,0,0%,2.58M,68974,1.996822,34.4,-3.5,1,27,576kbps,83,0,0%,587,0,17,0,0,0,0,0,217ns,n/a,7,4.47ms,4.5ms,4.17ms,4.5ms,4.01ms,4.5ms,3.94ms,4.5ms,,,,-0.7910002
2025-08-03 19:57:47.637782,metric,51,1400,600,0,0,49,0,1,0.132,0,0,1,15usec,47usec,159.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,4.5ms,58Mbps,555kbps,4.5ms,,metric,,,,,,,,,,,,,,,,,,,1,4601,15,1.0,27,58Mbps,1400,0,0%,2.46M,68925,1.996822,34.3,-3.5,1,27,556kbps,79,0,0%,573,635,19,0,0,0,0,0,224ns,n/a,7,4.47ms,4.5ms,4.18ms,4.5ms,4.01ms,4.5ms,3.94ms,4.5ms,,,,-0.7910002
2025-08-03 19:57:48.637791,metric,51,1400,600,0,0,19,0,0.405,0.0633,0,0,1,11usec,40usec,214.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,4.5ms,23Mbps,248kbps,4.5ms,,metric,,,,,,,,,,,,,,,,,,,1,4601,15,1.0,27,23Mbps,575,1,0%,0,27478,1.987822,34.5,-3.4,1,27,248kbps,38,0,0%,256,0,14,0,0,0,0,0,230ns,n/a,8,4.45ms,4.5ms,4.24ms,4.5ms,4.03ms,4.5ms,3.95ms,4.5ms,,,,-0.7910002
2025-08-03 19:57:49.637689,metric,51,1400,600,0,0,0,0,0.0121,0.0117,0,0,0,6usec,43usec,330.0,0x4601,330.6,ue_reconf,,0x4601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-03 19:57:50.637718,metric,51,1400,600,0,0,0,0,0,0,0,0,0,4usec,19usec,489.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
