time,log_type,nof_prbs,nof_dl_slots,nof_ul_slots,nof_prach_preambles,error_indications,pdsch_rbs_per_slot,pusch_rbs_per_slot,pdschs_per_slot,puschs_per_slot,failed_pdcch,failed_uci,nof_ues,mean_latency,max_latency,max_latency_slot,total_dl_brate,total_ul_brate,max_crc_delay,max_ce_delay,max_pucch_harq_delay,max_pusch_harq_delay,events,slot,type,rnti,pci,cqi,dl_ri,dl_mcs,dl_brate,dl_nof_ok,dl_nof_nok,dl_error_rate,dl_bs,dl_nof_prbs,dl_olla,pusch_snr_db,pusch_rsrp_db,ul_ri,ul_mcs,ul_brate,ul_nof_ok,ul_nof_nok,ul_error_rate,ul_nof_prbs,bsr,sr_count,f0f1_invalid_harqs,f2f3f4_invalid_harqs,f2f3f4_invalid_csis,pusch_invalid_harqs,pusch_invalid_csis,ul_olla,ta,srs_ta,last_phr,avg_ul_ce_delay,max_ul_ce_delay,avg_crc_delay,avg_pusch_harq_delay,avg_pucch_harq_delay,ue_log_type,ue_nof_prbs,ue_nof_dl_slots,ue_nof_ul_slots,ue_nof_prach_preambles,ue_error_indications,ue_pdsch_rbs_per_slot,ue_pusch_rbs_per_slot,ue_pdschs_per_slot,ue_puschs_per_slot,ue_failed_pdcch,ue_failed_uci,ue_nof_ues,ue_mean_latency,ue_max_latency,ue_max_latency_slot,ue_total_dl_brate,ue_total_ul_brate,ue_max_crc_delay,ue_max_ce_delay,ue_max_pucch_harq_delay,ue_max_pusch_harq_delay,ue_events,ue_slot,ue_type,ue_rnti,ue_pci,ue_cqi,ue_dl_ri,ue_dl_mcs,ue_dl_brate,ue_dl_nof_ok,ue_dl_nof_nok,ue_dl_error_rate,ue_dl_bs,ue_dl_nof_prbs,ue_dl_olla,ue_pusch_snr_db,ue_pusch_rsrp_db,ue_ul_ri,ue_ul_mcs,ue_ul_brate,ue_ul_nof_ok,ue_ul_nof_nok,ue_ul_error_rate,ue_ul_nof_prbs,ue_bsr,ue_sr_count,ue_f0f1_invalid_harqs,ue_f2f3f4_invalid_harqs,ue_f2f3f4_invalid_csis,ue_pusch_invalid_harqs,ue_pusch_invalid_csis,ue_ul_olla,ue_ta,ue_srs_ta,ue_last_phr,ue_avg_ul_ce_delay,ue_max_ul_ce_delay,ue_avg_crc_delay,ue_avg_pusch_harq_delay,ue_avg_pucch_harq_delay
2025-08-03 21:49:48.486307,metric,51,561,241,0,0,0,0,0,0,0,0,0,1usec,236usec,159.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-03 21:49:49.486194,metric,51,1400,600,0,0,0,0,0,0,0,0,0,3usec,17usec,257.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-03 21:49:50.486262,metric,51,1400,600,0,0,0,0,0,0,0,0,0,3usec,26usec,364.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-03 21:49:51.486265,metric,51,1400,600,1,0,0,0,0.0164,0.0217,0,0,1,6usec,30usec,412.0,16kbps,70kbps,4.5ms,5.5ms,4.5ms,4.5ms,0x4601,407.8,ue_create,0x4601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4.5ms,,,,4601,1,13,1.0,8,16kbps,22,1,4%,0,132,0.004,31.8,-3.1,1,26,71kbps,12,0,0%,107,0,10,1,0,0,0,0,0,333ns,n/a,8,4.5ms,5.5ms,4.29ms,4.5ms,4.09ms
2025-08-03 21:49:52.486339,metric,51,1400,600,0,0,0,0,0.00857,0.02,0,0,1,9usec,56usec,600.0,18kbps,60kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,n/a,,,,4601,1,14,1.0,25,19kbps,11,0,0%,3,24,0.010000001,35.1,-3.4,1,27,60kbps,12,0,0%,62,0,11,0,0,0,0,0,0,182ns,n/a,8,4.5ms,4.5ms,4.25ms,n/a,4.13ms
2025-08-03 21:49:53.486325,metric,51,1400,600,0,0,0,1,0.00714,0.105,0,0,1,9usec,39usec,684.0,20kbps,957kbps,4.5ms,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4.5ms,,,,4601,1,15,1.0,27,21kbps,11,0,0%,0,20,0.010000001,35.1,-3.3,1,27,957kbps,63,0,0%,991,2.01k,5,0,0,0,0,0,0,175ns,n/a,3,4.49ms,4.5ms,4.45ms,4.25ms,4.1ms
2025-08-03 21:49:54.486232,metric,51,1400,600,0,0,0,2,0.00643,0.157,0,0,1,9usec,32usec,787.0,16kbps,1.5Mbps,4.5ms,4.5ms,4ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4ms,4.5ms,,,,4601,1,15,1.0,27,17kbps,9,0,0%,0,18,0.010000001,34.9,-3.3,1,27,1.5Mbps,93,1,1%,1553,0,1,0,0,0,0,0,-0.099000014,200ns,n/a,8,4.49ms,4.5ms,4.47ms,4.19ms,4ms
2025-08-03 21:49:55.486276,metric,51,1400,600,0,0,1,0,0.0436,0.035,0,0,1,8usec,30usec,878.1,1.5Mbps,107kbps,4.5ms,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4ms,,,,4601,1,15,1.0,26,1.5Mbps,61,0,0%,0,1664,0.010000001,36.0,-3.3,1,27,108kbps,21,0,0%,111,0,18,0,0,0,0,0,-0.099000014,212ns,n/a,7,4.5ms,4.5ms,4.43ms,4ms,3.99ms
2025-08-03 21:49:56.486314,metric,51,1400,600,0,0,16,0,0.384,0.0883,0,0,1,11usec,51usec,992.16,20Mbps,390kbps,4.5ms,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4.5ms,,,,4601,1,15,1.0,26,20Mbps,523,5,0%,33.8k,23379,0.0020000036,34.8,-3.4,1,27,390kbps,52,0,0%,409,74,27,0,0,0,0,0,-0.099000014,219ns,n/a,7,4.49ms,4.5ms,4.42ms,4.21ms,3.98ms
2025-08-03 21:49:57.486362,metric,51,1400,600,0,0,47,0,0.964,0.122,0,0,1,15usec,43usec,1013.3,56Mbps,516kbps,4.5ms,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4.5ms,,,,4601,1,15,1.0,27,56Mbps,1349,0,0%,323k,66080,0.0020000036,34.5,-3.4,1,27,517kbps,74,0,0%,526,198,21,0,0,0,0,0,-0.099000014,224ns,n/a,7,4.47ms,4.5ms,4.23ms,4.02ms,3.95ms
